# SpeX prism spectrum of cfht4 from Muench et al. 2007
# Lambda	Flux
0.65259502	0.67511368
0.65480200	1.7687891
0.65699902	1.0715690
0.65918701	0.14750870
0.66136602	0.46224111
0.66353901	0.55120862
0.66570498	0.39160660
0.66786602	0.22349870
0.67002300	0.36754921
0.67217598	0.92552978
0.67432598	0.52517498
0.67647402	0.95862961
0.67862100	0.51864678
0.68076802	0.68192720
0.68291499	0.12143360
0.68506401	0.43594870
0.68721401	0.60800427
0.68936699	0.15400960
0.69152300	0.47225371
0.69368301	0.33115581
0.69584800	0.53554571
0.69801802	0.42774081
0.70019399	0.62230313
0.70237598	0.50877291
0.70456499	0.82919067
0.70676201	0.16117530
0.70896802	0.36604831
0.71118198	0.44630179
0.71340498	0.35250571
0.71563799	0.17525619
0.71788101	0.37702489
0.72013501	0.47118890
0.72240098	0.22763640
0.72467798	0.34337699
0.72696699	0.61508179
0.72926802	0.61628371
0.73158198	0.50349742
0.73391001	0.63222688
0.73625098	0.56739658
0.73860601	0.56509042
0.74097598	0.57005298
0.74336099	0.68872488
0.74576001	0.78657281
0.74817500	0.81353807
0.75060498	0.81418598
0.75305098	0.85082698
0.75551401	0.80268329
0.75799302	0.83780122
0.76048901	0.72877890
0.76300098	0.51375788
0.76553101	0.47416380
0.76807798	0.48726591
0.77064302	0.41444361
0.77322598	0.39173761
0.77582700	0.48543420
0.77844502	0.44545400
0.78108301	0.50410438
0.78373799	0.51260263
0.78641201	0.53246862
0.78910498	0.56482679
0.79181699	0.54017162
0.79454800	0.62540197
0.79729800	0.66172367
0.80006699	0.67496723
0.80285498	0.77546740
0.80566299	0.88675481
0.80848999	1.0297420
0.81133701	1.0950320
0.81420298	1.1584260
0.81708901	1.1206100
0.81999502	1.1721400
0.82292002	1.0938840
0.82586504	1.0512590
0.82882900	1.0219250
0.83181299	0.94039208
0.83481699	0.92081833
0.83784102	0.85492009
0.84088398	0.77224088
0.84394697	0.73617190
0.84702998	0.68382049
0.85013203	0.63668889
0.85325400	0.61481380
0.85639600	0.68889707
0.85955703	0.71858102
0.86273701	0.79439819
0.86593701	0.86110008
0.86915596	0.88098341
0.87239404	0.97662312
0.87565195	1.0367980
0.87892803	1.0756520
0.88222402	1.0963041
0.88553799	1.0785670
0.88887100	1.1098059
0.89222305	1.1113240
0.89559297	1.1360580
0.89898203	1.1745070
0.90238896	1.2655520
0.90581504	1.3319360
0.90925801	1.3909210
0.91271904	1.4110110
0.91619902	1.4251800
0.91969600	1.4044530
0.92320996	1.3430140
0.92674199	1.2888210
0.93029199	1.2421670
0.93385801	1.2262480
0.93744102	1.2358130
0.94104102	1.2647820
0.94465801	1.3322591
0.94829102	1.3406529
0.95194102	1.3951150
0.95560703	1.4168550
0.95928799	1.4232399
0.96298604	1.4316010
0.96669902	1.4638430
0.97042803	1.4718270
0.97417197	1.4814200
0.97792998	1.4832580
0.98170400	1.4711421
0.98549297	1.4604990
0.98929600	1.4661080
0.99311299	1.4858950
0.99694502	1.4817030
1.0007900	1.4718800
1.0046500	1.4971350
1.0085200	1.5100470
1.0124100	1.5320760
1.0163100	1.5452180
1.0202200	1.5666820
1.0241500	1.5641429
1.0280800	1.5814890
1.0320300	1.5801520
1.0360000	1.6099050
1.0399700	1.6013650
1.0439600	1.5953060
1.0479500	1.5926189
1.0519600	1.5840991
1.0559800	1.5692610
1.0600100	1.5738620
1.0640500	1.5892900
1.0681000	1.6250030
1.0721700	1.6399879
1.0762400	1.6764210
1.0803200	1.7112350
