# SpeX prism spectrum of LSPM0330+3504B obtained 2005 Oct 17 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.747097    4.42362e-18    2.21712e-18
     0.749520    2.89062e-18    1.97984e-18
     0.751959    4.10970e-18    2.26520e-18
     0.754415    3.52541e-18    2.04125e-18
     0.756886    2.78288e-18    2.19449e-18
     0.759374    3.60904e-18    2.22971e-18
     0.761880    3.41373e-18    2.41905e-18
     0.764402   -9.54375e-19    2.22074e-18
     0.766941    1.85939e-18    2.00092e-18
     0.769498    2.73958e-18    1.77158e-18
     0.772073    2.04059e-18    1.72819e-18
     0.774665    2.74148e-18    1.62174e-18
     0.777276    7.06226e-18    1.65719e-18
     0.779905    1.31951e-18    1.69213e-18
     0.782552    6.31188e-18    1.62923e-18
     0.785218    2.69618e-18    1.52321e-18
     0.787903    6.28820e-18    1.53492e-18
     0.790606    4.62402e-18    1.47776e-18
     0.793329    4.88659e-18    1.51855e-18
     0.796070    6.23429e-18    1.40877e-18
     0.798831    4.48624e-18    1.46366e-18
     0.801610    6.16173e-18    1.39053e-18
     0.804410    8.11583e-18    1.38938e-18
     0.807228    9.77139e-18    1.33204e-18
     0.810066    9.69106e-18    1.35640e-18
     0.812924    8.08522e-18    1.30713e-18
     0.815801    7.64115e-18    1.34572e-18
     0.818697    7.09502e-18    1.26458e-18
     0.821614    8.30147e-18    1.30622e-18
     0.824550    7.26072e-18    1.26215e-18
     0.827506    8.47619e-18    1.27809e-18
     0.830481    8.39729e-18    1.22101e-18
     0.833476    6.94196e-18    1.22325e-18
     0.836491    6.96120e-18    1.17014e-18
     0.839526    9.51324e-18    1.18363e-18
     0.842580    7.81261e-18    1.11009e-18
     0.845654    5.00171e-18    1.11295e-18
     0.848748    5.39493e-18    1.04227e-18
     0.851861    6.73343e-18    1.02487e-18
     0.854994    7.67509e-18    9.48639e-19
     0.858146    7.87649e-18    9.54038e-19
     0.861318    6.07443e-18    9.40642e-19
     0.864509    7.28098e-18    9.66285e-19
     0.867719    6.29994e-18    9.07684e-19
     0.870949    8.75506e-18    9.19539e-19
     0.874198    7.33891e-18    9.03660e-19
     0.877466    9.01936e-18    9.39907e-19
     0.880753    8.60420e-18    9.18154e-19
     0.884059    6.69891e-18    9.56288e-19
     0.887383    9.58903e-18    8.91088e-19
     0.890727    9.74542e-18    9.04607e-19
     0.894089    6.43677e-18    9.10110e-19
     0.897470    8.58917e-18    9.34471e-19
     0.900869    6.20447e-18    8.54793e-19
     0.904286    9.00595e-18    8.55745e-19
     0.907721    1.04907e-17    8.25428e-19
     0.911175    8.91451e-18    8.48263e-19
     0.914646    9.21378e-18    8.08029e-19
     0.918135    1.04167e-17    8.05694e-19
     0.921642    1.03752e-17    7.44513e-19
     0.925166    8.04504e-18    8.02895e-19
     0.928708    9.00214e-18    8.99095e-19
     0.932267    1.16423e-17    1.04859e-18
     0.935842    1.13654e-17    1.09000e-18
     0.939435    8.98560e-18    1.09377e-18
     0.943044    8.08844e-18    1.01345e-18
     0.946670    1.07184e-17    9.73543e-19
     0.950313    1.03807e-17    9.10195e-19
     0.953971    8.26479e-18    8.58422e-19
     0.957646    9.89331e-18    7.65169e-19
     0.961336    8.98511e-18    7.47372e-19
     0.965043    9.66636e-18    7.18172e-19
     0.968764    1.12494e-17    7.03415e-19
     0.972501    9.09892e-18    6.52027e-19
     0.976254    9.45123e-18    6.56854e-19
     0.980021    9.30110e-18    6.08181e-19
     0.983803    9.38308e-18    6.31769e-19
     0.987599    1.02674e-17    5.99133e-19
     0.991411    9.34401e-18    6.34109e-19
     0.995236    9.60834e-18    6.35816e-19
     0.999075    9.06117e-18    6.35184e-19
      1.00293    9.22453e-18    5.94405e-19
      1.00680    1.10037e-17    5.79701e-19
      1.01068    9.09530e-18    5.59720e-19
      1.01457    8.88509e-18    5.99900e-19
      1.01848    9.15594e-18    5.89173e-19
      1.02239    9.80693e-18    6.03733e-19
      1.02633    9.53169e-18    6.00924e-19
      1.03027    1.01018e-17    6.29117e-19
      1.03423    1.01187e-17    6.25012e-19
      1.03820    9.38082e-18    6.08709e-19
      1.04218    1.00054e-17    5.82757e-19
      1.04617    9.21170e-18    5.76699e-19
      1.05017    9.22939e-18    5.23496e-19
      1.05419    1.01625e-17    4.83507e-19
      1.05821    1.00111e-17    4.37903e-19
      1.06225    9.82764e-18    4.30248e-19
      1.06630    1.03852e-17    4.53167e-19
      1.07036    1.00384e-17    5.46770e-19
      1.07442    1.03998e-17    4.77761e-19
      1.07850    1.02465e-17    5.36708e-19
      1.08259    1.07620e-17    5.19378e-19
      1.08669    9.63941e-18    5.45289e-19
      1.09079    9.91743e-18    5.34470e-19
      1.09491    8.56343e-18    5.18764e-19
      1.09903    1.02923e-17    5.24439e-19
      1.10316    9.98839e-18    5.18300e-19
      1.10731    1.01917e-17    4.88213e-19
      1.11145    1.02545e-17    4.88188e-19
      1.11561    9.53738e-18    5.03882e-19
      1.11978    1.00396e-17    5.29810e-19
      1.12395    9.71457e-18    5.58511e-19
      1.12813    9.89745e-18    6.47882e-19
      1.13232    9.27829e-18    6.13340e-19
      1.13651    9.56905e-18    6.25087e-19
      1.14072    9.96618e-18    6.42175e-19
      1.14492    7.93695e-18    6.02173e-19
      1.14914    9.36113e-18    6.11392e-19
      1.15336    9.45156e-18    5.73743e-19
      1.15759    9.21840e-18    5.22717e-19
      1.16182    9.29473e-18    4.82696e-19
      1.16606    9.72912e-18    4.39570e-19
      1.17030    8.94595e-18    3.94907e-19
      1.17455    8.82718e-18    3.52545e-19
      1.17880    8.93670e-18    3.32497e-19
      1.18306    8.77168e-18    3.12947e-19
      1.18733    9.27376e-18    2.98606e-19
      1.19159    9.22363e-18    3.17318e-19
      1.19587    9.08242e-18    3.78850e-19
      1.20014    9.16081e-18    3.98957e-19
      1.20442    9.75679e-18    4.28032e-19
      1.20870    9.46559e-18    4.47499e-19
      1.21299    8.55188e-18    4.26878e-19
      1.21728    9.58203e-18    4.34025e-19
      1.22157    9.81945e-18    4.25197e-19
      1.22587    8.69312e-18    4.23947e-19
      1.23017    9.66268e-18    4.20152e-19
      1.23447    8.49274e-18    3.89417e-19
      1.23877    9.38231e-18    3.64132e-19
      1.24308    9.03535e-18    3.19710e-19
      1.24739    9.05659e-18    3.07146e-19
      1.25170    9.39281e-18    2.93376e-19
      1.25601    9.55162e-18    3.15610e-19
      1.26032    9.96390e-18    3.52023e-19
      1.26463    8.87793e-18    4.38915e-19
      1.26895    9.05550e-18    5.02399e-19
      1.27326    1.08247e-17    5.45131e-19
      1.27758    9.67226e-18    5.17322e-19
      1.28190    9.64755e-18    4.66340e-19
      1.28622    8.30309e-18    4.48797e-19
      1.29053    1.04061e-17    4.21292e-19
      1.29485    8.74136e-18    4.19209e-19
      1.29917    8.79490e-18    4.21763e-19
      1.30349    8.57193e-18    4.13482e-19
      1.30781    9.05460e-18    4.27471e-19
      1.31212    9.39610e-18    4.00343e-19
      1.31644    9.17328e-18    3.85498e-19
      1.32075    8.64400e-18    3.57704e-19
      1.32507    9.13241e-18    3.43243e-19
      1.32938    8.32030e-18    3.35868e-19
      1.33370    7.87400e-18    3.00635e-19
      1.33801    7.35898e-18    3.00871e-19
      1.34232    6.68851e-18    3.28666e-19
      1.34662    6.97360e-18    4.20199e-19
      1.35093    5.68047e-18    6.42399e-19
      1.35523    8.45533e-18    1.16406e-18
      1.35954    6.55656e-18    2.64291e-18
      1.36384    6.29590e-18    4.99742e-18
      1.36813    8.15573e-19    4.37119e-18
      1.37243    1.09887e-17    2.80343e-18
      1.37672    1.01638e-17    2.82008e-18
      1.38101    1.22516e-17    2.43066e-18
      1.38530    6.67786e-18    2.15562e-18
      1.38958    5.60776e-18    1.90795e-18
      1.39386    9.52814e-18    1.73839e-18
      1.39814    7.78934e-18    1.71862e-18
      1.40242    2.20924e-18    1.69927e-18
      1.40669    3.61713e-18    1.49377e-18
      1.41096    3.35580e-18    1.32820e-18
      1.41522    5.30508e-18    1.11091e-18
      1.41948    5.29601e-18    8.95200e-19
      1.42374    4.32487e-18    7.22334e-19
      1.42799    6.17859e-18    6.20758e-19
      1.43224    5.79611e-18    6.32743e-19
      1.43649    7.45475e-18    6.15327e-19
      1.44073    5.92870e-18    5.42077e-19
      1.44497    5.22957e-18    5.48015e-19
      1.44920    5.19156e-18    5.82715e-19
      1.45343    6.66727e-18    6.00072e-19
      1.45765    6.41858e-18    5.99940e-19
      1.46187    5.38589e-18    5.62535e-19
      1.46608    5.87338e-18    5.61381e-19
      1.47029    5.92684e-18    5.36250e-19
      1.47450    4.98012e-18    5.76856e-19
      1.47870    6.49935e-18    6.07209e-19
      1.48289    5.61341e-18    6.20138e-19
      1.48708    5.36161e-18    6.04051e-19
      1.49127    5.87837e-18    5.12574e-19
      1.49544    6.17502e-18    4.27873e-19
      1.49962    5.12946e-18    4.74373e-19
      1.50379    5.62130e-18    5.81062e-19
      1.50795    5.76905e-18    5.81203e-19
      1.51211    5.18676e-18    5.60976e-19
      1.51626    4.67246e-18    4.15157e-19
      1.52041    5.74888e-18    4.49058e-19
      1.52455    6.33994e-18    4.96611e-19
      1.52868    6.70584e-18    5.45915e-19
      1.53281    6.57365e-18    5.33120e-19
      1.53694    7.08972e-18    5.09196e-19
      1.54106    6.50844e-18    4.92666e-19
      1.54517    5.76017e-18    4.32230e-19
      1.54927    5.87750e-18    4.63707e-19
      1.55337    5.45759e-18    4.30514e-19
      1.55747    5.67045e-18    4.47356e-19
      1.56156    6.35215e-18    4.80485e-19
      1.56564    6.15435e-18    4.58176e-19
      1.56971    5.63355e-18    4.17611e-19
      1.57378    6.08038e-18    3.73042e-19
      1.57785    5.78837e-18    4.28689e-19
      1.58191    6.28743e-18    5.49057e-19
      1.58596    6.08485e-18    5.58557e-19
      1.59000    6.26342e-18    5.21568e-19
      1.59404    6.38151e-18    3.87417e-19
      1.59807    6.20452e-18    4.01242e-19
      1.60210    5.29637e-18    4.70274e-19
      1.60612    6.01663e-18    5.13996e-19
      1.61013    5.36748e-18    5.54223e-19
      1.61414    6.11927e-18    4.98056e-19
      1.61814    5.62704e-18    5.18826e-19
      1.62213    5.40932e-18    4.88035e-19
      1.62612    5.84083e-18    4.37092e-19
      1.63010    6.20576e-18    4.28765e-19
      1.63407    6.38067e-18    3.95131e-19
      1.63804    5.83831e-18    4.08550e-19
      1.64200    5.83398e-18    4.35997e-19
      1.64596    6.27715e-18    4.49641e-19
      1.64990    6.66963e-18    4.49284e-19
      1.65384    5.83454e-18    4.03183e-19
      1.65778    6.94641e-18    3.30771e-19
      1.66171    5.26663e-18    2.95252e-19
      1.66563    5.95942e-18    4.53030e-19
      1.66954    6.64710e-18    5.22653e-19
      1.67345    6.33694e-18    5.45914e-19
      1.67736    6.66218e-18    4.48013e-19
      1.68125    6.34343e-18    3.12341e-19
      1.68514    6.35413e-18    3.50330e-19
      1.68902    5.37724e-18    4.38445e-19
      1.69290    5.66205e-18    4.58741e-19
      1.69677    5.79289e-18    5.13918e-19
      1.70063    6.02050e-18    4.67032e-19
      1.70449    5.32071e-18    4.57098e-19
      1.70834    6.15368e-18    4.56504e-19
      1.71218    5.58462e-18    4.13926e-19
      1.71602    5.65632e-18    4.00711e-19
      1.71985    5.92414e-18    3.90922e-19
      1.72367    5.20109e-18    3.58856e-19
      1.72749    5.59839e-18    3.71623e-19
      1.73130    5.50605e-18    3.77629e-19
      1.73510    5.32238e-18    3.92844e-19
      1.73890    5.21790e-18    4.14824e-19
      1.74269    4.74986e-18    4.36874e-19
      1.74648    4.79929e-18    4.01268e-19
      1.75026    5.10268e-18    3.55769e-19
      1.75403    4.25410e-18    2.87010e-19
      1.75779    4.27829e-18    2.79173e-19
      1.76155    4.32861e-18    4.29103e-19
      1.76531    3.96326e-18    5.13197e-19
      1.76905    4.50692e-18    5.20532e-19
      1.77280    3.45808e-18    4.57340e-19
      1.77653    4.24533e-18    3.03712e-19
      1.78026    4.27902e-18    2.89713e-19
      1.78398    4.40259e-18    4.10998e-19
      1.78770    3.19743e-18    4.65396e-19
      1.79141    4.08253e-18    4.89093e-19
      1.79511    3.61509e-18    5.79586e-19
      1.79881    4.04284e-18    6.44262e-19
      1.80250    3.45078e-18    7.53682e-19
      1.80619    4.26396e-18    8.25084e-19
      1.80987    4.55876e-18    7.90747e-19
      1.81354    4.60217e-18    8.43496e-19
      1.81721    3.91677e-18    9.70044e-19
      1.82087    3.74884e-18    8.54443e-19
      1.82453    3.82654e-18    1.07117e-18
      1.82818    6.62110e-18    1.47506e-18
      1.83182    4.89291e-18    2.46287e-18
      1.83546    3.20215e-18    4.57157e-18
      1.83909   -6.55893e-18    5.14116e-18
      1.84272    1.01939e-17    4.49707e-18
      1.84634    4.10775e-19    4.05731e-18
      1.84996    8.21758e-18    3.89343e-18
      1.85357    4.87555e-18    4.92469e-18
      1.85717    6.38639e-18    3.81940e-18
      1.86077   -1.04918e-18    3.00170e-18
      1.86436    5.51579e-18    2.95613e-18
      1.86795   -3.12024e-18    4.13063e-18
      1.87153    5.50911e-18    6.99699e-18
      1.87511    1.71546e-18    4.53966e-18
      1.87868    2.44319e-18    2.47679e-18
      1.88225    1.66402e-18    1.77306e-18
      1.88581    4.83553e-18    1.47748e-18
      1.88936   -1.33357e-18    1.61733e-18
      1.89291    1.35407e-18    1.56673e-18
      1.89645    2.14578e-18    2.19383e-18
      1.89999    1.45347e-18    2.91368e-18
      1.90353    1.26834e-18    3.75844e-18
      1.90705   -2.18564e-18    3.39786e-18
      1.91058    1.31646e-19    2.95844e-18
      1.91410    6.38341e-18    1.83312e-18
      1.91761    4.79328e-18    1.49559e-18
      1.92112    5.01976e-18    1.28675e-18
      1.92462    3.19859e-18    1.31367e-18
      1.92812    4.69465e-18    1.20041e-18
      1.93161    3.33712e-18    1.05832e-18
      1.93509    3.40022e-18    8.80921e-19
      1.93858    2.90766e-18    7.18353e-19
      1.94205    3.26320e-18    5.79535e-19
      1.94553    2.68842e-18    4.98763e-19
      1.94899    3.33268e-18    5.10393e-19
      1.95245    3.03970e-18    5.86208e-19
      1.95591    2.52044e-18    5.95384e-19
      1.95936    3.32864e-18    5.86725e-19
      1.96281    2.81779e-18    5.05082e-19
      1.96625    3.18685e-18    4.79636e-19
      1.96969    2.83342e-18    4.48639e-19
      1.97313    2.93223e-18    4.46660e-19
      1.97655    2.79546e-18    4.17076e-19
      1.97998    3.20633e-18    3.68097e-19
      1.98340    2.64711e-18    3.07049e-19
      1.98681    3.02204e-18    2.64304e-19
      1.99022    2.71542e-18    2.49014e-19
      1.99362    2.46925e-18    2.72629e-19
      1.99702    3.15189e-18    4.57630e-19
      2.00042    2.28771e-18    6.73436e-19
      2.00381    2.38750e-18    7.80512e-19
      2.00719    1.95500e-18    6.81975e-19
      2.01057    2.30224e-18    4.67043e-19
      2.01395    1.92973e-18    4.15784e-19
      2.01732    2.34285e-18    3.94734e-19
      2.02069    3.08806e-18    3.55845e-19
      2.02405    3.16909e-18    3.95400e-19
      2.02741    2.87324e-18    3.82625e-19
      2.03076    2.53582e-18    3.87034e-19
      2.03411    2.26850e-18    3.51550e-19
      2.03746    2.60652e-18    3.73449e-19
      2.04080    3.02046e-18    3.79805e-19
      2.04413    2.87599e-18    3.72192e-19
      2.04746    2.56959e-18    3.61303e-19
      2.05079    2.57372e-18    3.42621e-19
      2.05411    2.94631e-18    4.38699e-19
      2.05743    2.89475e-18    4.21721e-19
      2.06074    3.07905e-18    3.84764e-19
      2.06405    2.93600e-18    2.90092e-19
      2.06735    2.81855e-18    2.75766e-19
      2.07065    3.44197e-18    3.23311e-19
      2.07395    3.19312e-18    3.16212e-19
      2.07724    2.77251e-18    2.94758e-19
      2.08052    2.85416e-18    2.47596e-19
      2.08380    3.15730e-18    2.39112e-19
      2.08708    3.53164e-18    2.66821e-19
      2.09035    2.40729e-18    2.69987e-19
      2.09362    3.11177e-18    2.51338e-19
      2.09688    2.64182e-18    2.28003e-19
      2.10014    3.04630e-18    2.28397e-19
      2.10339    3.51462e-18    2.40129e-19
      2.10664    3.02210e-18    2.74506e-19
      2.10989    2.53047e-18    2.88979e-19
      2.11313    3.00401e-18    2.94429e-19
      2.11636    3.04355e-18    2.96882e-19
      2.11960    2.48935e-18    2.86752e-19
      2.12282    2.89525e-18    2.98773e-19
      2.12604    2.90176e-18    2.85186e-19
      2.12926    2.84946e-18    2.77187e-19
      2.13247    3.20160e-18    2.53237e-19
      2.13568    2.56003e-18    2.36185e-19
      2.13889    3.08124e-18    2.21745e-19
      2.14208    3.28901e-18    2.04011e-19
      2.14528    2.52177e-18    2.29722e-19
      2.14847    3.20157e-18    3.18963e-19
      2.15165    3.42275e-18    3.69259e-19
      2.15483    2.68737e-18    3.80087e-19
      2.15801    2.88257e-18    3.27993e-19
      2.16118    2.60365e-18    2.59543e-19
      2.16434    2.97264e-18    2.40501e-19
      2.16751    2.98022e-18    2.43766e-19
      2.17066    3.20148e-18    2.53219e-19
      2.17381    2.73581e-18    2.55026e-19
      2.17696    2.31780e-18    2.97304e-19
      2.18010    3.05648e-18    3.17096e-19
      2.18324    3.00448e-18    3.33750e-19
      2.18637    2.87850e-18    3.27351e-19
      2.18950    3.87046e-18    2.85518e-19
      2.19262    2.85035e-18    3.21978e-19
      2.19574    3.13868e-18    3.41146e-19
      2.19885    3.24788e-18    3.45734e-19
      2.20196    3.27383e-18    3.37486e-19
      2.20506    3.14157e-18    2.99507e-19
      2.20816    2.92927e-18    3.04643e-19
      2.21126    3.29711e-18    3.38040e-19
      2.21434    2.89472e-18    3.24583e-19
      2.21743    2.87105e-18    3.17261e-19
      2.22051    3.10898e-18    2.81274e-19
      2.22358    2.59212e-18    2.67869e-19
      2.22665    2.81869e-18    2.81104e-19
      2.22971    2.54507e-18    3.14492e-19
      2.23277    3.68741e-18    3.22197e-19
      2.23582    2.62041e-18    3.11824e-19
      2.23887    2.80185e-18    2.83166e-19
      2.24191    2.70937e-18    2.62824e-19
      2.24495    3.01472e-18    2.73043e-19
      2.24798    3.40081e-18    2.85516e-19
      2.25101    2.93592e-18    3.23008e-19
      2.25403    2.86187e-18    3.15497e-19
      2.25705    2.66515e-18    3.13958e-19
      2.26006    2.92251e-18    2.83698e-19
      2.26307    2.53197e-18    2.83285e-19
      2.26607    2.91891e-18    2.86453e-19
      2.26907    2.46987e-18    2.98937e-19
      2.27206    2.54138e-18    3.03025e-19
      2.27504    2.64076e-18    3.10989e-19
      2.27802    3.02423e-18    3.00845e-19
      2.28100    3.08072e-18    3.00062e-19
      2.28397    2.77953e-18    2.92313e-19
      2.28694    3.04183e-18    2.97732e-19
      2.28990    2.35398e-18    3.01976e-19
      2.29285    3.17627e-18    3.13173e-19
      2.29580    2.72854e-18    3.25699e-19
      2.29874    2.48153e-18    3.31777e-19
      2.30168    2.78297e-18    3.31164e-19
      2.30462    2.92806e-18    3.30255e-19
      2.30755    2.44663e-18    3.21557e-19
      2.31047    2.18372e-18    3.15796e-19
      2.31339    3.26274e-18    3.18342e-19
      2.31630    1.56669e-18    3.46167e-19
      2.31921    3.45982e-18    3.94184e-19
      2.32212    2.91503e-18    3.79690e-19
      2.32501    2.72750e-18    3.63088e-19
      2.32791    2.07979e-18    3.57328e-19
      2.33080    2.81105e-18    3.52458e-19
      2.33368    2.19958e-18    3.55877e-19
      2.33656    2.42290e-18    3.68001e-19
      2.33943    2.13561e-18    3.92851e-19
      2.34230    2.67660e-18    4.07682e-19
      2.34516    2.27913e-18    4.20479e-19
      2.34802    2.53713e-18    4.36311e-19
      2.35088    2.60334e-18    4.72733e-19
      2.35373    1.82196e-18    4.79613e-19
      2.35657    1.57487e-18    4.68081e-19
      2.35941    1.98109e-18    4.36790e-19
      2.36225    2.38330e-18    4.29355e-19
      2.36508    2.44042e-18    4.43330e-19
      2.36791    3.09781e-18    5.08174e-19
      2.37073    1.55008e-18    5.57076e-19
      2.37355    2.82637e-18    5.73509e-19
      2.37636    1.95763e-18    5.84937e-19
      2.37917    1.94488e-18    5.75699e-19
      2.38198    1.56599e-18    6.86906e-19
      2.38478    1.47006e-18    7.21211e-19
      2.38758    1.02519e-18    6.55602e-19
      2.39037    1.93300e-18    6.20420e-19
      2.39316   -2.20672e-18    5.90327e-19
      2.39595    2.14938e-18    5.90291e-19
      2.39873    1.96577e-18    5.71760e-19
      2.40152    2.05526e-18    6.00911e-19
      2.40429    2.14550e-18    6.52081e-19
      2.40707    2.19711e-18    7.10131e-19
      2.40984    2.13150e-18    7.47720e-19
      2.41260    1.22117e-18    8.29568e-19
      2.41537    4.33065e-18    9.54378e-19
      2.41813    1.62620e-18    9.97135e-19
      2.42089    2.12439e-18    9.03582e-19
      2.42365    1.26589e-18    8.00264e-19
      2.42641    2.07626e-18    6.85670e-19
      2.42916    1.71242e-18    6.84300e-19
      2.43191    1.85512e-18    8.83311e-19
      2.43466    3.95903e-18    1.08726e-18
      2.43741   -4.50659e-19    1.08436e-18
      2.44016    1.80446e-18    8.68002e-19
      2.44290    6.44842e-19    9.05649e-19
      2.44565    2.41969e-18    1.19644e-18
      2.44839    2.31729e-18    1.49638e-18
      2.45114    1.58487e-18    1.49577e-18
      2.45388    1.64191e-18    1.28156e-18
      2.45663    7.31963e-20    9.69865e-19
      2.45937    2.20826e-18    9.64223e-19
      2.46211    2.55680e-18    1.13753e-18
      2.46486    1.60496e-18    1.15449e-18
      2.46760    1.59181e-18    1.18920e-18
      2.47035    2.80800e-18    1.47967e-18
      2.47310    3.66955e-18    1.53909e-18
      2.47585    2.61662e-18    1.55820e-18
      2.47860    8.35821e-19    1.71604e-18
      2.48135    8.40859e-19    2.16416e-18
      2.48411   -7.78300e-19    2.72211e-18
      2.48687   -1.36405e-18    3.09059e-18
      2.48963    2.23294e-19    3.22721e-18
      2.49240    1.61359e-18    3.56997e-18
      2.49517    4.51265e-18    3.01010e-18
      2.49794    3.58652e-18    2.37480e-18
      2.50072    4.61423e-18    2.31386e-18
      2.50350    7.06045e-18    2.83928e-18
      2.50629   -2.11774e-18    3.21457e-18
      2.50909   -1.86537e-18    3.73099e-18
      2.51189    7.94273e-18    4.38946e-18
      2.51469    1.30794e-17    6.56551e-18
      2.51751    5.84486e-18    8.36145e-18
      2.52033   -9.77935e-19    7.16079e-18
      2.52315    1.20947e-18    7.24651e-18
      2.52599    7.23450e-18    1.00993e-17
      2.52883    9.48544e-19    1.77161e-17
      2.53169   -3.00578e-18    3.38050e-17
      2.53455   -7.49950e-17    4.95598e-17
      2.53742   -2.57732e-18    5.18631e-17
      2.54031    1.89203e-17    3.43761e-17
      2.54320   -2.17424e-17    3.94910e-17
      2.54611   -1.02352e-17    6.04162e-17
      2.54902    8.79103e-18    1.10804e-16
      2.55195    2.91531e-16    2.06312e-16
      2.55490    1.04394e-16    1.39104e-16
      2.55785    2.73126e-18    8.94453e-17
      2.56082   -8.71578e-18    5.56569e-17
