# SpeX prism spectrum of kpno5 from Muench et al. 2007
# Lambda	Flux
1.2158600	1.5289080
1.2201500	1.5418990
1.2244500	1.5482010
1.2287500	1.5479530
1.2330500	1.5303080
1.2373500	1.5146370
1.2416500	1.5011550
1.2459600	1.4926530
1.2502700	1.4969651
1.2545800	1.5037210
1.2588900	1.4998879
1.2632100	1.5158240
1.2675200	1.5268270
1.2718400	1.5463110
1.2761500	1.5171220
1.2804700	1.5078200
1.2847900	1.5107100
1.2891000	1.5111721
1.2934200	1.5534641
1.2977400	1.5421370
1.3020600	1.5216560
1.3063800	1.5273089
1.3106900	1.5122520
1.3150100	1.5151089
1.3193300	1.4848230
1.3236400	1.4407901
1.3279600	1.3648380
1.3322700	1.2981009
1.3365800	1.2264529
1.3408900	1.1679749
1.3452000	1.1202190
1.3495000	1.0893620
1.3538100	1.0698960
1.3581100	1.0534410
1.3624100	1.0243630
1.3667100	1.0123039
1.3710100	1.0146990
1.3753000	0.99787772
1.3795900	0.99346882
1.3838800	0.99722499
1.3881700	0.98675883
1.3924500	0.96509862
1.3967300	0.95449227
1.4010000	0.92853123
1.4052800	0.91947371
1.4095500	0.89773327
1.4138100	0.88780743
1.4180700	0.87202322
1.4223300	0.85766888
1.4265900	0.85919923
1.4308400	0.85276818
1.4350800	0.85739642
1.4393300	0.84800059
1.4435600	0.85843241
1.4478000	0.85845178
1.4520300	0.86804253
1.4562500	0.86725461
1.4604700	0.85099220
1.4646900	0.84860080
1.4689000	0.84735417
1.4731100	0.83606857
1.4773100	0.83133048
1.4815000	0.83437359
1.4856900	0.84367108
1.4898800	0.85260379
1.4940600	0.85238361
1.4982400	0.85575223
1.5024100	0.86041200
1.5065700	0.86602491
1.5107300	0.86850673
1.5148900	0.87486541
1.5190400	0.88086450
1.5231800	0.87959301
1.5273200	0.87798530
1.5314500	0.89305562
1.5355700	0.88675678
1.5396900	0.88437808
1.5438100	0.88965958
1.5479200	0.89426488
1.5520200	0.89425403
1.5561100	0.89926618
1.5602000	0.90494078
1.5642900	0.90427577
1.5683700	0.91534549
1.5724400	0.92188239
1.5765000	0.92597532
1.5805600	0.92998099
1.5846200	0.93300319
1.5886600	0.93579531
1.5927000	0.93989033
1.5967400	0.95551789
1.6007700	0.95698869
1.6047900	0.94441521
1.6088000	0.95347768
1.6128100	0.95094192
1.6168100	0.95297188
1.6208100	0.96292251
1.6248000	0.97535461
1.6287800	0.97651500
1.6327600	0.97635251
1.6367300	0.97137332
1.6406900	0.97202432
1.6446500	0.98058438
1.6486000	0.99272919
1.6525400	1.0016510
1.6564801	1.0113440
1.6604100	1.0062460
1.6643301	1.0093991
1.6682500	1.0092170
1.6721600	1.0103940
1.6760600	1.0009060
1.6799600	0.99460381
1.6838500	0.98849750
1.6877400	0.99597228
1.6916199	0.99584001
1.6954900	0.98650318
1.6993500	0.98124743
1.7032100	0.97030407
1.7070600	0.94594657
1.7109100	0.93407202
1.7147500	0.91446692
1.7185801	0.89481783
1.7224000	0.88860708
1.7262199	0.87226999
1.7300400	0.85670519
1.7338400	0.84986269
1.7376400	0.82933283
1.7414400	0.82694882
1.7452199	0.81166452
1.7490100	0.80633497
1.7527801	0.78665477
1.7565500	0.77275199
1.7603100	0.76110768
1.7640699	0.74656707
1.7678100	0.73316783
1.7715600	0.72090471
1.7752900	0.71094459
1.7790301	0.69593543
1.7827500	0.68499398
1.7864699	0.67394340
1.7901801	0.66451138
1.7938900	0.65481979
1.7975900	0.64933878
1.8012801	0.64296073
1.8049699	0.63608950
1.8086500	0.63050592
1.8123301	0.62381083
1.8160000	0.61046171
1.8196600	0.61791468
1.8233199	0.61726141
1.8269699	0.61708009
1.8306199	0.60281593
1.8342600	0.59063578
1.8378900	0.58279711
1.8415199	0.56576258
1.8451400	0.56277329
1.8487600	0.53548992
1.8523699	0.52465588
1.8559801	0.51382828
1.8595801	0.51595169
1.8631699	0.52525443
1.8667600	0.49858969
1.8703500	0.48179489
1.8739301	0.50165272
1.8775000	0.51882792
1.8810699	0.52348793
1.8846301	0.51731718
1.8881801	0.52196711
1.8917400	0.52658761
1.8952801	0.52227259
1.8988199	0.51293689
1.9023600	0.52040207
1.9058900	0.52999222
1.9094100	0.52434188
1.9129301	0.52218139
1.9164500	0.52677232
1.9199600	0.52977908
1.9234600	0.52377093
1.9269600	0.51832741
1.9304500	0.52042729
1.9339400	0.51560581
1.9374199	0.51626968
1.9409000	0.50532019
1.9443801	0.51101798
1.9478500	0.50247699
1.9513100	0.50113201
1.9547699	0.49815339
1.9582199	0.50388509
1.9616699	0.50341660
1.9651199	0.50545001
1.9685500	0.50080049
1.9719900	0.48653200
1.9754199	0.48358390
1.9788400	0.47830659
1.9822600	0.46679130
1.9856801	0.46872890
1.9890900	0.47574171
1.9925000	0.47678959
1.9959000	0.47104159
1.9992900	0.46258849
2.0026900	0.45622849
2.0060699	0.45978481
2.0094600	0.45048881
2.0128301	0.45098299
2.0162100	0.45062569
2.0195801	0.45856741
2.0229400	0.45498040
2.0263000	0.46067449
2.0296600	0.46091011
2.0330100	0.45757261
2.0363500	0.45684999
2.0396900	0.46247089
2.0430301	0.45852399
2.0463600	0.45646381
2.0496900	0.45108449
2.0530100	0.45451081
2.0563301	0.45661661
2.0596500	0.45013759
2.0629600	0.45300299
2.0662600	0.44783199
2.0695600	0.45046541
2.0728600	0.45532480
2.0761500	0.45615661
2.0794400	0.45364270
2.0827199	0.45641199
2.0860000	0.45858240
2.0892699	0.45905691
2.0925400	0.45777231
2.0958000	0.45923620
2.0990600	0.46452659
2.1023199	0.46483791
2.1055699	0.46309721
2.1088100	0.46487170
2.1120600	0.46824011
2.1152900	0.46701270
2.1185301	0.46697310
2.1217500	0.46909589
2.1249801	0.46929029
2.1282000	0.47318661
2.1314100	0.47051579
2.1346199	0.47294840
2.1378301	0.47580299
2.1410301	0.47449049
2.1442199	0.47621599
2.1474100	0.47623810
2.1506000	0.47670171
2.1537801	0.47526291
2.1569600	0.48079801
2.1601301	0.48382729
2.1633000	0.48309860
2.1664600	0.48497319
2.1696199	0.48301780
2.1727699	0.48070949
2.1759199	0.47641820
2.1790600	0.48151380
2.1822000	0.48031241
2.1853400	0.48004559
2.1884699	0.47969261
2.1915900	0.48595509
2.1947100	0.48846179
2.1978199	0.48492521
2.2009301	0.48953351
2.2040400	0.48429999
2.2071400	0.48343489
2.2102301	0.48294550
2.2133199	0.48481229
2.2164100	0.48681071
2.2194900	0.48565581
2.2225600	0.49503371
2.2256301	0.49121451
2.2287000	0.48561889
2.2317600	0.48892751
2.2348100	0.49027681
2.2378600	0.49580061
2.2409100	0.49207661
2.2439400	0.49412411
2.2469801	0.49177939
2.2500100	0.49404120
2.2530301	0.49540070
2.2560500	0.49475601
2.2590600	0.48698270
2.2620699	0.48035660
2.2650801	0.48428991
2.2680699	0.48277041
2.2710699	0.47958821
2.2740600	0.48568869
2.2770400	0.48240840
2.2800199	0.48040321
2.2829900	0.48409951
2.2859500	0.48374641
2.2889199	0.47318101
2.2918699	0.45674741
2.2948199	0.44889861
2.2977699	0.44246510
2.3007100	0.43988371
2.3036500	0.43755189
2.3065801	0.44621941
2.3095000	0.44498199
2.3124199	0.43998030
2.3153400	0.43603030
2.3182500	0.42532641
2.3211500	0.41635731
2.3240500	0.41117170
2.3269500	0.40942049
2.3298400	0.40345690
2.3327301	0.40339389
2.3356100	0.40223950
2.3384801	0.39825261
2.3413500	0.40693101
2.3442199	0.40579069
2.3470801	0.39561099
2.3499301	0.38538679
2.3527801	0.38997090
2.3556301	0.38325861
2.3584699	0.37431201
2.3613100	0.37531441
2.3641400	0.38238341
2.3669699	0.37668270
2.3698000	0.38109580
2.3726199	0.38121089
2.3754301	0.38007900
2.3782400	0.36810601
2.3810500	0.36089790
2.3838500	0.35904700
2.3866500	0.35370839
2.3894500	0.34493491
2.3922400	0.34555519
2.3950301	0.34910420
2.3978100	0.34866330
2.4006000	0.34004989
2.4033699	0.34318730
2.4061500	0.33027431
2.4089199	0.32430330
2.4116900	0.32264361
2.4144600	0.31787041
2.4172199	0.31254271
2.4199801	0.31153151
2.4227400	0.31161931
2.4254900	0.30638531
2.4282500	0.31105459
2.4310000	0.30041489
2.4337500	0.29869750
2.4365000	0.30218270
2.4392500	0.29451370
2.4420000	0.28632021
2.4447400	0.28511730
2.4474900	0.28247619
2.4502301	0.27706981
2.4529699	0.28062141
2.4557199	0.27383319
2.4584600	0.27058819
2.4612000	0.26974431
2.4639500	0.26624990
2.4666900	0.26445040
2.4694400	0.25913209
2.4721900	0.25762260
2.4749400	0.25376189
2.4776900	0.24692820
2.4804400	0.24957860
2.4832000	0.24974839
2.4859600	0.23772299
2.4887199	0.24207550
2.4914801	0.24369960
2.4942500	0.24968740
2.4970199	0.24046940
2.4998000	0.25021651
2.5025801	0.24200641
2.5053699	0.23497450
2.5081600	0.23601151
2.5109600	0.23588251
2.5137600	0.22115619
2.5165699	0.23002151
2.5193900	0.22907139
2.5222199	0.23242050
2.5250500	0.23433250
2.5278900	0.22742040
2.5307400	0.21779060
2.5336000	0.21942981
2.5364699	0.20719349
2.5393500	0.22467209
2.5422400	0.20811620
2.5451400	0.22057620
2.5480600	0.20054890
2.5509801	0.21872960
2.5539199	0.19163100
2.5568699	0.20653270
2.5598400	0.20211791
