#
# Generated by G. Mace, Thu Mar  1 20:10:10 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6434026    1.5059E-01    6.5940E-01
   0.6456620    1.3126E+00    6.2626E-01
   0.6479070    3.0952E+00    6.4701E-01
   0.6501386    1.8978E+00    6.3414E-01
   0.6523580    2.0531E+00    5.7331E-01
   0.6545662    7.4256E-01    5.3374E-01
   0.6567642    1.2074E+00    4.7888E-01
   0.6589531    1.5161E-01    4.4439E-01
   0.6611336    1.7401E+00    4.5328E-01
   0.6633070    4.3387E-01    4.4316E-01
   0.6654739    1.6309E+00    4.5295E-01
   0.6676354    2.5352E-01    4.3764E-01
   0.6697924    1.1052E+00    4.1999E-01
   0.6719457    7.2998E-01    3.9946E-01
   0.6740962    1.3743E+00    3.9379E-01
   0.6762446    4.1800E-01    3.7411E-01
   0.6783918    6.9878E-01    3.6543E-01
   0.6805385    9.9498E-01    3.4543E-01
   0.6826856    8.0321E-01    3.5171E-01
   0.6848338    1.3474E+00    3.4176E-01
   0.6869838    9.8862E-01    3.4350E-01
   0.6891364    8.4408E-01    3.3111E-01
   0.6912922    9.3458E-01    3.1820E-01
   0.6934518    3.1066E-01    2.9289E-01
   0.6956160    9.0348E-01    2.8851E-01
   0.6977854    7.6868E-01    2.6663E-01
   0.6999606    8.6294E-01    2.5413E-01
   0.7021423    8.7279E-01    2.3821E-01
   0.7043310    1.8315E+00    2.3413E-01
   0.7065272    8.8654E-01    2.2528E-01
   0.7087316    6.6906E-01    2.2126E-01
   0.7109447    8.4818E-01    2.0667E-01
   0.7131670    5.3235E-01    2.0766E-01
   0.7153989    2.3862E-01    2.0018E-01
   0.7176411    7.8666E-01    2.0667E-01
   0.7198940    1.2346E+00    1.9128E-01
   0.7221580    6.3939E-01    1.8501E-01
   0.7244336    7.4148E-01    1.7673E-01
   0.7267212    4.5337E-01    1.7981E-01
   0.7290213    2.8223E-01    1.6645E-01
   0.7313343    2.3852E-01    1.6618E-01
   0.7336604   -1.8005E-01    1.5462E-01
   0.7360002    3.4279E-01    1.5226E-01
   0.7383540    3.5841E-01    1.4223E-01
   0.7407221    5.9810E-01    1.4004E-01
   0.7431049    1.1877E-01    1.2758E-01
   0.7455027   -8.3544E-02    1.3290E-01
   0.7479158    3.3570E-01    1.2521E-01
   0.7503446    2.4398E-01    1.2580E-01
   0.7527891    5.9755E-01    1.1790E-01
   0.7552500    1.2703E-01    1.2394E-01
   0.7577272    1.2201E+00    1.4119E-01
   0.7602210    2.3142E-01    1.6240E-01
   0.7627319    5.8423E-01    1.6434E-01
   0.7652599    3.7279E-01    1.5308E-01
   0.7678052    2.1194E-01    1.2382E-01
   0.7703682    1.8313E-01    1.1390E-01
   0.7729489    1.6023E-01    1.0304E-01
