# SpeX prism spectrum of 0448-0557 obtained 2005 Dec 31 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
      1.91826    3.27882e-17    2.42743e-18
      1.92177    3.19316e-17    2.55011e-18
      1.92527    3.18969e-17    2.37889e-18
      1.92876    3.26720e-17    2.14942e-18
      1.93225    2.98829e-17    1.68732e-18
      1.93574    3.08975e-17    1.54514e-18
      1.93922    2.76020e-17    1.41187e-18
      1.94270    2.90798e-17    1.18634e-18
      1.94617    3.04094e-17    1.19420e-18
      1.94963    3.14635e-17    1.37759e-18
      1.95310    2.90575e-17    1.63000e-18
      1.95655    3.07557e-17    1.79435e-18
      1.96000    3.00536e-17    1.80551e-18
      1.96345    3.31724e-17    1.74465e-18
      1.96689    3.02654e-17    1.72631e-18
      1.97033    3.11529e-17    1.70602e-18
      1.97376    2.93018e-17    1.65269e-18
      1.97719    2.80178e-17    1.44648e-18
      1.98061    2.94593e-17    1.27647e-18
      1.98403    2.86447e-17    9.90164e-19
      1.98744    3.02892e-17    9.32941e-19
      1.99085    2.81787e-17    8.79458e-19
      1.99425    2.96949e-17    1.26716e-18
      1.99765    2.98471e-17    2.01661e-18
      2.00105    2.69881e-17    2.69402e-18
      2.00444    2.49196e-17    3.00380e-18
      2.00782    2.30227e-17    2.24238e-18
      2.01120    2.86919e-17    1.66544e-18
      2.01458    2.81742e-17    1.60933e-18
      2.01795    2.68289e-17    1.45808e-18
      2.02131    2.78572e-17    1.57190e-18
      2.02468    2.94000e-17    1.62390e-18
      2.02803    2.92935e-17    1.57791e-18
      2.03139    2.85798e-17    1.51962e-18
      2.03473    2.74305e-17    1.41445e-18
      2.03808    3.11539e-17    1.59642e-18
      2.04142    2.50719e-17    1.51224e-18
      2.04475    2.82296e-17    1.52416e-18
      2.04808    2.71253e-17    1.27781e-18
      2.05141    2.92617e-17    1.58799e-18
      2.05473    2.65252e-17    1.77670e-18
      2.05804    2.59534e-17    1.64538e-18
      2.06135    2.79427e-17    1.34155e-18
      2.06466    2.63894e-17    9.84055e-19
      2.06797    2.83618e-17    1.25095e-18
      2.07126    2.87194e-17    1.31314e-18
      2.07456    2.73549e-17    1.24383e-18
      2.07785    3.11398e-17    1.06884e-18
      2.08113    2.62752e-17    9.02183e-19
      2.08441    2.79739e-17    9.73795e-19
      2.08769    2.52373e-17    1.07387e-18
      2.09096    2.88325e-17    1.01596e-18
      2.09422    3.03077e-17    9.25599e-19
      2.09749    2.71585e-17    8.00715e-19
      2.10074    2.81123e-17    8.43317e-19
      2.10400    2.56673e-17    9.87290e-19
      2.10725    2.73621e-17    1.10570e-18
      2.11049    2.68872e-17    1.14020e-18
      2.11373    2.60899e-17    1.15904e-18
      2.11696    2.57735e-17    1.10484e-18
      2.12019    2.71347e-17    1.14267e-18
      2.12342    2.51955e-17    1.11788e-18
      2.12664    2.68316e-17    1.07257e-18
      2.12986    2.72604e-17    1.01182e-18
      2.13307    2.55560e-17    9.00053e-19
      2.13628    2.51495e-17    8.37320e-19
      2.13948    2.82858e-17    7.58851e-19
      2.14268    2.74143e-17    7.39803e-19
      2.14587    2.56840e-17    1.04409e-18
      2.14906    2.23268e-17    1.35603e-18
      2.15224    2.26745e-17    1.46663e-18
      2.15542    2.79022e-17    1.38773e-18
      2.15860    2.63914e-17    1.08253e-18
      2.16177    2.58147e-17    8.81834e-19
      2.16493    2.70097e-17    8.47273e-19
      2.16809    2.44566e-17    9.06420e-19
      2.17125    2.26685e-17    9.10461e-19
      2.17440    2.64714e-17    9.92574e-19
      2.17754    2.53196e-17    1.15909e-18
      2.18068    2.27195e-17    1.18022e-18
      2.18382    2.73411e-17    1.23651e-18
      2.18695    2.42646e-17    1.07502e-18
      2.19008    2.65698e-17    1.08212e-18
      2.19320    2.35448e-17    1.26818e-18
      2.19632    2.33917e-17    1.26044e-18
      2.19943    2.60998e-17    1.27561e-18
      2.20254    2.36484e-17    1.14244e-18
      2.20564    2.29858e-17    1.05930e-18
      2.20874    2.44466e-17    1.21170e-18
      2.21183    2.32163e-17    1.23281e-18
      2.21492    2.17494e-17    1.19700e-18
      2.21800    2.47167e-17    1.08882e-18
      2.22108    2.45088e-17    9.91634e-19
      2.22415    2.39668e-17    9.83148e-19
      2.22722    2.43385e-17    1.10864e-18
      2.23028    2.49162e-17    1.17702e-18
      2.23333    2.46297e-17    1.22870e-18
      2.23639    2.16539e-17    1.08895e-18
      2.23943    2.31073e-17    9.44426e-19
      2.24248    2.46494e-17    9.39389e-19
      2.24551    2.34451e-17    9.81848e-19
      2.24854    2.39241e-17    1.05377e-18
      2.25157    2.50481e-17    1.06754e-18
      2.25459    2.44175e-17    1.04077e-18
      2.25761    2.36977e-17    1.00306e-18
      2.26062    2.37692e-17    9.58712e-19
      2.26362    2.15742e-17    9.67242e-19
      2.26663    2.33779e-17    1.00298e-18
      2.26962    2.36078e-17    1.03461e-18
      2.27261    2.37892e-17    1.05793e-18
      2.27560    2.54472e-17    1.05317e-18
      2.27858    2.32408e-17    1.02103e-18
      2.28155    2.47579e-17    9.95017e-19
      2.28452    2.30401e-17    9.85776e-19
      2.28748    2.42132e-17    1.00403e-18
      2.29044    2.24952e-17    1.01477e-18
      2.29340    2.23492e-17    1.05807e-18
      2.29635    2.00608e-17    1.09104e-18
      2.29929    2.16802e-17    1.10241e-18
      2.30223    2.08480e-17    1.13602e-18
      2.30516    2.23704e-17    1.06881e-18
      2.30809    2.43643e-17    1.04858e-18
      2.31101    2.28505e-17    1.02718e-18
      2.31393    2.12433e-17    1.05951e-18
      2.31684    2.29724e-17    1.12692e-18
      2.31975    2.15419e-17    1.18205e-18
      2.32265    2.27589e-17    1.17131e-18
      2.32555    2.18822e-17    1.11824e-18
      2.32844    2.00239e-17    1.11425e-18
      2.33133    2.07798e-17    1.11125e-18
      2.33421    1.99544e-17    1.12862e-18
      2.33709    2.16614e-17    1.15854e-18
      2.33996    2.23008e-17    1.19455e-18
      2.34283    2.06774e-17    1.24531e-18
      2.34569    2.22928e-17    1.27583e-18
      2.34855    2.03306e-17    1.31785e-18
      2.35141    1.89763e-17    1.36688e-18
      2.35425    2.02336e-17    1.36866e-18
      2.35710    1.74922e-17    1.33144e-18
      2.35994    1.74687e-17    1.28062e-18
      2.36277    1.94644e-17    1.26090e-18
      2.36560    2.33776e-17    1.31449e-18
      2.36843    2.34250e-17    1.45609e-18
      2.37125    2.14617e-17    1.56905e-18
      2.37407    2.16612e-17    1.64391e-18
      2.37688    2.37617e-17    1.55853e-18
      2.37969    2.07624e-17    1.56780e-18
      2.38250    2.02282e-17    1.56289e-18
      2.38530    2.00516e-17    1.56397e-18
      2.38810    1.82069e-17    1.54621e-18
      2.39089    1.84938e-17    1.51807e-18
      2.39368    2.08006e-17    1.49193e-18
      2.39647    1.82124e-17    1.46944e-18
      2.39925    1.97605e-17    1.46697e-18
      2.40203    1.84256e-17    1.51761e-18
      2.40481    1.80665e-17    1.57204e-18
      2.40758    1.67690e-17    1.61513e-18
      2.41035    2.08679e-17    1.66935e-18
      2.41312    2.04434e-17    1.80180e-18
      2.41588    1.83432e-17    1.95607e-18
      2.41864    1.86337e-17    1.98180e-18
      2.42140    1.90854e-17    1.85971e-18
      2.42416    1.67130e-17    1.66938e-18
      2.42692    1.51695e-17    1.59298e-18
      2.42967    1.94758e-17    1.70672e-18
      2.43242    1.79224e-17    2.03182e-18
      2.43517    2.12571e-17    2.16195e-18
      2.43792    1.88602e-17    2.09203e-18
      2.44067    1.85144e-17    1.85335e-18
      2.44341    1.95171e-17    2.03157e-18
      2.44616    1.84296e-17    2.38134e-18
      2.44890    1.65638e-17    2.66286e-18
      2.45165    1.76461e-17    2.62161e-18
      2.45439    2.11190e-17    2.50300e-18
      2.45713    2.11650e-17    2.17386e-18
      2.45988    1.76561e-17    2.20750e-18
      2.46262    1.61083e-17    2.17526e-18
      2.46537    1.94412e-17    2.26431e-18
      2.46811    1.81043e-17    2.46396e-18
      2.47086    1.94828e-17    2.71635e-18
      2.47361    1.59752e-17    2.77754e-18
      2.47636    1.54206e-17    2.71463e-18
      2.47911    1.54961e-17    2.80106e-18
      2.48186    9.54797e-18    3.30298e-18
      2.48462    9.06804e-18    3.74470e-18
      2.48738    1.30082e-17    3.91665e-18
      2.49014    1.67394e-17    4.05542e-18
      2.49291    1.35204e-17    4.08902e-18
      2.49568    1.82763e-17    3.81566e-18
      2.49846    1.18852e-17    3.53783e-18
      2.50124    1.94347e-17    3.55856e-18
      2.50402    1.67827e-17    3.98931e-18
      2.50681    1.38972e-17    4.53101e-18
      2.50960    1.67616e-17    4.87393e-18
      2.51241    6.76136e-18    5.60827e-18
      2.51521    8.60392e-18    6.87871e-18
      2.51803    2.23636e-17    7.13100e-18
      2.52085    1.44770e-17    6.89437e-18
      2.52368    1.56706e-17    6.56259e-18
      2.52652    1.14168e-17    7.67969e-18
      2.52936    2.15023e-17    1.02327e-17
      2.53222    1.29372e-17    1.30735e-17
      2.53508    1.11246e-17    1.52621e-17
      2.53796    4.05138e-17    1.47113e-17
      2.54084    1.08636e-17    1.38169e-17
      2.54374    6.61220e-18    1.63470e-17
      2.54664    2.65294e-17    2.21968e-17
      2.54956   -3.82554e-17    2.92445e-17
      2.55250    3.35524e-18    2.89452e-17
      2.55544   -3.25159e-17    2.39189e-17
      2.55840    2.48300e-17    1.72309e-17
