# SpeX prism spectrum of 2002-0521 obtained 2005 Oct 15 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# ---------------------------------------------------------------------
      2.27461    1.84712e-16    2.53579e-18
      2.27759    1.85769e-16    3.37024e-18
      2.28056    1.87345e-16    1.66374e-18
      2.28354    1.86144e-16    2.08895e-18
      2.28650    1.87053e-16    3.17255e-18
      2.28946    1.84280e-16    2.88088e-18
      2.29242    1.80403e-16    2.52098e-18
      2.29537    1.66424e-16    2.55521e-18
      2.29831    1.58253e-16    1.94302e-18
      2.30125    1.53645e-16    2.61479e-18
      2.30419    1.59053e-16    2.31585e-18
      2.30712    1.57033e-16    3.41982e-18
      2.31004    1.57867e-16    2.07573e-18
      2.31296    1.58030e-16    1.40515e-18
      2.31588    1.58176e-16    1.31813e-18
      2.31879    1.55226e-16    1.83209e-18
      2.32169    1.59451e-16    1.74723e-18
      2.32459    1.53519e-16    2.13821e-18
      2.32748    1.52965e-16    1.04862e-18
      2.33037    1.46611e-16    1.88197e-18
      2.33326    1.50154e-16    2.90075e-18
      2.33614    1.46924e-16    2.07495e-18
      2.33901    1.49604e-16    2.57499e-18
      2.34188    1.53217e-16    2.23300e-18
      2.34475    1.49567e-16    1.97856e-18
      2.34761    1.54672e-16    1.73181e-18
      2.35046    1.55604e-16    1.92967e-18
      2.35331    1.50917e-16    3.38801e-18
      2.35616    1.45934e-16    1.92581e-18
      2.35900    1.46224e-16    2.36718e-18
      2.36183    1.45004e-16    3.16250e-18
      2.36467    1.43070e-16    2.88158e-18
      2.36749    1.39789e-16    2.23381e-18
      2.37032    1.40598e-16    1.62612e-18
      2.37314    1.44787e-16    2.02608e-18
      2.37595    1.47760e-16    4.35703e-18
      2.37876    1.43132e-16    2.51323e-18
      2.38157    1.40309e-16    2.81087e-18
      2.38437    1.40127e-16    1.91928e-18
      2.38717    1.39801e-16    2.39110e-18
      2.38996    1.42445e-16    3.46162e-18
      2.39276    1.46860e-16    2.32054e-18
      2.39554    1.52233e-16    2.22573e-18
      2.39833    1.43817e-16    1.99615e-18
      2.40111    1.37651e-16    3.87643e-18
      2.40389    1.39372e-16    1.65005e-18
      2.40666    1.38268e-16    1.86042e-18
      2.40943    1.34837e-16    1.82809e-18
      2.41220    1.35563e-16    3.65641e-18
      2.41497    1.35742e-16    5.32476e-18
      2.41773    1.27325e-16    3.60215e-18
      2.42049    1.33423e-16    5.19694e-18
      2.42325    1.22715e-16    4.77865e-18
      2.42600    1.22912e-16    3.94687e-18
      2.42876    1.24378e-16    3.80528e-18
      2.43151    1.17701e-16    3.08667e-18
      2.43426    1.22793e-16    4.46844e-18
      2.43701    1.26413e-16    2.01577e-18
      2.43976    1.24362e-16    2.46276e-18
      2.44250    1.16058e-16    4.17125e-18
      2.44525    1.20475e-16    4.56846e-18
      2.44799    1.18531e-16    3.90972e-18
      2.45074    1.15225e-16    1.68424e-18
      2.45348    1.07630e-16    4.14491e-18
      2.45622    1.11722e-16    1.99832e-18
      2.45897    1.02985e-16    3.88933e-18
      2.46171    1.04879e-16    5.69494e-18
      2.46446    1.07919e-16    2.16373e-18
      2.46720    1.04759e-16    5.33612e-18
      2.46995    1.03194e-16    5.63461e-18
      2.47270    1.10386e-16    3.32271e-18
      2.47545    1.05258e-16    4.27277e-18
      2.47820    1.08515e-16    2.05709e-18
      2.48095    1.08668e-16    3.18674e-18
      2.48371    1.12185e-16    4.81450e-18
      2.48647    1.02093e-16    7.76174e-18
      2.48923    9.48858e-17    7.65556e-18
      2.49199    1.07334e-16    3.77681e-18
      2.49476    9.12364e-17    7.04213e-18
      2.49754    7.85869e-17    6.35831e-18
      2.50031    1.00040e-16    4.58539e-18
      2.50310    1.02672e-16    4.92205e-18
      2.50588    1.09105e-16    5.05318e-18
      2.50868    1.02474e-16    6.61686e-18
      2.51148    9.40755e-17    2.70067e-18
      2.51428    8.39161e-17    6.41487e-18
      2.51709    7.36359e-17    1.58401e-17
      2.51991    1.03013e-16    1.19631e-17
      2.52274    8.45675e-17    1.17133e-17
      2.52557    7.26738e-17    1.20753e-17
      2.52842    4.33678e-17    9.81800e-18
      2.53127    1.09635e-16    3.24753e-17
      2.53413    7.21968e-17    3.76003e-17
      2.53700    9.63526e-17    1.83766e-17
      2.53988    1.24596e-16    4.22019e-17
      2.54278    1.17457e-16    2.73063e-17
      2.54568    8.26012e-17    5.56559e-17
      2.54859    1.29460e-16    1.70624e-17
      2.55152   -2.75441e-17    6.26201e-17
      2.55446    1.20052e-16    4.35604e-17
      2.55742    1.54533e-16    3.75438e-17
      2.56039    8.56395e-17    3.06104e-17
      2.56337    8.98700e-17    1.28372e-17
