# SpeX prism spectrum of 2132+1341 obtained 2005 Oct 17 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.742065    1.07106e-17    9.26461e-18
     0.744456    8.63399e-18    8.54441e-18
     0.746863   -5.82446e-18    8.84195e-18
     0.749284    9.99966e-18    8.17840e-18
     0.751722   -2.18858e-17    8.51384e-18
     0.754176    1.82385e-17    7.83707e-18
     0.756646   -2.01200e-17    8.18664e-18
     0.759132   -1.64502e-17    1.03192e-17
     0.761636   -1.40867e-17    1.10338e-17
     0.764156   -1.78112e-17    1.04509e-17
     0.766694   -1.65994e-17    9.49035e-18
     0.769249    1.40590e-17    7.66910e-18
     0.771822   -8.91344e-18    7.25611e-18
     0.774413   -8.93636e-18    6.74539e-18
     0.777022   -7.08729e-18    6.43776e-18
     0.779649    1.11566e-17    6.54000e-18
     0.782295   -2.66897e-18    6.28387e-18
     0.784959   -1.70099e-17    6.00658e-18
     0.787642    1.25053e-17    5.98256e-18
     0.790343    7.94181e-19    6.03216e-18
     0.793064   -2.32573e-18    6.21523e-18
     0.795803    1.01906e-17    6.54746e-18
     0.798562    1.05684e-18    6.50035e-18
     0.801340    1.08309e-17    6.16812e-18
     0.804137    1.04287e-17    6.32095e-18
     0.806954    1.04130e-17    6.01355e-18
     0.809790   -3.74712e-19    6.19146e-18
     0.812646    1.39911e-17    5.96975e-18
     0.815521    7.66741e-18    6.05775e-18
     0.818416    2.90121e-18    4.90478e-18
     0.821330    7.90214e-18    5.57831e-18
     0.824264    1.27579e-18    5.53888e-18
     0.827218    1.66939e-17    5.54640e-18
     0.830192    2.43948e-17    4.99374e-18
     0.833185   -7.54605e-18    4.88919e-18
     0.836198    1.88324e-17    5.36955e-18
     0.839231    1.69895e-17    5.37584e-18
     0.842283    2.83923e-17    5.08525e-18
     0.845355    2.05410e-17    5.13683e-18
     0.848447    2.90328e-17    4.46629e-18
     0.851558    2.61879e-17    4.36461e-18
     0.854689    3.06232e-17    4.07699e-18
     0.857839    3.67739e-17    4.07254e-18
     0.861009    2.49328e-17    4.05695e-18
     0.864198    1.61853e-17    4.45630e-18
     0.867407    2.71983e-17    3.91540e-18
     0.870635    2.91462e-17    4.29722e-18
     0.873882    3.10331e-17    3.97112e-18
     0.877148    2.72590e-17    4.13949e-18
     0.880433    3.73963e-17    4.07095e-18
     0.883737    2.16141e-17    4.14207e-18
     0.887060    3.55277e-17    3.95880e-18
     0.890402    3.77160e-17    3.96826e-18
     0.893762    3.69624e-17    3.90462e-18
     0.897141    4.13705e-17    4.02474e-18
     0.900538    3.90373e-17    3.79635e-18
     0.903954    3.74861e-17    4.28772e-18
     0.907387    3.86781e-17    4.05468e-18
     0.910839    4.90554e-17    4.50452e-18
     0.914309    4.59259e-17    3.94455e-18
     0.917796    5.33096e-17    3.97376e-18
     0.921301    4.92929e-17    3.56127e-18
     0.924824    5.23370e-17    3.90188e-18
     0.928364    4.94305e-17    3.76562e-18
     0.931921    5.92454e-17    4.69717e-18
     0.935495    5.29311e-17    4.64664e-18
     0.939086    5.45386e-17    4.67026e-18
     0.942694    5.15363e-17    4.38469e-18
     0.946318    7.10894e-17    4.26499e-18
     0.949959    6.80891e-17    4.01789e-18
     0.953616    6.44374e-17    3.73805e-18
     0.957289    6.05826e-17    3.61343e-18
     0.960978    6.71402e-17    3.72531e-18
     0.964682    7.13854e-17    3.51193e-18
     0.968403    7.07699e-17    3.35666e-18
     0.972138    7.94537e-17    2.96547e-18
     0.975889    8.23923e-17    2.86993e-18
     0.979655    8.28867e-17    2.67997e-18
     0.983435    7.98004e-17    2.75021e-18
     0.987231    7.79994e-17    2.67967e-18
     0.991040    7.03110e-17    2.81025e-18
     0.994864    7.90786e-17    2.79825e-18
     0.998702    6.75206e-17    2.77074e-18
      1.00255    7.26361e-17    2.61525e-18
      1.00642    7.35458e-17    2.92927e-18
      1.01030    7.97838e-17    2.49649e-18
      1.01419    7.70810e-17    2.66458e-18
      1.01810    8.16871e-17    2.59148e-18
      1.02201    7.93803e-17    2.66332e-18
      1.02595    8.10401e-17    2.63683e-18
      1.02989    8.73667e-17    2.60050e-18
      1.03384    8.87322e-17    2.61403e-18
      1.03781    8.70935e-17    2.57340e-18
      1.04179    9.33062e-17    2.48650e-18
      1.04578    9.42494e-17    2.43441e-18
      1.04978    9.59402e-17    2.20138e-18
      1.05380    9.97568e-17    2.05212e-18
      1.05782    1.04966e-16    1.91632e-18
      1.06186    1.04482e-16    1.88878e-18
      1.06590    1.03877e-16    2.01298e-18
      1.06996    1.06814e-16    2.17790e-18
      1.07403    1.13588e-16    2.20283e-18
      1.07810    1.11240e-16    2.44528e-18
      1.08219    1.12812e-16    2.35489e-18
      1.08629    1.12279e-16    2.45681e-18
      1.09039    1.21803e-16    2.41417e-18
      1.09451    1.18703e-16    2.38251e-18
      1.09863    1.17519e-16    2.33798e-18
      1.10276    1.14260e-16    2.28263e-18
      1.10690    1.11322e-16    2.14290e-18
      1.11105    1.12794e-16    2.12627e-18
      1.11521    1.12044e-16    2.20023e-18
      1.11937    1.13602e-16    2.34033e-18
      1.12355    1.22578e-16    2.60064e-18
      1.12773    1.23138e-16    2.95309e-18
      1.13191    1.18100e-16    2.85790e-18
      1.13611    1.10244e-16    2.84932e-18
      1.14031    1.09344e-16    2.83653e-18
      1.14452    1.11958e-16    2.70454e-18
      1.14873    1.34136e-16    2.80395e-18
      1.15295    1.33412e-16    2.63785e-18
      1.15718    1.31616e-16    2.43096e-18
      1.16141    1.22083e-16    2.21622e-18
      1.16565    1.19356e-16    1.99360e-18
      1.16989    1.14420e-16    1.80754e-18
      1.17414    1.16718e-16    1.63703e-18
      1.17839    1.15317e-16    1.56325e-18
      1.18265    1.23049e-16    1.52037e-18
      1.18691    1.32761e-16    1.47473e-18
      1.19118    1.26713e-16    1.56582e-18
      1.19545    1.25847e-16    1.78254e-18
      1.19973    1.27531e-16    1.84768e-18
      1.20401    1.28481e-16    1.98595e-18
      1.20829    1.29891e-16    2.01039e-18
      1.21258    1.35737e-16    1.95762e-18
      1.21686    1.41616e-16    2.01071e-18
      1.22116    1.44407e-16    1.94259e-18
      1.22545    1.49688e-16    1.94353e-18
      1.22975    1.50221e-16    1.92619e-18
      1.23405    1.43563e-16    1.80880e-18
      1.23836    1.37846e-16    1.70760e-18
      1.24266    1.38499e-16    1.58298e-18
      1.24697    1.37531e-16    1.57395e-18
      1.25128    1.41341e-16    1.67034e-18
      1.25559    1.51015e-16    2.05563e-18
      1.25990    1.56692e-16    2.67631e-18
      1.26421    1.61566e-16    3.98915e-18
      1.26853    1.63158e-16    4.12776e-18
      1.27285    1.69435e-16    4.02989e-18
      1.27716    1.67101e-16    3.52142e-18
      1.28148    1.63702e-16    2.90486e-18
      1.28580    1.63792e-16    2.43300e-18
      1.29011    1.64065e-16    2.09920e-18
      1.29443    1.67689e-16    2.00525e-18
      1.29875    1.66501e-16    1.92513e-18
      1.30307    1.63284e-16    1.90899e-18
      1.30739    1.67026e-16    2.14016e-18
      1.31170    1.70810e-16    1.83755e-18
      1.31602    1.67830e-16    1.79024e-18
      1.32034    1.66832e-16    1.69465e-18
      1.32465    1.58073e-16    1.64346e-18
      1.32896    1.44779e-16    1.67749e-18
      1.33328    1.24856e-16    1.47847e-18
      1.33759    1.00674e-16    1.57434e-18
      1.34190    9.29868e-17    1.51332e-18
      1.34621    9.06763e-17    1.86896e-18
      1.35051    8.29166e-17    2.67729e-18
      1.35482    9.46768e-17    5.07483e-18
      1.35912    9.16018e-17    1.11483e-17
      1.36342    9.95089e-17    2.29321e-17
      1.36772    1.03489e-16    2.37047e-17
      1.37201    1.06789e-16    1.52275e-17
      1.37631    9.46920e-17    1.24789e-17
      1.38060    1.17894e-16    1.14035e-17
      1.38488    9.92130e-17    1.04799e-17
      1.38917    8.58894e-17    9.17607e-18
      1.39345    9.51206e-17    8.18678e-18
      1.39773    9.86188e-17    7.73650e-18
      1.40200    8.69408e-17    7.69794e-18
      1.40628    9.10506e-17    6.84636e-18
      1.41054    9.85173e-17    6.02459e-18
      1.41481    8.68831e-17    4.98269e-18
      1.41907    7.66513e-17    3.91225e-18
      1.42333    9.22240e-17    3.19139e-18
      1.42758    8.64283e-17    2.80652e-18
      1.43183    8.33650e-17    2.76331e-18
      1.43608    9.54942e-17    2.69668e-18
      1.44032    8.33003e-17    2.37155e-18
      1.44456    9.24356e-17    2.46449e-18
      1.44879    8.93296e-17    2.56408e-18
      1.45302    9.64239e-17    2.58880e-18
      1.45724    9.76047e-17    2.46160e-18
      1.46146    9.23899e-17    2.47834e-18
      1.46567    9.22047e-17    2.25486e-18
      1.46988    9.91354e-17    2.22071e-18
      1.47409    9.53202e-17    2.43469e-18
      1.47829    1.00208e-16    2.50993e-18
      1.48248    1.02493e-16    2.55180e-18
      1.48667    1.00721e-16    2.46129e-18
      1.49086    1.05216e-16    2.08541e-18
      1.49504    1.06949e-16    1.77996e-18
      1.49921    1.07804e-16    2.05252e-18
      1.50338    1.10544e-16    2.34933e-18
      1.50755    1.17371e-16    2.33064e-18
      1.51171    1.15865e-16    2.20188e-18
      1.51586    1.22167e-16    1.69374e-18
      1.52001    1.21278e-16    1.86831e-18
      1.52415    1.23287e-16    2.01475e-18
      1.52828    1.28840e-16    2.18621e-18
      1.53241    1.29674e-16    2.10215e-18
      1.53654    1.36422e-16    2.06179e-18
      1.54066    1.34674e-16    1.95162e-18
      1.54477    1.38630e-16    1.78644e-18
      1.54888    1.39181e-16    1.81709e-18
      1.55298    1.40529e-16    1.77619e-18
      1.55707    1.41936e-16    1.85977e-18
      1.56116    1.43656e-16    1.96148e-18
      1.56524    1.40448e-16    1.88807e-18
      1.56932    1.48669e-16    1.77009e-18
      1.57339    1.46322e-16    1.66160e-18
      1.57745    1.51251e-16    2.05731e-18
      1.58151    1.48064e-16    2.40331e-18
      1.58556    1.44335e-16    2.36729e-18
      1.58961    1.43907e-16    2.13111e-18
      1.59365    1.53261e-16    1.61656e-18
      1.59768    1.49190e-16    1.74358e-18
      1.60171    1.50303e-16    1.96550e-18
      1.60573    1.51167e-16    2.09411e-18
      1.60974    1.45335e-16    2.18915e-18
      1.61375    1.50484e-16    2.01738e-18
      1.61775    1.46056e-16    2.09255e-18
      1.62174    1.51475e-16    1.90489e-18
      1.62573    1.51996e-16    1.78714e-18
      1.62971    1.49000e-16    1.75639e-18
      1.63369    1.49794e-16    1.63477e-18
      1.63766    1.48465e-16    1.71051e-18
      1.64162    1.51369e-16    1.79702e-18
      1.64557    1.55599e-16    1.83874e-18
      1.64952    1.58041e-16    1.83097e-18
      1.65346    1.58018e-16    1.66544e-18
      1.65740    1.57558e-16    1.40730e-18
      1.66133    1.56524e-16    1.38340e-18
      1.66525    1.54736e-16    1.92183e-18
      1.66917    1.55933e-16    2.09952e-18
      1.67307    1.53350e-16    2.22923e-18
      1.67698    1.57206e-16    1.75320e-18
      1.68087    1.56351e-16    1.34749e-18
      1.68476    1.55464e-16    1.56584e-18
      1.68865    1.60594e-16    1.79982e-18
      1.69252    1.57922e-16    1.86381e-18
      1.69639    1.56142e-16    2.02315e-18
      1.70026    1.51472e-16    1.86147e-18
      1.70411    1.54822e-16    1.86398e-18
      1.70796    1.51288e-16    1.84480e-18
      1.71181    1.54101e-16    1.70877e-18
      1.71564    1.45594e-16    1.66363e-18
      1.71947    1.45540e-16    1.60093e-18
      1.72330    1.41918e-16    1.52123e-18
      1.72712    1.39888e-16    1.55795e-18
      1.73093    1.37874e-16    1.57340e-18
      1.73473    1.35198e-16    1.63511e-18
      1.73853    1.31121e-16    1.71930e-18
      1.74232    1.29838e-16    1.76686e-18
      1.74611    1.26728e-16    1.63769e-18
      1.74989    1.23700e-16    1.47279e-18
      1.75366    1.16692e-16    1.23284e-18
      1.75743    1.18619e-16    1.26580e-18
      1.76119    1.15518e-16    1.80731e-18
      1.76494    1.05898e-16    2.04317e-18
      1.76869    1.06739e-16    2.04651e-18
      1.77243    1.00029e-16    1.75115e-18
      1.77617    1.03875e-16    1.26552e-18
      1.77990    1.00702e-16    1.29881e-18
      1.78362    1.02986e-16    1.73286e-18
      1.78734    9.22910e-17    1.85051e-18
      1.79105    9.70170e-17    1.95571e-18
      1.79475    9.06567e-17    2.22670e-18
      1.79845    9.69264e-17    2.44192e-18
      1.80214    9.48272e-17    2.92127e-18
      1.80583    9.11384e-17    3.10971e-18
      1.80951    9.33746e-17    3.02810e-18
      1.81318    9.78612e-17    3.22952e-18
      1.81685    9.96924e-17    3.69304e-18
      1.82052    1.00294e-16    3.43402e-18
      1.82417    1.00564e-16    4.19368e-18
      1.82782    1.12757e-16    5.69794e-18
      1.83147    1.04382e-16    9.26905e-18
      1.83511    1.59626e-16    1.80645e-17
      1.83874    1.04766e-16    2.43894e-17
      1.84237    1.17448e-16    1.94240e-17
      1.84599    7.83724e-17    1.69769e-17
      1.84961    8.76284e-17    1.61714e-17
      1.85322    5.71810e-17    1.99824e-17
      1.85682    1.38206e-16    1.75935e-17
      1.86042    7.48643e-17    1.31843e-17
      1.86401    1.00824e-16    1.39417e-17
      1.86760    7.47103e-17    1.49466e-17
      1.87119    1.08100e-16    2.92992e-17
      1.87476    9.00678e-17    2.40115e-17
      1.87833    8.02713e-17    1.24568e-17
      1.88190    7.73501e-17    8.36163e-18
      1.88546    6.62928e-17    7.11497e-18
      1.88902    7.80506e-17    6.84088e-18
      1.89257    7.91782e-17    6.39542e-18
      1.89611    9.12772e-17    8.43043e-18
      1.89965    8.35439e-17    1.14210e-17
      1.90318    9.97090e-17    1.51772e-17
      1.90671    1.08261e-16    1.38146e-17
      1.91024    1.04414e-16    1.27252e-17
      1.91375    1.01845e-16    8.43180e-18
      1.91727    9.76086e-17    6.72813e-18
      1.92078    1.04252e-16    5.65402e-18
      1.92428    9.89078e-17    5.25864e-18
      1.92778    9.76977e-17    4.97133e-18
      1.93127    8.79781e-17    4.32924e-18
      1.93476    9.17441e-17    3.61946e-18
      1.93824    9.36105e-17    3.06295e-18
      1.94172    8.66173e-17    2.48417e-18
      1.94519    8.36555e-17    2.24033e-18
      1.94866    8.53450e-17    2.16645e-18
      1.95212    8.10559e-17    2.36173e-18
      1.95558    7.95666e-17    2.45808e-18
      1.95903    8.04047e-17    2.42261e-18
      1.96248    8.49637e-17    2.17984e-18
      1.96592    8.24327e-17    2.02591e-18
      1.96936    8.26578e-17    1.85809e-18
      1.97279    8.29589e-17    1.83193e-18
      1.97622    8.15663e-17    1.67554e-18
      1.97964    7.99641e-17    1.50785e-18
      1.98306    8.17103e-17    1.26698e-18
      1.98648    8.02488e-17    1.14121e-18
      1.98989    8.12692e-17    1.08158e-18
      1.99329    7.99612e-17    1.19420e-18
      1.99669    7.87393e-17    1.79111e-18
      2.00009    7.86451e-17    2.48936e-18
      2.00348    7.96933e-17    2.97738e-18
      2.00687    8.65072e-17    2.60217e-18
      2.01025    8.25213e-17    1.89172e-18
      2.01362    8.47060e-17    1.76568e-18
      2.01700    8.61376e-17    1.70876e-18
      2.02036    8.90024e-17    1.59178e-18
      2.02373    9.19695e-17    1.67729e-18
      2.02709    9.03274e-17    1.57850e-18
      2.03044    9.01576e-17    1.56893e-18
      2.03379    9.13970e-17    1.40905e-18
      2.03713    9.09793e-17    1.53204e-18
      2.04047    9.07338e-17    1.50081e-18
      2.04381    9.13536e-17    1.48315e-18
      2.04714    9.45311e-17    1.39879e-18
      2.05047    9.47348e-17    1.42737e-18
      2.05379    9.58884e-17    1.75244e-18
      2.05711    9.73048e-17    1.69496e-18
      2.06042    1.00175e-16    1.54286e-18
      2.06373    9.83689e-17    1.20772e-18
      2.06703    9.98314e-17    1.23970e-18
      2.07033    1.02224e-16    1.37292e-18
      2.07363    1.00196e-16    1.33604e-18
      2.07692    1.03555e-16    1.23276e-18
      2.08020    9.99149e-17    1.07005e-18
      2.08349    1.02842e-16    1.07602e-18
      2.08676    1.04186e-16    1.15866e-18
      2.09003    1.05802e-16    1.16161e-18
      2.09330    1.05252e-16    1.08849e-18
      2.09657    1.06817e-16    1.01163e-18
      2.09982    1.07320e-16    9.94806e-19
      2.10308    1.06422e-16    1.07369e-18
      2.10633    1.07082e-16    1.18035e-18
      2.10957    1.09645e-16    1.21660e-18
      2.11281    1.08636e-16    1.23784e-18
      2.11605    1.08746e-16    1.23889e-18
      2.11928    1.08833e-16    1.22131e-18
      2.12251    1.12175e-16    1.25350e-18
      2.12573    1.10419e-16    1.19914e-18
      2.12895    1.10647e-16    1.17846e-18
      2.13216    1.10962e-16    1.08561e-18
      2.13537    1.11165e-16    1.12305e-18
      2.13857    1.09811e-16    1.00558e-18
      2.14177    1.11945e-16    9.50285e-19
      2.14497    1.10340e-16    1.05665e-18
      2.14816    1.10427e-16    1.33045e-18
      2.15134    1.07427e-16    1.48014e-18
      2.15452    1.08622e-16    1.49255e-18
      2.15770    1.08916e-16    1.29430e-18
      2.16087    1.07401e-16    1.09963e-18
      2.16404    1.08070e-16    1.05666e-18
      2.16720    1.10935e-16    1.07674e-18
      2.17036    1.08359e-16    1.08833e-18
      2.17351    1.10219e-16    1.10932e-18
      2.17666    1.07715e-16    1.23762e-18
      2.17980    1.08191e-16    1.29150e-18
      2.18294    1.06659e-16    1.34336e-18
      2.18607    1.07859e-16    1.30634e-18
      2.18920    1.10284e-16    1.19420e-18
      2.19232    1.04338e-16    1.32688e-18
      2.19544    1.05225e-16    1.46989e-18
      2.19855    1.06352e-16    1.50138e-18
      2.20166    1.04616e-16    1.33430e-18
      2.20476    1.06016e-16    1.22418e-18
      2.20786    1.04560e-16    1.26006e-18
      2.21096    1.05260e-16    1.34568e-18
      2.21404    1.01386e-16    1.29756e-18
      2.21713    1.04823e-16    1.26300e-18
      2.22021    1.01913e-16    1.18854e-18
      2.22328    1.00700e-16    1.11544e-18
      2.22635    1.03394e-16    1.16708e-18
      2.22941    1.04308e-16    1.27509e-18
      2.23247    1.03573e-16    1.27336e-18
      2.23553    1.02566e-16    1.24760e-18
      2.23857    1.00834e-16    1.14129e-18
      2.24162    1.00850e-16    1.18426e-18
      2.24466    1.01073e-16    1.12941e-18
      2.24769    1.01574e-16    1.16409e-18
      2.25072    9.96482e-17    1.21412e-18
      2.25374    1.00041e-16    1.18992e-18
      2.25676    9.97730e-17    1.17395e-18
      2.25977    9.90150e-17    1.15093e-18
      2.26278    9.72985e-17    1.15102e-18
      2.26578    1.00236e-16    1.16939e-18
      2.26878    9.75926e-17    1.19789e-18
      2.27177    9.65766e-17    1.20855e-18
      2.27475    9.84540e-17    1.22819e-18
      2.27774    9.71790e-17    1.19516e-18
      2.28071    9.56937e-17    1.18579e-18
      2.28368    9.53939e-17    1.17662e-18
      2.28665    9.61105e-17    1.19203e-18
      2.28961    9.44702e-17    1.20080e-18
      2.29256    8.92537e-17    1.22626e-18
      2.29551    7.96297e-17    1.25949e-18
      2.29846    7.30770e-17    1.26836e-18
      2.30140    7.24612e-17    1.28853e-18
      2.30433    7.44023e-17    1.24702e-18
      2.30726    7.67229e-17    1.23765e-18
      2.31019    7.59828e-17    1.21402e-18
      2.31311    7.38301e-17    1.22422e-18
      2.31602    7.62601e-17    1.28869e-18
      2.31893    7.36437e-17    1.39287e-18
      2.32183    7.53922e-17    1.40215e-18
      2.32473    7.26182e-17    1.36556e-18
      2.32763    6.86531e-17    1.32644e-18
      2.33052    7.18125e-17    1.31049e-18
      2.33340    6.91055e-17    1.31134e-18
      2.33628    7.41841e-17    1.35580e-18
      2.33915    7.07372e-17    1.42548e-18
      2.34202    7.23899e-17    1.48435e-18
      2.34489    7.28895e-17    1.52086e-18
      2.34775    7.64957e-17    1.58532e-18
      2.35060    7.22217e-17    1.71568e-18
      2.35345    7.02364e-17    1.74001e-18
      2.35630    7.24361e-17    1.70243e-18
      2.35914    6.92376e-17    1.58198e-18
      2.36197    7.26266e-17    1.54572e-18
      2.36481    7.15643e-17    1.57604e-18
      2.36763    6.97671e-17    1.76822e-18
      2.37046    7.04161e-17    1.93109e-18
      2.37328    7.22253e-17    1.98259e-18
      2.37609    7.26927e-17    2.01648e-18
      2.37890    6.97828e-17    2.14805e-18
      2.38171    7.29886e-17    2.45895e-18
      2.38451    7.01812e-17    2.64975e-18
      2.38731    7.12619e-17    2.42736e-18
      2.39010    7.15026e-17    2.31382e-18
      2.39289    7.19724e-17    2.22358e-18
      2.39568    7.08414e-17    2.21280e-18
      2.39846    6.86106e-17    2.17016e-18
      2.40125    7.20111e-17    2.25766e-18
      2.40402    6.80017e-17    2.44853e-18
      2.40680    6.86882e-17    2.63183e-18
      2.40957    6.81839e-17    2.74504e-18
      2.41234    6.22308e-17    2.99918e-18
      2.41510    6.24792e-17    3.71446e-18
      2.41787    6.43952e-17    3.61192e-18
      2.42063    6.76503e-17    3.33284e-18
      2.42338    6.30261e-17    2.66179e-18
      2.42614    6.25080e-17    2.29924e-18
      2.42889    6.35409e-17    2.44519e-18
      2.43165    6.11055e-17    2.85899e-18
      2.43440    6.32134e-17    3.48895e-18
      2.43714    6.31661e-17    3.40727e-18
      2.43989    6.03535e-17    2.84853e-18
      2.44264    5.73292e-17    2.91895e-18
      2.44538    5.57608e-17    3.75410e-18
      2.44813    6.11338e-17    4.73863e-18
      2.45087    5.56811e-17    4.76765e-18
      2.45362    5.42163e-17    4.15879e-18
      2.45636    5.96112e-17    3.34603e-18
      2.45910    6.04901e-17    3.38476e-18
      2.46185    5.73493e-17    3.45905e-18
      2.46459    5.96939e-17    3.47542e-18
      2.46734    5.50949e-17    3.68092e-18
      2.47008    5.30105e-17    4.50985e-18
      2.47283    4.38321e-17    4.73553e-18
      2.47558    5.09537e-17    5.16691e-18
      2.47833    4.85839e-17    5.17830e-18
      2.48109    4.89013e-17    6.50316e-18
      2.48384    5.10614e-17    8.17452e-18
      2.48660    4.86029e-17    9.20086e-18
      2.48936    3.46410e-17    1.15977e-17
      2.49213    4.25739e-17    1.07648e-17
      2.49490    3.68602e-17    9.36042e-18
      2.49767    5.37930e-17    7.52240e-18
      2.50045    4.85466e-17    6.98278e-18
      2.50323    5.44980e-17    8.33316e-18
      2.50602    4.78166e-17    9.65132e-18
      2.50881    6.17504e-17    1.09064e-17
      2.51161    5.01839e-17    1.24884e-17
      2.51442    9.05028e-17    1.87909e-17
      2.51723    9.94600e-17    2.42864e-17
      2.52005    6.90142e-17    2.19056e-17
      2.52288    3.91695e-17    2.10867e-17
      2.52571    6.45743e-17    2.64982e-17
      2.52856    2.87397e-17    4.75368e-17
      2.53141   -1.37645e-17    9.18030e-17
      2.53427   -1.81211e-16    1.31557e-16
      2.53714    1.67687e-16    1.61070e-16
      2.54003   -1.09129e-16    9.93656e-17
      2.54292   -1.68790e-16    1.07179e-16
      2.54582   -2.75845e-16    1.76796e-16
      2.54874   -2.47011e-16    4.25614e-16
      2.55167    4.86835e-16    6.93747e-16
      2.55461    4.11343e-16    3.74442e-16
      2.55756    2.16803e-16    2.70114e-16
      2.56053    1.88110e-16    1.77909e-16
