# SpeX prism spectrum of DENIS0205-1159 obtained 2005 Sep 07 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.662797    9.40469e-16    3.12043e-16
     0.664965    1.55669e-17    1.86103e-16
     0.667128    4.71965e-16    5.87648e-16
     0.669286    1.09144e-17    1.02895e-16
     0.671440    1.82372e-16    3.88641e-16
     0.673591    9.31408e-17    3.26515e-16
     0.675740    3.61828e-16    3.03986e-16
     0.677887   -6.21350e-18    9.79150e-17
     0.680034   -1.40627e-16    1.90382e-16
     0.682181   -6.24879e-17    7.25494e-17
     0.684329    4.06575e-16    4.80409e-16
     0.686478   -3.23685e-17    1.09398e-16
     0.688630    2.75627e-16    5.14464e-16
     0.690785   -1.32984e-17    2.75660e-16
     0.692944    4.92930e-16    3.15691e-16
     0.695107    2.36048e-16    3.10797e-16
     0.697275    7.35895e-18    3.62472e-16
     0.699449    3.13830e-16    4.02809e-16
     0.701629    2.79308e-16    2.22978e-16
     0.703816   -4.11729e-17    4.01983e-16
     0.706010    1.45692e-16    2.07836e-16
     0.708213    2.99372e-18    2.35740e-16
     0.710424   -3.78428e-17    3.83093e-16
     0.712644    7.73654e-17    2.24643e-16
     0.714873    2.74696e-16    1.23037e-16
     0.717113   -5.23935e-18    1.21918e-16
     0.719363    1.14109e-16    1.47691e-16
     0.721625    1.39865e-16    3.53996e-16
     0.723898   -1.40286e-16    5.09034e-17
     0.726182    8.77323e-17    1.35541e-16
     0.728480    1.77732e-16    1.44278e-16
     0.730789    1.21729e-16    1.68819e-16
     0.733112   -4.96398e-17    8.35271e-17
     0.735449   -1.42813e-17    9.94342e-17
     0.737799    4.78006e-17    2.46692e-16
     0.740164    1.96480e-16    1.50950e-16
     0.742544    1.23757e-16    2.48012e-16
     0.744938   -4.72224e-17    8.20167e-17
     0.747347   -1.28603e-17    4.94742e-17
     0.749772    4.51838e-17    1.46710e-16
     0.752213    5.73881e-17    2.77117e-16
     0.754670    1.05312e-16    1.92302e-16
     0.757143   -1.07710e-16    1.07708e-16
     0.759633   -2.26415e-16    2.26539e-16
     0.762140   -8.76308e-17    6.04701e-17
     0.764664   -5.33282e-17    5.09485e-17
     0.767206    1.45644e-16    2.59867e-16
     0.769764    7.74013e-17    2.65076e-16
     0.772341    1.26920e-16    9.98423e-17
     0.774935   -1.14724e-17    4.19586e-17
     0.777548    5.43226e-19    1.83752e-16
     0.780179   -4.63656e-17    9.39407e-17
     0.782828   -4.55970e-17    8.74816e-17
     0.785496   -4.29779e-17    8.55201e-17
     0.788182    1.62904e-16    8.41902e-17
     0.790888    1.19177e-16    4.96053e-17
     0.793612    5.60325e-17    3.47322e-17
     0.796355    6.93164e-17    1.14766e-16
     0.799118    6.32825e-17    5.63388e-17
     0.801900    1.06466e-16    1.34176e-16
     0.804701    1.30247e-16    7.21858e-17
     0.807521    5.73071e-17    3.06337e-17
     0.810361    3.09544e-17    1.89756e-17
     0.813221    6.60152e-17    5.91098e-17
     0.816100   -2.41472e-18    4.03658e-17
     0.818999   -1.30402e-17    8.82573e-17
     0.821917    1.16346e-16    7.20131e-17
     0.824855    6.35736e-17    3.49478e-17
     0.827813    6.85932e-17    9.31953e-17
     0.830791   -6.60186e-19    5.50980e-17
     0.833788    7.07122e-17    1.19331e-17
     0.836805    8.99175e-17    5.30671e-17
     0.839842    5.64923e-17    3.36993e-17
     0.842898    1.46250e-16    3.52710e-17
     0.845974    5.18027e-17    3.12845e-17
     0.849070    1.39953e-16    6.08855e-17
     0.852185    8.34900e-17    9.92389e-17
     0.855320    6.93963e-17    5.95550e-17
     0.858474    5.83099e-17    6.50003e-17
     0.861648    1.37970e-16    4.89047e-17
     0.864841    9.12061e-17    8.35328e-17
     0.868053    8.01589e-17    5.15749e-17
     0.871285    5.59599e-17    6.95471e-17
     0.874536    6.92943e-17    5.06267e-17
     0.877806    1.08810e-16    4.52271e-17
     0.881095    8.69939e-17    2.98433e-17
     0.884403    1.34125e-16    5.17617e-17
     0.887729    1.05045e-16    1.14327e-16
     0.891075    1.01587e-16    7.03745e-17
     0.894439    1.04453e-16    5.60240e-17
     0.897821    9.07415e-17    2.49403e-17
     0.901222    1.21708e-16    4.91367e-17
     0.904641    1.39135e-16    6.31935e-17
     0.908079    9.01351e-17    5.45523e-17
     0.911534    1.93884e-16    2.74931e-17
     0.915007    1.69687e-16    3.89664e-17
     0.918498    1.56428e-16    4.54970e-17
     0.922007    1.25847e-16    2.62484e-17
     0.925533    1.49972e-16    4.29552e-17
     0.929076    1.17729e-16    2.16119e-17
     0.932637    1.21650e-16    4.46671e-17
     0.936214    1.34905e-16    4.67663e-17
     0.939809    1.34654e-16    4.16982e-18
     0.943420    1.71841e-16    2.26198e-17
     0.947047    1.70191e-16    3.35835e-17
     0.950691    1.80840e-16    1.38276e-17
     0.954352    1.68223e-16    9.01929e-18
     0.958028    1.69523e-16    9.97828e-18
     0.961720    1.91318e-16    2.92947e-17
     0.965428    2.13800e-16    2.98864e-17
     0.969151    1.83690e-16    1.61244e-17
     0.972890    2.04836e-16    3.92109e-17
     0.976644    2.16878e-16    1.67376e-17
     0.980412    2.66645e-16    6.01593e-17
     0.984196    2.24903e-16    3.00311e-17
     0.987994    2.06873e-16    1.75690e-17
     0.991807    2.39023e-16    3.33626e-17
     0.995633    1.63070e-16    2.49967e-17
     0.999474    2.23968e-16    2.44720e-17
      1.00333    2.05313e-16    4.08929e-17
      1.00720    2.04255e-16    3.55314e-17
      1.01108    1.99924e-16    2.58323e-17
      1.01497    2.25888e-16    3.03911e-17
      1.01888    2.05165e-16    2.31606e-17
      1.02280    1.73571e-16    3.13852e-17
      1.02674    1.95517e-16    3.65314e-18
      1.03068    2.24063e-16    8.56077e-18
      1.03464    2.38287e-16    1.41485e-17
      1.03861    2.36240e-16    1.35783e-17
      1.04259    2.28039e-16    1.80331e-17
      1.04658    2.32953e-16    1.64207e-17
      1.05059    2.54093e-16    1.33476e-17
      1.05461    2.38918e-16    2.03396e-17
      1.05863    2.71175e-16    5.61098e-18
      1.06267    2.76670e-16    1.13929e-17
      1.06672    2.66845e-16    1.61441e-17
      1.07078    2.80222e-16    1.89682e-17
      1.07485    2.67362e-16    1.07776e-17
      1.07892    3.21836e-16    2.05154e-17
      1.08301    2.93368e-16    1.19400e-17
      1.08711    2.95999e-16    1.90534e-17
      1.09122    2.87476e-16    1.13178e-17
      1.09533    2.88185e-16    1.23309e-17
      1.09946    2.88129e-16    7.73733e-18
      1.10359    2.64338e-16    7.33039e-18
      1.10774    2.69558e-16    9.32716e-18
      1.11189    2.55670e-16    6.82451e-18
      1.11604    2.56319e-16    9.13671e-18
      1.12021    2.61890e-16    6.74731e-18
      1.12438    2.73217e-16    1.15655e-17
      1.12857    2.91546e-16    8.73755e-18
      1.13275    2.80254e-16    1.93437e-17
      1.13695    2.34012e-16    3.30495e-18
      1.14115    2.73976e-16    8.68200e-18
      1.14536    2.75247e-16    6.04528e-18
      1.14958    2.80721e-16    5.73862e-18
      1.15380    2.76988e-16    9.99254e-18
      1.15803    2.77438e-16    7.71243e-18
      1.16226    2.76989e-16    1.35153e-17
      1.16650    2.92711e-16    2.06277e-17
      1.17074    2.64415e-16    5.04730e-18
      1.17499    2.70168e-16    7.15419e-18
      1.17925    2.82449e-16    9.96173e-18
      1.18350    2.85640e-16    7.58375e-18
      1.18777    2.95270e-16    4.22138e-18
      1.19204    3.17760e-16    1.34989e-17
      1.19631    2.98733e-16    1.09856e-17
      1.20059    3.16385e-16    9.93286e-18
      1.20487    2.89830e-16    2.63279e-18
      1.20915    3.15614e-16    1.06399e-17
      1.21344    3.23015e-16    7.90972e-18
      1.21773    3.35013e-16    1.39238e-17
      1.22202    3.44123e-16    2.40740e-18
      1.22632    3.53534e-16    2.90100e-18
      1.23061    3.56751e-16    1.25336e-17
      1.23492    3.56333e-16    1.29452e-17
      1.23922    3.44455e-16    3.67516e-18
      1.24353    3.28970e-16    5.96144e-18
      1.24783    3.29537e-16    2.50059e-18
      1.25214    3.31845e-16    4.54121e-18
      1.25645    3.51552e-16    7.13401e-18
      1.26077    3.70231e-16    7.49919e-18
      1.26508    3.76764e-16    3.98612e-18
      1.26940    3.83870e-16    3.65927e-18
      1.27371    3.96488e-16    2.98996e-17
      1.27803    3.92951e-16    1.45556e-17
      1.28235    3.81303e-16    4.51671e-18
      1.28666    3.71835e-16    9.62007e-18
      1.29098    3.88198e-16    9.11438e-18
      1.29530    3.69714e-16    3.49127e-18
      1.29962    3.79748e-16    5.35042e-18
      1.30394    3.79676e-16    2.86811e-18
      1.30825    3.83672e-16    3.72313e-18
