# SpeX prism spectrum of kpno4 from Muench et al. 2007
# Lambda	Flux
2.0804699	0.46064460
2.0837500	0.46129429
2.0870199	0.46245709
2.0903000	0.46795610
2.0935600	0.47051540
2.0968301	0.47161290
2.1000900	0.47321251
2.1033400	0.47736499
2.1065900	0.48000139
2.1098301	0.48901281
2.1130699	0.47733730
2.1163100	0.48578930
2.1195400	0.49174091
2.1227699	0.48843059
2.1259900	0.49113211
2.1292100	0.50290322
2.1324199	0.49891981
2.1356301	0.50885290
2.1388301	0.50190419
2.1420301	0.50868332
2.1452199	0.51115239
2.1484100	0.51422471
2.1516000	0.51801640
2.1547801	0.50772148
2.1579500	0.51425731
2.1611301	0.52090639
2.1642900	0.52895510
2.1674500	0.51932001
2.1706100	0.52567250
2.1737600	0.52524608
2.1769100	0.52014327
2.1800500	0.51935029
2.1831900	0.52601439
2.1863199	0.53040671
2.1894500	0.52848959
2.1925699	0.52625132
2.1956900	0.53508377
2.1988000	0.53714812
2.2019100	0.54148233
2.2050100	0.54643810
2.2081100	0.53423351
2.2112000	0.53748661
2.2142900	0.53821379
2.2173801	0.54932177
2.2204500	0.53647739
2.2235301	0.53869039
2.2266000	0.54012311
2.2296600	0.54168928
2.2327199	0.53546911
2.2357699	0.53475147
2.2388199	0.54511338
2.2418600	0.54718369
2.2449000	0.53848141
2.2479301	0.54196209
2.2509600	0.53788191
2.2539801	0.53710163
2.2570000	0.54849672
2.2600100	0.55214578
2.2630199	0.54318953
2.2660199	0.54049832
2.2690199	0.53624642
2.2720100	0.54568791
2.2749900	0.53433472
2.2779699	0.52079391
2.2809500	0.53491360
2.2839199	0.54213870
2.2868900	0.52824229
2.2898500	0.52536190
2.2928000	0.51905322
2.2957500	0.50203311
2.2987000	0.48372000
2.3016301	0.48245779
2.3045699	0.49057990
2.3075000	0.49977469
2.3104199	0.48761901
2.3133400	0.49061251
2.3162500	0.48105150
2.3191600	0.47946131
2.3220699	0.46993539
2.3249699	0.45688009
2.3278600	0.44546181
2.3307500	0.45300871
2.3336301	0.45639110
2.3365100	0.45035741
2.3393801	0.45979670
2.3422500	0.45214090
2.3451199	0.44538060
2.3479801	0.44083780
2.3508301	0.42992881
2.3536801	0.41887489
2.3565199	0.41418189
2.3593600	0.41044319
2.3622000	0.41781479
2.3650301	0.42100111
2.3678600	0.41578871
2.3706801	0.42781201
2.3735000	0.42264190
2.3763199	0.41826391
2.3791301	0.41453099
2.3819301	0.39731461
2.3847301	0.37999901
2.3875301	0.39923921
2.3903301	0.38761139
2.3931199	0.38344789
2.3959000	0.39449400
2.3986900	0.38961151
2.4014699	0.37509161
2.4042500	0.37062231
2.4070199	0.36833349
2.4097900	0.36874431
2.4125600	0.34926221
2.4153199	0.35491410
2.4180900	0.34349370
2.4208500	0.33373520
2.4236000	0.34785151
2.4263600	0.33421189
2.4291100	0.33819720
2.4318699	0.33837369
2.4346199	0.32212731
2.4373600	0.31357440
2.4401100	0.31079069
2.4428600	0.31856561
2.4456000	0.30860010
2.4483500	0.31641299
2.4510900	0.29765019
2.4538400	0.32334831
2.4565801	0.28567359
2.4593199	0.28974599
2.4620699	0.30059931
2.4648100	0.28748360
2.4675600	0.28525621
2.4703000	0.27193120
2.4730500	0.27450949
2.4758000	0.28002271
2.4785500	0.26037690
2.4813100	0.27499551
2.4840600	0.27952790
2.4868199	0.25615239
2.4895900	0.25415051
2.4923500	0.25486490
2.4951199	0.24427921
2.4979000	0.26149029
2.5006699	0.25828061
2.5034600	0.23750851
2.5062400	0.24853800
2.5090400	0.26349151
2.5118400	0.24433550
2.5146400	0.24685130
2.5174600	0.23970750
2.5202801	0.25081289
2.5231100	0.24263200
2.5259400	0.23996650
2.5287900	0.18888509
2.5316400	0.26884791
2.5345000	0.26770791
2.5373699	0.22296730
2.5402600	0.23499650
2.5431500	0.22177550
2.5460600	0.13508390
2.5489699	0.22232090
2.5519000	0.24092530
2.5548500	0.24222510
2.5578000	0.30329379
2.5607699	0.18937591
