# SpeX prism spectrum of kpno4 from Muench et al. 2007
# Lambda	Flux
0.65157002	-0.34323341
0.65378198	-1.3851570
0.65598398	0.17945389
0.65817598	-0.084237032
0.66035898	1.1549931
0.66253501	0.061085839
0.66470400	0.34873420
0.66686802	4.6562638
0.66902598	0.078254357
0.67118101	3.1374021
0.67333198	1.9284420
0.67548101	1.3823210
0.67762900	-1.9187750
0.67977500	-0.47822440
0.68192202	-0.051952429
0.68407002	-1.4047910
0.68621899	-0.39166769
0.68837100	-0.20221411
0.69052500	-0.65402621
0.69268398	0.42862970
0.69484600	1.8813370
0.69701401	-0.0063290950
0.69918701	0.51850820
0.70136602	0.060015731
0.70355200	0.39560759
0.70574600	1.3889920
0.70794702	0.50869763
0.71015698	-0.46302739
0.71237598	0.57004112
0.71460400	-0.54048580
0.71684302	0.028015610
0.71909199	-0.21736120
0.72135200	-0.28433141
0.72362300	0.62348229
0.72590698	0.17862999
0.72820200	0.41931701
0.73051001	0.050127018
0.73283198	0.28685039
0.73516699	0.20650190
0.73751602	-0.20212750
0.73987900	-0.12312720
0.74225601	0.74155009
0.74464902	0.29652530
0.74705601	0.30891761
0.74947900	-0.22098739
0.75191802	0.26186970
0.75437300	0.57095569
0.75684502	0.51275051
0.75933301	0.66951972
0.76183701	0.079743773
0.76435898	0.47454980
0.76689800	0.23260720
0.76945498	0.11532160
0.77202998	0.14931160
0.77462202	0.13547240
0.77723198	0.35575441
0.77986099	0.10401170
0.78250801	0.046171870
0.78517300	0.11750920
0.78785801	0.24326470
0.79056099	0.27541530
0.79328301	0.39020169
0.79602402	0.39791790
0.79878398	0.36827379
0.80156401	0.32934651
0.80436201	0.40782699
0.80718101	0.53817028
0.81001802	0.36671251
0.81287500	0.53774852
0.81575200	0.54085559
0.81864902	0.55130267
0.82156504	0.63196093
0.82450000	0.65899593
0.82745596	0.37320590
0.83043096	0.52564782
0.83342598	0.48445740
0.83644004	0.46720901
0.83947500	0.28903291
0.84252900	0.36662799
0.84560195	0.26831481
0.84869600	0.27789539
0.85180801	0.20120850
0.85494102	0.26375771
0.85809297	0.27407479
0.86126396	0.27104181
0.86445498	0.28651059
0.86766504	0.25826570
0.87089404	0.39945900
0.87414297	0.38000429
0.87741104	0.55977207
0.88069697	0.55699152
0.88400303	0.61733478
0.88732695	0.47872290
0.89067100	0.59583819
0.89403203	0.65791178
0.89741299	0.78337008
0.90081104	0.73905492
0.90422803	0.78061342
0.90766396	0.87890720
0.91111699	0.93571919
0.91458799	0.98833293
0.91807695	0.90222311
0.92158301	0.85373449
0.92510703	0.83750188
0.92864805	0.78091639
0.93220703	0.69123608
0.93578203	0.77760178
0.93937500	0.69071358
0.94298398	0.79108071
0.94660898	0.85880351
0.95025098	0.84782839
0.95390996	0.87411737
0.95758398	0.92566007
0.96127402	1.0088720
0.96497998	0.97935599
0.96870195	0.93383312
0.97243896	0.99113399
0.97619102	0.99848622
0.97995703	1.0393380
0.98373896	1.0681241
0.98753604	1.0580530
0.99134600	1.1150630
0.99517100	1.1644011
0.99901104	1.2146350
1.0028600	1.2110530
1.0067300	1.1993400
1.0106100	1.1888320
1.0145000	1.2590730
1.0184100	1.2920030
1.0223300	1.2861730
1.0262600	1.3239160
1.0302100	1.3639430
1.0341600	1.3790860
1.0381300	1.3912640
1.0421100	1.3477700
1.0461000	1.2529089
1.0501100	1.1420530
1.0541200	1.0585520
1.0581500	1.0779470
1.0621800	1.0533770
1.0662300	1.1070560
1.0702900	1.2035460
1.0743500	1.3285820
1.0784300	1.4279920
1.0825200	1.4976550
1.0866200	1.5275700
1.0907200	1.5239000
1.0948400	1.5075690
1.0989600	1.4480270
1.1030900	1.3999929
1.1072400	1.4094779
1.1113900	1.3871800
1.1155400	1.3646470
1.1197100	1.3804300
1.1238800	1.4035619
1.1280600	1.3920280
1.1322500	1.3763250
1.1364400	1.3655469
1.1406500	1.3710090
1.1448500	1.3864050
1.1490700	1.4422770
1.1532900	1.4242170
1.1575200	1.4220110
1.1617500	1.4322760
1.1659900	1.4063801
1.1702300	1.3457700
1.1744800	1.2807490
1.1787300	1.2643020
1.1829900	1.2054940
1.1872500	1.1902421
1.1915200	1.1824360
1.1957900	1.1974540
1.2000700	1.2008621
1.2043500	1.2359040
1.2086300	1.2719420
1.2129200	1.3228840
1.2172100	1.3570930
1.2215000	1.3801140
1.2258000	1.4151170
1.2301000	1.4387150
1.2344000	1.4140490
1.2387000	1.3938540
1.2430100	1.3895000
1.2473100	1.3833590
1.2516200	1.3806280
1.2559300	1.3882070
1.2602500	1.3819360
1.2645600	1.4154490
1.2688800	1.4322000
1.2731900	1.4619890
1.2775100	1.5036190
1.2818300	1.4588259
1.2861400	1.4803880
1.2904600	1.4830199
1.2947800	1.5325680
1.2991000	1.5293250
1.3034200	1.5143239
1.3077300	1.5160490
1.3120500	1.4946530
1.3163700	1.4949220
1.3206800	1.4431610
1.3250000	1.3481960
1.3293100	1.2363720
1.3336200	1.1137650
1.3379300	1.0073320
1.3422400	0.92041951
1.3465500	0.87821043
1.3508600	0.85191607
1.3551600	0.83552140
1.3594600	0.80460232
1.3637600	0.76856267
1.3680600	0.78890759
1.3723600	0.72576290
1.3766500	0.72634828
1.3809400	0.76017243
1.3852300	0.75146067
1.3895100	0.76046377
1.3937900	0.74033582
1.3980700	0.74564773
1.4023500	0.70012689
1.4066200	0.71259087
1.4108900	0.69942051
1.4151500	0.64712912
1.4194100	0.66057968
1.4236700	0.63853931
1.4279200	0.62347060
1.4321700	0.63971817
1.4364200	0.64212441
1.4406600	0.65145862
1.4448900	0.66427952
1.4491300	0.65045780
1.4533600	0.66606319
1.4575800	0.64967752
1.4618000	0.66389471
1.4660100	0.67034751
1.4702200	0.64537889
1.4744300	0.63572502
1.4786300	0.63411647
1.4828200	0.65561062
1.4870100	0.64787149
1.4912000	0.65804231
1.4953700	0.65387303
1.4995500	0.67306042
1.5037200	0.67154747
1.5078800	0.70053369
1.5120400	0.71100372
1.5161900	0.70789051
1.5203400	0.71007133
1.5244800	0.72899878
1.5286100	0.73440611
1.5327400	0.73756897
1.5368700	0.74016517
1.5409900	0.76145709
1.5451000	0.75921923
1.5492100	0.77072752
1.5533100	0.79520500
1.5574000	0.78935421
1.5614900	0.79650217
1.5655700	0.80572122
1.5696500	0.82119578
1.5737200	0.82795620
1.5777800	0.81977701
1.5818400	0.83894759
1.5858900	0.84352839
1.5899300	0.86157668
1.5939700	0.85179222
1.5980000	0.88826728
1.6020300	0.92042202
1.6060500	0.89078701
1.6100600	0.90831572
1.6140700	0.89799929
1.6180700	0.91890818
1.6220600	0.93112350
1.6260500	0.92863709
1.6300300	0.96908921
1.6340100	0.95248622
1.6379700	0.96055031
1.6419301	0.97081870
1.6458900	0.95544761
1.6498400	0.97442043
1.6537801	0.97652233
1.6577100	1.0020109
1.6616400	0.99692929
1.6655600	0.99634212
1.6694801	1.0107750
1.6733900	1.0167370
1.6772900	1.0223470
1.6811900	1.0234489
1.6850699	1.0072660
1.6889600	0.99352717
1.6928301	0.98737431
1.6967000	0.98764479
1.7005600	0.96783268
1.7044199	0.95701700
1.7082699	0.93879098
1.7121100	0.91934770
1.7159500	0.89201862
1.7197801	0.87120402
1.7236100	0.86295819
1.7274199	0.84529638
1.7312301	0.82358378
1.7350400	0.82564569
1.7388400	0.80265969
1.7426301	0.78776991
1.7464100	0.77886492
1.7501900	0.77299023
1.7539600	0.74759740
1.7577301	0.74171638
1.7614900	0.73331863
1.7652400	0.70878488
1.7689900	0.68810081
1.7727301	0.68725568
1.7764699	0.67213219
1.7802000	0.65234393
1.7839199	0.63960618
1.7876301	0.63204843
1.7913500	0.63097298
1.7950500	0.61864299
1.7987500	0.60086107
1.8024400	0.58740783
1.8061301	0.61166972
1.8098100	0.58977067
1.8134801	0.58327591
1.8171500	0.58696449
1.8208100	0.60893393
1.8244699	0.59040898
1.8281199	0.58032447
1.8317600	0.60146862
1.8354000	0.55871201
1.8390301	0.54034930
1.8426600	0.55325592
1.8462801	0.50834662
1.8499000	0.50865811
1.8535100	0.49694821
1.8571100	0.49478599
1.8607100	0.49444431
1.8643000	0.47989520
1.8678900	0.47254789
1.8714699	0.50980002
1.8750500	0.47504219
1.8786199	0.48379391
1.8821900	0.49215719
1.8857500	0.49152750
1.8893000	0.50685757
1.8928500	0.51324791
1.8963900	0.52312303
1.8999301	0.51484168
1.9034699	0.50388628
1.9070000	0.51928812
1.9105199	0.52241981
1.9140400	0.50226587
1.9175500	0.50573617
1.9210600	0.51216602
1.9245600	0.52476698
1.9280600	0.52118492
1.9315500	0.50610989
1.9350400	0.49875790
1.9385199	0.49916601
1.9420000	0.49712610
1.9454699	0.49427640
1.9489301	0.49470729
1.9524000	0.49755979
1.9558500	0.47666001
1.9593100	0.48952341
1.9627500	0.48610169
1.9662000	0.48145089
1.9696301	0.48246649
1.9730699	0.47060701
1.9765000	0.46200269
1.9799199	0.46659711
1.9833400	0.46583050
1.9867500	0.45135570
1.9901600	0.45932919
1.9935699	0.46019411
1.9969699	0.45208010
2.0003600	0.45836771
2.0037500	0.44234091
2.0071400	0.44172370
2.0105199	0.44764289
2.0138900	0.43383941
2.0172699	0.45449150
2.0206301	0.44322321
2.0240000	0.43726131
2.0273500	0.44124830
2.0307100	0.45448449
2.0340600	0.44123510
2.0374000	0.44681659
2.0407400	0.45304450
2.0440801	0.45213899
2.0474100	0.43622309
2.0507301	0.45271820
2.0540600	0.44999111
2.0573699	0.45339301
2.0606900	0.45170149
2.0639900	0.45692140
2.0673000	0.44529349
2.0706000	0.45222959
2.0738900	0.44923139
2.0771801	0.45610160
