#
# Generated by G. Mace, Wed Mar 14 15:43:23 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6492273   -3.6455E-01    1.3002E+00
   0.6513669    5.3702E-01    1.1731E+00
   0.6534979    3.5449E+00    1.1126E+00
   0.6556215    6.4728E-02    1.0221E+00
   0.6577383    1.1153E+00    9.1600E-01
   0.6598495    6.6796E-01    8.3732E-01
   0.6619557    6.8342E-01    8.3286E-01
   0.6640579    8.1801E-01    8.5126E-01
   0.6661570    1.2791E+00    8.4370E-01
   0.6682538    1.7857E+00    8.0016E-01
   0.6703489    2.3067E+00    7.9543E-01
   0.6724434    1.1176E+00    7.5562E-01
   0.6745378   -4.3018E-01    7.1601E-01
   0.6766330   -2.2511E-01    6.9252E-01
   0.6787297    6.3993E-01    6.6524E-01
   0.6808285    4.9115E-01    6.3591E-01
   0.6829302   -1.4423E-01    6.5762E-01
   0.6850355    1.2087E+00    6.1711E-01
   0.6871449   -8.9016E-03    6.1604E-01
   0.6892592    2.5128E-01    5.8176E-01
   0.6913790    4.6868E-01    5.3412E-01
   0.6935049    9.1597E-01    5.2000E-01
   0.6956374    1.7709E-01    4.9000E-01
   0.6977771    9.0323E-01    4.5622E-01
   0.6999246    9.5514E-01    4.5151E-01
   0.7020805    9.3728E-01    4.1240E-01
   0.7042452    4.3947E-01    4.0315E-01
   0.7064193    6.9296E-01    3.7432E-01
   0.7086032    4.0870E-01    3.6206E-01
   0.7107975    6.4183E-02    3.5119E-01
   0.7130026    2.3045E-01    3.4000E-01
   0.7152189    4.4182E-01    3.1748E-01
   0.7174469    3.3947E-01    3.2031E-01
   0.7196871    1.8071E-01    3.0186E-01
   0.7219397    6.2443E-02    3.0197E-01
   0.7242054    9.2184E-01    2.8116E-01
   0.7264842    7.5349E-01    2.6799E-01
   0.7287768    4.1445E-01    2.5925E-01
   0.7310835   -5.0355E-01    2.5857E-01
   0.7334044    2.6371E-01    2.3708E-01
   0.7357401   -2.3795E-02    2.3728E-01
   0.7380908    1.3779E-01    2.2281E-01
   0.7404568    1.0060E-01    2.1961E-01
   0.7428384   -1.4898E-01    2.0563E-01
   0.7452359    3.5120E-01    2.0652E-01
   0.7476496   -2.1205E-01    1.8387E-01
   0.7500797   -1.8611E-01    1.9231E-01
   0.7525265    2.7861E-01    1.7373E-01
   0.7549902   -2.9219E-02    1.8143E-01
   0.7574710   -3.8801E-01    1.8891E-01
   0.7599692    1.4186E-01    2.1486E-01
   0.7624849   -6.7294E-02    2.1437E-01
   0.7650184   -7.7803E-03    1.9666E-01
   0.7675698   -3.0749E-01    1.6274E-01
   0.7701393   -4.4069E-01    1.5439E-01
   0.7727271   -2.0804E-01    1.4014E-01
   0.7753333   -1.2981E-01    1.4377E-01
   0.7779580   -2.8653E-02    1.3756E-01
   0.7806014   -4.3907E-03    1.3523E-01
   0.7832637   -7.4185E-02    1.2884E-01
   0.7859449    3.1275E-01    1.2970E-01
   0.7886451    4.1899E-01    1.2430E-01
   0.7913645    3.2472E-02    1.2377E-01
   0.7941031    3.1208E-01    1.1643E-01
   0.7968610    7.7162E-02    1.1648E-01
   0.7996383    1.0328E-01    1.1160E-01
   0.8024350    2.9230E-01    1.1170E-01
   0.8052512    1.4639E-01    1.0618E-01
   0.8080871   -2.7580E-02    1.0592E-01
   0.8109425    1.0316E-01    1.0017E-01
   0.8138175    5.4830E-02    1.0053E-01
   0.8167121    1.4199E-01    9.7230E-02
   0.8196265   -7.3106E-03    9.9504E-02
   0.8225605   -2.1045E-02    9.4635E-02
   0.8255143   -5.5514E-02    9.4491E-02
   0.8284877   -5.4579E-02    9.1308E-02
   0.8314808    2.4427E-01    9.1029E-02
   0.8344936    1.5614E-02    8.6699E-02
   0.8375260    4.4188E-02    8.8164E-02
   0.8405781    2.0999E-01    8.3341E-02
   0.8436497    1.1064E-01    8.3308E-02
   0.8467408    1.6363E-01    7.7917E-02
   0.8498515    6.3164E-02    7.7479E-02
   0.8529816    8.4209E-02    7.1506E-02
   0.8561311    2.9610E-01    7.1577E-02
   0.8593000    7.4529E-02    7.0527E-02
