# SpeX prism spectrum of 04574903 from Muench et al. 2007
# Lambda	Flux
1.2731900	1.5387861
1.2775100	1.5865580
1.2818300	1.5224750
1.2861400	1.5696750
1.2904600	1.5180440
1.2947800	1.5358731
1.2991000	1.5116810
1.3034200	1.5285910
1.3077300	1.5229560
1.3120500	1.5460520
1.3163700	1.5021430
1.3206800	1.4867350
1.3250000	1.4059420
1.3293100	1.3023289
1.3336200	1.2129210
1.3379300	1.1168000
1.3422400	1.0315580
1.3465500	0.99296463
1.3508600	0.94995219
1.3551600	0.93396360
1.3594600	0.92417502
1.3637600	0.90076488
1.3680600	0.87698269
1.3723600	0.84088999
1.3766500	0.89747208
1.3809400	0.90995252
1.3852300	0.86890900
1.3895100	0.85353422
1.3937900	0.88449073
1.3980700	0.84310299
1.4023500	0.84707749
1.4066200	0.81802452
1.4108900	0.76293188
1.4151500	0.76358002
1.4194100	0.72929049
1.4236700	0.75882989
1.4279200	0.73333287
1.4321700	0.72588527
1.4364200	0.73773658
1.4406600	0.71366948
1.4448900	0.76498061
1.4491300	0.73811579
1.4533600	0.74893868
1.4575800	0.75544208
1.4618000	0.73002249
1.4660100	0.75137937
1.4702200	0.72418737
1.4744300	0.72420013
1.4786300	0.74948412
1.4828200	0.74901259
1.4870100	0.73696703
1.4912000	0.76269227
1.4953700	0.76557791
1.4995500	0.76254272
1.5037200	0.77724922
1.5078800	0.74237269
1.5120400	0.72076118
1.5161900	0.79989892
1.5203400	0.76840782
1.5244800	0.83610630
1.5286100	0.83632392
1.5327400	0.82510942
1.5368700	0.83683228
1.5409900	0.85224450
1.5451000	0.83622038
1.5492100	0.85434997
1.5533100	0.86502719
1.5574000	0.85909718
1.5614900	0.86048681
1.5655700	0.85512239
1.5696500	0.87912202
1.5737200	0.89503843
1.5777800	0.88867432
1.5818400	0.91368037
1.5858900	0.91467762
1.5899300	0.91186249
1.5939700	0.92592162
1.5980000	0.91544282
1.6020300	0.95700550
1.6060500	0.90553272
1.6100600	0.90272433
1.6140700	0.93721932
1.6180700	0.95097679
1.6220600	0.94376493
1.6260500	0.97080988
1.6300300	0.95625699
1.6340100	0.95727110
1.6379700	0.98682308
1.6419301	0.98733360
1.6458900	1.0003390
1.6498400	0.98693448
1.6537801	1.0144711
1.6577100	0.98875731
1.6616400	1.0187060
1.6655600	1.0155770
1.6694801	1.0111120
1.6733900	1.0101531
1.6772900	1.0008520
1.6811900	1.0095590
1.6850699	1.0182060
1.6889600	0.97988498
1.6928301	1.0018179
1.6967000	0.97655481
1.7005600	0.97869658
1.7044199	0.97061491
1.7082699	0.94496548
1.7121100	0.94611108
1.7159500	0.92299372
1.7197801	0.87359232
1.7236100	0.88430798
1.7274199	0.87089562
1.7312301	0.84604013
1.7350400	0.84264100
1.7388400	0.81701988
1.7426301	0.79837519
1.7464100	0.80276978
1.7501900	0.78567559
1.7539600	0.77544671
1.7577301	0.77346969
1.7614900	0.72709912
1.7652400	0.71352953
1.7689900	0.71927702
1.7727301	0.71201670
1.7764699	0.69413209
1.7802000	0.66247523
1.7839199	0.66338909
1.7876301	0.65652138
1.7913500	0.65929049
1.7950500	0.63851011
1.7987500	0.61685640
1.8024400	0.60174239
1.8061301	0.60887301
1.8098100	0.62063688
1.8134801	0.60631597
1.8171500	0.62346393
1.8208100	0.62185621
1.8244699	0.59397972
1.8281199	0.58631819
1.8317600	0.57138169
1.8354000	0.58810180
1.8390301	0.56735468
1.8426600	0.55729932
1.8462801	0.55987662
1.8499000	0.54315782
1.8535100	0.55794197
1.8571100	0.52131492
1.8607100	0.50885957
1.8643000	0.49869439
1.8678900	0.54641122
1.8714699	0.48963439
1.8750500	0.52715868
1.8786199	0.51591122
1.8821900	0.50115061
1.8857500	0.51642132
1.8893000	0.52293938
1.8928500	0.52802461
1.8963900	0.49594229
1.8999301	0.52880150
1.9034699	0.53657621
1.9070000	0.53494191
1.9105199	0.53884500
1.9140400	0.51046258
1.9175500	0.56393659
1.9210600	0.51137137
1.9245600	0.51317638
1.9280600	0.49468559
1.9315500	0.50494403
1.9350400	0.50934941
1.9385199	0.51933599
1.9420000	0.51139569
1.9454699	0.49091861
1.9489301	0.49150410
1.9524000	0.49635461
1.9558500	0.48543131
1.9593100	0.51076359
1.9627500	0.49947059
1.9662000	0.50708097
1.9696301	0.48535901
1.9730699	0.46557030
1.9765000	0.48086041
1.9799199	0.48871851
1.9833400	0.46372509
1.9867500	0.45353231
1.9901600	0.47486469
1.9935699	0.45271191
1.9969699	0.47692451
2.0003600	0.48160839
2.0037500	0.46950820
2.0071400	0.46231300
2.0105199	0.43651190
2.0138900	0.47252849
2.0172699	0.46777669
2.0206301	0.45706180
2.0240000	0.45197529
2.0273500	0.44157681
2.0307100	0.45365220
2.0340600	0.46844250
2.0374000	0.45817661
2.0407400	0.44926319
2.0440801	0.46774971
2.0474100	0.47639489
2.0507301	0.46148050
2.0540600	0.44837981
2.0573699	0.43518680
2.0606900	0.43889359
2.0639900	0.46675229
2.0673000	0.46667749
2.0706000	0.47085240
2.0738900	0.46619999
2.0771801	0.47126031
2.0804699	0.46004829
2.0837500	0.48029581
2.0870199	0.46725550
2.0903000	0.47794521
2.0935600	0.46148369
2.0968301	0.47216249
2.1000900	0.48315260
2.1033400	0.47829339
2.1065900	0.47305501
2.1098301	0.48151699
2.1130699	0.48907310
2.1163100	0.49160269
2.1195400	0.49033239
2.1227699	0.49341631
2.1259900	0.49670011
2.1292100	0.49914429
2.1324199	0.48645520
2.1356301	0.49187261
2.1388301	0.49346381
2.1420301	0.50326937
2.1452199	0.48975831
2.1484100	0.51975513
2.1516000	0.51006621
2.1547801	0.50212008
2.1579500	0.49492750
2.1611301	0.52071053
2.1642900	0.50824922
2.1674500	0.52059692
2.1706100	0.50858068
2.1737600	0.52440101
2.1769100	0.51684147
2.1800500	0.52279562
2.1831900	0.49990600
2.1863199	0.52203119
2.1894500	0.52468479
2.1925699	0.51566279
2.1956900	0.51361090
2.1988000	0.51582062
2.2019100	0.49489471
2.2050100	0.50718611
2.2081100	0.51241630
2.2112000	0.50882560
2.2142900	0.51595908
2.2173801	0.51830411
2.2204500	0.53653079
2.2235301	0.54177552
2.2266000	0.53221911
2.2296600	0.52036268
2.2327199	0.52598202
2.2357699	0.51415300
2.2388199	0.51185977
2.2418600	0.52326608
2.2449000	0.52065188
2.2479301	0.52269858
2.2509600	0.52132457
2.2539801	0.54084343
2.2570000	0.53357542
2.2600100	0.52480531
2.2630199	0.52119088
2.2660199	0.52921802
2.2690199	0.50684398
2.2720100	0.51244593
2.2749900	0.53420448
2.2779699	0.52197522
2.2809500	0.51783812
2.2839199	0.51214111
2.2868900	0.52519941
2.2898500	0.48618051
2.2928000	0.47614071
2.2957500	0.46626121
2.2987000	0.45687941
2.3016301	0.45417240
2.3045699	0.45783049
2.3075000	0.45069239
2.3104199	0.47399610
2.3133400	0.46791649
2.3162500	0.46559030
2.3191600	0.46002680
2.3220699	0.43977889
2.3249699	0.42001760
2.3278600	0.43424630
2.3307500	0.43355829
2.3336301	0.41721889
2.3365100	0.43180940
2.3393801	0.44689801
2.3422500	0.42565700
2.3451199	0.43883520
2.3479801	0.41269201
2.3508301	0.41751519
2.3536801	0.39177281
2.3565199	0.39150849
2.3593600	0.39240751
2.3622000	0.37840900
2.3650301	0.42365381
2.3678600	0.39287591
2.3706801	0.39637071
2.3735000	0.39350569
2.3763199	0.40390241
2.3791301	0.37925789
2.3819301	0.36376110
2.3847301	0.37149850
2.3875301	0.36753300
2.3903301	0.36632729
2.3931199	0.36082029
2.3959000	0.34530371
2.3986900	0.38047850
2.4014699	0.34850240
2.4042500	0.35675070
2.4070199	0.34836379
2.4097900	0.35655770
2.4125600	0.33521509
2.4153199	0.32726270
2.4180900	0.34681869
2.4208500	0.32934800
2.4236000	0.30596980
2.4263600	0.32719639
2.4291100	0.33534110
2.4318699	0.30113420
2.4346199	0.31673571
2.4373600	0.30174351
2.4401100	0.29675961
2.4428600	0.31907859
2.4456000	0.29338220
2.4483500	0.29562539
2.4510900	0.29926580
2.4538400	0.27586660
2.4565801	0.27013901
2.4593199	0.27278659
2.4620699	0.28705341
2.4648100	0.27686280
2.4675600	0.28565100
2.4703000	0.24917920
2.4730500	0.25241500
2.4758000	0.29864830
2.4785500	0.26704970
2.4813100	0.26835981
2.4840600	0.30378169
2.4868199	0.24385680
2.4895900	0.27343211
2.4923500	0.21639501
2.4951199	0.26654309
2.4979000	0.25675899
2.5006699	0.23344800
2.5034600	0.23696160
2.5062400	0.20260631
2.5090400	0.22476190
2.5118400	0.23322719
2.5146400	0.25179419
2.5174600	0.23508330
2.5202801	0.19935399
2.5231100	0.16758990
2.5259400	0.21080780
2.5287900	0.30020890
2.5316400	0.14579350
2.5345000	0.21340171
2.5373699	0.14049441
2.5402600	0.25285900
2.5431500	0.23271140
2.5460600	0.29925510
2.5489699	0.20495430
2.5519000	0.27276409
2.5548500	0.24525680
2.5578000	0.20373200
2.5607699	0.099100970
