# SpeX prism spectrum of 04574903 from Muench et al. 2007
# Lambda	Flux
0.65157002	5.5608888
0.65378198	3.4808440
0.65598398	3.1465051
0.65817598	3.0904951
0.66035898	1.0858340
0.66253501	2.4565260
0.66470400	1.9593329
0.66686802	1.9545020
0.66902598	3.1106839
0.67118101	-0.046305019
0.67333198	1.4315521
0.67548101	2.0678649
0.67762900	0.52557361
0.67977500	0.45152631
0.68192202	-0.11567830
0.68407002	-0.69739568
0.68621899	0.72601151
0.68837100	0.52413893
0.69052500	1.2841500
0.69268398	1.3343900
0.69484600	0.66037482
0.69701401	2.0465350
0.69918701	0.30896640
0.70136602	1.2356800
0.70355200	0.98102158
0.70574600	1.1149451
0.70794702	0.76553088
0.71015698	0.21763320
0.71237598	0.69739091
0.71460400	0.81412607
0.71684302	0.53797650
0.71909199	0.67237991
0.72135200	0.18929680
0.72362300	-0.46042079
0.72590698	0.87333328
0.72820200	0.24186930
0.73051001	0.098642327
0.73283198	0.44208300
0.73516699	0.23212519
0.73751602	0.83771521
0.73987900	0.65527898
0.74225601	1.0571660
0.74464902	0.013525500
0.74705601	0.78391469
0.74947900	0.72243410
0.75191802	0.61267412
0.75437300	0.59762353
0.75684502	0.49392721
0.75933301	0.74289882
0.76183701	0.39665541
0.76435898	0.16801710
0.76689800	0.43341061
0.76945498	0.36410570
0.77202998	0.20332509
0.77462202	0.37384099
0.77723198	0.14501280
0.77986099	0.27165750
0.78250801	0.44980240
0.78517300	0.095226899
0.78785801	0.19687590
0.79056099	0.68871391
0.79328301	0.27810591
0.79602402	0.37359470
0.79878398	0.45721331
0.80156401	0.37000000
0.80436201	0.43571860
0.80718101	0.55563629
0.81001802	0.37407091
0.81287500	0.66243458
0.81575200	0.58146489
0.81864902	0.60541141
0.82156504	0.74067777
0.82450000	0.69125158
0.82745596	0.52305150
0.83043096	0.59294051
0.83342598	0.60233289
0.83644004	0.60080749
0.83947500	0.53527892
0.84252900	0.37006170
0.84560195	0.28973669
0.84869600	0.39173681
0.85180801	0.24191640
0.85494102	0.35208270
0.85809297	0.24516460
0.86126396	0.37462491
0.86445498	0.47433501
0.86766504	0.33550251
0.87089404	0.43959799
0.87414297	0.69486779
0.87741104	0.53987497
0.88069697	0.61140811
0.88400303	0.58780682
0.88732695	0.73968452
0.89067100	0.58525652
0.89403203	0.75446320
0.89741299	0.81851572
0.90081104	0.83014011
0.90422803	0.97683990
0.90766396	0.91569293
0.91111699	1.1319250
0.91458799	1.1049820
0.91807695	1.0195481
0.92158301	1.1524780
0.92510703	0.97324258
0.92864805	0.94578463
0.93220703	0.85468382
0.93578203	1.0183690
0.93937500	1.0110060
0.94298398	1.0780920
0.94660898	1.0769950
0.95025098	1.1391460
0.95390996	1.0856440
0.95758398	1.1526270
0.96127402	1.1854690
0.96497998	1.1854690
0.96870195	1.1722170
0.97243896	1.2058409
0.97619102	1.2830590
0.97995703	1.2422431
0.98373896	1.1605080
0.98753604	1.2539240
0.99134600	1.2085350
0.99517100	1.2969370
0.99901104	1.1939000
1.0028600	1.2692961
1.0067300	1.3041210
1.0106100	1.2496880
1.0145000	1.3376909
1.0184100	1.3896199
1.0223300	1.3828681
1.0262600	1.4205461
1.0302100	1.4139340
1.0341600	1.4147100
1.0381300	1.4366360
1.0421100	1.4387530
1.0461000	1.3698471
1.0501100	1.3513350
1.0541200	1.2708220
1.0581500	1.2538410
1.0621800	1.2947750
1.0662300	1.3791471
1.0702900	1.3549640
1.0743500	1.4954480
1.0784300	1.5419730
1.0825200	1.6411380
1.0866200	1.6236420
1.0907200	1.6291710
1.0948400	1.5938660
1.0989600	1.5259050
1.1030900	1.5312960
1.1072400	1.5255671
1.1113900	1.4987890
1.1155400	1.5215271
1.1197100	1.5171540
1.1238800	1.4656600
1.1280600	1.5064510
1.1322500	1.5102690
1.1364400	1.4651210
1.1406500	1.5086790
1.1448500	1.4720130
1.1490700	1.5252650
1.1532900	1.4979210
1.1575200	1.5401200
1.1617500	1.5484040
1.1659900	1.4982851
1.1702300	1.4488940
1.1744800	1.4204850
1.1787300	1.4020600
1.1829900	1.4361280
1.1872500	1.3726701
1.1915200	1.3413130
1.1957900	1.3422890
1.2000700	1.3442611
1.2043500	1.3603669
1.2086300	1.4104290
1.2129200	1.4729820
1.2172100	1.4909340
1.2215000	1.5267440
1.2258000	1.5241170
1.2301000	1.5002750
1.2344000	1.5170780
1.2387000	1.4995750
1.2430100	1.4654660
1.2473100	1.4609309
1.2516200	1.4533160
1.2559300	1.4534520
1.2602500	1.4618890
1.2645600	1.5129440
1.2688800	1.5499260
