# SpeX prism spectrum of kpno7 from Muench et al. 2007
# Lambda	Flux
0.65157002	0.96156251
0.65378198	1.0890280
0.65598398	0.71517688
0.65817598	0.70968240
0.66035898	0.21678410
0.66253501	0.16156390
0.66470400	0.52467591
0.66686802	0.30238870
0.66902598	0.30576721
0.67118101	0.88646817
0.67333198	0.40822950
0.67548101	0.082274050
0.67762900	0.27468011
0.67977500	0.49441960
0.68192202	0.38606539
0.68407002	0.15297879
0.68621899	0.37838861
0.68837100	0.37996840
0.69052500	0.19243200
0.69268398	0.33632669
0.69484600	0.11505350
0.69701401	0.019098330
0.69918701	0.11247610
0.70136602	0.30403170
0.70355200	0.40207729
0.70574600	0.30185071
0.70794702	0.24502879
0.71015698	0.39976051
0.71237598	0.42159891
0.71460400	0.064909257
0.71684302	0.34915110
0.71909199	0.45808700
0.72135200	-0.014909060
0.72362300	0.25923949
0.72590698	0.33565429
0.72820200	0.30105221
0.73051001	0.38496521
0.73283198	0.34731439
0.73516699	0.38944840
0.73751602	0.26593769
0.73987900	0.25200349
0.74225601	0.34668320
0.74464902	0.38268131
0.74705601	0.51569313
0.74947900	0.42272389
0.75191802	0.44733921
0.75437300	0.50628042
0.75684502	0.32123941
0.75933301	0.49950391
0.76183701	0.50638741
0.76435898	0.29400390
0.76689800	0.19356340
0.76945498	0.22547591
0.77202998	0.21332660
0.77462202	0.23725900
0.77723198	0.20150021
0.77986099	0.27675220
0.78250801	0.30435500
0.78517300	0.26857650
0.78785801	0.26168951
0.79056099	0.30798909
0.79328301	0.31526130
0.79602402	0.31969011
0.79878398	0.36722681
0.80156401	0.35515949
0.80436201	0.49086899
0.80718101	0.59436959
0.81001802	0.65083468
0.81287500	0.73931241
0.81575200	0.71409672
0.81864902	0.86668313
0.82156504	0.77778029
0.82450000	0.84873837
0.82745596	0.75772589
0.83043096	0.73273867
0.83342598	0.73475403
0.83644004	0.67817187
0.83947500	0.62628382
0.84252900	0.59371078
0.84560195	0.54034507
0.84869600	0.48868880
0.85180801	0.43926969
0.85494102	0.41684920
0.85809297	0.45169950
0.86126396	0.48401091
0.86445498	0.51686049
0.86766504	0.54203051
0.87089404	0.62281859
0.87414297	0.68883222
0.87741104	0.71791887
0.88069697	0.79411852
0.88400303	0.81094229
0.88732695	0.85268718
0.89067100	0.89723289
0.89403203	0.89261991
0.89741299	0.92709130
0.90081104	0.98524129
0.90422803	1.0042890
0.90766396	1.1114650
0.91111699	1.1656840
0.91458799	1.1761990
0.91807695	1.1844060
0.92158301	1.1603860
0.92510703	1.1109290
0.92864805	1.0999800
0.93220703	1.0265880
0.93578203	1.0174900
0.93937500	1.0340739
0.94298398	1.0706429
0.94660898	1.1029490
0.95025098	1.1888781
0.95390996	1.1873050
0.95758398	1.2505170
0.96127402	1.2500380
0.96497998	1.2444021
0.96870195	1.2791899
0.97243896	1.2912520
0.97619102	1.3248160
0.97995703	1.3494540
0.98373896	1.3042010
0.98753604	1.3183910
0.99134600	1.3361760
