# SpeX prism spectrum of kpno7 from Muench et al. 2007
# Lambda	Flux
0.99517100	1.3326550
0.99901104	1.3681329
1.0028600	1.3671610
1.0067300	1.3906420
1.0106100	1.3895460
1.0145000	1.4149860
1.0184100	1.4464620
1.0223300	1.4693840
1.0262600	1.4733649
1.0302100	1.4610060
1.0341600	1.4570000
1.0381300	1.4667079
1.0421100	1.5342720
1.0461000	1.4935560
1.0501100	1.4606010
1.0541200	1.4370230
1.0581500	1.4274950
1.0621800	1.4325370
1.0662300	1.4603220
1.0702900	1.4765320
1.0743500	1.5306720
1.0784300	1.5766270
1.0825200	1.6312680
1.0866200	1.6563410
1.0907200	1.6116720
1.0948400	1.6178970
1.0989600	1.6192970
1.1030900	1.5680749
1.1072400	1.5611690
1.1113900	1.5302620
1.1155400	1.5271060
1.1197100	1.5339140
1.1238800	1.5384400
1.1280600	1.5071930
1.1322500	1.5147130
1.1364400	1.4962450
1.1406500	1.5121371
1.1448500	1.4926450
1.1490700	1.5058711
1.1532900	1.5301400
1.1575200	1.5520220
1.1617500	1.5390810
1.1659900	1.5414571
1.1702300	1.5005460
1.1744800	1.4900920
1.1787300	1.4714750
1.1829900	1.4722830
1.1872500	1.4449090
1.1915200	1.4249140
1.1957900	1.4333360
1.2000700	1.4184830
1.2043500	1.4244930
1.2086300	1.4461170
1.2129200	1.4556310
1.2172100	1.4924700
1.2215000	1.4962810
1.2258000	1.5098810
1.2301000	1.5091630
1.2344000	1.5087680
1.2387000	1.4924990
1.2430100	1.4757770
1.2473100	1.4476531
1.2516200	1.4608589
1.2559300	1.4664990
1.2602500	1.4807100
1.2645600	1.4886990
1.2688800	1.5116100
1.2731900	1.5214180
1.2775100	1.5214360
1.2818300	1.5055950
1.2861400	1.5032010
1.2904600	1.5167310
1.2947800	1.5183311
1.2991000	1.5446770
1.3034200	1.5105120
1.3077300	1.4986430
1.3120500	1.5099770
1.3163700	1.4944340
1.3206800	1.4815080
1.3250000	1.4237590
1.3293100	1.3545400
1.3336200	1.2780800
1.3379300	1.2135741
1.3422400	1.1199030
1.3465500	1.0884500
1.3508600	1.0636280
1.3551600	1.0627030
1.3594600	1.0346760
1.3637600	1.0023921
1.3680600	0.95973557
1.3723600	0.96701407
1.3766500	0.95937449
1.3809400	0.98754913
1.3852300	0.97438651
1.3895100	0.97133517
1.3937900	0.94234163
1.3980700	0.94480163
1.4023500	0.92779499
1.4066200	0.89931512
1.4108900	0.88178700
1.4151500	0.86227977
1.4194100	0.84512281
1.4236700	0.84500992
1.4279200	0.84445769
1.4321700	0.84044880
1.4364200	0.84124219
1.4406600	0.84484547
1.4448900	0.85317862
1.4491300	0.83999979
1.4533600	0.84474182
1.4575800	0.84731603
1.4618000	0.84538782
1.4660100	0.86356151
1.4702200	0.82149482
1.4744300	0.82068288
1.4786300	0.80839467
1.4828200	0.82581341
1.4870100	0.83719838
1.4912000	0.84201652
1.4953700	0.84619647
1.4995500	0.86803317
1.5037200	0.82451320
1.5078800	0.85676283
1.5120400	0.84409559
1.5161900	0.86608207
1.5203400	0.85712612
1.5244800	0.86765862
1.5286100	0.86327922
1.5327400	0.87619442
1.5368700	0.88371432
1.5409900	0.88290137
1.5451000	0.87160218
1.5492100	0.88700998
1.5533100	0.89322889
1.5574000	0.90837240
1.5614900	0.90686649
1.5655700	0.89778072
1.5696500	0.90609932
1.5737200	0.91858351
1.5777800	0.92362928
1.5818400	0.92205942
1.5858900	0.90959913
1.5899300	0.94305420
1.5939700	0.93316942
1.5980000	0.93352342
1.6020300	0.95832628
1.6060500	0.97066772
1.6100600	0.95239693
1.6140700	0.95164299
1.6180700	0.94224107
1.6220600	0.95347142
1.6260500	0.95370132
1.6300300	0.97237188
1.6340100	0.97300172
1.6379700	0.96931732
1.6419301	0.96163642
1.6458900	0.97355402
1.6498400	0.98263538
1.6537801	0.99578291
1.6577100	0.99714661
1.6616400	0.99891168
1.6655600	0.99513263
1.6694801	1.0069600
1.6733900	1.0031800
1.6772900	1.0005540
1.6811900	0.98728138
1.6850699	0.99698859
1.6889600	0.97053748
1.6928301	0.97573543
1.6967000	0.96553129
1.7005600	0.96458650
1.7044199	0.94529772
1.7082699	0.95455402
1.7121100	0.92766088
1.7159500	0.92310411
1.7197801	0.88034397
1.7236100	0.89380068
1.7274199	0.88106900
1.7312301	0.87040842
1.7350400	0.84196532
1.7388400	0.83584112
1.7426301	0.81707329
1.7464100	0.81702518
1.7501900	0.80195230
1.7539600	0.80334830
1.7577301	0.77802819
1.7614900	0.77199697
1.7652400	0.74259323
1.7689900	0.74996859
1.7727301	0.73984802
1.7764699	0.73121297
1.7802000	0.71211553
1.7839199	0.69320738
1.7876301	0.68935072
1.7913500	0.68578982
1.7950500	0.66566640
1.7987500	0.67428452
1.8024400	0.66625208
1.8061301	0.66085142
1.8098100	0.64687538
1.8134801	0.64522809
1.8171500	0.65824229
1.8208100	0.65377599
1.8244699	0.64393699
1.8281199	0.63903302
1.8317600	0.65193862
1.8354000	0.63911653
1.8390301	0.60607332
1.8426600	0.61073738
1.8462801	0.58076042
1.8499000	0.60695302
1.8535100	0.56551051
1.8571100	0.57268709
1.8607100	0.54575378
1.8643000	0.56256610
1.8678900	0.53887671
1.8714699	0.56524467
1.8750500	0.54011148
1.8786199	0.53751320
1.8821900	0.56365752
1.8857500	0.54665512
1.8893000	0.57612479
1.8928500	0.56331569
1.8963900	0.57373792
1.8999301	0.57021987
1.9034699	0.56453937
1.9070000	0.55758762
1.9105199	0.57379901
1.9140400	0.55802888
1.9175500	0.57456547
1.9210600	0.54559952
1.9245600	0.56873322
1.9280600	0.57382423
1.9315500	0.56051493
1.9350400	0.56021309
1.9385199	0.55493259
1.9420000	0.54848123
1.9454699	0.53669113
1.9489301	0.54795939
1.9524000	0.54853272
1.9558500	0.54126823
1.9593100	0.52606362
1.9627500	0.54356867
1.9662000	0.54107171
1.9696301	0.53713799
1.9730699	0.51840442
1.9765000	0.51723862
1.9799199	0.51693928
1.9833400	0.50480008
1.9867500	0.50563401
1.9901600	0.51185858
1.9935699	0.50787610
1.9969699	0.51318169
2.0003600	0.50589317
2.0037500	0.50856781
2.0071400	0.48276311
2.0105199	0.48063830
2.0138900	0.49873361
2.0172699	0.50608391
2.0206301	0.48981911
2.0240000	0.48956549
2.0273500	0.49257019
2.0307100	0.50086558
2.0340600	0.49246499
2.0374000	0.49911520
2.0407400	0.48912391
2.0440801	0.49314699
2.0474100	0.48585430
2.0507301	0.48932910
2.0540600	0.47557539
2.0573699	0.49399009
2.0606900	0.48581499
2.0639900	0.50122827
2.0673000	0.48783311
2.0706000	0.48963931
2.0738900	0.48776039
2.0771801	0.49458131
2.0804699	0.48951039
2.0837500	0.49533609
2.0870199	0.49809530
2.0903000	0.49817190
2.0935600	0.49704611
2.0968301	0.50548518
2.1000900	0.48909390
2.1033400	0.50743753
2.1065900	0.49451831
2.1098301	0.50352943
2.1130699	0.49848750
2.1163100	0.50468498
2.1195400	0.50867790
2.1227699	0.51412249
2.1259900	0.50310200
2.1292100	0.50657707
2.1324199	0.50629658
2.1356301	0.50096363
2.1388301	0.51189429
2.1420301	0.52081412
2.1452199	0.51307207
2.1484100	0.51454109
2.1516000	0.50888091
2.1547801	0.51649523
2.1579500	0.52086312
2.1611301	0.51263028
2.1642900	0.51844943
2.1674500	0.51183498
2.1706100	0.50948727
2.1737600	0.52467299
2.1769100	0.50433028
2.1800500	0.51724368
2.1831900	0.51171267
2.1863199	0.51939672
2.1894500	0.52056217
2.1925699	0.52423012
2.1956900	0.52601349
2.1988000	0.52908522
2.2019100	0.52337861
2.2050100	0.52456617
2.2081100	0.51845759
2.2112000	0.52071911
2.2142900	0.51135802
2.2173801	0.52241391
2.2204500	0.51824600
2.2235301	0.52609569
2.2266000	0.52233613
2.2296600	0.52564877
2.2327199	0.51992679
2.2357699	0.51157230
2.2388199	0.51875418
2.2418600	0.52103299
2.2449000	0.51310319
2.2479301	0.51122791
2.2509600	0.51741272
2.2539801	0.52336669
2.2570000	0.51281393
2.2600100	0.52327287
2.2630199	0.50586659
2.2660199	0.50958598
2.2690199	0.51001269
2.2720100	0.51998740
2.2749900	0.50764132
2.2779699	0.51012790
2.2809500	0.50551832
2.2839199	0.50726408
2.2868900	0.50456882
2.2898500	0.50348228
2.2928000	0.49172011
2.2957500	0.48691469
2.2987000	0.46316969
2.3016301	0.46044430
2.3045699	0.45792219
2.3075000	0.47217029
2.3104199	0.46339631
2.3133400	0.46572709
2.3162500	0.46089000
2.3191600	0.46830010
2.3220699	0.44117689
2.3249699	0.43900540
2.3278600	0.43542501
2.3307500	0.43966380
2.3336301	0.43053991
2.3365100	0.42678821
2.3393801	0.43885249
2.3422500	0.42908791
2.3451199	0.42117190
2.3479801	0.43003720
2.3508301	0.42473531
2.3536801	0.40682220
2.3565199	0.41374469
2.3593600	0.39729050
2.3622000	0.40764990
2.3650301	0.40978909
2.3678600	0.41407859
2.3706801	0.41016480
2.3735000	0.41105369
2.3763199	0.41149330
2.3791301	0.40823069
2.3819301	0.39569730
2.3847301	0.39729801
2.3875301	0.38602191
2.3903301	0.39562479
2.3931199	0.38742441
2.3959000	0.39024171
2.3986900	0.39151841
2.4014699	0.38057211
2.4042500	0.37799951
2.4070199	0.37002060
2.4097900	0.37362859
2.4125600	0.35638431
2.4153199	0.35535201
2.4180900	0.35754481
2.4208500	0.35082749
2.4236000	0.35176370
2.4263600	0.35094821
2.4291100	0.35360071
2.4318699	0.35033730
2.4346199	0.34867209
2.4373600	0.33244300
2.4401100	0.32982841
2.4428600	0.33156499
2.4456000	0.32745621
2.4483500	0.31673139
2.4510900	0.32750601
2.4538400	0.31875941
2.4565801	0.30355051
2.4593199	0.30696201
2.4620699	0.30241480
2.4648100	0.31528050
2.4675600	0.31632951
2.4703000	0.32533920
2.4730500	0.31062099
2.4758000	0.29425871
2.4785500	0.28509361
2.4813100	0.30569240
2.4840600	0.31430671
2.4868199	0.30950311
2.4895900	0.28891289
2.4923500	0.31032839
2.4951199	0.29539680
2.4979000	0.29381859
2.5006699	0.26410279
2.5034600	0.26223499
2.5062400	0.25766090
2.5090400	0.26100159
2.5118400	0.26546940
2.5146400	0.30553699
2.5174600	0.24970360
2.5202801	0.26062980
2.5231100	0.25691611
2.5259400	0.27735150
2.5287900	0.27100900
2.5316400	0.27544749
2.5345000	0.26164031
2.5373699	0.26160759
2.5402600	0.26564190
2.5431500	0.25373560
2.5460600	0.34481829
2.5489699	0.24401280
2.5519000	0.32937169
2.5548500	0.31559369
2.5578000	0.21006770
2.5607699	0.22322901
