#
# Generated by G. Mace, Thu Mar  1 20:10:12 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6420312           NaN           NaN
   0.6442997           NaN           NaN
   0.6465533    5.3860E-01    6.1434E-01
   0.6487928   -4.6972E-02    6.1558E-01
   0.6510195   -7.4745E-02    5.8243E-01
   0.6532344   -4.0282E-01    5.3931E-01
   0.6554384    6.1963E-01    4.9231E-01
   0.6576326    1.2864E+00    4.5408E-01
   0.6598181    5.6223E-01    4.3135E-01
   0.6619957   -2.5150E-01    4.3287E-01
   0.6641664    3.3372E-01    4.5836E-01
   0.6663311    9.3733E-01    4.2776E-01
   0.6684907    8.9152E-01    4.0034E-01
   0.6706461    2.1101E-01    4.0422E-01
   0.6727982    9.7257E-01    3.7663E-01
   0.6749477    2.5981E-01    3.6618E-01
   0.6770955    5.8021E-01    3.6765E-01
   0.6792424    4.9562E-01    3.5341E-01
   0.6813893    1.9372E-01    3.3629E-01
   0.6835367    3.4781E-01    3.1894E-01
   0.6856856    8.5073E-01    3.2032E-01
   0.6878365    6.1255E-01    3.1268E-01
   0.6899902    2.2271E-02    3.0397E-01
   0.6921474    8.8182E-02    2.7881E-01
   0.6943088    7.0819E-01    2.8034E-01
   0.6964750    2.4145E-01    2.4854E-01
   0.6986467    6.3553E-01    2.4131E-01
   0.7008244    5.3030E-01    2.2710E-01
   0.7030088    1.0338E+00    2.2424E-01
   0.7052004    4.9399E-01    2.1252E-01
   0.7073997    7.9204E-01    2.1222E-01
   0.7096075    1.4615E-01    1.9551E-01
   0.7118242    7.2246E-01    1.9670E-01
   0.7140502    2.1175E-01    1.8189E-01
   0.7162862    5.7742E-01    1.8777E-01
   0.7185326    3.8684E-01    1.8059E-01
   0.7207898   -1.9055E-01    1.8029E-01
   0.7230583    2.2868E-01    1.6214E-01
   0.7253386    6.5011E-01    1.6252E-01
   0.7276312    1.1010E-01    1.5089E-01
   0.7299363    1.5267E-01    1.4976E-01
   0.7322544    3.4997E-01    1.3887E-01
   0.7345859    3.5765E-01    1.3970E-01
   0.7369313    3.7786E-01    1.2685E-01
   0.7392907    3.0648E-01    1.2641E-01
   0.7416646    4.3622E-01    1.1477E-01
   0.7440533    9.3207E-02    1.2228E-01
   0.7464571    3.9119E-01    1.1129E-01
   0.7488764    2.4870E-01    1.1657E-01
   0.7513114    3.7433E-01    1.0635E-01
   0.7537624    2.1585E-01    1.0664E-01
   0.7562296    2.0415E-01    1.0661E-01
   0.7587134    2.0670E-01    1.2318E-01
   0.7612140    3.1754E-01    1.4214E-01
   0.7637317    1.1198E-01    1.4970E-01
   0.7662665    6.4424E-02    1.2914E-01
   0.7688188    3.2651E-02    1.1629E-01
   0.7713888    9.1920E-02    9.2019E-02
   0.7739766    1.4606E-01    8.6387E-02
   0.7765825    1.3429E-01    8.2196E-02
   0.7792066    4.1251E-01    8.4845E-02
   0.7818490    3.3216E-01    8.0304E-02
   0.7845100    3.8468E-02    8.1182E-02
   0.7871896    1.4622E-01    7.6537E-02
   0.7898880    2.0880E-01    8.1938E-02
   0.7926053    6.2946E-02    7.6978E-02
   0.7953417   -5.2830E-02    8.2048E-02
   0.7980971    2.9852E-01    8.5393E-02
   0.8008718    1.8121E-01    8.3725E-02
   0.8036658    7.4115E-02    7.7194E-02
   0.8064792    6.1707E-02    8.1311E-02
   0.8093120    3.7305E-01    7.5822E-02
   0.8121644    2.3175E-01    7.8809E-02
   0.8150363    2.2045E-01    7.2506E-02
   0.8179278    2.8437E-01    6.6543E-02
   0.8208390    4.6905E-01    6.7687E-02
   0.8237698    3.3412E-01    6.8910E-02
   0.8267204    2.9188E-01    6.6796E-02
   0.8296906    3.0299E-01    6.4741E-02
   0.8326806    3.4689E-01    5.9294E-02
   0.8356903    1.5765E-01    6.5641E-02
   0.8387197    2.4645E-01    6.4763E-02
   0.8417687    2.6970E-01    6.5533E-02
   0.8448375    2.2086E-01    6.1891E-02
   0.8479258    1.9701E-01    6.1096E-02
   0.8510339    2.1277E-01    5.2271E-02
   0.8541614    2.6689E-01    5.3028E-02
   0.8573085    1.7245E-01    4.8987E-02
   0.8604751    1.5248E-01    4.9855E-02
   0.8636611    2.6868E-01    4.7792E-02
   0.8668664    2.2627E-01    4.9664E-02
   0.8700910    2.2247E-01    4.6611E-02
   0.8733348    1.5033E-01    4.7171E-02
   0.8765978    1.7342E-01    4.4999E-02
   0.8798797    1.6493E-01    4.7186E-02
   0.8831806    1.7346E-01    4.5669E-02
   0.8865004    2.3827E-01    4.6551E-02
   0.8898389    2.3789E-01    4.4147E-02
   0.8931962    2.1295E-01    4.4246E-02
   0.8965719    2.7056E-01    4.3512E-02
   0.8999660    3.8091E-01    4.4255E-02
   0.9033785    3.2167E-01    4.1290E-02
   0.9068092    3.9229E-01    4.8432E-02
   0.9102578    4.6290E-01    4.4343E-02
   0.9137245    4.4194E-01    4.5742E-02
   0.9172089    5.3892E-01    4.4396E-02
   0.9207110    5.0493E-01    4.4328E-02
   0.9242306    4.8253E-01    3.9472E-02
   0.9277676    4.0543E-01    4.1385E-02
   0.9313218    4.0281E-01    4.2017E-02
   0.9348931    4.7062E-01    4.6556E-02
   0.9384813    4.9687E-01    4.4255E-02
   0.9420863    4.6514E-01    4.3944E-02
   0.9457079    5.0657E-01    4.2182E-02
   0.9493458    5.8291E-01    4.1662E-02
   0.9530001    5.9765E-01    3.7891E-02
   0.9566705    5.3674E-01    3.6091E-02
   0.9603568    5.2292E-01    3.8344E-02
   0.9640588    6.0899E-01    3.7236E-02
   0.9677765    6.3173E-01    3.5732E-02
   0.9715095    5.9391E-01    3.5890E-02
   0.9752577    5.7824E-01    3.1332E-02
   0.9790210    6.7043E-01    3.1081E-02
   0.9827991    7.0395E-01    2.9910E-02
   0.9865919    5.7746E-01    2.9894E-02
   0.9903992    5.0568E-01    2.9599E-02
   0.9942207    4.7626E-01    3.0110E-02
   0.9980563    4.2319E-01    2.9192E-02
   1.0019058    4.9503E-01    2.8217E-02
   1.0057690    5.6431E-01    2.7248E-02
   1.0096458    6.0130E-01    2.7518E-02
   1.0135357    6.5130E-01    2.8048E-02
   1.0174389    5.8625E-01    2.7908E-02
   1.0213549    5.6279E-01    2.7748E-02
   1.0252837    5.3138E-01    2.7945E-02
   1.0292249    6.1166E-01    2.6985E-02
   1.0331784    6.3479E-01    2.8258E-02
