#
# Generated by G. Mace, Fri Sep 28 20:14:28 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6454172   -9.3229E-01    3.7368E-01
   0.6475637   -5.2103E-02    3.5578E-01
   0.6497018   -3.8086E-01    3.6995E-01
   0.6518325    8.8615E-01    3.4988E-01
   0.6539566    6.0355E-01    3.4388E-01
   0.6560748   -2.8034E-02    3.1929E-01
   0.6581881    9.9270E-01    3.0872E-01
   0.6602972    6.8955E-01    2.9832E-01
   0.6624029   -4.1426E-01    2.9861E-01
   0.6645060    7.8640E-01    3.0054E-01
   0.6666071    1.8222E-01    3.1009E-01
   0.6687073    5.3273E-01    3.0152E-01
   0.6708069   -5.4041E-01    2.9162E-01
   0.6729069   -4.0523E-01    3.0182E-01
   0.6750078    1.9382E-01    2.8005E-01
   0.6771104   -6.5709E-02    2.7637E-01
   0.6792153    7.9599E-01    2.6370E-01
   0.6813232    5.3138E-01    2.6824E-01
   0.6834346    5.9020E-01    2.6168E-01
   0.6855503    9.3837E-01    2.4345E-01
   0.6876707    5.8693E-01    2.4121E-01
   0.6897965    7.5364E-01    2.2443E-01
   0.6919283    8.6812E-01    2.2853E-01
   0.6940665    4.2621E-01    2.2671E-01
   0.6962118    1.1772E+00    2.3025E-01
   0.6983646    2.3471E-01    2.1290E-01
   0.7005256    7.3367E-01    2.0642E-01
   0.7026951    7.1017E-01    2.0621E-01
   0.7048736    8.9433E-01    1.9985E-01
   0.7070617    7.1539E-01    1.9840E-01
   0.7092597    5.8689E-01    1.9517E-01
   0.7114683    2.2039E-01    1.8859E-01
   0.7136877    5.7165E-01    1.8429E-01
   0.7159183   -2.8138E-02    1.7567E-01
   0.7181606   -8.4176E-01    1.6473E-01
   0.7204151    7.3387E-01    1.6400E-01
   0.7226820    2.2950E-01    1.5999E-01
   0.7249618    2.4516E-01    1.5559E-01
   0.7272547    4.9805E-01    1.5273E-01
   0.7295612    3.1729E-01    1.5087E-01
   0.7318816    6.4455E-01    1.5357E-01
   0.7342161    2.0421E-01    1.4954E-01
   0.7365652    1.9983E-01    1.5216E-01
   0.7389291   -2.3284E-01    1.4795E-01
   0.7413082    4.5106E-01    1.4703E-01
   0.7437025    4.1753E-01    1.4404E-01
   0.7461126    1.2154E-01    1.4209E-01
   0.7485386   -1.2517E-01    1.4287E-01
   0.7509807    1.3181E-01    1.3839E-01
   0.7534393    2.8527E-01    1.3479E-01
   0.7559144   -5.3928E-02    1.3345E-01
   0.7584065   -1.7421E-01    1.3130E-01
   0.7609155   -1.4843E-01    1.3091E-01
   0.7634419    1.3066E-01    1.2329E-01
   0.7659856    4.7993E-01    1.2080E-01
   0.7685470    4.7557E-01    1.1966E-01
   0.7711262    3.2225E-01    1.2092E-01
   0.7737232   -2.9285E-02    1.2347E-01
   0.7763385    3.0422E-01    1.1929E-01
   0.7789719    4.0936E-01    1.1743E-01
   0.7816237    2.3725E-01    1.1424E-01
   0.7842941    1.1380E-01    1.1495E-01
   0.7869830    2.0972E-01    1.1144E-01
   0.7896907    4.1834E-01    1.0842E-01
   0.7924172    2.7453E-01    1.0896E-01
   0.7951626    1.7348E-01    1.0609E-01
   0.7979270    2.7892E-01    1.0642E-01
   0.8007104    3.0660E-01    1.0508E-01
   0.8035131    1.4573E-01    1.0223E-01
   0.8063349    3.4619E-01    1.0002E-01
   0.8091760    1.2102E-01    9.6761E-02
   0.8120365   -4.6792E-02    9.4728E-02
   0.8149162    1.9383E-01    8.8451E-02
   0.8178154    1.7708E-01    8.2530E-02
   0.8207339    1.6592E-01    8.1598E-02
   0.8236719    3.6772E-02    8.3095E-02
   0.8266293    1.5371E-01    8.2483E-02
   0.8296061    3.8452E-01    8.2730E-02
   0.8326024    3.3377E-01    8.1111E-02
   0.8356181    1.8845E-01    8.2875E-02
   0.8386533    1.5563E-01    8.6383E-02
   0.8417078    4.6371E-01    8.5968E-02
   0.8447817    2.1376E-01    8.4899E-02
   0.8478749    1.4282E-01    8.2023E-02
   0.8509875    4.4873E-01    7.5753E-02
   0.8541193    2.4644E-01    7.4659E-02
   0.8572703    1.9782E-01    7.2651E-02
   0.8604405    2.7736E-01    7.1676E-02
   0.8636298    1.3624E-01    7.0070E-02
   0.8668381    2.6785E-01    6.9317E-02
   0.8700654    3.6113E-01    6.9075E-02
   0.8733116    3.5751E-01    6.7358E-02
   0.8765766    2.1099E-01    6.6442E-02
   0.8798603    2.7850E-01    6.6571E-02
   0.8831627    3.3769E-01    6.4806E-02
   0.8864836    1.4856E-01    6.2643E-02
   0.8898230    2.1063E-01    6.0458E-02
   0.8931807    2.6961E-01    5.7381E-02
   0.8965566    3.2263E-01    5.3620E-02
   0.8999507    2.8019E-01    4.9813E-02
   0.9033628    2.9448E-01    4.7453E-02
   0.9067929    2.7826E-01    4.8909E-02
   0.9102407    3.2849E-01    4.8283E-02
   0.9137061    3.6076E-01    4.6691E-02
   0.9171891    3.2998E-01    4.6889E-02
   0.9206894    3.3583E-01    4.3882E-02
   0.9242070    3.6795E-01    4.2275E-02
   0.9277418    3.2116E-01    4.1763E-02
   0.9312935    2.6278E-01    4.0247E-02
   0.9348621    2.4874E-01    3.9155E-02
   0.9384473    3.8064E-01    3.7770E-02
   0.9420490    3.7936E-01    3.7168E-02
   0.9456671    3.4071E-01    3.5893E-02
   0.9493015    4.0193E-01    3.5350E-02
   0.9529519    3.8834E-01    3.3212E-02
   0.9566182    4.1529E-01    3.2191E-02
   0.9603003    4.8013E-01    3.3732E-02
   0.9639978    5.0407E-01    3.5337E-02
   0.9677108    5.3042E-01    3.6178E-02
   0.9714390    5.2360E-01    3.6328E-02
   0.9751823    5.2411E-01    3.5456E-02
   0.9789404    4.9200E-01    3.5522E-02
   0.9827132    6.1409E-01    3.6434E-02
   0.9865005    6.3310E-01    3.7262E-02
   0.9903021    5.0842E-01    3.8334E-02
   0.9941180    5.4264E-01    3.9288E-02
   0.9979477    6.1765E-01    3.9193E-02
   1.0017912    5.6836E-01    3.7957E-02
   1.0056484    5.2146E-01    3.6945E-02
   1.0095189    6.0417E-01    3.6697E-02
   1.0134026    5.9332E-01    3.6406E-02
   1.0172992    6.4013E-01    3.6090E-02
   1.0212088    6.6443E-01    3.5573E-02
   1.0251309    5.0665E-01    4.6839E-02
   1.0290655    6.5607E-01    3.4382E-02
   1.0330123    6.7919E-01    3.4060E-02
   1.0369710    7.1177E-01    3.3088E-02
   1.0409416    6.9690E-01    3.2074E-02
   1.0449239    7.2275E-01    3.0439E-02
   1.0489175    7.2585E-01    2.8494E-02
   1.0529225    6.9260E-01    2.5860E-02
   1.0569384    6.7986E-01    2.3971E-02
   1.0609652    7.1216E-01    2.2541E-02
   1.0650024    7.7799E-01    2.2755E-02
   1.0690502    8.0435E-01    2.4151E-02
   1.0731082    8.4279E-01    2.5135E-02
   1.0771762    7.6957E-01    2.6853E-02
   1.0812539    7.1241E-01    2.7034E-02
   1.0853413    7.2036E-01    2.6814E-02
   1.0894380    7.8952E-01    2.7700E-02
   1.0935439    7.4885E-01    2.6098E-02
   1.0976589    6.8044E-01    2.5246E-02
   1.1017824    6.4231E-01    2.3182E-02
   1.1059147    5.6932E-01    2.0831E-02
   1.1100553    5.0896E-01    1.8745E-02
   1.1142040    5.0188E-01    1.7423E-02
   1.1183608    4.8440E-01    1.6561E-02
   1.1225251    5.1632E-01    1.7623E-02
   1.1266971    5.5153E-01    1.8129E-02
   1.1308764    5.2569E-01    1.8872E-02
   1.1350628    5.0697E-01    1.9481E-02
   1.1392562    5.3947E-01    2.0735E-02
   1.1434563    5.4459E-01    1.9678E-02
   1.1476630    5.8486E-01    2.0348E-02
   1.1518760    5.3389E-01    1.9849E-02
   1.1560950    5.6426E-01    1.9453E-02
   1.1603200    5.5623E-01    1.9210E-02
   1.1645508    5.4258E-01    1.8420E-02
   1.1687870    5.1804E-01    1.7015E-02
   1.1730286    4.9758E-01    1.6324E-02
   1.1772753    5.7666E-01    1.5178E-02
   1.1815270    6.4911E-01    1.4669E-02
   1.1857834    6.3589E-01    1.4291E-02
   1.1900444    7.1579E-01    1.4823E-02
   1.1943097    7.0283E-01    1.6601E-02
   1.1985792    7.3555E-01    1.7601E-02
   1.2028526    7.8406E-01    1.8199E-02
   1.2071300    7.8905E-01    1.8990E-02
   1.2114108    7.9248E-01    1.8124E-02
   1.2156950    8.6669E-01    1.8868E-02
   1.2199825    9.1393E-01    1.8665E-02
   1.2242731    8.8576E-01    1.8258E-02
   1.2285665    9.2992E-01    1.8461E-02
   1.2328626    9.1824E-01    1.7534E-02
   1.2371612    8.6167E-01    1.6214E-02
