# SpeX prism spectrum of 2213-2316 obtained 2005 Oct 17 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.652919   -4.84658e-17    4.76666e-17
     0.655124    1.45692e-16    4.49022e-17
     0.657320    4.38155e-17    3.88296e-17
     0.659507   -1.12018e-17    3.79709e-17
     0.661685   -5.08682e-18    3.55548e-17
     0.663857   -2.45847e-17    3.80700e-17
     0.666022   -4.14948e-17    3.68395e-17
     0.668183   -8.98638e-19    3.74249e-17
     0.670339   -1.42538e-17    3.42160e-17
     0.672491    1.88678e-16    3.45785e-17
     0.674641    1.44894e-17    3.31874e-17
     0.676789   -1.84334e-17    3.19152e-17
     0.678936   -6.68119e-18    3.01658e-17
     0.681083    5.01977e-17    3.04521e-17
     0.683230   -1.86314e-17    2.89252e-17
     0.685379   -1.02135e-16    3.04338e-17
     0.687529    3.95588e-17    2.84174e-17
     0.689683   -5.26892e-17    2.85982e-17
     0.691839    2.51660e-17    2.59335e-17
     0.694000    5.36630e-17    2.47440e-17
     0.696166    5.25204e-17    2.37563e-17
     0.698336   -1.91436e-17    2.33250e-17
     0.700513    1.29431e-17    2.61780e-17
     0.702697   -1.44247e-17    2.21749e-17
     0.704887    5.33675e-17    2.00598e-17
     0.707085   -4.84458e-18    1.96500e-17
     0.709292    2.12493e-17    1.80913e-17
     0.711507    4.06374e-17    1.79003e-17
     0.713732   -5.48903e-18    1.72883e-17
     0.715966    2.07628e-17    1.78199e-17
     0.718211    1.64708e-17    1.67946e-17
     0.720467    2.66812e-17    1.77198e-17
     0.722734   -1.73340e-17    1.63883e-17
     0.725012    2.52880e-17    1.68904e-17
     0.727303    6.97065e-17    1.56623e-17
     0.729606    2.17955e-17    1.49989e-17
     0.731923   -6.19990e-19    1.39335e-17
     0.734252    2.60277e-18    1.40831e-17
     0.736596    1.43956e-17    1.28487e-17
     0.738953   -3.17251e-17    1.28566e-17
     0.741325    2.66616e-17    1.33914e-17
     0.743711    1.24375e-17    1.18276e-17
     0.746113   -3.22647e-18    1.12229e-17
     0.748530   -6.31950e-18    1.19403e-17
     0.750963    7.81967e-18    1.09820e-17
     0.753411   -2.65342e-17    1.13053e-17
     0.755876    2.46520e-17    1.11920e-17
     0.758358   -3.32354e-17    1.30618e-17
     0.760856   -3.37676e-18    1.57625e-17
     0.763371   -1.89128e-17    1.53831e-17
     0.765904   -2.30365e-17    1.33727e-17
     0.768453   -1.31114e-17    1.20826e-17
     0.771021    1.65974e-17    9.90037e-18
     0.773606   -1.90334e-17    9.97579e-18
     0.776209    1.45693e-17    9.13440e-18
     0.778831    1.42844e-17    8.79648e-18
     0.781471    1.85838e-17    8.74662e-18
     0.784129    1.35775e-17    8.65475e-18
     0.786806   -6.01646e-18    8.41109e-18
     0.789502    1.03658e-17    8.46435e-18
     0.792216    4.36293e-18    8.47690e-18
     0.794950   -1.07232e-17    9.02209e-18
     0.797703    7.39318e-18    9.23541e-18
     0.800475   -6.91554e-18    9.36985e-18
     0.803266    5.92572e-20    8.75575e-18
     0.806076   -9.05184e-18    8.98151e-18
     0.808906    2.09541e-17    8.64951e-18
     0.811756    2.87123e-17    9.01806e-18
     0.814625    3.53894e-17    8.81552e-18
     0.817514    2.87317e-17    7.87863e-18
     0.820422    2.85662e-17    7.20564e-18
     0.823350    6.91207e-18    8.22145e-18
     0.826298    2.05930e-17    8.01261e-18
     0.829265    2.62167e-17    8.07004e-18
     0.832253    1.84366e-17    7.00823e-18
     0.835259    2.97288e-17    8.16701e-18
     0.838286    2.39667e-17    7.66461e-18
     0.841332    1.22948e-17    7.63699e-18
     0.844398    1.99177e-17    7.14036e-18
     0.847484    6.94658e-18    7.12496e-18
     0.850589    2.45678e-17    5.92986e-18
     0.853714    1.48512e-17    5.85345e-18
     0.856858    2.16476e-17    5.35812e-18
     0.860022    3.20143e-17    5.46590e-18
     0.863205    3.00018e-17    5.29068e-18
     0.866408    4.41878e-17    5.41538e-18
     0.869629    2.39357e-17    5.20099e-18
     0.872871    4.16976e-17    5.29260e-18
     0.876131    4.26577e-17    5.52783e-18
     0.879410    4.39752e-17    5.84423e-18
     0.882708    5.04827e-17    5.52690e-18
     0.886025    4.48923e-17    5.63214e-18
     0.889361    5.18083e-17    5.46907e-18
     0.892716    5.71144e-17    5.67355e-18
     0.896089    6.20321e-17    5.57205e-18
     0.899480    5.47023e-17    5.48352e-18
     0.902890    6.54538e-17    5.07260e-18
     0.906318    6.32972e-17    5.84505e-18
     0.909764    7.81975e-17    5.63920e-18
     0.913229    6.76331e-17    5.77614e-18
     0.916710    7.84345e-17    5.49899e-18
     0.920210    7.80087e-17    5.46153e-18
     0.923727    8.50459e-17    5.27820e-18
     0.927262    6.07412e-17    6.08513e-18
     0.930813    8.00029e-17    6.75268e-18
     0.934382    8.77749e-17    7.65925e-18
     0.937968    7.32054e-17    7.51791e-18
     0.941571    6.56607e-17    7.33984e-18
     0.945190    8.39288e-17    6.68917e-18
     0.948825    9.37842e-17    6.62426e-18
     0.952477    9.10640e-17    5.71540e-18
     0.956146    7.91569e-17    5.22611e-18
     0.959830    9.21781e-17    5.40663e-18
     0.963529    9.19736e-17    5.32478e-18
     0.967245    8.72343e-17    5.02399e-18
     0.970976    1.02439e-16    4.85042e-18
     0.974722    1.07998e-16    4.24512e-18
     0.978483    1.08149e-16    4.10398e-18
     0.982259    1.15080e-16    3.99071e-18
     0.986050    1.12320e-16    4.18344e-18
     0.989855    1.13263e-16    4.37060e-18
     0.993674    9.71876e-17    4.54242e-18
     0.997508    1.18160e-16    4.51598e-18
      1.00136    1.11920e-16    4.24748e-18
      1.00522    1.23193e-16    4.03147e-18
      1.00909    1.36066e-16    4.04120e-18
      1.01298    1.31827e-16    4.22267e-18
      1.01688    1.34638e-16    4.33541e-18
      1.02080    1.37762e-16    4.38808e-18
      1.02472    1.37804e-16    4.38918e-18
      1.02866    1.45321e-16    4.20179e-18
      1.03261    1.37526e-16    4.37069e-18
      1.03658    1.52100e-16    4.16407e-18
      1.04055    1.39814e-16    4.55417e-18
      1.04454    1.43096e-16    3.87489e-18
      1.04854    1.30615e-16    3.57115e-18
      1.05255    1.18204e-16    3.12609e-18
      1.05657    1.12046e-16    2.84206e-18
      1.06060    1.23145e-16    2.74818e-18
      1.06465    1.31476e-16    3.13550e-18
      1.06870    1.45741e-16    3.50273e-18
      1.07276    1.53351e-16    3.68928e-18
      1.07684    1.66494e-16    4.00610e-18
      1.08092    1.73092e-16    3.97375e-18
      1.08501    1.86518e-16    4.12465e-18
      1.08912    1.82447e-16    4.29066e-18
      1.09323    1.84796e-16    4.05080e-18
      1.09735    1.80993e-16    4.12008e-18
      1.10148    1.80608e-16    3.97041e-18
      1.10562    1.77303e-16    3.73808e-18
      1.10976    1.62973e-16    3.61560e-18
      1.11392    1.70270e-16    3.72221e-18
      1.11808    1.78645e-16    3.95943e-18
      1.12225    1.84161e-16    4.65715e-18
      1.12643    1.94064e-16    5.51317e-18
      1.13061    1.73186e-16    5.33087e-18
      1.13480    1.82669e-16    5.26162e-18
      1.13900    1.81356e-16    5.32730e-18
      1.14321    1.82674e-16    5.37091e-18
      1.14742    1.83170e-16    5.17120e-18
      1.15164    2.08605e-16    4.63600e-18
      1.15586    1.99293e-16    4.34448e-18
      1.16009    2.02502e-16    3.93424e-18
      1.16433    1.91420e-16    3.56118e-18
      1.16857    1.81510e-16    3.13607e-18
      1.17282    1.73545e-16    2.82470e-18
      1.17707    1.75747e-16    2.52937e-18
      1.18133    1.66949e-16    2.36935e-18
      1.18559    1.69994e-16    2.24809e-18
      1.18985    1.66821e-16    2.53212e-18
      1.19412    1.67947e-16    3.04322e-18
      1.19840    1.65985e-16    3.28140e-18
      1.20268    1.70998e-16    3.49711e-18
      1.20696    1.79088e-16    3.62388e-18
      1.21124    1.87082e-16    3.36347e-18
      1.21553    2.00027e-16    3.59167e-18
      1.21982    2.06518e-16    3.42661e-18
      1.22412    2.02809e-16    3.43497e-18
      1.22842    2.17595e-16    3.43342e-18
      1.23272    2.14097e-16    3.19132e-18
      1.23702    2.07239e-16    2.87955e-18
      1.24132    1.96962e-16    2.69781e-18
      1.24563    1.94236e-16    2.46207e-18
      1.24994    2.02646e-16    2.34370e-18
      1.25425    2.09630e-16    2.41277e-18
      1.25856    2.18763e-16    2.64853e-18
      1.26287    2.16085e-16    3.91125e-18
      1.26719    2.16674e-16    3.67960e-18
      1.27150    2.24445e-16    4.41543e-18
      1.27582    2.29196e-16    4.18924e-18
      1.28014    2.23960e-16    3.85894e-18
      1.28445    2.30588e-16    3.70194e-18
      1.28877    2.29223e-16    3.36056e-18
      1.29309    2.33535e-16    3.50939e-18
      1.29741    2.33950e-16    3.44505e-18
      1.30173    2.35434e-16    3.49282e-18
      1.30604    2.33612e-16    3.60002e-18
      1.31036    2.38824e-16    3.41714e-18
      1.31468    2.32303e-16    3.20634e-18
      1.31899    2.32324e-16    3.05229e-18
      1.32331    2.30001e-16    2.91752e-18
      1.32762    2.08030e-16    2.82223e-18
      1.33194    1.88850e-16    2.60208e-18
      1.33625    1.67398e-16    2.55710e-18
      1.34056    1.48240e-16    2.64182e-18
      1.34487    1.37362e-16    3.43755e-18
      1.34917    1.34686e-16    5.19909e-18
      1.35348    1.12069e-16    1.05187e-17
      1.35778    1.97689e-16    2.95037e-17
      1.36208    5.93877e-17    7.85091e-17
      1.36638    1.66634e-16    7.66185e-17
      1.37068    5.43814e-17    5.22182e-17
      1.37497    1.29638e-16    4.47924e-17
