# SpeX prism spectrum of 0438+2553 obtained 2005 Dec 31 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.791009    9.59175e-18    2.28205e-18
     0.793735   -6.31778e-18    2.16869e-18
     0.796479   -3.58091e-18    2.49704e-18
     0.799242   -5.74274e-19    2.48347e-18
     0.802025    3.92532e-18    2.26100e-18
     0.804827   -2.32221e-19    2.23462e-18
     0.807648    5.40865e-20    1.99251e-18
     0.810489   -5.82056e-19    1.85927e-18
     0.813350    1.11841e-18    1.69270e-18
     0.816230   -2.62008e-18    1.55813e-18
     0.819129   -4.91595e-19    1.15808e-18
     0.822049   -3.07977e-19    9.80555e-19
     0.824988   -1.43415e-18    6.51366e-19
     0.827946   -7.14188e-19    1.82225e-19
     0.830925    1.77761e-18    2.98476e-19
     0.833923    1.64227e-18    9.02139e-19
     0.836941    9.03258e-18    1.54912e-18
     0.839978    1.33619e-17    2.10243e-18
     0.843035    1.28536e-17    2.39576e-18
     0.846112    1.75563e-17    2.64682e-18
     0.849209   -2.78564e-19    3.88452e-19
     0.852325    1.49495e-17    2.52607e-18
     0.855460    1.68592e-17    2.33877e-18
     0.858616    1.71947e-17    2.38107e-18
     0.861790    1.43511e-17    2.27338e-18
     0.864984    2.42544e-17    2.40546e-18
     0.868197    1.60281e-17    2.20422e-18
     0.871430    2.44290e-17    2.33757e-18
     0.874682    1.70432e-17    2.29827e-18
     0.877953    2.65888e-17    2.47037e-18
     0.881242    2.48088e-17    2.33228e-18
     0.884551    1.88174e-17    2.33354e-18
     0.887879    2.29931e-17    2.32818e-18
     0.891225    1.93849e-17    2.49924e-18
     0.894590    2.36221e-17    2.20440e-18
     0.897973    2.46088e-17    2.25017e-18
     0.901375    2.54303e-17    2.03035e-18
     0.904795    1.50141e-17    2.10472e-18
     0.908233    2.35273e-17    2.00432e-18
     0.911689    2.15003e-17    2.04245e-18
     0.915163    2.66517e-17    1.95224e-18
     0.918655    2.59770e-17    1.97008e-18
     0.922164    2.50032e-17    1.80905e-18
     0.925691    2.19888e-17    1.93291e-18
     0.929235    3.06981e-17    1.97724e-18
     0.932797    2.67231e-17    2.23136e-18
     0.936375    2.79473e-17    2.27030e-18
     0.939970    2.84697e-17    2.22890e-18
     0.943582    3.00668e-17    2.16919e-18
     0.947210    2.62652e-17    2.11921e-18
     0.950855    3.14925e-17    1.95451e-18
     0.954516    3.56060e-17    1.98035e-18
     0.958193    2.75931e-17    1.71235e-18
     0.961886    3.28682e-17    1.78222e-18
     0.965594    3.41608e-17    1.71754e-18
     0.969318    3.16051e-17    1.72414e-18
     0.973058    3.61437e-17    1.71504e-18
     0.976812    3.55002e-17    1.71907e-18
     0.980582    4.18295e-17    1.63469e-18
     0.984366    3.75363e-17    1.87563e-18
     0.988164    4.33225e-17    1.64007e-18
     0.991978    4.07590e-17    1.77449e-18
     0.995805    4.12291e-17    1.74654e-18
     0.999646    4.15093e-17    1.74780e-18
      1.00350    4.24815e-17    1.62223e-18
      1.00737    4.27094e-17    1.58974e-18
      1.01125    3.94251e-17    1.54756e-18
      1.01515    3.94723e-17    1.67656e-18
      1.01906    4.35277e-17    1.65655e-18
      1.02298    4.40732e-17    1.75394e-18
      1.02691    4.19886e-17    1.71530e-18
      1.03086    4.49490e-17    1.71194e-18
      1.03482    4.63176e-17    1.72162e-18
      1.03879    4.50925e-17    1.65214e-18
      1.04277    4.85368e-17    1.63149e-18
      1.04676    4.69554e-17    1.59291e-18
      1.05077    4.72619e-17    1.38842e-18
      1.05479    5.01967e-17    1.28508e-18
      1.05881    5.23468e-17    1.19209e-18
      1.06285    5.06610e-17    1.24780e-18
      1.06690    4.88600e-17    1.26975e-18
      1.07096    4.84938e-17    1.42315e-18
      1.07503    5.47144e-17    1.43855e-18
      1.07911    5.23579e-17    1.58332e-18
      1.08320    5.28482e-17    1.51545e-18
      1.08729    5.25061e-17    1.59523e-18
      1.09140    5.21033e-17    1.53408e-18
      1.09552    5.15969e-17    1.50603e-18
      1.09964    5.15388e-17    1.50260e-18
      1.10378    5.73145e-17    1.41595e-18
      1.10792    5.46847e-17    1.28221e-18
      1.11207    5.76266e-17    1.22256e-18
      1.11623    5.53431e-17    1.14771e-18
      1.12040    5.76629e-17    1.14296e-18
      1.12457    6.02848e-17    1.34536e-18
      1.12875    6.27133e-17    1.44847e-18
      1.13294    6.16780e-17    1.44138e-18
      1.13714    6.02847e-17    1.56389e-18
      1.14134    6.23727e-17    1.51172e-18
      1.14555    6.18823e-17    1.50838e-18
      1.14977    6.30595e-17    1.56504e-18
      1.15399    6.46912e-17    1.50290e-18
      1.15822    6.39444e-17    1.44620e-18
      1.16245    6.77352e-17    1.40040e-18
      1.16669    6.70991e-17    1.25713e-18
      1.17093    6.61620e-17    1.15905e-18
      1.17518    6.73714e-17    1.02901e-18
      1.17944    6.85197e-17    9.87904e-19
      1.18370    6.82589e-17    9.24638e-19
      1.18796    6.96455e-17    9.21298e-19
      1.19223    6.99041e-17    1.00119e-18
      1.19650    7.02832e-17    1.16631e-18
      1.20078    7.13049e-17    1.20215e-18
      1.20506    7.09746e-17    1.29118e-18
      1.20934    7.31905e-17    1.29398e-18
      1.21363    7.13174e-17    1.26517e-18
      1.21792    7.66013e-17    1.31589e-18
      1.22221    7.26212e-17    1.27743e-18
      1.22651    7.48617e-17    1.27109e-18
      1.23081    7.44542e-17    1.28527e-18
      1.23511    7.62928e-17    1.17935e-18
      1.23941    7.54418e-17    1.11005e-18
      1.24372    7.76011e-17    1.02805e-18
      1.24803    7.79518e-17    9.84470e-19
      1.25234    7.85006e-17    9.72405e-19
      1.25665    7.72666e-17    1.06552e-18
      1.26096    7.81856e-17    1.22661e-18
      1.26527    7.95240e-17    1.48252e-18
      1.26959    8.23861e-17    1.66364e-18
      1.27391    8.22580e-17    1.77603e-18
      1.27822    8.28560e-17    1.59163e-18
      1.28254    8.17932e-17    1.46539e-18
      1.28686    8.08578e-17    1.36445e-18
      1.29117    8.32427e-17    1.29016e-18
      1.29549    8.53658e-17    1.29606e-18
      1.29981    8.58987e-17    1.25042e-18
      1.30413    8.45016e-17    1.25696e-18
      1.30845    8.49491e-17    1.28487e-18
      1.31276    8.31889e-17    1.18982e-18
      1.31708    8.47792e-17    1.15401e-18
      1.32140    8.58759e-17    1.08473e-18
      1.32571    8.72343e-17    9.95753e-19
      1.33002    8.82362e-17    9.76561e-19
      1.33434    9.07296e-17    8.97098e-19
      1.33865    8.76932e-17    8.66048e-19
      1.34296    9.04302e-17    8.71737e-19
      1.34726    9.12109e-17    1.00660e-18
      1.35157    8.93482e-17    1.05950e-18
      1.35587    8.92003e-17    1.32069e-18
      1.36017    8.79666e-17    1.67440e-18
      1.36447    8.80890e-17    1.93517e-18
      1.36877    8.92037e-17    1.98785e-18
      1.37307    9.14892e-17    1.76790e-18
      1.37736    9.30255e-17    1.76213e-18
      1.38165    9.22898e-17    1.73235e-18
      1.38594    9.16689e-17    1.92283e-18
      1.39022    9.57556e-17    1.73357e-18
      1.39450    9.61552e-17    1.70668e-18
      1.39878    9.70210e-17    1.84340e-18
      1.40305    9.38690e-17    1.98952e-18
      1.40732    9.37428e-17    2.06633e-18
      1.41159    9.52293e-17    2.09374e-18
      1.41586    8.92413e-17    1.94967e-18
      1.42012    9.42483e-17    1.71133e-18
      1.42437    9.93232e-17    1.46528e-18
      1.42862    9.38179e-17    1.35297e-18
      1.43287    9.70513e-17    1.40459e-18
      1.43712    9.71041e-17    1.41340e-18
      1.44136    9.37599e-17    1.32053e-18
      1.44559    9.75880e-17    1.37342e-18
      1.44983    9.46866e-17    1.47867e-18
      1.45405    9.90604e-17    1.64881e-18
      1.45828    9.81487e-17    1.65959e-18
      1.46249    9.90571e-17    1.59664e-18
      1.46671    9.45383e-17    1.57170e-18
      1.47092    9.69412e-17    1.48220e-18
      1.47512    9.81669e-17    1.57363e-18
      1.47932    9.77744e-17    1.57686e-18
      1.48351    9.59974e-17    1.63036e-18
      1.48770    9.75469e-17    1.61053e-18
      1.49189    9.64716e-17    1.41246e-18
      1.49606    9.61390e-17    1.26688e-18
      1.50024    9.88954e-17    1.52952e-18
      1.50441    9.37859e-17    1.75299e-18
      1.50857    9.92428e-17    1.76124e-18
      1.51273    9.95213e-17    1.64450e-18
      1.51688    9.81699e-17    1.30881e-18
      1.52102    9.98729e-17    1.46032e-18
      1.52516    9.86073e-17    1.59064e-18
      1.52930    1.00511e-16    1.74304e-18
      1.53343    1.00735e-16    1.65353e-18
      1.53755    1.01341e-16    1.65093e-18
      1.54167    9.94978e-17    1.51240e-18
      1.54578    1.02173e-16    1.40505e-18
      1.54988    9.94734e-17    1.42996e-18
      1.55398    9.85245e-17    1.38977e-18
      1.55808    9.53168e-17    1.48889e-18
      1.56216    9.79702e-17    1.54535e-18
      1.56624    9.78138e-17    1.44675e-18
      1.57032    9.83022e-17    1.29582e-18
      1.57439    9.77240e-17    1.15326e-18
      1.57845    9.74852e-17    1.50682e-18
      1.58251    9.74429e-17    1.74028e-18
      1.58656    9.47839e-17    1.74257e-18
      1.59060    9.57655e-17    1.57394e-18
      1.59464    9.71859e-17    1.19135e-18
      1.59867    1.00391e-16    1.35282e-18
      1.60269    9.94521e-17    1.52466e-18
      1.60671    1.00140e-16    1.65974e-18
      1.61073    9.84945e-17    1.70076e-18
      1.61473    9.72429e-17    1.57179e-18
      1.61873    1.02523e-16    1.64170e-18
      1.62272    1.01140e-16    1.43331e-18
      1.62671    9.95880e-17    1.39461e-18
      1.63069    1.00195e-16    1.36023e-18
      1.63466    9.91848e-17    1.28052e-18
      1.63863    9.90821e-17    1.35085e-18
      1.64259    9.60399e-17    1.41757e-18
      1.64654    9.89342e-17    1.52091e-18
      1.65049    9.97082e-17    1.39974e-18
      1.65443    9.95301e-17    1.26591e-18
      1.65836    9.78756e-17    1.04508e-18
      1.66229    1.01107e-16    1.07407e-18
      1.66621    1.00941e-16    1.51331e-18
      1.67013    9.65836e-17    1.61995e-18
      1.67403    9.89356e-17    1.61842e-18
      1.67793    9.86683e-17    1.29481e-18
      1.68183    9.93010e-17    1.02045e-18
      1.68572    9.98138e-17    1.23074e-18
      1.68960    9.84276e-17    1.38939e-18
      1.69347    9.94470e-17    1.45761e-18
      1.69734    9.85997e-17    1.55554e-18
      1.70120    9.85632e-17    1.44119e-18
      1.70506    9.71361e-17    1.45912e-18
      1.70891    9.66470e-17    1.39488e-18
      1.71275    9.80846e-17    1.28754e-18
      1.71658    9.82868e-17    1.23979e-18
      1.72041    9.58409e-17    1.19879e-18
      1.72424    9.49567e-17    1.14389e-18
      1.72805    9.46442e-17    1.18008e-18
      1.73186    9.36089e-17    1.18036e-18
      1.73567    9.27558e-17    1.23479e-18
      1.73946    9.47157e-17    1.30618e-18
      1.74325    9.42143e-17    1.31068e-18
      1.74704    9.22518e-17    1.18581e-18
      1.75082    9.29989e-17    1.05875e-18
      1.75459    9.21291e-17    8.75872e-19
      1.75835    9.44231e-17    9.57530e-19
      1.76211    9.39592e-17    1.36409e-18
      1.76586    8.96379e-17    1.51875e-18
      1.76961    8.95544e-17    1.49538e-18
      1.77335    8.91868e-17    1.23153e-18
      1.77708    9.06558e-17    9.30208e-19
      1.78081    9.00654e-17    9.81386e-19
      1.78453    8.99985e-17    1.23661e-18
      1.78825    9.25186e-17    1.27970e-18
      1.79196    8.85865e-17    1.29140e-18
      1.79566    8.76551e-17    1.40395e-18
      1.79936    8.94805e-17    1.40938e-18
      1.80305    8.67570e-17    1.58661e-18
      1.80673    8.81004e-17    1.60826e-18
      1.81041    8.51858e-17    1.57092e-18
      1.81409    8.03343e-17    1.53083e-18
      1.81775    8.07996e-17    1.52246e-18
      1.82141    8.65577e-17    1.45053e-18
      1.82507    8.44320e-17    1.58783e-18
      1.82872    8.67112e-17    1.59521e-18
      1.83236    8.50511e-17    1.63755e-18
      1.83600    8.56995e-17    1.63877e-18
      1.83963    8.69778e-17    1.99584e-18
      1.84326    8.90622e-17    2.31153e-18
      1.84688    8.04441e-17    2.29836e-18
      1.85049    8.89602e-17    2.37505e-18
      1.85410    8.53427e-17    2.27532e-18
      1.85771    8.40486e-17    1.99446e-18
      1.86130    8.43988e-17    1.68390e-18
      1.86490    8.52781e-17    1.56440e-18
      1.86848    7.85559e-17    2.05767e-18
      1.87206    7.95228e-17    3.29243e-18
      1.87564    8.26264e-17    3.24304e-18
      1.87921    7.95966e-17    2.22553e-18
      1.88277    8.05358e-17    1.44852e-18
      1.88633    8.20686e-17    1.23461e-18
      1.88989    7.78081e-17    1.25753e-18
      1.89344    8.23235e-17    1.26494e-18
      1.89698    7.95900e-17    1.34901e-18
      1.90052    7.78279e-17    1.56266e-18
      1.90405    8.23603e-17    1.82940e-18
      1.90758    8.23242e-17    1.73009e-18
      1.91110    8.31113e-17    1.56567e-18
      1.91462    8.28137e-17    1.48883e-18
      1.91813    8.00170e-17    1.65541e-18
      1.92164    8.13413e-17    1.81696e-18
      1.92514    8.21533e-17    1.75249e-18
      1.92863    8.03142e-17    1.59759e-18
      1.93213    8.29475e-17    1.36037e-18
      1.93561    8.02351e-17    1.18730e-18
      1.93909    7.80181e-17    1.13024e-18
      1.94257    7.56368e-17    9.90980e-19
      1.94604    7.54529e-17    9.50899e-19
      1.94951    7.58401e-17    1.01841e-18
      1.95297    7.40166e-17    1.17900e-18
      1.95642    7.92355e-17    1.31245e-18
      1.95988    7.52275e-17    1.35269e-18
      1.96332    7.75447e-17    1.27929e-18
      1.96677    7.71486e-17    1.27903e-18
      1.97020    7.70372e-17    1.24365e-18
      1.97363    7.56050e-17    1.24179e-18
      1.97706    7.41942e-17    1.10186e-18
      1.98048    7.60265e-17    1.01429e-18
      1.98390    7.37815e-17    8.38647e-19
      1.98732    7.58519e-17    7.68185e-19
      1.99072    7.41133e-17    7.34120e-19
      1.99413    7.38581e-17    8.61956e-19
      1.99753    7.26747e-17    1.31902e-18
      2.00092    7.03786e-17    1.78932e-18
      2.00431    7.41110e-17    2.15221e-18
      2.00770    7.00642e-17    1.83666e-18
      2.01108    7.19760e-17    1.31724e-18
      2.01445    7.16285e-17    1.23589e-18
      2.01782    7.35957e-17    1.16929e-18
      2.02119    7.30957e-17    1.13508e-18
      2.02455    6.99335e-17    1.20100e-18
      2.02791    7.36822e-17    1.15090e-18
      2.03126    7.19083e-17    1.14895e-18
      2.03461    7.21699e-17    1.03508e-18
      2.03795    6.96516e-17    1.15287e-18
      2.04129    6.99821e-17    1.12448e-18
      2.04463    7.16650e-17    1.11882e-18
      2.04796    6.92055e-17    1.01656e-18
      2.05128    7.11443e-17    1.08337e-18
      2.05460    7.05878e-17    1.30373e-18
      2.05792    7.15930e-17    1.24020e-18
      2.06123    7.18785e-17    1.09780e-18
      2.06454    7.09405e-17    8.43446e-19
      2.06784    6.95862e-17    9.10484e-19
      2.07114    7.11334e-17    1.00685e-18
      2.07444    6.96409e-17    9.63551e-19
      2.07772    7.03900e-17    8.83835e-19
      2.08101    6.91895e-17    7.51847e-19
      2.08429    6.76673e-17    7.66365e-19
      2.08757    6.78755e-17    8.32444e-19
      2.09084    6.87499e-17    8.18399e-19
      2.09410    6.79423e-17    7.67853e-19
      2.09737    6.72144e-17    6.99024e-19
      2.10062    6.70992e-17    6.87372e-19
      2.10388    6.57297e-17    7.70245e-19
      2.10713    6.65579e-17    8.41378e-19
      2.11037    6.40704e-17    8.74719e-19
      2.11361    6.59773e-17    8.89883e-19
      2.11684    6.44804e-17    8.72016e-19
      2.12007    6.61903e-17    8.67692e-19
      2.12330    6.61129e-17    8.84328e-19
      2.12652    6.39108e-17    8.40828e-19
      2.12974    6.50642e-17    8.19530e-19
      2.13295    6.58245e-17    7.52966e-19
      2.13616    6.41909e-17    7.15541e-19
      2.13936    6.42562e-17    6.76220e-19
      2.14256    6.52847e-17    6.41134e-19
      2.14575    6.40680e-17    7.46050e-19
      2.14894    6.43350e-17    9.75928e-19
      2.15212    6.23816e-17    1.07421e-18
      2.15530    6.36163e-17    1.06639e-18
      2.15848    6.27487e-17    9.01264e-19
      2.16165    5.95723e-17    7.44881e-19
      2.16481    6.03867e-17    7.06599e-19
      2.16797    6.07290e-17    7.30620e-19
      2.17113    6.18713e-17    7.47073e-19
      2.17428    6.13245e-17    7.62277e-19
      2.17743    6.19233e-17    8.75392e-19
      2.18057    6.11121e-17    9.07734e-19
      2.18371    6.27847e-17    9.43619e-19
      2.18684    6.06895e-17    8.86021e-19
      2.18996    5.94850e-17    8.16758e-19
      2.19309    6.22914e-17    9.54058e-19
      2.19620    5.84418e-17    9.58526e-19
      2.19932    6.12934e-17    9.74624e-19
      2.20242    6.03295e-17    9.27884e-19
      2.20552    5.93565e-17    8.48482e-19
      2.20862    5.99905e-17    9.00721e-19
      2.21171    5.90082e-17    9.57045e-19
      2.21480    5.93973e-17    9.26682e-19
      2.21788    6.06466e-17    8.99260e-19
      2.22096    5.91714e-17    7.95803e-19
      2.22403    5.91529e-17    7.93602e-19
      2.22710    5.91004e-17    8.45154e-19
      2.23016    5.82439e-17    9.23047e-19
      2.23322    5.89638e-17    9.16410e-19
      2.23627    5.83393e-17    8.87086e-19
      2.23932    5.74504e-17    7.97033e-19
      2.24236    5.76696e-17    7.71285e-19
      2.24540    5.75770e-17    7.98566e-19
      2.24843    5.91089e-17    8.26473e-19
      2.25146    5.75956e-17    8.58490e-19
      2.25448    5.74904e-17    8.35623e-19
      2.25750    5.81519e-17    8.35404e-19
      2.26051    5.72894e-17    7.98368e-19
      2.26351    5.61436e-17    7.99474e-19
      2.26651    5.61905e-17    8.14467e-19
      2.26951    5.58160e-17    8.29817e-19
      2.27250    5.72707e-17    8.46278e-19
      2.27549    5.58267e-17    8.56389e-19
      2.27847    5.56928e-17    8.34865e-19
      2.28144    5.60124e-17    8.24880e-19
      2.28441    5.43137e-17    8.04815e-19
      2.28738    5.69651e-17    8.21170e-19
      2.29033    5.65775e-17    8.47283e-19
      2.29329    5.52159e-17    8.71267e-19
      2.29624    5.27667e-17    8.68538e-19
      2.29918    5.33709e-17    8.86196e-19
      2.30212    5.35293e-17    9.44636e-19
      2.30505    5.42715e-17    8.77834e-19
      2.30798    5.45799e-17    8.59779e-19
      2.31090    5.30737e-17    8.40042e-19
      2.31382    5.35326e-17    8.49968e-19
      2.31674    5.28453e-17    8.88497e-19
      2.31964    5.42336e-17    9.29052e-19
      2.32255    5.22505e-17    9.40357e-19
      2.32544    5.30696e-17    9.01351e-19
      2.32834    5.17867e-17    9.02776e-19
      2.33122    5.23519e-17    8.90589e-19
      2.33411    5.34022e-17    9.04264e-19
      2.33698    5.00425e-17    9.17741e-19
      2.33986    4.99916e-17    9.44751e-19
      2.34273    4.97468e-17    9.78046e-19
      2.34559    5.28500e-17    9.99460e-19
      2.34845    5.20274e-17    1.01810e-18
      2.35130    5.17553e-17    1.05674e-18
      2.35415    5.08813e-17    1.06879e-18
      2.35699    5.02821e-17    1.05317e-18
      2.35983    5.01353e-17    1.01461e-18
      2.36267    5.18465e-17    9.90070e-19
      2.36550    4.96766e-17    1.01544e-18
      2.36833    4.85038e-17    1.09292e-18
      2.37115    4.92639e-17    1.17768e-18
      2.37397    5.09036e-17    1.30648e-18
      2.37678    5.15271e-17    1.30902e-18
      2.37959    4.99748e-17    1.21994e-18
      2.38239    4.89230e-17    1.15687e-18
      2.38520    5.18258e-17    1.16293e-18
      2.38799    4.95312e-17    1.18622e-18
      2.39079    4.89782e-17    1.17354e-18
      2.39358    4.89827e-17    1.15429e-18
      2.39636    4.75637e-17    1.14190e-18
      2.39915    5.03338e-17    1.13099e-18
      2.40193    4.84941e-17    1.15383e-18
      2.40470    4.86872e-17    1.19106e-18
      2.40748    4.92168e-17    1.23258e-18
      2.41025    4.64818e-17    1.26108e-18
      2.41302    4.93960e-17    1.32581e-18
      2.41578    4.71679e-17    1.44289e-18
      2.41854    5.07750e-17    1.49885e-18
      2.42130    4.78667e-17    1.43126e-18
      2.42406    4.71868e-17    1.29726e-18
      2.42682    4.60477e-17    1.22097e-18
      2.42957    4.90604e-17    1.24915e-18
      2.43232    4.88152e-17    1.44463e-18
      2.43507    4.80233e-17    1.59495e-18
      2.43782    4.86377e-17    1.59058e-18
      2.44057    4.83833e-17    1.42670e-18
      2.44331    4.78403e-17    1.45304e-18
      2.44606    4.40140e-17    1.67024e-18
      2.44880    4.38834e-17    1.93301e-18
      2.45155    4.35436e-17    1.96197e-18
      2.45429    4.70966e-17    2.08346e-18
      2.45703    4.61721e-17    1.61726e-18
      2.45978    4.47043e-17    1.49316e-18
      2.46252    4.48782e-17    1.55842e-18
      2.46527    4.74158e-17    1.66596e-18
      2.46801    4.43100e-17    1.74062e-18
      2.47076    4.70235e-17    1.95808e-18
      2.47351    4.12957e-17    2.02625e-18
      2.47626    4.10764e-17    2.20698e-18
      2.47901    4.40077e-17    1.96053e-18
      2.48176    4.23246e-17    2.27178e-18
      2.48452    4.61255e-17    2.62608e-18
      2.48728    4.55322e-17    2.76871e-18
      2.49004    4.59637e-17    2.86763e-18
      2.49281    4.08101e-17    2.91745e-18
      2.49558    3.86037e-17    2.78323e-18
      2.49835    4.30460e-17    2.59173e-18
      2.50113    4.53912e-17    2.46812e-18
      2.50392    4.35930e-17    2.74441e-18
      2.50671    4.53329e-17    3.13338e-18
      2.50950    4.16956e-17    3.37280e-18
      2.51230    4.43778e-17    3.69091e-18
      2.51511    3.70992e-17    4.62869e-18
      2.51792    4.13492e-17    5.01442e-18
      2.52074    3.87576e-17    5.00527e-18
      2.52357    4.59604e-17    4.51857e-18
      2.52641    4.73995e-17    5.01415e-18
      2.52926    5.70045e-17    6.65671e-18
      2.53211    4.87559e-17    8.49203e-18
      2.53498    4.14507e-17    1.03995e-17
      2.53785    3.82256e-17    1.05890e-17
      2.54073    4.30936e-17    9.33271e-18
      2.54363    4.90116e-17    1.02619e-17
      2.54654    3.81855e-17    1.33719e-17
      2.54946    7.29516e-17    2.15131e-17
      2.55239    7.61155e-17    2.01542e-17
      2.55533    3.13452e-17    1.77092e-17
      2.55829    5.74060e-17    1.30646e-17
