# SpeX prism spectrum of 0310+1648 obtained 2005 Dec 31 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.650926   -3.42045e-17    2.40975e-17
     0.653141    9.15601e-18    2.34750e-17
     0.655346    1.68165e-17    1.99034e-17
     0.657541   -1.89450e-17    1.85107e-17
     0.659726   -1.47697e-17    1.65206e-17
     0.661904    1.19754e-18    1.71074e-17
     0.664075    1.28105e-17    1.70685e-17
     0.666240   -5.51707e-18    1.75400e-17
     0.668400   -1.23527e-17    1.62356e-17
     0.670556   -1.08508e-18    1.65867e-17
     0.672708   -3.57042e-17    1.66543e-17
     0.674857   -1.41937e-18    1.54727e-17
     0.677005   -2.99424e-17    1.43121e-17
     0.679152   -2.27549e-17    1.44430e-17
     0.681299   -3.37943e-18    1.32381e-17
     0.683446   -2.46051e-17    1.38142e-17
     0.685595    3.00469e-18    1.42611e-17
     0.687746   -1.29522e-17    1.35062e-17
     0.689900   -1.55201e-17    1.20834e-17
     0.692057   -9.61337e-18    1.15439e-17
     0.694218    2.42848e-17    1.09919e-17
     0.696384   -1.91223e-17    1.06690e-17
     0.698555    1.18163e-17    9.86735e-18
     0.700733   -8.63943e-18    9.95093e-18
     0.702917    6.96918e-18    9.01093e-18
     0.705108    1.46432e-18    7.83828e-18
     0.707307   -4.49952e-19    3.53606e-18
     0.709514   -1.02799e-18    2.76251e-18
     0.711731    5.79296e-18    5.66748e-18
     0.713956   -4.29880e-18    6.60838e-18
     0.716192    1.52713e-17    6.33624e-18
     0.718438    1.32329e-17    6.91966e-18
     0.720695   -1.25262e-17    6.37787e-18
     0.722963    6.25549e-18    6.90997e-18
     0.725242    1.73515e-17    6.20296e-18
     0.727535    3.16761e-18    6.20440e-18
     0.729839   -3.74452e-18    5.76672e-18
     0.732157    1.02660e-17    6.02031e-18
     0.734488    8.33877e-18    5.42709e-18
     0.736832   -1.26479e-18    5.60691e-18
     0.739191    7.29529e-18    5.08209e-18
     0.741564    3.86870e-18    5.20950e-18
     0.743953    1.97671e-18    4.79066e-18
     0.746356    1.44239e-17    4.97636e-18
     0.748774    8.85717e-18    4.99390e-18
     0.751209   -1.00835e-18    4.89186e-18
     0.753659   -8.24190e-18    4.48273e-18
     0.756126    2.48138e-19    4.61523e-18
     0.758609   -3.70970e-18    4.67039e-18
     0.761109   -3.55260e-18    6.49343e-18
     0.763625   -1.91442e-18    6.38301e-18
     0.766160    4.65658e-18    5.95221e-18
     0.768711   -8.03746e-18    5.06521e-18
     0.771280    3.63145e-20    4.47781e-18
     0.773867    4.57417e-18    3.96606e-18
     0.776473    1.10933e-17    4.07969e-18
     0.779096   -1.11920e-18    3.62572e-18
     0.781738    1.05745e-17    3.69736e-18
     0.784398   -1.13830e-18    3.49333e-18
     0.787077    9.40318e-18    3.55397e-18
     0.789774    5.08875e-18    3.36599e-18
     0.792491    4.07555e-18    3.55288e-18
     0.795226    8.44309e-19    3.52480e-18
     0.797981    2.33411e-18    3.96955e-18
     0.800755    5.51533e-18    3.78273e-18
     0.803548    8.29967e-18    3.74508e-18
     0.806360    9.63564e-18    3.70690e-18
     0.809193    1.03187e-18    3.67975e-18
     0.812044    9.44963e-18    3.53428e-18
     0.814915    6.80348e-18    3.55151e-18
     0.817806    1.51755e-17    3.20834e-18
     0.820716    7.70515e-18    2.85604e-18
     0.823646    1.02565e-17    3.05763e-18
     0.826596    1.17242e-17    3.20205e-18
     0.829565    8.39759e-18    3.01703e-18
     0.832554    1.47144e-17    2.85879e-18
     0.835563    4.85026e-18    2.71457e-18
     0.838592    1.65585e-17    3.30633e-18
     0.841640    1.47401e-17    3.06669e-18
     0.844708    2.38523e-17    3.19445e-18
     0.847796    1.76451e-17    2.93080e-18
     0.850903    1.83642e-17    2.62851e-18
     0.854030    1.99908e-17    2.30912e-18
     0.857176    1.72565e-17    2.26255e-18
     0.860342    1.29639e-17    2.08914e-18
     0.863527    1.85761e-17    2.19713e-18
     0.866731    1.85070e-17    2.02115e-18
     0.869955    2.13917e-17    2.14623e-18
     0.873198    1.99890e-17    2.13121e-18
     0.876460    2.30374e-17    2.23584e-18
     0.879741    2.30389e-17    2.22912e-18
     0.883041    2.46776e-17    2.29093e-18
     0.886360    2.66296e-17    2.20154e-18
     0.889698    2.70482e-17    2.21241e-18
     0.893055    2.88957e-17    2.13256e-18
     0.896430    3.18361e-17    2.24953e-18
     0.899823    2.82885e-17    1.98932e-18
     0.903235    3.16409e-17    1.97530e-18
     0.906664    3.62626e-17    2.26284e-18
     0.910112    3.92261e-17    2.29894e-18
     0.913578    3.85198e-17    2.16945e-18
     0.917062    4.45598e-17    2.26365e-18
     0.920563    4.26680e-17    2.08456e-18
     0.924082    4.14858e-17    1.99319e-18
     0.927619    4.22839e-17    2.03627e-18
     0.931172    3.95166e-17    2.11248e-18
     0.934743    4.43758e-17    2.18877e-18
     0.938330    4.65530e-17    2.24196e-18
     0.941934    4.72938e-17    2.15907e-18
     0.945555    4.51074e-17    2.15002e-18
     0.949193    5.23629e-17    2.04461e-18
     0.952846    5.29927e-17    1.93946e-18
     0.956516    5.08364e-17    1.73517e-18
     0.960201    5.25600e-17    1.87183e-18
     0.963903    5.35292e-17    1.93634e-18
     0.967620    5.55175e-17    1.90849e-18
     0.971352    6.36245e-17    1.89396e-18
     0.975100    5.90424e-17    1.76357e-18
     0.978862    6.15288e-17    1.60953e-18
     0.982640    6.02034e-17    1.65759e-18
     0.986432    6.52929e-17    1.60765e-18
     0.990239    6.01209e-17    1.71947e-18
     0.994060    6.31652e-17    1.72087e-18
     0.997895    6.19464e-17    1.77895e-18
      1.00174    7.08887e-17    1.70134e-18
      1.00561    6.67811e-17    1.61982e-18
      1.00948    6.73587e-17    1.54216e-18
      1.01337    6.84362e-17    1.63678e-18
      1.01727    7.41276e-17    1.65912e-18
      1.02119    7.51071e-17    1.69249e-18
      1.02512    7.85917e-17    1.74720e-18
      1.02906    7.86768e-17    1.72366e-18
      1.03301    7.83501e-17    1.71006e-18
      1.03698    7.91309e-17    1.70990e-18
      1.04095    7.98098e-17    1.64078e-18
      1.04494    8.74209e-17    1.65727e-18
      1.04894    8.69328e-17    1.48204e-18
      1.05295    8.93529e-17    1.36286e-18
      1.05698    8.93305e-17    1.24317e-18
