#
# Generated by G. Mace, Thu Mar  1 20:10:35 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6452272           NaN           NaN
   0.6474748           NaN           NaN
   0.6497090    2.9848E-02    1.7720E-01
   0.6519306    5.6503E-01    1.7064E-01
   0.6541409   -1.9585E-01    1.6965E-01
   0.6563408    2.6889E-01    1.5379E-01
   0.6585314    3.0999E-01    1.4840E-01
   0.6607135    1.4114E-01    1.3083E-01
   0.6628881    2.2907E-01    1.2774E-01
   0.6650562   -7.5213E-02    1.2103E-01
   0.6672187    3.0966E-01    1.2204E-01
   0.6693766    1.0263E-01    1.2220E-01
   0.6715304   -5.4780E-03    1.1794E-01
   0.6736814   -8.9903E-04    1.1190E-01
   0.6758301   -4.7857E-02    1.0769E-01
   0.6779775   -9.7594E-03    1.0424E-01
   0.6801243   -2.5613E-01    1.0711E-01
   0.6822712   -8.9242E-02    9.5144E-02
   0.6844192   -5.2086E-02    9.2204E-02
   0.6865688    8.3177E-02    9.0134E-02
   0.6887208    4.6287E-02    9.0819E-02
   0.6908759    4.3465E-02    8.9776E-02
   0.6930348    8.1116E-02    8.8039E-02
   0.6951981   -7.7801E-02    8.1140E-02
   0.6973664    3.3113E-02    7.9372E-02
   0.6995404    5.9324E-02    7.1803E-02
   0.7017208    7.3503E-02    7.0700E-02
   0.7039081   -7.7095E-02    6.5619E-02
   0.7061028    7.4157E-02    6.4038E-02
   0.7083056    7.3469E-02    6.2761E-02
   0.7105169   -5.1149E-02    6.1824E-02
   0.7127374    3.6640E-02    5.6757E-02
   0.7149674    3.7876E-02    5.6728E-02
   0.7172076    1.0665E-03    5.3884E-02
   0.7194584    1.6361E-02    5.4988E-02
   0.7217202    7.1829E-02    5.1617E-02
   0.7239935    3.1048E-02    4.9767E-02
   0.7262788   -2.7846E-02    4.8584E-02
   0.7285765    9.3332E-02    4.9053E-02
   0.7308869    1.3521E-01    4.5550E-02
   0.7332105   -3.2123E-04    4.4898E-02
   0.7355477    2.8724E-02    4.1974E-02
   0.7378987    1.4427E-01    4.1680E-02
   0.7402641    7.2908E-02    3.8492E-02
   0.7426440    4.8927E-02    3.7690E-02
   0.7450389    7.2242E-02    3.4631E-02
   0.7474490   -1.0115E-01    3.5940E-02
   0.7498747    2.6976E-02    3.3124E-02
   0.7523162    2.2719E-02    3.3506E-02
   0.7547739   -2.6104E-02    3.0283E-02
   0.7572479    2.1186E-02    3.0839E-02
   0.7597386   -9.9899E-03    3.1796E-02
   0.7622461    1.9466E-02    3.7098E-02
   0.7647708   -6.4880E-02    3.9635E-02
   0.7673128    1.9390E-02    4.2460E-02
   0.7698724    6.1215E-03    3.6631E-02
   0.7724496    2.5221E-02    3.2008E-02
   0.7750449    1.4015E-02    2.7362E-02
   0.7776582    3.6460E-02    2.7133E-02
   0.7802898   -6.4560E-03    2.5192E-02
   0.7829398    4.6917E-02    2.5234E-02
   0.7856084    3.5404E-02    2.4334E-02
   0.7882957   -7.1483E-03    2.4833E-02
   0.7910019    2.2469E-02    2.3466E-02
   0.7937270   -2.0946E-02    2.3794E-02
   0.7964712    2.1605E-02    2.3688E-02
   0.7992346    2.1880E-02    2.4590E-02
   0.8020172    1.0835E-02    2.3294E-02
   0.8048191   -3.6467E-03    2.3135E-02
   0.8076405    2.2199E-02    2.2347E-02
   0.8104813   -1.6631E-02    2.3168E-02
   0.8133417    2.0709E-02    2.1873E-02
   0.8162217    1.9807E-02    2.2089E-02
   0.8191212    8.1603E-02    1.9492E-02
   0.8220405   -2.9840E-02    2.0002E-02
   0.8249794    2.0248E-04    2.0277E-02
   0.8279381    1.8646E-02    2.0091E-02
   0.8309164    1.3149E-02    1.9230E-02
   0.8339145    3.3721E-02    1.8861E-02
   0.8369322    1.7718E-02    1.9055E-02
   0.8399697    1.7619E-02    1.9761E-02
   0.8430269    6.6077E-03    1.8596E-02
   0.8461037    8.2822E-03    1.8973E-02
   0.8492001   -8.9392E-03    1.7448E-02
   0.8523162    2.9539E-02    1.6306E-02
   0.8554518    5.4879E-02    1.5642E-02
   0.8586069    3.3026E-02    1.5882E-02
   0.8617814    2.1110E-02    1.5481E-02
   0.8649753    1.5282E-02    1.5665E-02
   0.8681886    4.7081E-02    1.5285E-02
   0.8714211    6.4770E-02    1.5373E-02
   0.8746728    4.7878E-02    1.4955E-02
   0.8779436    3.8362E-02    1.5279E-02
   0.8812333    9.0463E-02    1.5045E-02
   0.8845420    1.0415E-01    1.4889E-02
   0.8878695    8.6770E-02    1.4665E-02
   0.8912157    1.1042E-01    1.4903E-02
   0.8945805    9.0389E-02    1.4721E-02
   0.8979638    9.3155E-02    1.4005E-02
   0.9013655    9.2474E-02    1.3325E-02
   0.9047855    1.0146E-01    1.3457E-02
   0.9082236    1.1997E-01    1.3969E-02
   0.9116797    1.3600E-01    1.4157E-02
   0.9151536    1.4829E-01    1.3662E-02
   0.9186453    1.4658E-01    1.3794E-02
   0.9221547    1.4432E-01    1.3027E-02
   0.9256814    1.1784E-01    1.2756E-02
   0.9292255    8.7560E-02    1.2886E-02
   0.9327867    8.7091E-02    1.3623E-02
   0.9363650    1.3051E-01    1.4270E-02
   0.9399601    1.2982E-01    1.4556E-02
   0.9435719    1.8109E-01    1.4677E-02
   0.9472002    2.0460E-01    1.4337E-02
   0.9508449    1.6329E-01    1.3507E-02
   0.9545059    1.7387E-01    1.2950E-02
   0.9581828    1.6870E-01    1.2380E-02
   0.9618756    1.8600E-01    1.2579E-02
   0.9655840    2.1500E-01    1.2189E-02
   0.9693080    2.2541E-01    1.1961E-02
   0.9730473    2.4975E-01    1.1242E-02
   0.9768018    2.8473E-01    1.0728E-02
   0.9805712    2.8228E-01    9.9880E-03
   0.9843553    2.9681E-01    1.0218E-02
   0.9881541    3.2295E-01    1.0238E-02
   0.9919672    3.2213E-01    1.0623E-02
   0.9957945    3.4075E-01    1.0588E-02
   0.9996359    3.6424E-01    1.0579E-02
   1.0034910    4.0355E-01    1.0149E-02
   1.0073599    4.0119E-01    9.9947E-03
   1.0112420    4.4124E-01    9.8916E-03
   1.0151374    4.8579E-01    1.0178E-02
   1.0190459    5.2037E-01    1.0170E-02
   1.0229672    5.5153E-01    1.0510E-02
   1.0269011    5.7837E-01    1.0105E-02
   1.0308474    5.9894E-01    9.9568E-03
   1.0348059    6.4024E-01    9.8490E-03
   1.0387764    6.3905E-01    9.7716E-03
   1.0427587    7.1093E-01    9.6253E-03
   1.0467526    7.0685E-01    9.2327E-03
   1.0507579    7.4015E-01    8.7019E-03
   1.0547743    7.3961E-01    8.3155E-03
   1.0588017    7.9058E-01    8.1316E-03
   1.0628399    8.0859E-01    8.2009E-03
   1.0668886    8.3104E-01    8.4274E-03
   1.0709476    8.4049E-01    8.8389E-03
   1.0750167    8.6327E-01    9.0280E-03
   1.0790958    8.4527E-01    9.4730E-03
   1.0831847    8.2025E-01    9.0350E-03
   1.0872830    7.4732E-01    9.0420E-03
   1.0913905    6.5390E-01    8.9342E-03
   1.0955071    5.2379E-01    8.5219E-03
   1.0996327    4.1721E-01    8.2287E-03
   1.1037669    3.4847E-01    7.8119E-03
   1.1079094    2.9532E-01    7.2834E-03
   1.1120603    2.4460E-01    6.6643E-03
   1.1162193    2.1422E-01    6.3310E-03
   1.1203859    2.1155E-01    6.5549E-03
   1.1245602    2.3178E-01    7.4737E-03
   1.1287420    2.3515E-01    8.7392E-03
   1.1329309    2.2414E-01    8.9962E-03
   1.1371267    1.9047E-01    9.3936E-03
   1.1413294    2.0803E-01    9.1816E-03
   1.1455386    2.0118E-01    8.8689E-03
   1.1497543    2.0441E-01    9.0218E-03
   1.1539760    2.2565E-01    8.6156E-03
   1.1582037    2.1934E-01    8.5762E-03
   1.1624372    1.9274E-01    7.9696E-03
   1.1666763    1.9908E-01    7.1541E-03
   1.1709207    2.0381E-01    6.4107E-03
   1.1751703    2.1921E-01    5.9388E-03
   1.1794249    2.5375E-01    5.5873E-03
   1.1836841    2.8803E-01    5.4710E-03
   1.1879480    3.3663E-01    5.4118E-03
   1.1922163    3.9180E-01    6.0300E-03
   1.1964886    4.2789E-01    6.7811E-03
   1.2007651    4.7541E-01    7.0612E-03
   1.2050452    5.0743E-01    7.4746E-03
   1.2093291    5.7495E-01    7.5270E-03
   1.2136163    6.2159E-01    7.3097E-03
   1.2179067    6.8208E-01    7.6735E-03
   1.2222002    7.1657E-01    7.5066E-03
   1.2264966    7.8439E-01    7.5494E-03
   1.2307955    8.0837E-01    7.5180E-03
   1.2350971    8.5450E-01    7.1586E-03
   1.2394009    8.5980E-01    6.7093E-03
   1.2437068    8.9768E-01    6.5253E-03
   1.2480147    8.9669E-01    6.2714E-03
   1.2523243    9.6293E-01    6.3964E-03
   1.2566355    9.8188E-01    6.9595E-03
   1.2609483    1.0181E+00    8.1913E-03
   1.2652622    1.0364E+00    9.6700E-03
   1.2695773    1.0508E+00    1.0853E-02
   1.2738932    1.0879E+00    1.1430E-02
   1.2782099    1.0592E+00    1.0674E-02
   1.2825272    1.0056E+00    9.4944E-03
   1.2868450    9.4458E-01    8.5264E-03
   1.2911630    8.9012E-01    7.5755E-03
   1.2954811    8.8415E-01    7.7758E-03
   1.2997992    8.3718E-01    7.3619E-03
   1.3041170    8.0070E-01    7.3190E-03
   1.3084345    7.2920E-01    7.3356E-03
   1.3127514    6.7963E-01    7.0820E-03
   1.3170677    6.1019E-01    6.6039E-03
   1.3213832    5.4126E-01    6.2448E-03
   1.3256978    4.0251E-01    5.6219E-03
   1.3300112    2.6386E-01    5.2383E-03
   1.3343235    1.4103E-01    4.7157E-03
   1.3386343    8.2887E-02    4.5836E-03
   1.3429435    3.8810E-02    4.4123E-03
   1.3472512    3.0246E-02    4.6141E-03
   1.3515570    2.6449E-02    4.9789E-03
   1.3558609    1.5353E-02    6.1045E-03
   1.3601629    1.8497E-02    8.4734E-03
   1.3644625    3.8541E-02    1.2121E-02
   1.3687599    7.0551E-03    1.6649E-02
   1.3730547    6.1315E-02    1.7965E-02
   1.3773471    3.4197E-02    1.6765E-02
   1.3816367    4.3898E-02    1.4681E-02
   1.3859236    4.6152E-02    1.4530E-02
   1.3902075    4.3925E-02    1.4298E-02
   1.3944885    6.1476E-02    1.4504E-02
   1.3987662    2.7112E-02    1.4203E-02
   1.4030406    3.7615E-02    1.4249E-02
   1.4073118    5.2719E-02    1.4827E-02
   1.4115794    7.7800E-02    1.4370E-02
   1.4158434    4.4688E-02    1.3217E-02
   1.4201038    4.4726E-02    1.1034E-02
   1.4243603    3.8320E-02    9.0712E-03
   1.4286129    4.9467E-02    7.9782E-03
   1.4328617    3.9483E-02    7.9710E-03
   1.4371063    4.3414E-02    7.5121E-03
   1.4413468    4.4727E-02    7.0858E-03
   1.4455829    5.1777E-02    7.3889E-03
   1.4498147    7.1882E-02    8.0208E-03
   1.4540421    9.3984E-02    8.6466E-03
   1.4582649    8.2893E-02    8.4855E-03
   1.4624832    8.9736E-02    7.4639E-03
   1.4666966    7.8311E-02    7.2963E-03
   1.4709054    8.7605E-02    6.7817E-03
   1.4751093    9.4720E-02    7.4322E-03
   1.4793082    1.0715E-01    7.7148E-03
   1.4835023    1.2420E-01    8.2716E-03
   1.4876912    1.2754E-01    7.8109E-03
   1.4918748    1.3569E-01    6.9853E-03
   1.4960533    1.3288E-01    6.0858E-03
   1.5002266    1.5826E-01    7.5414E-03
   1.5043945    1.5295E-01    8.2452E-03
   1.5085570    1.8210E-01    8.2150E-03
   1.5127140    1.8398E-01    7.5070E-03
   1.5168655    1.9708E-01    6.3125E-03
   1.5210115    2.1134E-01    6.6747E-03
   1.5251517    2.3092E-01    7.3587E-03
   1.5292863    2.5903E-01    7.8715E-03
   1.5334151    2.8479E-01    7.5736E-03
   1.5375382    2.9325E-01    7.4876E-03
   1.5416553    3.2816E-01    7.0617E-03
   1.5457666    3.3387E-01    6.6523E-03
   1.5498719    3.8083E-01    6.7409E-03
   1.5539713    3.7911E-01    6.5680E-03
   1.5580647    3.7615E-01    7.0192E-03
   1.5621519    4.0127E-01    7.0342E-03
   1.5662332    4.3151E-01    6.8385E-03
   1.5703082    4.3898E-01    6.1267E-03
   1.5743771    4.7198E-01    5.7801E-03
   1.5784397    4.8079E-01    7.4021E-03
   1.5824962    5.1045E-01    8.6797E-03
   1.5865463    5.0853E-01    8.3833E-03
   1.5905902    4.9173E-01    7.5245E-03
   1.5946277    4.7038E-01    5.7501E-03
   1.5986589    4.2537E-01    6.4908E-03
   1.6026838    3.8942E-01    7.0332E-03
   1.6067022    3.3425E-01    7.8030E-03
   1.6107142    3.0177E-01    7.8721E-03
   1.6147197    2.5403E-01    7.3825E-03
   1.6187190    2.2787E-01    7.4948E-03
   1.6227115    2.0941E-01    6.8237E-03
   1.6266978    1.8538E-01    6.5579E-03
   1.6306775    1.8266E-01    6.5022E-03
   1.6346506    1.7479E-01    6.0043E-03
   1.6386173    1.8064E-01    6.3531E-03
   1.6425774    1.8526E-01    6.4543E-03
   1.6465310    1.9698E-01    6.6258E-03
   1.6504780    2.0202E-01    6.5143E-03
   1.6544185    2.1579E-01    5.9943E-03
   1.6583524    2.1775E-01    5.0069E-03
   1.6622797    1.8810E-01    5.2713E-03
   1.6662005    1.5724E-01    7.2150E-03
   1.6701146    1.2064E-01    7.8258E-03
   1.6740223    1.0479E-01    7.5242E-03
   1.6779234    1.5219E-01    6.0984E-03
   1.6818179    1.6953E-01    4.7189E-03
   1.6857059    1.6532E-01    5.7684E-03
   1.6895874    1.6185E-01    6.4686E-03
   1.6934621    1.5716E-01    6.9617E-03
   1.6973305    1.5594E-01    7.4652E-03
   1.7011923    1.3845E-01    6.8539E-03
   1.7050475    1.5652E-01    6.8153E-03
   1.7088962    1.4451E-01    6.7745E-03
   1.7127384    1.5491E-01    6.2197E-03
   1.7165741    1.5628E-01    6.1406E-03
   1.7204033    1.6040E-01    5.8792E-03
   1.7242261    1.5224E-01    5.7755E-03
   1.7280424    1.5639E-01    5.8141E-03
   1.7318523    1.4540E-01    5.8858E-03
   1.7356557    1.2540E-01    5.9620E-03
   1.7394527    1.2228E-01    6.3640E-03
   1.7432432    1.1405E-01    6.2444E-03
   1.7470275    1.1973E-01    5.8512E-03
   1.7508054    1.1369E-01    5.2390E-03
   1.7545769    1.1337E-01    4.4672E-03
   1.7583420    1.0818E-01    4.9410E-03
   1.7621009    1.1398E-01    6.9607E-03
   1.7658535    1.0578E-01    7.5586E-03
   1.7695999    9.5818E-02    7.5493E-03
   1.7733400    9.4358E-02    6.0053E-03
   1.7770739    8.1964E-02    4.6350E-03
   1.7808015    6.8215E-02    4.9483E-03
   1.7845231    7.2183E-02    6.3315E-03
   1.7882384    7.5174E-02    6.3783E-03
   1.7919477    7.0858E-02    6.3943E-03
   1.7956508    6.7777E-02    6.8473E-03
   1.7993479    5.8240E-02    7.0285E-03
   1.8030390    5.0128E-02    7.8429E-03
   1.8067240    5.9155E-02    8.2014E-03
   1.8104029    5.9651E-02    8.0352E-03
   1.8140759    6.1384E-02    8.0296E-03
   1.8177431    5.8680E-02    7.9398E-03
   1.8214042    9.2305E-02    8.0175E-03
   1.8250594    6.8906E-02    8.9363E-03
   1.8287089    7.7080E-02    9.4854E-03
   1.8323524    5.3685E-02    9.4838E-03
   1.8359902    5.5851E-02    1.0234E-02
   1.8396221    7.4115E-02    1.3961E-02
   1.8432484    7.1446E-02    1.8617E-02
   1.8468689    1.2473E-01    2.0720E-02
   1.8504837    1.0765E-01    1.9715E-02
   1.8540928    6.3342E-02    1.7925E-02
   1.8576963    9.1002E-02    1.7520E-02
   1.8612942    5.2428E-02    1.5635E-02
   1.8648865    6.5363E-02    1.3692E-02
   1.8684732    1.1471E-02    1.4085E-02
   1.8720545    3.5407E-02    1.8696E-02
   1.8756301    6.9048E-02    2.5412E-02
   1.8792003    1.6700E-01    2.6585E-02
   1.8827652    1.4138E-01    1.8490E-02
   1.8863245    1.2134E-01    1.1920E-02
   1.8898785    9.0894E-02    9.5093E-03
   1.8934271    8.3993E-02    9.0004E-03
   1.8969704    8.4501E-02    9.1442E-03
   1.9005084    7.9899E-02    1.0432E-02
   1.9040412    8.8501E-02    1.2771E-02
   1.9075686    1.1217E-01    1.4683E-02
   1.9110909    1.3165E-01    1.4693E-02
   1.9146079    1.2648E-01    1.3975E-02
   1.9181197    1.1518E-01    1.3968E-02
   1.9216263    1.3447E-01    1.5078E-02
   1.9251280    1.0759E-01    1.3160E-02
   1.9286244    8.7908E-02    1.1477E-02
   1.9321158    7.6456E-02    9.7488E-03
   1.9356022    6.7105E-02    8.5313E-03
   1.9390835    6.4530E-02    7.7315E-03
   1.9425598    7.0384E-02    6.4873E-03
   1.9460311    7.7137E-02    6.3383E-03
   1.9494975    6.8165E-02    6.8080E-03
   1.9529589    4.2379E-02    7.2216E-03
   1.9564155    6.8384E-02    7.8821E-03
   1.9598671    4.7788E-02    8.5055E-03
   1.9633139    7.3607E-02    8.7664E-03
