#
# Generated by G. Mace, Wed Mar 14 15:43:38 2012
#
#=========================================
# Wavelength  Flux Density         Error
#(vacuum um)  (norm f_lam)  (norm f_lam)
#=========================================
   0.6456960    4.9141E-01    4.5638E-01
   0.6478516   -3.1647E-01    3.9172E-01
   0.6499972    1.8476E-01    4.1441E-01
   0.6521336   -1.3507E-01    3.9049E-01
   0.6542618    1.6610E-01    3.8243E-01
   0.6563829    3.2055E-01    3.4320E-01
   0.6584975   -5.5271E-02    3.1576E-01
   0.6606068   -1.8895E-01    2.8807E-01
   0.6627115    5.9728E-01    2.9864E-01
   0.6648125   -5.7976E-01    2.7966E-01
   0.6669106    3.5040E-03    2.8935E-01
   0.6690068   -3.4201E-01    2.7403E-01
   0.6711016   -2.2096E-02    2.7171E-01
   0.6731960   -4.6593E-01    2.5565E-01
   0.6752906   -3.3569E-02    2.5400E-01
   0.6773862    7.4632E-02    2.3657E-01
   0.6794835    1.5358E-02    2.3624E-01
   0.6815833   -3.2904E-02    2.1007E-01
   0.6836863   -3.1348E-02    2.1723E-01
   0.6857930    6.6338E-02    2.1301E-01
   0.6879041    8.7080E-02    2.1024E-01
   0.6900203    3.5762E-01    2.0780E-01
   0.6921422   -2.9488E-01    1.9426E-01
   0.6942704    1.7184E-01    1.7680E-01
   0.6964054    8.5150E-02    1.7669E-01
   0.6985479    1.0088E-01    1.6304E-01
   0.7006983    1.5156E-01    1.5675E-01
   0.7028573    6.6957E-02    1.4860E-01
   0.7050253   -2.3830E-01    1.4318E-01
   0.7072029    1.0254E-01    1.3854E-01
   0.7093905   -1.5939E-01    1.3630E-01
   0.7115886    6.7843E-02    1.2707E-01
   0.7137976   -1.0338E-01    1.3404E-01
   0.7160181   -1.0568E-01    1.1867E-01
   0.7182505    5.2169E-02    1.1755E-01
   0.7204951    1.0116E-01    1.1348E-01
   0.7227523    1.2174E-01    1.0739E-01
   0.7250227   -3.1877E-02    1.0367E-01
   0.7273065    4.3723E-02    1.0617E-01
   0.7296040    4.7049E-02    9.8320E-02
   0.7319158    5.0764E-02    9.6206E-02
   0.7342420    1.2193E-02    9.0991E-02
   0.7365830    9.8640E-02    8.8481E-02
   0.7389392   -1.5189E-02    8.2993E-02
   0.7413107    4.8050E-02    8.3605E-02
   0.7436981   -3.0787E-02    7.4662E-02
   0.7461013   -1.4580E-01    7.8632E-02
   0.7485209   -5.3146E-02    7.0479E-02
   0.7509570   -1.0533E-02    7.1942E-02
   0.7534098   -4.1660E-03    6.7061E-02
   0.7558796    2.5018E-02    7.0081E-02
   0.7583667   -1.2113E-01    7.2536E-02
   0.7608712   -4.7357E-02    8.1419E-02
   0.7633932    1.1106E-01    8.1256E-02
   0.7659332   -9.0166E-02    7.3967E-02
   0.7684910   -1.9223E-02    6.1639E-02
   0.7710671   -4.3287E-02    6.0805E-02
   0.7736614    1.6962E-02    6.2689E-02
   0.7762743    7.6628E-02    5.8640E-02
   0.7789057    5.3007E-02    5.4539E-02
   0.7815559   -2.6485E-03    5.3983E-02
   0.7842249    2.1012E-02    5.1459E-02
   0.7869130   -3.7617E-02    5.2222E-02
   0.7896200   -5.4774E-04    4.9427E-02
   0.7923464    3.2209E-02    4.8941E-02
   0.7950919    3.5793E-02    4.7678E-02
   0.7978567    1.7718E-02    4.7142E-02
   0.8006410    1.0702E-01    4.5460E-02
   0.8034447    8.6664E-03    4.4505E-02
   0.8062680    1.3173E-02    4.2868E-02
   0.8091108   -5.6307E-02    4.2855E-02
   0.8119733   -5.2435E-03    4.0798E-02
   0.8148554   -4.2403E-02    4.1567E-02
   0.8177571    5.5034E-02    4.0321E-02
   0.8206785    2.2661E-03    4.0710E-02
   0.8236197   -1.2849E-02    3.8925E-02
   0.8265805   -4.4556E-03    3.9028E-02
   0.8295610    7.5058E-02    3.7838E-02
   0.8325611    8.0010E-02    3.8598E-02
   0.8355810    5.2031E-02    3.6436E-02
   0.8386205    1.9702E-03    3.6716E-02
   0.8416795    3.3422E-02    3.4548E-02
   0.8447582    5.4133E-02    3.4968E-02
   0.8478563    3.8078E-02    3.2819E-02
   0.8509740    8.6644E-02    3.2046E-02
   0.8541111    2.8002E-02    3.1012E-02
   0.8572676    6.2877E-02    3.1282E-02
   0.8604434   -9.7164E-04    2.9536E-02
   0.8636384    3.3858E-02    2.9633E-02
   0.8668525    4.3428E-02    2.9594E-02
   0.8700858    2.5187E-02    2.9436E-02
   0.8733380    4.6917E-02    2.8461E-02
   0.8766092    2.7897E-02    2.9868E-02
   0.8798992    3.6400E-02    2.8679E-02
   0.8832079    6.0669E-02    2.8495E-02
   0.8865352    1.0648E-01    2.7897E-02
   0.8898810    2.4764E-02    2.8235E-02
   0.8932452    1.0487E-02    2.6387E-02
   0.8966277    3.4897E-02    2.6518E-02
   0.9000283    3.5231E-02    2.4699E-02
   0.9034470    5.5230E-02    2.4503E-02
   0.9068837    5.0520E-02    2.3500E-02
   0.9103380    7.1786E-02    2.3299E-02
   0.9138100    8.0182E-02    2.2356E-02
   0.9172996    7.4414E-02    2.2392E-02
   0.9208065    6.8146E-02    2.1404E-02
