# SpeX prism spectrum of kpno2 from Muench et al. 2007
# Lambda	Flux
0.65259502	0.17335621
0.65480200	0.35785159
0.65699902	0.28902060
0.65918701	-0.027938660
0.66136602	0.14286190
0.66353901	-0.093777739
0.66570498	0.022939360
0.66786602	0.079342932
0.67002300	0.23784269
0.67217598	0.37035331
0.67432598	0.084282249
0.67647402	0.20087810
0.67862100	-0.12317960
0.68076802	0.16590311
0.68291499	0.064410530
0.68506401	0.031316720
0.68721401	0.25045490
0.68936699	0.15171321
0.69152300	0.043343630
0.69368301	0.22184829
0.69584800	0.36863840
0.69801802	0.17622089
0.70019399	0.16456930
0.70237598	0.22270100
0.70456499	0.44158971
0.70676201	0.23751500
0.70896802	0.22519380
0.71118198	0.24020000
0.71340498	0.11872990
0.71563799	0.10496750
0.71788101	0.10063800
0.72013501	0.044196609
0.72240098	0.093867131
0.72467798	0.12790450
0.72696699	0.33860001
0.72926802	0.33122781
0.73158198	0.35273319
0.73391001	0.35761139
0.73625098	0.49236479
0.73860601	0.45759830
0.74097598	0.45925999
0.74336099	0.46944809
0.74576001	0.47830439
0.74817500	0.54303563
0.75060498	0.55251187
0.75305098	0.58091849
0.75551401	0.55811268
0.75799302	0.53168178
0.76048901	0.55017829
0.76300098	0.39215451
0.76553101	0.29768911
0.76807798	0.32823849
0.77064302	0.31250030
0.77322598	0.28481150
0.77582700	0.33418369
0.77844502	0.32314160
0.78108301	0.23855980
0.78373799	0.32863039
0.78641201	0.37365791
0.78910498	0.34123021
0.79181699	0.37286109
0.79454800	0.44848001
0.79729800	0.41450661
0.80006699	0.48436609
0.80285498	0.54037791
0.80566299	0.63851309
0.80848999	0.77678299
0.81133701	0.85716438
0.81420298	0.87532938
0.81708901	0.88829923
0.81999502	0.92889059
0.82292002	0.92171711
0.82586504	0.90419120
0.82882900	0.87070382
0.83181299	0.85746092
0.83481699	0.81498778
0.83784102	0.74445713
0.84088398	0.69218528
0.84394697	0.60674763
0.84702998	0.59714931
0.85013203	0.50186342
0.85325400	0.53227228
0.85639600	0.54198468
0.85955703	0.58311331
0.86273701	0.62393743
0.86593701	0.71958059
0.86915596	0.71045673
0.87239404	0.79199803
0.87565195	0.86350489
0.87892803	0.91620690
0.88222402	0.94732010
0.88553799	0.94409502
0.88887100	0.96047932
0.89222305	0.97792500
0.89559297	1.0135230
0.89898203	1.0479820
0.90238896	1.1363630
0.90581504	1.1734310
0.90925801	1.2363900
0.91271904	1.3109790
0.91619902	1.3420600
0.91969600	1.3086430
0.92320996	1.2476799
0.92674199	1.2141860
0.93029199	1.1815161
0.93385801	1.1336271
0.93744102	1.1158910
0.94104102	1.1624360
0.94465801	1.2117820
0.94829102	1.2788020
0.95194102	1.3023890
0.95560703	1.3312690
0.95928799	1.3629620
0.96298604	1.3764180
0.96669902	1.3689600
0.97042803	1.4133580
0.97417197	1.4472610
0.97792998	1.4368860
0.98170400	1.3916130
0.98549297	1.3990850
0.98929600	1.3900310
0.99311299	1.4113290
0.99694502	1.4128360
1.0007900	1.3846999
1.0046500	1.4225399
1.0085200	1.4459590
1.0124100	1.4615070
1.0163100	1.4772381
1.0202200	1.5099980
1.0241500	1.4978700
1.0280800	1.5108089
1.0320300	1.5362790
1.0360000	1.5422930
1.0399700	1.5467670
1.0439600	1.5712169
1.0479500	1.5461830
1.0519600	1.5225030
1.0559800	1.5081110
1.0600100	1.5079480
1.0640500	1.5176640
1.0681000	1.5622410
1.0721700	1.5854710
1.0762400	1.6283650
1.0803200	1.6657881
1.0844100	1.6917440
1.0885100	1.6548100
1.0926200	1.6587369
1.0967400	1.6102790
1.1008700	1.5886010
1.1050100	1.5598330
1.1091500	1.5603570
1.1133100	1.5462390
1.1174700	1.5446891
1.1216400	1.5454071
1.1258100	1.5491040
1.1300000	1.5638340
1.1341900	1.5413100
1.1383900	1.5409490
1.1425900	1.5467629
1.1468000	1.5349880
1.1510200	1.5637950
1.1552400	1.5527040
1.1594700	1.5688699
1.1637100	1.5611070
1.1679500	1.5346620
1.1721900	1.5275331
1.1764500	1.5266550
1.1807000	1.5166219
1.1849600	1.4927630
1.1892300	1.4793611
1.1935000	1.4737360
1.1977700	1.4623520
1.2020500	1.4623290
1.2063300	1.4710350
1.2106100	1.4960520
1.2149000	1.5009800
1.2191900	1.5292360
1.2234900	1.5349940
1.2277900	1.5231529
1.2320900	1.5244499
1.2363900	1.5235879
1.2406900	1.4970061
1.2450000	1.4936661
1.2493100	1.4941200
1.2536200	1.5023720
1.2579300	1.5063200
1.2622400	1.5119640
1.2665600	1.5171289
1.2708700	1.5348370
1.2751900	1.5369240
1.2795000	1.5260540
1.2838200	1.5239620
1.2881400	1.5235050
1.2924600	1.5234020
1.2967800	1.5500660
1.3010900	1.5331450
1.3054100	1.5383461
1.3097300	1.5181611
1.3140500	1.5106690
1.3183600	1.4992310
