# SpeX prism spectrum of kpno2 from Muench et al. 2007
# Lambda	Flux
1.3226800	1.4675550
1.3269900	1.3979141
1.3313000	1.3299680
1.3356200	1.2516640
1.3399300	1.1824970
1.3442400	1.1094820
1.3485400	1.0993210
1.3528500	1.0815750
1.3571500	1.0830940
1.3614500	1.0651160
1.3657500	1.0392390
1.3700500	1.0302140
1.3743400	1.0574600
1.3786300	1.0555830
1.3829200	1.0439180
1.3872100	1.0200570
1.3914900	1.0030910
1.3957700	1.0009340
1.4000500	0.96298301
1.4043200	0.91794759
1.4085900	0.92200482
1.4128600	0.91094911
1.4171200	0.90146989
1.4213800	0.88924181
1.4256400	0.87035698
1.4298900	0.86176091
1.4341300	0.86744201
1.4383800	0.86039072
1.4426200	0.87033790
1.4468500	0.86342531
1.4510800	0.86822450
1.4553100	0.86713392
1.4595300	0.87368041
1.4637500	0.86176687
1.4679600	0.84738028
1.4721700	0.83490342
1.4763700	0.84258378
1.4805700	0.84586942
1.4847600	0.84414941
1.4889500	0.85096502
1.4931300	0.85277981
1.4973100	0.85898179
1.5014800	0.84711492
1.5056400	0.86064309
1.5098000	0.86903858
1.5139600	0.85840952
1.5181100	0.87507278
1.5222500	0.87410349
1.5263900	0.88262987
1.5305200	0.87959522
1.5346500	0.88082492
1.5387700	0.88403839
1.5428900	0.88659620
1.5470000	0.88791901
1.5511000	0.89099681
1.5552000	0.90453732
1.5592900	0.90715587
1.5633800	0.90863007
1.5674600	0.90731132
1.5715300	0.92080969
1.5756000	0.92083448
1.5796600	0.93448877
1.5837100	0.93517280
1.5877600	0.93041378
1.5918000	0.95074981
1.5958400	0.94775099
1.5998700	0.95206219
1.6038900	0.94888890
1.6079100	0.95284468
1.6119200	0.94945788
1.6159200	0.95224988
1.6199200	0.95783478
1.6239100	0.97304922
1.6278900	0.97386688
1.6318700	0.97573590
1.6358400	0.97656918
1.6398100	0.97326732
1.6437600	0.98162693
1.6477199	0.98901498
1.6516600	0.99282873
1.6556000	1.0164180
1.6595301	0.99683082
1.6634600	1.0106720
1.6673699	1.0007811
1.6712900	1.0091341
1.6751900	1.0013440
1.6790900	1.0063050
1.6829801	0.99523783
1.6868699	0.99481511
1.6907500	0.98518747
1.6946199	0.97671580
1.6984900	0.97321618
1.7023500	0.97617853
1.7062000	0.95078713
1.7100500	0.93842173
1.7138900	0.92610919
1.7177199	0.90158641
1.7215500	0.89148462
1.7253699	0.88269138
1.7291900	0.86304122
1.7329900	0.84953070
1.7367900	0.83951229
1.7405900	0.82873112
1.7443801	0.81538618
1.7481600	0.80784392
1.7519400	0.79439461
1.7557100	0.78173739
1.7594699	0.75682777
1.7632301	0.75115508
1.7669801	0.73699242
1.7707199	0.72919750
1.7744600	0.70465302
1.7781900	0.70710599
1.7819199	0.68877709
1.7856400	0.68254137
1.7893500	0.67276043
1.7930600	0.67037672
1.7967600	0.66013652
1.8004600	0.65232438
1.8041400	0.64740032
1.8078301	0.64506018
1.8115000	0.64765280
1.8151801	0.64455390
1.8188400	0.64030522
1.8225000	0.63994288
1.8261500	0.64764339
1.8298000	0.64146680
1.8334400	0.63243991
1.8370801	0.61754459
1.8407100	0.60631973
1.8443301	0.59659231
1.8479500	0.58372033
1.8515699	0.57819122
1.8551699	0.55394208
1.8587801	0.56382549
1.8623699	0.55027401
1.8659600	0.57000232
1.8695500	0.55232638
1.8731301	0.54618460
1.8767000	0.53001398
1.8802699	0.54259259
1.8838301	0.55644071
1.8873900	0.56146532
1.8909400	0.55786711
1.8944900	0.55787081
1.8980301	0.55942911
1.9015699	0.56425810
1.9051000	0.55586427
1.9086301	0.56181419
1.9121500	0.57540488
1.9156600	0.55730492
1.9191699	0.54498190
1.9226801	0.55060160
1.9261801	0.55928779
1.9296699	0.55929279
1.9331600	0.55759180
1.9366500	0.54340172
1.9401301	0.52526617
1.9436000	0.50720048
1.9470699	0.52258968
1.9505400	0.53339410
1.9540000	0.51943982
1.9574500	0.52142072
1.9609000	0.52680677
1.9643500	0.52315432
1.9677900	0.52953148
1.9712199	0.52208430
1.9746500	0.49999300
1.9780801	0.50102270
1.9815000	0.49352929
1.9849199	0.48373809
1.9883301	0.48475689
1.9917400	0.48781869
1.9951400	0.48335990
1.9985400	0.49210799
2.0019301	0.49392229
2.0053199	0.48435569
2.0087000	0.46533200
2.0120801	0.49612221
2.0154500	0.49047330
2.0188199	0.47842970
2.0221900	0.47293890
2.0255500	0.49342009
2.0289100	0.47350699
2.0322600	0.47556010
2.0356000	0.47647411
2.0389500	0.47202101
2.0422801	0.46650621
2.0456199	0.47341299
2.0489500	0.47397739
2.0522699	0.47388181
2.0555900	0.46756539
2.0589100	0.46488881
2.0622199	0.47104299
2.0655199	0.47448719
2.0688199	0.47002780
2.0721199	0.46518871
2.0754100	0.47121251
2.0787000	0.46594539
2.0819801	0.47471109
2.0852600	0.47486180
2.0885400	0.47470590
2.0918100	0.46884689
2.0950699	0.46828520
2.0983301	0.47389090
2.1015900	0.47373039
2.1048400	0.47067010
2.1080900	0.47792250
2.1113301	0.47872061
2.1145699	0.48154071
2.1178000	0.47410610
2.1210301	0.47523481
2.1242600	0.48458421
2.1274801	0.47891161
2.1306900	0.47383630
2.1339000	0.47944191
2.1371100	0.47811729
2.1403100	0.48048320
2.1435100	0.48186979
2.1467000	0.48572069
2.1498900	0.48089620
2.1530699	0.48526621
2.1562500	0.48143649
2.1594199	0.48689321
2.1625900	0.49024081
2.1657500	0.49012789
2.1689100	0.49093440
2.1720699	0.49819329
2.1752199	0.49118951
2.1783600	0.47979081
2.1815000	0.49280870
2.1846400	0.48978791
2.1877699	0.49624550
2.1908900	0.49166989
2.1940100	0.49519539
2.1971301	0.48922080
2.2002400	0.49458560
2.2033400	0.49291101
2.2064500	0.49146280
2.2095400	0.48932111
2.2126301	0.49331999
2.2157199	0.49378270
2.2188000	0.50003058
2.2218801	0.49398711
2.2249500	0.49664101
2.2280100	0.50114292
2.2310699	0.49947011
2.2341301	0.50251359
2.2371801	0.49878120
2.2402301	0.50066161
2.2432699	0.50283831
2.2463000	0.49841380
2.2493301	0.50119102
2.2523600	0.49992451
2.2553801	0.49429351
2.2583900	0.49399841
2.2614000	0.49557710
2.2644100	0.49206331
2.2674100	0.49072859
2.2704000	0.48304340
2.2733900	0.49123019
2.2763699	0.49413911
2.2793500	0.48992291
2.2823199	0.48192611
2.2852900	0.48595631
2.2882500	0.48263171
2.2912100	0.47344899
2.2941699	0.46812531
2.2971100	0.45752239
2.3000600	0.44752201
2.3029900	0.44338211
2.3059199	0.45125771
2.3088500	0.45253181
2.3117699	0.44493780
2.3146900	0.44392380
2.3176000	0.43887809
2.3205100	0.43383509
2.3234100	0.42282590
2.3263000	0.41928899
2.3292000	0.41639060
2.3320801	0.40459770
2.3349600	0.41532809
2.3378400	0.41352010
2.3407100	0.41122741
2.3435801	0.41646370
2.3464400	0.41087610
2.3493000	0.40771160
2.3521500	0.39797881
2.3550000	0.39396510
2.3578400	0.38392481
2.3606801	0.38609290
2.3635100	0.38843840
2.3663400	0.38926029
2.3691699	0.39430949
2.3719900	0.38337949
2.3748000	0.38341531
2.3776100	0.37814310
2.3804199	0.37755799
2.3832301	0.36942181
2.3860301	0.35994560
2.3888199	0.35884061
2.3916199	0.36477110
2.3944100	0.36532739
2.3971900	0.36730519
2.3999699	0.35295600
2.4027500	0.35692430
2.4055301	0.34921429
2.4083000	0.33939171
2.4110699	0.33344379
2.4138400	0.32670760
2.4166000	0.32138941
2.4193600	0.32707739
2.4221199	0.31572989
2.4248801	0.31967729
2.4276301	0.32091969
2.4303900	0.30497059
2.4331400	0.31335700
2.4358900	0.31362531
2.4386400	0.29866081
2.4413801	0.29126531
2.4441301	0.30656421
2.4468699	0.29252899
2.4496199	0.28709531
2.4523600	0.28103369
2.4551000	0.28691950
2.4578500	0.26998651
2.4605900	0.28151679
2.4633400	0.27405620
2.4660801	0.27499771
2.4688301	0.26306579
2.4715699	0.26969159
2.4743199	0.26177570
2.4770699	0.26632470
2.4798301	0.26193279
2.4825801	0.25650200
2.4853400	0.24627130
2.4881000	0.24433990
2.4908600	0.24992169
2.4936301	0.25722209
2.4964000	0.24607129
2.4991801	0.25144091
2.5019600	0.24919510
2.5047500	0.24745999
2.5075400	0.23814620
2.5103301	0.24200299
2.5131400	0.23406480
2.5159400	0.23679240
2.5187600	0.23283590
2.5215801	0.21848290
2.5244199	0.25681701
2.5272600	0.23599690
2.5301000	0.23192289
2.5329600	0.19941190
2.5358301	0.21006240
2.5387100	0.26298350
2.5415900	0.24594310
2.5444900	0.23605640
2.5474000	0.20657010
2.5503301	0.19557740
2.5532600	0.13525391
2.5562100	0.18229041
2.5591699	0.22627610
2.5621500	0.19398290
