# SpeX prism spectrum of 0516-0445 obtained 2005 Oct 17 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.650782    3.37444e-17    3.48436e-17
     0.652998   -3.60340e-18    2.71729e-17
     0.655203    3.15234e-17    2.57036e-17
     0.657398    2.33178e-18    2.18609e-17
     0.659585   -6.29896e-18    2.15901e-17
     0.661763    2.39880e-17    2.03554e-17
     0.663935    4.96605e-17    2.12993e-17
     0.666100   -2.04325e-17    2.03544e-17
     0.668260    1.39294e-17    2.22514e-17
     0.670416    7.49871e-19    1.93932e-17
     0.672568    2.87733e-17    2.15561e-17
     0.674718    1.08501e-17    1.86482e-17
     0.676866    1.15995e-17    1.83006e-17
     0.679013   -4.21349e-18    1.70084e-17
     0.681160    6.99299e-18    1.76288e-17
     0.683307   -5.96899e-18    1.61551e-17
     0.685456   -1.87522e-17    1.66830e-17
     0.687606    9.23667e-18    1.51775e-17
     0.689760    1.52674e-17    1.46048e-17
     0.691917    2.26274e-17    1.35200e-17
     0.694077    1.21307e-17    1.29848e-17
     0.696243    6.16342e-18    1.26973e-17
     0.698414    4.44186e-19    1.23017e-17
     0.700591    1.32613e-19    1.18595e-17
     0.702775    2.77766e-18    1.16485e-17
     0.704966    1.46917e-17    1.05695e-17
     0.707164    1.53272e-18    1.05013e-17
     0.709371    8.68536e-18    9.74731e-18
     0.711587    1.47058e-17    9.75316e-18
     0.713812    2.34869e-17    9.33667e-18
     0.716047    9.81288e-18    9.60557e-18
     0.718292    8.49382e-19    8.88952e-18
     0.720548    1.76287e-17    9.28488e-18
     0.722815    1.29972e-18    8.57130e-18
     0.725094    5.25387e-18    8.68350e-18
     0.727385    1.90240e-17    8.18862e-18
     0.729689    2.15788e-18    7.86005e-18
     0.732006   -5.13510e-20    7.52713e-18
     0.734336   -6.02979e-18    7.95790e-18
     0.736680    1.63319e-17    6.98021e-18
     0.739038   -5.57896e-18    6.97243e-18
     0.741410    6.33636e-18    6.46106e-18
     0.743797    1.72095e-18    6.53918e-18
     0.746199    4.92916e-20    6.15768e-18
     0.748617   -1.19702e-18    6.35020e-18
     0.751050    1.08456e-17    5.68157e-18
     0.753500   -1.37332e-17    6.16569e-18
     0.755965   -5.70299e-18    5.82742e-18
     0.758447   -2.53298e-18    6.74874e-18
     0.760946   -6.61350e-18    6.90412e-18
     0.763462    9.77398e-19    6.81593e-18
     0.765995   -8.09608e-18    6.01728e-18
     0.768545   -5.41672e-18    5.52566e-18
     0.771113   -2.36422e-18    4.91946e-18
     0.773699   -1.22121e-18    4.99050e-18
     0.776303   -7.40779e-18    4.75055e-18
     0.778925    3.29428e-18    4.85065e-18
     0.781566   -1.12190e-18    4.90114e-18
     0.784225    3.85011e-18    4.75372e-18
     0.786902    8.48772e-19    4.55140e-18
