# SpeX prism spectrum of LSPM0330+3504B obtained 2005 Dec 31 by Adam J. Burgasser
# Spectrum in f_lambda arbitrarily normalized
# 
# THIS SPECTRUM MAY NOT BE USED OR REPRODUCED WITHOUT EXPRESS PERMISSION FROM A. BURGASSER
# 
# Wavelength (um)    Flux (f_lambda)    Noise (f_lambda)
# -------------------------------------------------------------------------
     0.897207    2.39317e-17    1.73746e-18
     0.900604    2.49467e-17    1.52844e-18
     0.904020    2.32324e-17    1.50597e-18
     0.907454    2.46779e-17    1.43151e-18
     0.910906    2.90875e-17    1.45732e-18
     0.914376    2.92713e-17    1.37365e-18
     0.917864    3.13017e-17    1.42885e-18
     0.921370    3.03833e-17    1.29245e-18
     0.924892    2.76987e-17    1.40527e-18
     0.928433    3.01838e-17    1.49584e-18
     0.931990    3.14904e-17    1.65613e-18
     0.935565    2.83338e-17    1.71017e-18
     0.939156    2.85216e-17    1.69134e-18
     0.942764    2.77964e-17    1.64160e-18
     0.946389    3.01790e-17    1.63561e-18
     0.950030    3.01468e-17    1.53625e-18
     0.953687    2.91683e-17    1.44154e-18
     0.957360    2.97667e-17    1.30273e-18
     0.961050    3.06187e-17    1.27214e-18
     0.964755    3.09029e-17    1.20787e-18
     0.968475    2.66762e-17    1.22511e-18
     0.972211    2.89771e-17    1.20978e-18
     0.975962    3.01033e-17    1.24700e-18
     0.979728    3.17576e-17    1.16546e-18
     0.983509    2.94723e-17    1.21027e-18
     0.987305    3.13894e-17    1.20123e-18
     0.991115    2.73472e-17    1.30415e-18
     0.994939    2.76191e-17    1.31724e-18
     0.998777    2.60492e-17    1.31869e-18
      1.00263    2.86728e-17    1.23798e-18
      1.00649    3.09062e-17    1.19751e-18
      1.01037    2.95003e-17    1.16430e-18
      1.01427    2.79531e-17    1.25121e-18
      1.01817    2.64380e-17    1.25020e-18
      1.02209    2.88779e-17    1.28568e-18
      1.02602    2.70615e-17    1.27420e-18
      1.02997    2.83925e-17    1.24385e-18
      1.03392    2.97020e-17    1.26248e-18
      1.03789    3.04955e-17    1.21927e-18
      1.04187    3.29289e-17    1.21047e-18
      1.04586    3.09988e-17    1.17321e-18
      1.04986    3.05262e-17    1.02437e-18
      1.05388    2.75908e-17    9.22158e-19
      1.05790    2.98185e-17    8.26580e-19
      1.06194    3.02904e-17    7.86414e-19
      1.06598    3.11214e-17    8.66413e-19
      1.07004    3.00890e-17    1.00472e-18
      1.07411    2.94360e-17    1.02770e-18
      1.07818    3.06806e-17    1.17138e-18
      1.08227    3.37530e-17    1.14044e-18
      1.08637    3.21911e-17    1.19807e-18
      1.09047    2.98754e-17    1.17719e-18
      1.09459    2.90235e-17    1.12572e-18
      1.09871    3.07585e-17    1.13814e-18
      1.10284    3.27522e-17    1.07578e-18
      1.10698    2.94756e-17    9.40905e-19
      1.11113    2.83405e-17    8.74686e-19
      1.11529    2.73970e-17    8.02203e-19
      1.11945    2.97559e-17    7.61277e-19
      1.12363    2.97908e-17    8.24349e-19
      1.12781    2.73899e-17    9.88929e-19
      1.13199    2.86702e-17    1.02441e-18
      1.13619    2.63660e-17    1.10575e-18
      1.14039    2.67228e-17    1.12994e-18
      1.14460    2.47202e-17    1.07856e-18
      1.14881    2.99843e-17    1.11800e-18
      1.15303    2.89638e-17    1.08353e-18
      1.15726    2.80464e-17    1.04147e-18
      1.16149    3.03727e-17    1.02777e-18
      1.16573    2.77798e-17    9.32391e-19
      1.16997    2.60919e-17    8.31403e-19
      1.17422    2.72383e-17    7.18246e-19
      1.17847    2.74976e-17    6.64132e-19
      1.18273    2.58518e-17    5.94491e-19
      1.18700    2.78682e-17    5.77518e-19
      1.19126    2.87855e-17    6.32666e-19
      1.19553    2.70465e-17    7.96011e-19
      1.19981    2.64370e-17    8.60129e-19
      1.20409    2.77198e-17    9.17552e-19
      1.20837    2.89084e-17    9.65896e-19
      1.21266    2.70133e-17    9.13552e-19
      1.21695    2.91135e-17    9.54539e-19
      1.22124    2.81770e-17    9.42098e-19
      1.22554    2.90063e-17    9.26751e-19
      1.22984    2.80348e-17    9.49764e-19
      1.23414    2.64796e-17    8.71866e-19
      1.23844    2.74681e-17    8.01661e-19
      1.24275    2.54405e-17    7.17221e-19
      1.24705    2.61306e-17    6.77821e-19
      1.25136    2.78656e-17    6.57663e-19
      1.25567    2.73584e-17    7.44237e-19
      1.25999    2.97634e-17    8.83307e-19
      1.26430    2.91188e-17    1.13677e-18
      1.26861    2.96854e-17    1.29707e-18
      1.27293    2.81461e-17    1.42993e-18
      1.27725    2.77788e-17    1.32724e-18
      1.28156    2.75990e-17    1.17532e-18
      1.28588    2.83741e-17    1.09501e-18
      1.29020    2.97990e-17    9.81507e-19
      1.29452    2.84387e-17    9.51877e-19
      1.29884    2.91725e-17    9.39616e-19
      1.30315    2.70479e-17    9.11428e-19
      1.30747    2.67951e-17    9.48235e-19
      1.31179    2.72013e-17    8.98727e-19
      1.31610    2.65861e-17    8.56370e-19
      1.32042    2.83877e-17    8.04985e-19
      1.32473    2.63617e-17    6.98046e-19
      1.32905    2.42149e-17    6.70628e-19
      1.33336    2.28785e-17    5.85339e-19
      1.33767    2.17271e-17    5.54894e-19
      1.34198    2.08389e-17    5.34510e-19
      1.34629    2.04514e-17    6.37238e-19
      1.35060    2.03441e-17    6.88489e-19
      1.35490    2.11581e-17    8.44842e-19
      1.35920    1.91959e-17    1.07366e-18
      1.36350    1.88898e-17    1.25009e-18
      1.36780    1.97001e-17    1.30108e-18
      1.37210    1.89205e-17    1.20328e-18
      1.37639    2.01079e-17    1.21387e-18
      1.38068    1.87148e-17    1.19434e-18
      1.38497    2.04660e-17    1.30248e-18
      1.38925    1.97201e-17    1.20011e-18
      1.39353    2.07663e-17    1.17427e-18
      1.39781    2.01342e-17    1.30174e-18
      1.40209    1.75833e-17    1.39518e-18
      1.40636    1.69533e-17    1.53565e-18
      1.41063    1.80906e-17    1.56687e-18
      1.41489    1.63858e-17    1.45677e-18
      1.41915    1.55438e-17    1.27822e-18
      1.42341    1.47008e-17    1.08991e-18
      1.42766    1.74443e-17    9.34646e-19
      1.43191    1.59536e-17    9.80838e-19
      1.43616    1.67618e-17    9.81096e-19
      1.44040    1.70855e-17    9.22710e-19
      1.44464    1.80145e-17    9.18551e-19
      1.44887    1.60705e-17    1.02536e-18
      1.45310    1.74215e-17    1.15024e-18
      1.45732    1.87981e-17    1.24470e-18
      1.46154    1.65544e-17    1.18418e-18
      1.46576    1.69493e-17    1.19609e-18
      1.46997    1.60694e-17    1.08700e-18
      1.47417    1.65467e-17    1.14184e-18
      1.47837    1.64115e-17    1.16509e-18
      1.48257    1.47902e-17    1.20278e-18
      1.48676    1.64879e-17    1.22617e-18
      1.49094    1.63706e-17    1.07660e-18
      1.49512    1.55680e-17    9.31995e-19
      1.49930    1.77714e-17    1.03710e-18
      1.50346    1.43035e-17    1.29693e-18
      1.50763    1.68788e-17    1.33402e-18
      1.51179    1.65919e-17    1.29185e-18
      1.51594    1.64251e-17    9.88834e-19
      1.52009    1.63483e-17    1.04094e-18
      1.52423    1.66581e-17    1.16184e-18
      1.52836    1.79414e-17    1.29669e-18
      1.53249    1.65668e-17    1.27467e-18
      1.53662    1.57164e-17    1.23158e-18
      1.54074    1.54877e-17    1.19194e-18
      1.54485    1.69195e-17    1.04526e-18
      1.54896    1.69536e-17    1.08091e-18
      1.55306    1.66275e-17    1.04082e-18
      1.55715    1.68628e-17    1.10697e-18
      1.56124    1.72626e-17    1.18955e-18
      1.56532    1.73007e-17    1.12196e-18
      1.56940    1.75503e-17    1.00939e-18
      1.57347    1.71848e-17    8.66017e-19
      1.57753    1.79529e-17    1.02604e-18
      1.58159    1.63982e-17    1.33578e-18
      1.58564    1.62633e-17    1.34974e-18
      1.58969    1.61101e-17    1.27292e-18
      1.59373    1.58992e-17    9.39814e-19
      1.59776    1.99294e-17    9.51942e-19
      1.60179    1.70608e-17    1.12561e-18
      1.60581    1.70832e-17    1.23585e-18
      1.60982    2.08751e-17    1.33477e-18
      1.61383    1.58510e-17    1.20901e-18
      1.61783    1.93637e-17    1.24006e-18
      1.62182    1.69557e-17    1.14831e-18
      1.62581    1.79692e-17    1.05367e-18
      1.62979    1.88843e-17    1.04864e-18
      1.63376    1.88419e-17    9.72213e-19
      1.63773    1.64600e-17    1.00564e-18
      1.64169    2.00773e-17    1.07355e-18
      1.64565    1.65814e-17    1.16742e-18
      1.64960    1.62793e-17    1.08102e-18
      1.65354    1.86084e-17    9.82005e-19
      1.65747    1.63654e-17    7.99825e-19
      1.66140    1.76635e-17    6.94031e-19
      1.66533    1.63461e-17    1.06885e-18
      1.66924    2.04971e-17    1.25174e-18
      1.67315    1.59683e-17    1.25765e-18
      1.67705    1.76565e-17    1.07362e-18
      1.68095    1.72564e-17    7.41436e-19
      1.68484    1.85056e-17    8.32352e-19
      1.68872    1.74841e-17    1.02372e-18
      1.69260    1.73118e-17    1.09425e-18
      1.69647    1.69492e-17    1.20193e-18
      1.70033    1.49104e-17    1.12508e-18
      1.70419    1.43337e-17    1.10446e-18
      1.70804    1.64619e-17    1.10217e-18
      1.71188    1.82510e-17    9.80351e-19
      1.71572    1.65453e-17    9.43316e-19
      1.71955    1.78412e-17    9.19244e-19
      1.72337    1.63958e-17    8.55451e-19
      1.72719    1.46041e-17    8.80156e-19
      1.73100    1.69655e-17    8.94886e-19
      1.73481    1.51641e-17    9.16880e-19
      1.73861    1.41587e-17    9.71829e-19
      1.74240    1.50003e-17    1.00715e-18
      1.74618    1.51789e-17    9.25274e-19
      1.74996    1.49992e-17    8.11328e-19
      1.75374    1.36804e-17    6.38250e-19
      1.75750    1.48197e-17    6.13701e-19
      1.76126    1.41019e-17    9.59780e-19
      1.76502    1.24176e-17    1.16290e-18
      1.76876    1.18703e-17    1.18332e-18
      1.77251    1.26075e-17    1.03313e-18
      1.77624    1.26857e-17    6.91062e-19
      1.77997    1.35385e-17    6.55565e-19
      1.78369    1.41979e-17    8.79604e-19
      1.78741    1.05659e-17    9.71718e-19
      1.79112    1.34651e-17    9.55926e-19
      1.79482    1.10465e-17    1.08676e-18
      1.79852    1.11096e-17    1.09163e-18
      1.80222    1.13892e-17    1.22171e-18
      1.80590    1.13307e-17    1.28362e-18
      1.80958    1.06914e-17    1.23807e-18
      1.81326    9.34158e-18    1.22706e-18
      1.81692    1.09420e-17    1.21566e-18
      1.82059    1.21419e-17    1.10227e-18
      1.82424    1.17981e-17    1.20374e-18
      1.82789    1.09061e-17    1.29226e-18
      1.83154    1.00821e-17    1.33720e-18
      1.83518    1.04454e-17    1.17696e-18
      1.83881    9.77870e-18    1.29354e-18
      1.84244    1.15343e-17    1.61074e-18
      1.84606    8.33432e-18    1.69050e-18
      1.84968    1.26404e-17    1.80265e-18
      1.85329    8.09920e-18    1.73850e-18
      1.85689    1.00226e-17    1.49772e-18
      1.86049    8.40447e-18    1.24439e-18
      1.86408    8.20928e-18    1.15313e-18
      1.86767    7.38377e-18    1.46124e-18
      1.87126    1.11600e-17    2.31666e-18
      1.87483    9.94858e-18    2.21067e-18
      1.87840    8.70210e-18    1.65456e-18
      1.88197    8.91591e-18    1.14451e-18
      1.88553    8.94492e-18    8.72914e-19
      1.88909    1.00255e-17    8.92271e-19
      1.89264    8.43341e-18    8.84340e-19
      1.89618    7.79431e-18    9.72085e-19
      1.89972    7.79334e-18    1.07243e-18
      1.90325    1.05579e-17    1.22268e-18
      1.90678    8.22651e-18    1.19145e-18
      1.91030    9.16504e-18    1.11372e-18
      1.91382    8.40501e-18    9.78385e-19
      1.91734    7.68615e-18    1.08884e-18
      1.92084    8.06973e-18    1.32410e-18
      1.92435    1.01281e-17    1.34336e-18
      1.92784    8.33294e-18    1.21822e-18
      1.93134    8.94893e-18    1.05736e-18
      1.93482    1.09645e-17    8.57239e-19
      1.93831    8.20454e-18    8.22556e-19
      1.94178    7.70476e-18    7.05831e-19
      1.94526    7.36618e-18    6.39664e-19
      1.94872    9.06035e-18    7.02395e-19
      1.95219    8.86820e-18    8.67145e-19
      1.95564    8.06558e-18    9.67905e-19
      1.95910    8.63928e-18    9.89051e-19
      1.96254    7.96811e-18    9.40558e-19
      1.96599    7.59727e-18    9.34507e-19
      1.96943    9.43621e-18    9.11504e-19
      1.97286    9.34246e-18    9.24344e-19
      1.97629    7.57037e-18    8.43689e-19
      1.97971    8.61821e-18    7.60437e-19
      1.98313    7.29600e-18    6.31211e-19
      1.98654    7.44931e-18    5.19111e-19
      1.98995    8.29446e-18    4.94557e-19
      1.99336    8.56302e-18    5.59579e-19
      1.99676    8.22231e-18    9.96037e-19
      2.00015    8.89193e-18    1.44380e-18
      2.00355    8.63508e-18    1.69866e-18
      2.00693    4.45077e-18    1.50220e-18
      2.01031    8.14443e-18    9.89907e-19
      2.01369    8.69191e-18    8.45937e-19
      2.01706    8.70624e-18    8.03858e-19
      2.02043    7.61611e-18    7.37167e-19
      2.02379    6.52875e-18    8.64644e-19
      2.02715    7.95417e-18    8.43927e-19
      2.03050    7.86452e-18    8.79592e-19
      2.03385    9.02151e-18    7.95389e-19
      2.03720    8.55634e-18    8.60286e-19
      2.04054    7.60369e-18    8.84999e-19
      2.04387    6.94214e-18    8.63336e-19
      2.04721    7.71922e-18    8.29428e-19
      2.05053    8.31604e-18    7.69144e-19
      2.05385    7.41963e-18    9.96223e-19
      2.05717    8.22202e-18    9.57744e-19
      2.06048    8.73803e-18    8.64560e-19
      2.06379    9.08622e-18    6.26910e-19
      2.06710    8.85586e-18    5.78746e-19
      2.07040    7.60643e-18    7.15215e-19
      2.07369    9.07704e-18    6.98611e-19
      2.07698    9.05595e-18    6.52379e-19
      2.08027    8.48789e-18    5.27126e-19
      2.08355    7.64630e-18    5.10220e-19
      2.08683    8.70226e-18    5.77998e-19
      2.09010    8.21315e-18    5.97475e-19
      2.09337    8.06128e-18    5.44683e-19
      2.09663    8.42534e-18    4.82220e-19
      2.09989    8.83071e-18    4.39990e-19
      2.10314    8.54824e-18    5.17077e-19
      2.10639    8.93355e-18    5.88771e-19
      2.10964    8.55024e-18    6.47613e-19
      2.11288    8.62107e-18    6.56442e-19
      2.11611    6.88392e-18    6.62986e-19
      2.11934    7.39867e-18    6.29711e-19
      2.12257    9.13035e-18    6.61916e-19
      2.12579    7.34946e-18    6.13625e-19
      2.12901    8.55431e-18    6.06707e-19
      2.13222    7.11352e-18    5.44648e-19
      2.13543    7.50648e-18    4.93909e-19
      2.13864    8.36334e-18    4.58359e-19
      2.14184    8.60990e-18    4.09034e-19
      2.14503    8.49710e-18    4.60335e-19
      2.14822    8.04100e-18    6.94697e-19
      2.15141    9.00042e-18    8.22210e-19
      2.15459    6.71840e-18    8.43118e-19
      2.15776    6.87963e-18    7.33368e-19
      2.16093    7.37035e-18    5.59737e-19
      2.16410    8.71536e-18    4.91685e-19
      2.16726    8.17609e-18    4.94380e-19
      2.17042    7.83522e-18    5.20757e-19
      2.17357    8.92588e-18    5.28910e-19
      2.17672    8.54730e-18    6.31987e-19
      2.17986    8.24180e-18    6.84315e-19
      2.18300    8.38421e-18    7.12936e-19
      2.18613    8.46718e-18    6.97816e-19
      2.18926    7.97749e-18    5.89137e-19
      2.19238    8.10750e-18    6.94740e-19
      2.19550    8.26381e-18    7.40397e-19
      2.19861    7.60939e-18    7.50040e-19
      2.20172    7.26574e-18    7.39959e-19
      2.20482    7.01713e-18    6.39843e-19
      2.20792    8.41386e-18    6.46119e-19
      2.21102    7.58375e-18    7.38126e-19
      2.21410    7.88308e-18    7.14465e-19
      2.21719    6.80856e-18    6.95041e-19
      2.22027    7.05412e-18    5.86727e-19
      2.22334    7.02304e-18    5.61960e-19
      2.22641    9.12650e-18    6.02059e-19
      2.22947    7.77107e-18    6.89121e-19
      2.23253    8.52078e-18    7.02087e-19
      2.23558    7.39015e-18    6.80758e-19
      2.23863    7.39744e-18    6.02858e-19
      2.24168    7.65154e-18    5.42467e-19
      2.24471    7.50555e-18    5.66885e-19
      2.24775    7.96939e-18    5.92235e-19
      2.25078    9.17770e-18    6.38917e-19
      2.25380    7.59695e-18    6.27468e-19
      2.25682    8.35019e-18    6.19648e-19
      2.25983    8.53876e-18    5.76345e-19
      2.26283    7.74319e-18    5.71960e-19
      2.26584    7.72217e-18    5.82631e-19
      2.26883    7.21486e-18    6.04784e-19
      2.27183    9.44640e-18    6.20086e-19
      2.27481    8.47710e-18    6.36815e-19
      2.27779    8.66678e-18    6.15739e-19
      2.28077    7.18993e-18    6.03251e-19
      2.28374    8.46516e-18    5.81666e-19
      2.28671    7.44241e-18    5.93451e-19
      2.28967    7.68664e-18    5.97937e-19
      2.29262    7.69005e-18    6.19450e-19
      2.29557    8.07883e-18    6.43332e-19
      2.29852    5.87880e-18    6.65741e-19
      2.30146    7.34465e-18    6.87869e-19
      2.30439    7.17141e-18    6.48057e-19
      2.30732    6.90686e-18    6.54410e-19
      2.31024    6.27376e-18    6.21416e-19
      2.31316    6.97175e-18    6.32095e-19
      2.31608    7.62549e-18    6.70373e-19
      2.31899    7.53839e-18    6.93212e-19
      2.32189    7.97144e-18    7.05645e-19
      2.32479    7.43113e-18    6.82394e-19
      2.32768    7.30268e-18    6.85559e-19
      2.33057    6.91935e-18    6.78566e-19
      2.33346    7.58206e-18    6.82037e-19
      2.33633    6.67272e-18    6.97207e-19
      2.33921    6.33561e-18    7.23523e-19
      2.34208    8.35822e-18    7.45217e-19
      2.34494    6.02380e-18    7.70619e-19
      2.34780    6.08219e-18    7.84166e-19
      2.35066    6.46459e-18    8.20569e-19
      2.35351    6.92294e-18    8.34037e-19
      2.35635    5.64771e-18    8.24464e-19
      2.35919    5.95873e-18    7.94175e-19
      2.36203    7.96719e-18    7.78536e-19
      2.36486    5.52516e-18    8.01290e-19
      2.36769    6.45541e-18    8.81352e-19
      2.37051    5.59481e-18    9.76998e-19
      2.37333    6.90115e-18    1.10937e-18
      2.37614    8.12537e-18    1.03397e-18
      2.37895    8.49384e-18    8.96529e-19
      2.38176    7.91716e-18    9.19215e-19
      2.38456    5.04169e-18    9.39737e-19
      2.38736    6.54381e-18    9.54335e-19
      2.39016    5.18916e-18    9.45990e-19
      2.39295    5.64934e-18    9.27351e-19
      2.39574    5.42186e-18    9.30419e-19
      2.39852    6.78752e-18    9.12825e-19
      2.40130    7.88278e-18    9.39861e-19
      2.40408    5.61538e-18    9.71613e-19
      2.40685    5.21972e-18    1.00206e-18
      2.40962    5.24921e-18    1.02726e-18
      2.41239    5.91448e-18    1.09141e-18
      2.41516    3.92694e-18    1.19392e-18
      2.41792    3.77751e-18    1.25497e-18
      2.42068    5.24927e-18    1.20363e-18
      2.42344    5.24862e-18    1.10843e-18
      2.42619    3.59261e-18    1.02879e-18
      2.42895    4.98294e-18    1.03359e-18
      2.43170    7.29857e-18    1.20449e-18
      2.43445    5.03348e-18    1.36774e-18
      2.43720    6.40028e-18    1.33941e-18
      2.43994    3.78251e-18    1.23895e-18
      2.44269    6.78101e-18    1.23339e-18
      2.44544    4.27083e-18    1.41520e-18
      2.44818    7.87784e-18    1.68086e-18
      2.45093    2.55324e-18    1.70291e-18
      2.45367    3.04372e-18    1.81196e-18
      2.45641    2.42036e-18    1.37685e-18
      2.45916    3.36968e-18    1.29249e-18
      2.46190    4.00407e-18    1.37109e-18
      2.46465    5.64827e-18    1.42963e-18
      2.46739    4.16480e-18    1.50093e-18
      2.47014    5.25013e-18    1.72864e-18
      2.47289    4.60802e-18    1.78397e-18
      2.47564    1.49600e-18    1.78833e-18
      2.47839    5.39163e-18    1.80596e-18
      2.48114    4.53915e-18    2.05075e-18
      2.48390    8.76670e-18    2.36671e-18
      2.48666   -1.06040e-18    2.55415e-18
      2.48942    3.31669e-18    2.59382e-18
      2.49218    1.97783e-18    2.72608e-18
      2.49495    5.67752e-18    2.56977e-18
      2.49773    6.85776e-18    2.37843e-18
      2.50050    4.64455e-18    2.34182e-18
      2.50329    5.46490e-19    2.60678e-18
      2.50608    3.62452e-19    2.89229e-18
      2.50887    8.29768e-18    3.24429e-18
      2.51167    8.37804e-18    3.61143e-18
      2.51447    4.77823e-18    4.49033e-18
      2.51729    1.27350e-18    4.81886e-18
      2.52011    6.87845e-18    4.55261e-18
      2.52293    9.37603e-19    4.47927e-18
      2.52577    5.41067e-19    4.96863e-18
      2.52861    1.14212e-18    6.45770e-18
      2.53147    4.26602e-18    8.70892e-18
      2.53433   -5.62813e-19    1.00601e-17
      2.53720   -3.96205e-18    1.01598e-17
      2.54008    7.49295e-18    9.15376e-18
      2.54297    2.47475e-19    1.06219e-17
      2.54588    6.49251e-18    1.42066e-17
      2.54880    3.12268e-19    1.84744e-17
      2.55172   -1.57876e-17    1.96713e-17
      2.55467    2.20229e-17    1.69039e-17
      2.55762    1.11932e-17    1.17911e-17
