mass	age	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
0.8	0.31468	4825	4.632	-0.61	6.58	5.97	5.51	4.81	4.33	4.27	4.26	4.41	0	nc	0.282	1.9
0.8	0.34637	4825	4.631	-0.61	6.57	5.97	5.5	4.81	4.33	4.27	4.26	4.41	0	nc	0.282	1.9
0.8	0.37805	4824	4.63	-0.61	6.57	5.97	5.5	4.8	4.33	4.27	4.26	4.4	0	nc	0.282	1.9
0.8	0.40974	4824	4.63	-0.61	6.57	5.96	5.5	4.8	4.33	4.27	4.26	4.4	0	nc	0.282	1.9
0.8	0.47312	4824	4.629	-0.61	6.57	5.96	5.5	4.8	4.33	4.27	4.26	4.4	0	nc	0.282	1.9
0.8	0.50481	4824	4.628	-0.61	6.57	5.96	5.5	4.8	4.32	4.27	4.26	4.4	0	nc	0.282	1.9
0.8	0.56818	4825	4.628	-0.61	6.57	5.96	5.5	4.8	4.32	4.26	4.26	4.4	0	nc	0.282	1.9
0.8	0.63156	4825	4.627	-0.61	6.56	5.96	5.5	4.8	4.32	4.26	4.25	4.4	0	nc	0.282	1.9
0.8	0.72662	4826	4.626	-0.6	6.56	5.95	5.49	4.79	4.32	4.26	4.25	4.39	0	nc	0.282	1.9
0.8	0.82169	4827	4.625	-0.6	6.56	5.95	5.49	4.79	4.32	4.26	4.25	4.39	0	nc	0.282	1.9
0.8	0.91675	4828	4.625	-0.6	6.55	5.95	5.49	4.79	4.31	4.25	4.25	4.39	0	nc	0.282	1.9
0.8	1.01182	4831	4.624	-0.6	6.55	5.94	5.48	4.78	4.31	4.25	4.24	4.39	0	nc	0.282	1.9
0.8	1.13857	4833	4.623	-0.6	6.54	5.94	5.48	4.78	4.31	4.25	4.24	4.38	0	nc	0.282	1.9
0.8	1.26532	4835	4.622	-0.6	6.54	5.93	5.47	4.78	4.31	4.25	4.24	4.38	0	nc	0.282	1.9
0.8	1.42376	4837	4.621	-0.59	6.53	5.93	5.47	4.77	4.3	4.24	4.23	4.38	0	nc	0.282	1.9
0.8	1.61389	4841	4.62	-0.59	6.52	5.92	5.46	4.77	4.3	4.24	4.23	4.37	0	nc	0.282	1.9
0.8	1.80402	4844	4.618	-0.59	6.52	5.91	5.46	4.76	4.29	4.24	4.23	4.37	0	nc	0.282	1.9
0.8	2.02583	4848	4.617	-0.59	6.51	5.91	5.45	4.76	4.29	4.23	4.22	4.36	0	nc	0.282	1.9
0.8	2.24765	4853	4.616	-0.58	6.5	5.9	5.44	4.75	4.28	4.23	4.22	4.36	0	nc	0.282	1.9
0.8	2.53284	4858	4.614	-0.58	6.48	5.89	5.43	4.74	4.28	4.22	4.21	4.35	0	nc	0.282	1.9
0.8	2.84972	4865	4.612	-0.58	6.47	5.88	5.42	4.73	4.27	4.21	4.2	4.34	0	nc	0.282	1.9
0.8	3.16661	4871	4.61	-0.57	6.46	5.86	5.41	4.73	4.26	4.21	4.2	4.34	0	nc	0.282	1.9
0.8	3.57855	4880	4.608	-0.57	6.44	5.85	5.4	4.72	4.26	4.2	4.19	4.33	0	nc	0.282	1.9
0.8	3.9905	4888	4.605	-0.56	6.42	5.83	5.38	4.7	4.25	4.19	4.18	4.32	0	nc	0.282	1.9
0.8	4.49751	4898	4.602	-0.55	6.4	5.81	5.36	4.69	4.23	4.18	4.17	4.3	0	nc	0.282	1.9
0.8	5.0362	4910	4.598	-0.55	6.37	5.79	5.35	4.67	4.22	4.17	4.16	4.29	0	nc	0.282	1.9
0.8	5.63828	4923	4.594	-0.54	6.34	5.77	5.32	4.66	4.21	4.15	4.14	4.28	0	nc	0.282	1.9
0.8	6.33541	4937	4.589	-0.53	6.31	5.74	5.3	4.64	4.19	4.14	4.13	4.26	0	nc	0.282	1.9
0.8	7.09593	4955	4.584	-0.52	6.27	5.71	5.27	4.61	4.17	4.12	4.11	4.24	0	nc	0.282	1.9
0.8	7.95151	4974	4.577	-0.5	6.23	5.67	5.23	4.58	4.15	4.1	4.09	4.22	0	nc	0.282	1.9
0.8	8.93384	4997	4.569	-0.49	6.18	5.62	5.19	4.55	4.12	4.07	4.06	4.19	0	nc	0.282	1.9
0.8	10.0112	5022	4.56	-0.47	6.12	5.58	5.15	4.51	4.09	4.04	4.03	4.16	0	nc	0.282	1.9
0.85	0.00102	4200	3.69	0.12	5.12	4.39	3.75	2.83	2.22	2.13	2.09	2.26	0	nc	0.282	1.9
0.85	0.00114	4187	3.719	0.08	5.24	4.5	3.84	2.91	2.29	2.2	2.15	2.33	0	nc	0.282	1.9
0.85	0.00127	4176	3.747	0.05	5.35	4.61	3.93	2.98	2.36	2.26	2.22	2.4	0	nc	0.282	1.9
0.85	0.00142	4166	3.776	0.02	5.46	4.72	4.02	3.05	2.43	2.33	2.29	2.47	0	nc	0.282	1.9
0.85	0.00159	4156	3.804	-0.02	5.57	4.82	4.1	3.13	2.5	2.4	2.35	2.54	0	nc	0.282	1.9
0.85	0.0018	4146	3.838	-0.05	5.7	4.95	4.2	3.21	2.57	2.47	2.43	2.62	0	nc	0.282	1.9
0.85	0.00201	4136	3.866	-0.09	5.8	5.05	4.29	3.28	2.64	2.54	2.5	2.69	0	nc	0.282	1.9
0.85	0.00228	4126	3.899	-0.12	5.93	5.18	4.39	3.37	2.72	2.62	2.57	2.77	0	nc	0.282	1.9
0.85	0.00254	4116	3.927	-0.16	6.04	5.28	4.48	3.44	2.79	2.68	2.64	2.83	0	nc	0.282	1.9
0.85	0.00283	4108	3.956	-0.19	6.15	5.39	4.56	3.51	2.85	2.75	2.7	2.9	0	nc	0.282	1.9
0.85	0.0032	4097	3.988	-0.22	6.27	5.51	4.66	3.59	2.93	2.82	2.78	2.98	0	nc	0.282	1.9
0.85	0.00357	4090	4.016	-0.26	6.37	5.6	4.74	3.67	3	2.89	2.85	3.05	0	nc	0.282	1.9
0.85	0.00405	4079	4.049	-0.29	6.48	5.71	4.84	3.76	3.09	2.98	2.93	3.13	0	nc	0.282	1.9
0.85	0.00451	4071	4.077	-0.32	6.57	5.8	4.92	3.83	3.16	3.05	3	3.21	0	nc	0.282	1.9
0.85	0.00503	4063	4.105	-0.36	6.66	5.89	5	3.91	3.24	3.12	3.08	3.28	0	nc	0.282	1.9
0.85	0.00573	4054	4.138	-0.39	6.76	5.99	5.09	4	3.33	3.21	3.16	3.36	0	nc	0.282	1.9
0.85	0.00639	4047	4.165	-0.42	6.85	6.07	5.17	4.07	3.4	3.28	3.23	3.43	0	nc	0.282	1.9
0.85	0.0071	4041	4.191	-0.45	6.93	6.15	5.24	4.14	3.47	3.35	3.3	3.5	0	nc	0.282	1.9
0.85	0.00801	4036	4.22	-0.48	7.01	6.23	5.32	4.21	3.54	3.42	3.37	3.57	0	nc	0.282	1.9
0.85	0.009	4034	4.248	-0.51	7.08	6.3	5.39	4.28	3.61	3.49	3.44	3.64	0	nc	0.282	1.9
0.85	0.01007	4036	4.274	-0.54	7.14	6.36	5.45	4.35	3.68	3.56	3.51	3.7	0	nc	0.282	1.9
0.85	0.01123	4040	4.298	-0.56	7.19	6.41	5.51	4.41	3.74	3.62	3.57	3.76	0	nc	0.282	1.9
0.85	0.01265	4051	4.324	-0.58	7.23	6.45	5.56	4.47	3.8	3.68	3.63	3.82	0	nc	0.282	1.9
0.85	0.01418	4068	4.348	-0.6	7.25	6.47	5.59	4.51	3.85	3.73	3.69	3.88	0	nc	0.282	1.9
0.85	0.01603	4095	4.373	-0.61	7.24	6.47	5.61	4.55	3.9	3.78	3.74	3.93	0	nc	0.282	1.9
0.85	0.01799	4130	4.394	-0.62	7.21	6.44	5.62	4.58	3.93	3.82	3.78	3.97	0	nc	0.282	1.9
0.85	0.02007	4175	4.413	-0.62	7.15	6.39	5.6	4.6	3.96	3.85	3.82	4.01	0	nc	0.282	1.9
0.85	0.02249	4247	4.431	-0.61	7.04	6.29	5.56	4.6	3.97	3.87	3.84	4.03	0	nc	0.282	1.9
0.85	0.02529	4348	4.449	-0.58	6.87	6.13	5.48	4.58	3.98	3.89	3.86	4.04	0	nc	0.282	1.9
0.85	0.02821	4460	4.464	-0.55	6.69	5.97	5.4	4.55	3.97	3.89	3.87	4.05	0	nc	0.282	1.9
0.85	0.03184	4608	4.479	-0.51	6.46	5.79	5.27	4.49	3.96	3.89	3.87	4.03	0	nc	0.282	1.9
0.85	0.03549	4767	4.489	-0.46	6.23	5.61	5.14	4.42	3.93	3.87	3.86	4.01	0	nc	0.282	1.9
0.85	0.03994	4973	4.502	-0.4	5.98	5.42	4.98	4.33	3.9	3.84	3.83	3.96	0	nc	0.282	1.9
0.85	0.04524	5143	4.527	-0.37	5.82	5.31	4.9	4.3	3.91	3.86	3.86	3.97	0	nc	0.282	1.9
0.85	0.05186	5117	4.584	-0.43	6	5.48	5.06	4.46	4.06	4.01	4	4.12	0	nc	0.282	1.9
0.85	0.05748	5052	4.61	-0.48	6.15	5.6	5.18	4.56	4.14	4.09	4.08	4.2	0	nc	0.282	1.9
0.85	0.06557	5028	4.617	-0.5	6.19	5.65	5.22	4.59	4.17	4.11	4.11	4.23	0	nc	0.282	1.9
0.85	0.07087	5028	4.617	-0.5	6.19	5.65	5.22	4.59	4.17	4.11	4.11	4.23	0	nc	0.282	1.9
0.85	0.08486	5029	4.615	-0.5	6.19	5.64	5.22	4.58	4.16	4.11	4.1	4.23	0	nc	0.282	1.9
0.85	0.09401	5032	4.615	-0.49	6.18	5.64	5.21	4.58	4.16	4.11	4.1	4.22	0	nc	0.282	1.9
0.85	0.105	5033	4.614	-0.49	6.18	5.63	5.21	4.58	4.16	4.1	4.1	4.22	0	nc	0.282	1.9
0.85	0.11818	5035	4.614	-0.49	6.18	5.63	5.21	4.58	4.16	4.1	4.1	4.22	0	nc	0.282	1.9
0.85	0.13401	5036	4.613	-0.49	6.17	5.63	5.2	4.57	4.15	4.1	4.09	4.22	0	nc	0.282	1.9
0.85	0.15299	5037	4.612	-0.49	6.17	5.62	5.2	4.57	4.15	4.1	4.09	4.21	0	nc	0.282	1.9
0.85	0.17577	5038	4.611	-0.49	6.17	5.62	5.2	4.57	4.15	4.1	4.09	4.21	0	nc	0.282	1.9
0.85	0.20311	5038	4.61	-0.49	6.16	5.62	5.19	4.56	4.15	4.09	4.09	4.21	0	nc	0.282	1.9
0.85	0.2348	5038	4.61	-0.49	6.16	5.62	5.19	4.56	4.15	4.09	4.09	4.21	0	nc	0.282	1.9
0.85	0.26649	5040	4.609	-0.49	6.16	5.61	5.19	4.56	4.14	4.09	4.08	4.21	0	nc	0.282	1.9
0.85	0.29818	5040	4.608	-0.48	6.16	5.61	5.19	4.56	4.14	4.09	4.08	4.21	0	nc	0.282	1.9
0.85	0.32986	5040	4.608	-0.48	6.16	5.61	5.19	4.56	4.14	4.09	4.08	4.2	0	nc	0.282	1.9
0.85	0.36155	5040	4.607	-0.48	6.15	5.61	5.19	4.56	4.14	4.09	4.08	4.2	0	nc	0.282	1.9
0.85	0.39324	5040	4.607	-0.48	6.15	5.61	5.18	4.56	4.14	4.08	4.08	4.2	0	nc	0.282	1.9
0.85	0.42493	5040	4.606	-0.48	6.15	5.61	5.18	4.55	4.14	4.08	4.08	4.2	0	nc	0.282	1.9
0.85	0.45662	5040	4.606	-0.48	6.15	5.61	5.18	4.55	4.13	4.08	4.08	4.2	0	nc	0.282	1.9
0.85	0.51999	5041	4.605	-0.48	6.15	5.6	5.18	4.55	4.13	4.08	4.07	4.2	0	nc	0.282	1.9
0.85	0.58337	5041	4.604	-0.48	6.14	5.6	5.18	4.55	4.13	4.08	4.07	4.19	0	nc	0.282	1.9
0.85	0.64674	5042	4.603	-0.48	6.14	5.6	5.17	4.55	4.13	4.08	4.07	4.19	0	nc	0.282	1.9
0.85	0.71012	5043	4.603	-0.48	6.14	5.59	5.17	4.54	4.13	4.07	4.07	4.19	0	nc	0.282	1.9
0.85	0.80519	5044	4.602	-0.48	6.13	5.59	5.17	4.54	4.12	4.07	4.06	4.19	0	nc	0.282	1.9
0.85	0.90025	5047	4.601	-0.47	6.13	5.59	5.16	4.54	4.12	4.07	4.06	4.18	0	nc	0.282	1.9
0.85	1.027	5049	4.6	-0.47	6.12	5.58	5.16	4.53	4.12	4.06	4.06	4.18	0	nc	0.282	1.9
0.85	1.12207	5051	4.599	-0.47	6.12	5.58	5.16	4.53	4.11	4.06	4.06	4.18	0	nc	0.282	1.9
0.85	1.28051	5055	4.597	-0.47	6.11	5.57	5.15	4.52	4.11	4.06	4.05	4.17	0	nc	0.282	1.9
0.85	1.43895	5058	4.596	-0.47	6.1	5.56	5.14	4.52	4.11	4.05	4.05	4.17	0	nc	0.282	1.9
0.85	1.59739	5062	4.595	-0.46	6.1	5.56	5.14	4.51	4.1	4.05	4.04	4.16	0	nc	0.282	1.9
0.85	1.78752	5065	4.593	-0.46	6.09	5.55	5.13	4.51	4.1	4.04	4.04	4.16	0	nc	0.282	1.9
0.85	2.00933	5071	4.591	-0.46	6.07	5.54	5.12	4.5	4.09	4.04	4.03	4.15	0	nc	0.282	1.9
0.85	2.26284	5076	4.589	-0.45	6.06	5.53	5.11	4.49	4.08	4.03	4.03	4.15	0	nc	0.282	1.9
0.85	2.51634	5082	4.587	-0.45	6.05	5.52	5.1	4.48	4.07	4.02	4.02	4.14	0	nc	0.282	1.9
0.85	2.83322	5090	4.584	-0.44	6.03	5.5	5.09	4.47	4.07	4.02	4.01	4.13	0	nc	0.282	1.9
0.85	3.18179	5098	4.581	-0.44	6.02	5.49	5.07	4.46	4.06	4.01	4	4.12	0	nc	0.282	1.9
0.85	3.56205	5107	4.578	-0.43	6	5.47	5.06	4.45	4.05	4	3.99	4.11	0	nc	0.282	1.9
0.85	4.00568	5118	4.574	-0.42	5.97	5.45	5.04	4.43	4.03	3.98	3.98	4.09	0	nc	0.282	1.9
0.85	4.481	5130	4.569	-0.41	5.95	5.43	5.02	4.41	4.02	3.97	3.96	4.08	0	nc	0.282	1.9
0.85	5.0197	5143	4.564	-0.41	5.92	5.4	4.99	4.39	4	3.95	3.95	4.06	0	nc	0.282	1.9
0.85	5.65346	5159	4.558	-0.39	5.88	5.37	4.96	4.37	3.98	3.93	3.93	4.04	0	nc	0.282	1.9
0.85	6.31891	5176	4.55	-0.38	5.84	5.33	4.93	4.34	3.96	3.91	3.91	4.02	0	nc	0.282	1.9
0.85	7.11111	5198	4.542	-0.36	5.79	5.29	4.89	4.31	3.93	3.88	3.88	3.99	0	nc	0.282	1.9
0.85	7.96669	5223	4.532	-0.35	5.74	5.24	4.85	4.27	3.9	3.85	3.85	3.96	0	nc	0.282	1.9
0.85	8.91734	5252	4.52	-0.32	5.68	5.19	4.8	4.23	3.86	3.81	3.81	3.92	0	nc	0.282	1.9
0.85	10.0264	5287	4.504	-0.3	5.6	5.12	4.73	4.17	3.81	3.77	3.77	3.87	0	nc	0.282	1.9
0.9	0.00101	4253	3.694	0.16	4.97	4.25	3.64	2.74	2.15	2.06	2.02	2.19	0	nc	0.282	1.9
0.9	0.00113	4246	3.723	0.13	5.07	4.35	3.72	2.81	2.22	2.13	2.09	2.26	0	nc	0.282	1.9
0.9	0.00126	4239	3.751	0.1	5.16	4.44	3.8	2.89	2.28	2.19	2.15	2.33	0	nc	0.282	1.9
0.9	0.00143	4231	3.785	0.06	5.28	4.55	3.9	2.97	2.36	2.27	2.23	2.41	0	nc	0.282	1.9
0.9	0.0016	4223	3.813	0.03	5.38	4.65	3.98	3.04	2.43	2.33	2.29	2.48	0	nc	0.282	1.9
0.9	0.00178	4215	3.842	0	5.48	4.74	4.06	3.11	2.5	2.4	2.36	2.55	0	nc	0.282	1.9
0.9	0.00202	4204	3.875	-0.04	5.6	4.86	4.16	3.2	2.57	2.48	2.44	2.63	0	nc	0.282	1.9
0.9	0.00225	4194	3.903	-0.07	5.71	4.96	4.25	3.27	2.64	2.54	2.5	2.69	0	nc	0.282	1.9
0.9	0.00255	4181	3.937	-0.11	5.84	5.09	4.35	3.36	2.72	2.62	2.58	2.77	0	nc	0.282	1.9
0.9	0.00284	4172	3.965	-0.15	5.95	5.2	4.43	3.43	2.79	2.68	2.64	2.84	0	nc	0.282	1.9
0.9	0.00322	4160	3.998	-0.18	6.07	5.32	4.54	3.51	2.87	2.76	2.72	2.92	0	nc	0.282	1.9
0.9	0.00359	4151	4.026	-0.21	6.17	5.41	4.62	3.59	2.94	2.83	2.79	2.99	0	nc	0.282	1.9
0.9	0.004	4144	4.054	-0.25	6.26	5.5	4.7	3.66	3.01	2.91	2.87	3.07	0	nc	0.282	1.9
0.9	0.00455	4135	4.087	-0.28	6.36	5.6	4.79	3.75	3.1	2.99	2.95	3.15	0	nc	0.282	1.9
0.9	0.00508	4129	4.114	-0.31	6.45	5.69	4.87	3.83	3.17	3.06	3.02	3.22	0	nc	0.282	1.9
0.9	0.00565	4124	4.142	-0.34	6.53	5.77	4.94	3.9	3.24	3.13	3.09	3.29	0	nc	0.282	1.9
0.9	0.00639	4119	4.172	-0.37	6.62	5.85	5.02	3.97	3.32	3.21	3.17	3.36	0	nc	0.282	1.9
0.9	0.00719	4116	4.2	-0.4	6.7	5.93	5.1	4.05	3.39	3.28	3.24	3.44	0	nc	0.282	1.9
0.9	0.00807	4116	4.227	-0.43	6.77	6	5.16	4.11	3.46	3.35	3.31	3.5	0	nc	0.282	1.9
0.9	0.00901	4119	4.253	-0.45	6.82	6.06	5.22	4.18	3.52	3.41	3.37	3.56	0	nc	0.282	1.9
0.9	0.01003	4126	4.277	-0.48	6.87	6.1	5.27	4.23	3.58	3.47	3.43	3.62	0	nc	0.282	1.9
0.9	0.01128	4139	4.302	-0.5	6.9	6.13	5.32	4.29	3.64	3.53	3.49	3.68	0	nc	0.282	1.9
0.9	0.01262	4157	4.326	-0.51	6.91	6.15	5.35	4.33	3.69	3.58	3.54	3.73	0	nc	0.282	1.9
0.9	0.01423	4185	4.349	-0.52	6.9	6.15	5.37	4.37	3.73	3.63	3.59	3.78	0	nc	0.282	1.9
0.9	0.01594	4228	4.37	-0.53	6.86	6.11	5.37	4.39	3.77	3.67	3.63	3.82	0	nc	0.282	1.9
0.9	0.01793	4291	4.391	-0.52	6.78	6.03	5.34	4.41	3.79	3.7	3.67	3.86	0	nc	0.282	1.9
0.9	0.02002	4368	4.409	-0.51	6.66	5.92	5.3	4.41	3.81	3.72	3.69	3.88	0	nc	0.282	1.9
0.9	0.02242	4465	4.425	-0.49	6.52	5.8	5.23	4.39	3.81	3.73	3.71	3.89	0	nc	0.282	1.9
0.9	0.02515	4585	4.439	-0.46	6.34	5.66	5.14	4.35	3.81	3.73	3.72	3.88	0	nc	0.282	1.9
0.9	0.02822	4737	4.45	-0.41	6.12	5.49	5.01	4.28	3.78	3.72	3.71	3.86	0	nc	0.282	1.9
0.9	0.03168	4931	4.458	-0.35	5.86	5.29	4.85	4.18	3.74	3.68	3.67	3.81	0	nc	0.282	1.9
0.9	0.03568	5151	4.468	-0.28	5.6	5.09	4.69	4.09	3.7	3.65	3.65	3.76	0	nc	0.282	1.9
0.9	0.04034	5328	4.497	-0.25	5.47	5	4.62	4.08	3.72	3.68	3.68	3.78	0	nc	0.282	1.9
0.9	0.04655	5276	4.564	-0.34	5.7	5.21	4.83	4.27	3.9	3.86	3.86	3.96	0	nc	0.282	1.9
0.9	0.05183	5224	4.586	-0.38	5.81	5.32	4.92	4.35	3.97	3.92	3.92	4.03	0	nc	0.282	1.9
0.9	0.05943	5218	4.59	-0.38	5.83	5.33	4.94	4.36	3.98	3.94	3.93	4.04	0	nc	0.282	1.9
0.9	0.0644	5222	4.591	-0.38	5.83	5.33	4.93	4.36	3.98	3.94	3.93	4.04	0	nc	0.282	1.9
0.9	0.07753	5226	4.59	-0.38	5.82	5.32	4.93	4.35	3.98	3.93	3.93	4.04	0	nc	0.282	1.9
0.9	0.08612	5229	4.589	-0.38	5.81	5.32	4.92	4.35	3.98	3.93	3.93	4.04	0	nc	0.282	1.9
0.9	0.09643	5231	4.588	-0.38	5.81	5.31	4.92	4.35	3.97	3.93	3.93	4.04	0	nc	0.282	1.9
0.9	0.1088	5234	4.588	-0.37	5.81	5.31	4.92	4.35	3.97	3.93	3.92	4.03	0	nc	0.282	1.9
0.9	0.12365	5236	4.587	-0.37	5.8	5.31	4.91	4.34	3.97	3.92	3.92	4.03	0	nc	0.282	1.9
0.9	0.14147	5235	4.587	-0.37	5.8	5.31	4.91	4.34	3.97	3.92	3.92	4.03	0	nc	0.282	1.9
0.9	0.16285	5234	4.586	-0.37	5.8	5.3	4.91	4.34	3.97	3.92	3.92	4.03	0	nc	0.282	1.9
0.9	0.18851	5234	4.585	-0.37	5.8	5.3	4.91	4.34	3.96	3.92	3.92	4.03	0	nc	0.282	1.9
0.9	0.2193	5235	4.584	-0.37	5.79	5.3	4.91	4.34	3.96	3.92	3.92	4.02	0	nc	0.282	1.9
0.9	0.25099	5236	4.583	-0.37	5.79	5.3	4.9	4.33	3.96	3.91	3.91	4.02	0	nc	0.282	1.9
0.9	0.28268	5237	4.583	-0.37	5.79	5.29	4.9	4.33	3.96	3.91	3.91	4.02	0	nc	0.282	1.9
0.9	0.31436	5238	4.582	-0.37	5.79	5.29	4.9	4.33	3.96	3.91	3.91	4.02	0	nc	0.282	1.9
0.9	0.34605	5238	4.581	-0.37	5.78	5.29	4.9	4.33	3.95	3.91	3.91	4.02	0	nc	0.282	1.9
0.9	0.37774	5238	4.581	-0.36	5.78	5.29	4.9	4.33	3.95	3.91	3.91	4.01	0	nc	0.282	1.9
0.9	0.40943	5240	4.58	-0.36	5.78	5.29	4.89	4.32	3.95	3.91	3.9	4.01	0	nc	0.282	1.9
0.9	0.44112	5240	4.58	-0.36	5.78	5.28	4.89	4.32	3.95	3.9	3.9	4.01	0	nc	0.282	1.9
0.9	0.4728	5240	4.579	-0.36	5.78	5.28	4.89	4.32	3.95	3.9	3.9	4.01	0	nc	0.282	1.9
0.9	0.50449	5240	4.579	-0.36	5.78	5.28	4.89	4.32	3.95	3.9	3.9	4.01	0	nc	0.282	1.9
0.9	0.56787	5241	4.578	-0.36	5.77	5.28	4.89	4.32	3.94	3.9	3.9	4.01	0	nc	0.282	1.9
0.9	0.63124	5242	4.577	-0.36	5.77	5.28	4.88	4.31	3.94	3.9	3.9	4	0	nc	0.282	1.9
0.9	0.72631	5244	4.576	-0.36	5.76	5.27	4.88	4.31	3.94	3.89	3.89	4	0	nc	0.282	1.9
0.9	0.82137	5247	4.575	-0.36	5.76	5.27	4.87	4.31	3.94	3.89	3.89	4	0	nc	0.282	1.9
0.9	0.91644	5248	4.573	-0.35	5.75	5.26	4.87	4.3	3.93	3.89	3.89	3.99	0	nc	0.282	1.9
0.9	1.0115	5250	4.572	-0.35	5.75	5.26	4.87	4.3	3.93	3.88	3.88	3.99	0	nc	0.282	1.9
0.9	1.13825	5254	4.571	-0.35	5.74	5.25	4.86	4.29	3.92	3.88	3.88	3.99	0	nc	0.282	1.9
0.9	1.26501	5258	4.57	-0.35	5.73	5.24	4.85	4.29	3.92	3.87	3.87	3.98	0	nc	0.282	1.9
0.9	1.42345	5261	4.568	-0.34	5.72	5.24	4.85	4.28	3.91	3.87	3.87	3.98	0	nc	0.282	1.9
0.9	1.61358	5267	4.566	-0.34	5.71	5.22	4.84	4.28	3.91	3.86	3.86	3.97	0	nc	0.282	1.9
0.9	1.8037	5272	4.564	-0.34	5.7	5.22	4.83	4.27	3.9	3.86	3.86	3.96	0	nc	0.282	1.9
0.9	2.02552	5278	4.561	-0.33	5.69	5.2	4.82	4.26	3.89	3.85	3.85	3.95	0	nc	0.282	1.9
0.9	2.24734	5284	4.559	-0.33	5.67	5.19	4.81	4.25	3.88	3.84	3.84	3.95	0	nc	0.282	1.9
0.9	2.53253	5293	4.556	-0.32	5.66	5.18	4.79	4.24	3.87	3.83	3.83	3.94	0	nc	0.282	1.9
0.9	2.84941	5302	4.552	-0.32	5.64	5.16	4.78	4.22	3.86	3.82	3.82	3.92	0	nc	0.282	1.9
0.9	3.16629	5311	4.548	-0.31	5.62	5.14	4.76	4.21	3.85	3.81	3.81	3.91	0	nc	0.282	1.9
0.9	3.57824	5324	4.543	-0.3	5.59	5.12	4.74	4.19	3.84	3.79	3.79	3.9	0	nc	0.282	1.9
0.9	3.99018	5336	4.538	-0.29	5.57	5.09	4.72	4.17	3.82	3.78	3.78	3.88	0	nc	0.282	1.9
0.9	4.49719	5353	4.532	-0.28	5.53	5.06	4.69	4.15	3.8	3.76	3.76	3.86	0	nc	0.282	1.9
0.9	5.03589	5370	4.525	-0.27	5.49	5.03	4.66	4.12	3.78	3.74	3.74	3.84	0	nc	0.282	1.9
0.9	5.63796	5390	4.516	-0.25	5.45	4.99	4.62	4.09	3.75	3.71	3.71	3.81	0	nc	0.282	1.9
0.9	6.3351	5415	4.506	-0.23	5.4	4.94	4.58	4.06	3.72	3.68	3.68	3.78	0	nc	0.282	1.9
0.9	7.09561	5443	4.494	-0.21	5.34	4.89	4.53	4.01	3.68	3.64	3.64	3.74	0	nc	0.282	1.9
0.9	7.95119	5475	4.478	-0.19	5.27	4.83	4.47	3.96	3.63	3.59	3.6	3.69	0	nc	0.282	1.9
0.9	8.93352	5517	4.458	-0.15	5.17	4.74	4.39	3.89	3.57	3.53	3.54	3.63	0	nc	0.282	1.9
0.9	10.0109	5564	4.431	-0.11	5.06	4.63	4.29	3.8	3.49	3.45	3.46	3.55	0	nc	0.282	1.9
0.95	0.00101	4303	3.698	0.2	4.82	4.12	3.53	2.66	2.08	2	1.96	2.12	0	nc	0.282	1.9
0.95	0.00112	4296	3.727	0.17	4.92	4.21	3.61	2.73	2.15	2.06	2.02	2.19	0	nc	0.282	1.9
0.95	0.00128	4288	3.76	0.13	5.03	4.32	3.71	2.82	2.23	2.14	2.1	2.27	0	nc	0.282	1.9
0.95	0.00143	4282	3.789	0.1	5.13	4.42	3.79	2.89	2.29	2.2	2.17	2.34	0	nc	0.282	1.9
0.95	0.00159	4275	3.818	0.07	5.23	4.51	3.87	2.96	2.36	2.27	2.23	2.41	0	nc	0.282	1.9
0.95	0.00181	4266	3.851	0.03	5.34	4.62	3.96	3.04	2.44	2.34	2.31	2.49	0	nc	0.282	1.9
0.95	0.00201	4258	3.879	0	5.44	4.71	4.05	3.12	2.5	2.41	2.37	2.56	0	nc	0.282	1.9
0.95	0.00224	4250	3.908	-0.03	5.54	4.81	4.13	3.19	2.57	2.48	2.44	2.63	0	nc	0.282	1.9
0.95	0.00254	4239	3.941	-0.07	5.66	4.92	4.23	3.27	2.65	2.55	2.52	2.71	0	nc	0.282	1.9
0.95	0.00283	4230	3.969	-0.1	5.77	5.02	4.31	3.34	2.72	2.62	2.58	2.78	0	nc	0.282	1.9
0.95	0.00321	4219	4.003	-0.14	5.88	5.14	4.41	3.43	2.79	2.69	2.66	2.86	0	nc	0.282	1.9
0.95	0.00357	4211	4.031	-0.17	5.97	5.22	4.49	3.5	2.87	2.77	2.73	2.93	0	nc	0.282	1.9
0.95	0.00399	4203	4.059	-0.2	6.06	5.31	4.57	3.58	2.94	2.84	2.8	3	0	nc	0.282	1.9
0.95	0.00453	4197	4.091	-0.24	6.16	5.41	4.66	3.66	3.02	2.92	2.89	3.09	0	nc	0.282	1.9
0.95	0.00504	4192	4.118	-0.27	6.24	5.49	4.73	3.73	3.09	2.99	2.95	3.15	0	nc	0.282	1.9
0.95	0.00569	4188	4.148	-0.3	6.33	5.57	4.81	3.81	3.17	3.07	3.03	3.23	0	nc	0.282	1.9
0.95	0.0064	4187	4.176	-0.33	6.4	5.65	4.88	3.88	3.24	3.14	3.1	3.3	0	nc	0.282	1.9
0.95	0.00717	4189	4.203	-0.35	6.46	5.71	4.94	3.95	3.31	3.2	3.17	3.36	0	nc	0.282	1.9
