SOURCE_KEY	NAME	RA	DEC	SDSS_RA	SDSS_RA_E	SDSS_DEC	SDSS_DEC_E	SDSS_DESIGNATION	SDSS_EPOCH	SDSS_R	SDSS_R_UNC	SDSS_I	SDSS_I_UNC	SDSS_Z	SDSS_Z_UNC	2MASS_RA	2MASS_RA_E	2MASS_DEC	2MASS_DEC_E	2MASS_DESIGNATION	2MASS_EPOCH	2MASS_J	2MASS_J_UNC	2MASS_H	2MASS_H_UNC	2MASS_KS	2MASS_KS_UNC	WISE_RA	WISE_RA_E	WISE_DEC	WISE_DEC_E	WISE_DESIGNATION	WISE_EPOCH	WISE_W1	WISE_W1_UNC	WISE_W2	WISE_W2_UNC	UKIDSS_RA	UKIDSS_RA_E	UKIDSS_DEC	UKIDSS_DEC_E	UKIDSS_DESIGNATION	UKIDSS_EPOCH	UKIDSS_Y	UKIDSS_Y_UNC	UKIDSS_J	UKIDSS_J_UNC	UKIDSS_H	UKIDSS_H_UNC	UKIDSS_K	UKIDSS_K_UNC
10660	2MASS J09352803-2934596	143.86674	-29.583195																			14.036	0.029	13.312	0.029	12.822	0.027																								
10661	Gl357	144.00671	-21.660305																			7.337	0.034	6.74	0.033	6.475	0.017																								
10662	2MASSI J0937347+293142	144.39529	29.528027																			14.648	0.036	14.703	0.068	15.267	0.13																								
10663	2MASS J09384022-2748184	144.66759	-27.805111																			12.992	0.022	12.326	0.021	11.878	0.021																								
10664	SDSS J09385888+0443439	144.74533	4.7288613																			15.24	0.05	14.5	0.05	14	0.07																								
10665	2MASS J09393548-2448279	144.89783	-24.807749																			15.98	0.106	15.797	0.15	16.556																									
10666	2MASS J09395909-3817217	144.9962	-38.28936																			15.09	0.042	14.47	0.043	14.075	0.062																								
10667	SDSS J09404788+2946530	145.19951	29.781389																			15.29	0.07	14.34	0.06	13.92	0.05																								
10668	2MASS J0941115+425403	145.2982	42.900864																			16.711	0.175	15.491	0.136	14.639																									
10669	SDSS J09413492+1009421	145.39549	10.161695																			14.58	0.02	13.78	0.03	13.37	0.04																								
10670	2MASSW J0944027+313132	146.01163	31.525778																			15.495	0.048	14.629	0.047	14.007	0.042																								
10671	2MASS 09474477+0224327	146.93654	2.4090834																			13.174	0.026	12.485	0.024	12.079	0.027																								
10672	2MASS J09490860-1545485	147.28583	-15.763473																			16.149	0.117	15.262	0.114	15.227	0.168																								
10673	LSPM J0949+1746	147.32225	17.782166																			15.26	0.056	14.728	0.079	14.579	0.087																								
10674	LHS 2195	147.34262	8.1125002																			12.305	0.023	11.633	0.025	11.206	0.029																								
10675	LSPM J0950+0540	147.51779	5.6828332																			15.969	0.104	15.613	0.147	15.321	0.188																								
10676	LP 261-75A	147.76913	35.969391																			10.577	0.021	9.96	0.019	9.69	0.019																								
10677	LP 261-75B	147.77287	35.967251																			17.225	0.209	15.895	0.138	15.138	0.134																								
10678	2MASS J09524622+0620410	148.1926	6.3447223																			12.453	0.024	11.832	0.022	11.458	0.024																								
10679	WISE J095259.29+195508.1	148.24704	19.918917																			17.293	0.179	17.166		16.447																									
10680	2MASS J09532126-1014205	148.33858	-10.239028																			13.469	0.028	12.644	0.027	12.142	0.022																								
10681	NLTT 22851A	148.35092	5.4502497																			13.18	0.029	12.567	0.031	12.291	0.03																								
10682	NLTT 22851B	148.35229	5.4495277																			15.666	0.089	14.96	0.065	14.386	0.081																								
10683	LSPM J0956+1759	149.01654	17.99575																			15.46	0.056	14.939	0.081	14.751	0.102																								
10684	GSC 05479-01188	149.13724	-10.02225																			7.241	0.023	6.399	0.042	5.749	0.2																								
10685	WISE J095729.41+462413.5	149.37253	46.403614																			16.25	0.11	16.25	0.11	16.25	0.11																								
10686	SDSS J100319.17-010508.15	150.82988	-1.0855833																			12.33	0.02	11.67	0.02	11.24	0.02																								
10687	G 196-3B	151.08609	50.383221																			14.831	0.046	13.648	0.043	12.778	0.034																								
10688	G 196-3A	151.08951	50.387085																			8.081	0.026	7.413	0.016	7.199	0.016																								
10689	LHS 5166A	151.16162	-33.586472																			9.849	0.024	9.303	0.023	9.026	0.021																								
10690	LHS 5166B	151.16371	-33.588554																			14.48	0.035	13.49	0.036	12.924	0.024																								
10691	2MASS J1006406+215253	151.66917	21.88139																			15.997	0.077	15.84	0.156	15.503	0.166																								
10692	SDSS J100711.74+193056.2	151.79938	19.515638																			16.871	0.157	15.755	0.149	14.997	0.101																								
10693	2MASS J10073369-4555147	151.89038	-45.92075																			15.653	0.068	15.686	0.122	15.56	0.229																								
10694	2MASS J1008297+205714	152.12375	20.95389																			15.969	0.085	15.236	0.111	15.417	0.186																								
10695	WISE J100926.40+354137.5	152.36	35.693752																			15.11	0.04	14.47	0.05	14.13	0.07																								
10696	2MASSI J1010148-040649	152.56168	-4.1138611																			15.508	0.059	14.385	0.037	13.619	0.046																								
10697	2MASS J1010500+001754	152.70834	0.29833332																			15.745	0.072	15.062	0.084	15.091	0.153																								
10698	2MASS J1012087+030245	153.03624	3.0458333																			15.989	0.1	15.77	0.156	16.482																									
10699	Gliese 382	153.07463	-3.7454166																			5.888	0.021	5.258	0.016	5.015	0.02																								
10700	SSSPM 1013-1356	153.28058	-13.939																			14.621	0.032	14.382	0.049	14.398	0.078																								
10701	2MASS J10142075-4018329	153.58646	-40.309139																			14.882	0.041	14.095	0.039	13.682	0.045																								
10702	LSPM J1015+4758	153.91634	47.974583																			14.488	0.029	14.058	0.037	13.773	0.052																								
10703	LHS 2243	154.14458	27.863806																			11.987	0.015	11.331	0.02	10.955	0.016																								
10704	2MASSI J1017075+130839	154.28142	13.144389																			14.096	0.024	13.284	0.027	12.71	0.023																								
10705	LSPM J1017+4654	154.31509	46.901836																			15.507	0.064	15.04	0.093	14.967	0.167																								
10706	TWA 22AB	154.36205	-53.907364																			8.554	0.021	8.085	0.046	7.689	0.021																								
10707	SDSS J10174251+4310579	154.42714	43.182751																			15.55	0.07	14.89	0.08	14.52	0.1																								
10708	2MASSW J1018588-290953	154.74496	-29.164833																			14.213	0.03	13.418	0.024	12.796	0.023																								
10709	WISE J101905.62+652954.2	154.77342	65.498383																			16.554	0.149	16.328		17.016																									
10710	DENIS J1019245-270717	154.85196	-27.121416																			13.526	0.03	12.906	0.023	12.471	0.022																								
10711	SDSS J102109.69-030420.1	155.29037	-3.0721388																			16.253	0.091	15.346	0.101	15.126	0.173																								
10712	2MASS 10213232-2044069	155.38467	-20.73525																			13.193	0.024	12.492	0.022	12.068	0.026																								
10713	2MASS J10220489+0200477	155.52037	2.0132501																			14.1	0.032	13.398	0.032	12.899	0.032																								
10714	HD 89744B	155.56204	41.240723																			14.901	0.037	14.022	0.033	13.608	0.039																								
10715	2MASS J10224821+5825453	155.70087	58.429253																			13.499	0.026	12.642	0.032	12.16	0.025																								
10716	WISE J10230404+1556164	155.76683	15.937889																			13.94	0.024	13.39	0.027	12.97	0.024																								
10717	SDSS J102552.43+321234.0	156.4678	32.209694																			15.913		15.593	0.167	15.072	0.184																								
10718	1025+3212 Background Source	156.4678	32.209694																			15.913		15.593	0.167	15.072	0.184																								
10719	DENIS1027-1820	156.9427	-18.348139																			15.078	0.043	14.366	0.054	13.893	0.049																								
10720	LHS 2272	157.23145	0.84097219																			6.176	0.021	5.605	0.033	5.311	0.023																								
10721	2MASSI J1029216+162652	157.34021	16.447943																			14.294	0.027	13.331	0.027	12.623	0.021																								
10722	ULAS J1029+0935	157.41879	9.5872498																			17.32	0.01	17.63	0.02																										
10723	SDSS J103026.78+021306.4	157.61157	2.21825																			16.889		16.175	0.189	15.079																									
10724	2MASS J10315064+3349595	157.961	33.833195																			15.923	0.076	14.838	0.067	14.364	0.054																								
10725	2MASS J10321505-3828077	158.06271	-38.468807																			11.84	0.03	11.28	0.03	10.99	0.03																								
10726	2MASS J10323607-2813268	158.1503	-28.224112																			14.681	0.052	13.907	0.045	12.681	0.034																								
10727	2MASS J10325882-3742210	158.2451	-37.705833																			12.54	0.03	11.95	0.03	11.62	0.03																								
10728	SDSS J10330910+1216259	158.28793	12.273861																			15.07	0.04	14.44	0.05	13.95	0.05																								
10729	SDSS J103321.92+400549.5	158.34108	40.097195																			16.644	0.162	15.874	0.181	15.408																									
10730	2MASS J10334372-3337056	158.43216	-33.618221																			16.362	0.062	15.85	0.088	15.536	0.101																								
10731	SDSS J10340567+0350163	158.52364	3.8378611																			14.7	0.04	14.02	0.04	13.63	0.05																								
10732	2MASSW J1035245+250745	158.85229	25.129168																			14.758	0.028	13.911	0.031	13.286	0.028																								
10733	WISE J103602.80+030615.6	159.01167	3.1041665																			15.97	0.1	15.97	0.1	15.97	0.1																								
10734	2MASSW J1036530-344138	159.22105	-34.69389																			15.622	0.048	14.446	0.035	13.798	0.043																								
10735	2MASS J10371046-3505015	159.29359	-35.083748																			11.668	0.023	11.113	0.024	10.803	0.021																								
10736	1037-2935	159.41397	-29.592667																																																
10737	WISE J103907.73-160002.9	159.78221	-16.000805																			17.26	0.12	17.19	0.2	17.13																									
10738	SDSS J103931.35+325625.5	159.88071	32.940639																			16.405	0.148	15.335	0.111	15.151	0.159																								
10739	2MASS J10430758+2225236	160.78159	22.423222																			15.965	0.065	14.725	0.04	13.991	0.041																								
10740	SDSS J104335.08+121314.1	160.89616	12.220805																			15.997	0.088	14.969	0.077	14.258	0.066																								
10741	2MASS J10440642-3712425A	161.02675	-37.211807																			13.65	0.05	13.15	0.06	12.72	0.05																								
10742	SDSS J104409.43+042937.6	161.03926	4.4937778																			15.881	0.077	14.95	0.074	14.259	0.086																								
10743	2MASSI J1045240-014957	161.35001	-1.8326666																			13.16	0.024	12.352	0.025	11.78	0.023																								
10744	2MASS J10454932+1254541	161.45549	12.915028																			15.573	0.048	14.927	0.06	14.412	0.07																								
10745	TWA 36	161.46526	-28.326363																			12.82	0.02	12.31	0.03	11.94	0.03																								
10746	DENIS J104617.0-421237	161.57095	-42.210335																			14.292	0.032	13.666	0.024	13.285	0.032																								
10747	2MASS J10461875+4441149	161.57811	44.687473																			15.622	0.057	14.656	0.058	14.13	0.053																								
10748	2MASS J10462067+2354307	161.58612	23.908527																			15.971	0.062	15.531	0.085	15.365	0.131																								
10749	2MASS J10465866-2705048	161.74442	-27.084667																			13.48	0.04	12.85	0.03	12.45	0.03																								
10750	LP 213-67	161.80272	40.445473																			11.384	0.022	10.777	0.019	10.399	0.018																								
10751	LP 213-68	161.80754	40.447029																			12.436	0.022	11.696	0.019	11.254	0.018																								
10752	DENIS-P J1047-1815	161.87952	-18.265917																			14.199	0.029	13.423	0.03	12.891	0.03																								
10753	2MASSI J1047538+212423	161.97438	21.4065																			15.819	0.059	15.797	0.12	16.408																									
10754	SDSS J104829.21+091937.8	162.12192	9.3270273																			16.594	0.151	15.898	0.159	16.365																									
10755	SDSS J104842.84+011158.5	162.17838	1.1994445																			12.924	0.023	12.14	0.021	11.623	0.024																								
10756	WISE J104915.57-531906.1A	162.31488	-53.318359																			11.511	0.028	10.396	0.026	9.559	0.029																								
10757	WISE J104915.57-531906.1B	162.31488	-53.318359																			11.233	0.028	10.369	0.028	9.767	0.029																								
