DATA_KEY	SOURCE_KEY	DATA_FILE	INSTRUMENT	OBSERVATION_DATE	OBSERVATION_TIME	JULIAN_DATE	PROGRAM_NUMBER	PROGRAM_PI	OBSERVER	RESOLUTION	AIRMASS	REDUCTION_SPEXTOOL_VERSION	REDUCTION_PERSON	REDUCTION_DATE	QUALITY_FLAG	MEDIAN_SNR	SPEX_TYPE	SPEX_GRAVITY_CLASSIFICATION	PUBLISHED	DATA_REFERENCE	NOTE
11610	10466	11610_10466.fits	SpeX prism	20120201		55958.5				120					OK	314	L9.0		Y	2013PASP..125..809T	
11611	10532	11611_10532.fits	SpeX prism	20120212		55969.5				120					OK	95	M8.0	INT-G	Y	2013PASP..125..809T	
11612	10695	11612_10695.fits	SpeX prism	20120212		55969.5				120					OK	95	M8.0	INT-G	Y	2013PASP..125..809T	
11613	11119	11613_11119.fits	SpeX prism	20120212		55969.5				120					POOR	22	L9.0		Y	2013PASP..125..809T	
11614	11182	11614_11182.fits	SpeX prism	20120212		55969.5				120					POOR	12	L9.0		Y	2013PASP..125..809T	
11615	11213	11615_11213.fits	SpeX prism	20120212		55969.5				120					OK	34	L2.0	INT-G	Y	2013PASP..125..809T	
11616	10487	11616_10487.fits	SpeX prism	20120213		55970.5				120					OK	22	T0.0		Y	2013ApJS..205....6M	
11617	10737	11617_10737.fits	SpeX prism	20120213		55970.5				120					OK	3	T7.0		Y	2013ApJS..205....6M	
11618	11023	11618_11023.fits	SpeX prism	20120213		55970.5				120					OK	10	T3.0		Y	2013ApJS..205....6M	
11619	11107	11619_11107.fits	SpeX prism	20120213		55970.5				120					POOR	14	L8.0		Y	2013PASP..125..809T	
11620	10333	11620_10333.fits	SpeX prism	20120216	06 34 6.2002295	55973.774				120	1.128	v3.4			OK	223	L4.0	FLD-G	Y	2013ApJ...776..126C	
11621	10337	11621_10337.fits	SpeX prism	20120216	05 56 2.9897298	55973.747				120	1.12	v3.4			OK	128	L3.0	FLD-G	Y	2013ApJ...776..126C	
11622	10466	11622_10466.fits	SpeX prism	20120216	07 10 43.698020	55973.799				120	1.009	v3.4			OK	195	L9.0		Y	2013ApJ...776..126C	
11623	10481	11623_10481.fits	SpeX prism	20120216	08 15 3.4907448	55973.844				120	1.493	v3.4			OK	104	L1.0	FLD-G	Y	2013ApJ...776..126C	
11624	10752	11624_10752.fits	SpeX prism	20120430	08 01 7.3173692	56047.834			Allers	75	1.382	v3.4			OK	57	L0.0	FLD-G	Y	2013ApJ...772...79A	
11625	11065	11625_11065.fits	SpeX prism	20120506		56053.5				75					OK	171	M8.0	FLD-G	Y	2012ApJ...760..152L	
11626	10896	11626_10896.fits	SpeX prism	20120513		56060.5				120					OK	9	T6.0		Y	2013ApJS..205....6M	
11627	10949	11627_10949.fits	SpeX prism	20120513		56060.5				120					OK	5	T6.0		Y	2013ApJS..205....6M	
11628	10960	11628_10960.fits	SpeX prism	20120513		56060.5				120					POOR	8			Y	2013PASP..125..809T	
11629	11009	11629_11009.fits	SpeX prism	20120513		56060.5				120					OK	9	T5.0		Y	2013ApJS..205....6M	
11630	11484	11630_11484.fits	SpeX prism	20120528		56075.5				120					OK	28	T1.0		Y	2013ApJS..205....6M	
11631	10764	11631_10764.fits	SpeX prism	20120530	05 51 40.076586	56077.744			Burgasser	75	1.281	v3.4			OK	102	L1.0	FLD-G	Y	2014ApJ...794..143B	
11632	10963	11632_10963.fits	SpeX prism	20120530	06 16 7.4466995	56077.761			Burgasser	75	1.058	v3.4			POOR	8	L6.0	INT-G	N	BURGASSER-NP	
11633	10964	11633_10964.fits	SpeX prism	20120530	09 38 35.119008	56077.902			Burgasser	75	1.296	v3.4			OK	60	M9.0	INT-G	Y	2014ApJ...794..143B	
11634	10997	11634_10997.fits	SpeX prism	20120530	06 37 22.574413	56077.776			Burgasser	75	1.169	v3.4			OK	82	M9.0	INT-G	Y	2014ApJ...794..143B	
11635	11000	11635_11000.fits	SpeX prism	20120530	07 12 23.163518	56077.8			Burgasser	75	1.079	v3.4			OK	65	L2.0	FLD-G	Y	2014ApJ...794..143B	
11636	11001	11636_11001.fits	SpeX prism	20120530	10 25 6.0030850	56077.934			Burgasser	75	1.445	v3.4			OK	56	L0.0	FLD-G	Y	2014ApJ...794..143B	
11637	11017	11637_11017.fits	SpeX prism	20120530	08 51 14.352524	56077.869			Burgasser	75	1.272	v3.4			OK	101	M8.0	INT-G	Y	2014ApJ...794..143B	
11638	11021	11638_11021.fits	SpeX prism	20120530	08 06 0.76661400	56077.838			Burgasser	75	2.034	v3.4			POOR	22	L1.0	INT-G	N	BURGASSER-NP	
11639	11103	11639_11103.fits	SpeX prism	20120530	11 43 1.9711112	56077.988			Burgasser	75	1.371	v3.4			OK	91	M8.0	FLD-G	Y	2014ApJ...794..143B	
11640	11150	11640_11150.fits	SpeX prism	20120530	11 04 10.337128	56077.961			Burgasser	75	1.353	v3.4			OK	215	M8.0	FLD-G	Y	2014ApJ...794..143B	
11641	11317	11641_11317.fits	SpeX prism	20120530	13 55 38.112850	56078.08			Burgasser	75	1.329	v3.4			OK	73	M8.0	INT-G	Y	2014ApJ...794..143B	
11642	11354	11642_11354.fits	SpeX prism	20120530	13 18 57.479048	56078.055			Burgasser	75	1.335	v3.4			OK	230	M8.0	INT-G	N	GIZIS-NP	
11643	11414	11643_11414.fits	SpeX prism	20120530	12 24 40.943887	56078.017			Burgasser	75	1.399	v3.4			OK	101	M8.0:	INT-G	N	GIZIS-NP	
11644	11466	11644_11466.fits	SpeX prism	20120530	14 58 44.350445	56078.124			Burgasser	75	1.466	v3.4			OK	34	M8.0	FLD-G	N	BURGASSER-NP	
11645	11468	11645_11468.fits	SpeX prism	20120530	14 58 44.350445	56078.124			Burgasser	75	1.466	v3.4			OK	52	M8.0	INT-G	N	BURGASSER-NP	
11646	11467	11646_11467.fits	SpeX prism	20120530	14 58 44.350445	56078.124			Burgasser	75	1.466	v3.4			OK	31	M8.0	FLD-G	N	BURGASSER-NP	
11647	10106	11647_10106.fits	SpeX prism	20120709	15 06 52.064378	56118.13			Burgasser	120	1.114	v3.4			POOR	29	L5.0	FLD-G	N	BURGASSER-NP	
11648	10963	11648_10963.fits	SpeX prism	20120709	07 02 56.432483	56117.794			Burgasser	120	1.287	v3.4			OK	59	L5.0	FLD-G	Y	2014ApJ...794..143B	
11649	11002	11649_11002.fits	SpeX prism	20120709	05 41 30.152697	56117.737			Burgasser	120	1.63	v3.4			OK	90	L2.0	FLD-G	Y	2014ApJ...794..143B	
11650	11057	11650_11057.fits	SpeX prism	20120709	08 17 9.3304377	56117.845			Burgasser	120	1.515	v3.4			OK	132	L3.0	FLD-G	Y	2014ApJ...794..143B	
11651	11073	11651_11073.fits	SpeX prism	20120709	06 21 39.578356	56117.765			Burgasser	120	1.207	v3.4			OK	68	L3.0	FLD-G	Y	2014ApJ...794..143B	
11652	11149	11652_11149.fits	SpeX prism	20120709	07 45 25.960591	56117.823			Burgasser	120	1.043	v3.4			OK	105	L5.0	FLD-G	Y	2014ApJ...794..143B	
11653	11163	11653_11163.fits	SpeX prism	20120709	08 56 9.8450397	56117.872			Burgasser	120	1.157	v3.4			OK	84	L5.0	FLD-G	N	BURGASSER-NP	
11654	11257	11654_11257.fits	SpeX prism	20120709	09 28 57.933708	56117.895			Burgasser	120	1.134	v3.4			OK	131	L1.0	INT-G	Y	2014ApJ...794..143B	
11655	11274	11655_11274.fits	SpeX prism	20120709	09 52 20.231864	56117.911			Burgasser	120	1.139	v3.4			OK	113	L3.0	FLD-G	Y	2014ApJ...794..143B	
11656	11289	11656_11289.fits	SpeX prism	20120709	10 59 37.060417	56117.958			Burgasser	120	1.317	v3.4			BG	5			N	BURGASSER-NP	
11657	11290	11657_11290.fits	SpeX prism	20120709	10 41 5.2846195	56117.945			Burgasser	120	1.251	v3.4			OK	114	L1.0	FLD-G	N	BURGASSER-NP	
11658	11293	11658_11293.fits	SpeX prism	20120709	12 36 56.658438	56118.026			Burgasser	120	2.136	v3.4			OK	44	L0.0	INT-G	Y	2014ApJ...794..143B	
11659	11362	11659_11362.fits	SpeX prism	20120709	13 48 10.626915	56118.075			Burgasser	120	2.31	v3.4			OK	64	L5.0	FLD-G	Y	2014ApJ...794..143B	
11660	11373	11660_11373.fits	SpeX prism	20120709	13 22 30.887018	56118.057			Burgasser	120	3.221	v3.4			OK	690			N	BURGASSER-NP	
11661	11378	11661_11378.fits	SpeX prism	20120709	13 09 22.484087	56118.048			Burgasser	120	2.794	v3.4			OK	117	L3.0	FLD-G	Y	2014ApJ...794..143B	
11662	11430	11662_11430.fits	SpeX prism	20120709	14 30 13.273290	56118.104			Burgasser	120	1.698	v3.4			OK	56	T6.0		N	BURGASSER-NP	
11663	11158	11663_11158.fits	SpeX prism	20120717		56125.5				120					OK	440	M4.0		Y	2013PASP..125..809T	
11664	11268	11664_11268.fits	SpeX prism	20120717		56125.5				120					OK	524	M3.0		Y	2013PASP..125..809T	
11665	11295	11665_11295.fits	SpeX prism	20120717		56125.5				120					OK	363	M5.0		Y	2013PASP..125..809T	
11666	11082	11666_11082.fits	SpeX prism	20120719		56127.5				120					OK	52	M7.0	INT-G	Y	2013PASP..125..809T	
11667	11141	11667_11141.fits	SpeX prism	20120719		56127.5				120					OK	95	M1.0		Y	2013PASP..125..809T	
11668	11314	11668_11314.fits	SpeX prism	20120719		56127.5				120					OK	161	M0.0		Y	2013PASP..125..809T	
11669	11355	11669_11355.fits	SpeX prism	20120719		56127.5				120					OK	83	L7.0	INT-G	Y	2014AJ....147...34S	
11670	11134	11670_11134.fits	SpeX prism	20120723		56131.5				120					OK	133	M4.0		Y	2013PASP..125..809T	
11671	11199	11671_11199.fits	SpeX prism	20120723		56131.5				120					OK	293	M5.0		Y	2013PASP..125..809T	
11672	11201	11672_11201.fits	SpeX prism	20120723		56131.5				120					OK	525	M3.0		Y	2013PASP..125..809T	
11673	11203	11673_11203.fits	SpeX prism	20120723		56131.5				120					OK	508	M3.0		Y	2013PASP..125..809T	
11674	11235	11674_11235.fits	SpeX prism	20120723		56131.5				120					OK	145	L1.0	INT-G	Y	2013PASP..125..809T	
11675	11345	11675_11345.fits	SpeX prism	20120723		56131.5				120					OK	89	L2.0	FLD-G	Y	2013PASP..125..809T	
11676	11364	11676_11364.fits	SpeX prism	20120723		56131.5				120					OK	139			Y	2013PASP..125..809T	
11677	11385	11677_11385.fits	SpeX prism	20120723		56131.5				120					POOR	56	T0.0		Y	2013ApJS..205....6M	
11678	11404	11678_11404.fits	SpeX prism	20120723		56131.5				120					OK	407	M0.0		Y	2013PASP..125..809T	
11679	10130	11679_10130.fits	SpeX prism	20120817	11 43 12.934374	56156.988			Faherty	120	1.2	v3.4			OK	37	M5.0		N	FAHERTY-NP	
11680	10153	11680_10153.fits	SpeX prism	20120817	12 43 44.665845	56157.03			Faherty	120	1.088	v3.4			OK	62	M7.0	FLD-G	N	FAHERTY-NP	
11681	10195	11681_10195.fits	SpeX prism	20120817	13 48 30.507076	56157.075			Faherty	120	1.229	v3.4			OK	18	L1.0	FLD-G	N	FAHERTY-NP	
11682	11433	11682_11433.fits	SpeX prism	20120817	09 49 9.0236567	56156.909			Faherty	120	1.166	v3.4			BG	13			N	FAHERTY-NP	
11683	11457	11683_11457.fits	SpeX prism	20120817	07 22 43.977744	56156.807			Faherty	120	1.168	v3.4			POOR	116	M8.0	VL-G	N	FAHERTY-NP	
11684	11462	11684_11462.fits	SpeX prism	20120817	11 11 54.385676	56156.967			Faherty	120	1.393	v3.4			OK	44	M7.0	VL-G	N	FAHERTY-NP	
11685	10134	11685_10134.fits	SpeX prism	20120818	12 29 52.475426	56158.021			Burgasser	120	1.155	v3.4			OK	55	M8.0	FLD-G	Y	BURGASSER-NP	
11686	10238	11686_10238.fits	SpeX prism	20120818	12 57 13.942281	56158.04			Faherty	120	1.218	v3.4			OK	78	M8.0	FLD-G	N	FAHERTY-NP	
11687	10256	11687_10256.fits	SpeX prism	20120818	13 22 39.682488	56158.057			Faherty	120	1.573	v3.4			OK	21	M7.0	VL-G	N	FAHERTY-NP	
11688	10281	11688_10281.fits	SpeX prism	20120818	13 49 43.892012	56158.076			Faherty	120	1.188	v3.4			OK	37	M6.0		N	FAHERTY-NP	
11689	11315	11689_11315.fits	SpeX prism	20120818	08 35 39.337767	56157.858			Faherty	120	1.285	v3.4			OK	44	M7.0	INT-G	N	FAHERTY-NP	
11690	11212	11690_11212.fits	SpeX prism	20120830	06 40 7.6443175	56169.778			Faherty	75	1.294	v3.4			POOR	18	M8.0	INT-G	N	FAHERTY-NP	
11691	11337	11691_11337.fits	SpeX prism	20120830	07 24 1.6838505	56169.808			Faherty	75	1.238	v3.4			BG	8			N	FAHERTY-NP	
11692	11329	11692_11329.fits	SpeX prism	20120831	07 21 13.122136	56170.806			Faherty	75	1.307	v3.4			OK	20	M6.0		N	FAHERTY-NP	
11693	11334	11693_11334.fits	SpeX prism	20120831	08 11 54.879017	56170.842			Faherty	75	1.738	v3.4			OK	32	M5.0		N	FAHERTY-NP	
11694	10049	11694_10049.fits	SpeX prism	20120920	12 28 44.360348	56191.02			Allers	120	1.141	v3.4			OK	57	L0.0	VL-G	Y	2013ApJ...772...79A	
11695	10203	11695_10203.fits	SpeX prism	20120920	14 23 53.623261	56191.1			Allers	120	1.167	v3.4			OK	26	L2.0	VL-G	Y	2013ApJ...772...79A	
11696	10437	11696_10437.fits	SpeX prism	20120920	13 50 2.6075009	56191.076			Allers	120	1.555	v3.4			OK	64	L6.0	VL-G	Y	2013ApJ...772...79A	
11697	11473	11697_11473.fits	SpeX prism	20120920	08 45 49.060891	56190.865				75	1.149	v3.4			OK	44	T1.0		Y	2013ApJ...777...84B	
11698	10056	11698_10056.fits	SpeX prism	20120924	10 17 0.83236140	56194.928				75	1.273	v3.4			OK	58	L9.0		Y	2013ApJ...777...84B	
11699	10088	11699_10088.fits	SpeX prism	20120925	11 27 23.509897	56195.977			Burgasser	120	1.076	v3.4			OK	84	L1.0	FLD-G	Y	2014ApJ...794..143B	
11700	10094	11700_10094.fits	SpeX prism	20120925	11 48 11.099928	56195.992			Burgasser	120	1.167	v3.4			OK	68	L1.0	FLD-G	Y	2014ApJ...794..143B	
11701	10126	11701_10126.fits	SpeX prism	20120925	12 22 11.710898	56196.015			Burgasser	120	1.031	v3.4			OK	48	L6.0	INT-G	Y	2014ApJ...794..143B	
11702	10182	11702_10182.fits	SpeX prism	20120925	12 57 41.063988	56196.04			Burgasser	120	1.023	v3.4			OK	87	L5.0	FLD-G	Y	2014ApJ...794..143B	
11703	10215	11703_10215.fits	SpeX prism	20120925	13 32 4.7595551	56196.064			Burgasser	120	1.089	v3.4			OK	76	L9.0		Y	2014ApJ...794..143B	
11704	10250	11704_10250.fits	SpeX prism	20120925	15 03 24.556207	56196.127			Burgasser	120	1.133	v3.4			OK	40	L7.0	VL-G	Y	2014ApJ...794..143B	
11705	10255	11705_10255.fits	SpeX prism	20120925	14 00 57.174867	56196.084			Burgasser	120	1.336	v3.4			OK	99	L3.0	FLD-G	Y	2014ApJ...794..143B	
11706	10259	11706_10259.fits	SpeX prism	20120925	15 29 41.388652	56196.146			Burgasser	120	1.18	v3.4			OK	443	L1.0	FLD-G	Y	2014ApJ...794..143B	
11707	10277	11707_10277.fits	SpeX prism	20120925	15 39 47.040769	56196.153			Burgasser	120	1.166	v3.4			OK	303	M8.0	INT-G	Y	2014ApJ...794..143B	
11708	10360	11708_10360.fits	SpeX prism	20120925	14 35 12.470161	56196.108			Burgasser	120	1.36	v3.4			OK	320	L1.0	FLD-G	Y	2014ApJ...794..143B	
11709	10490	11709_10490.fits	SpeX prism	20120926	15 05 14.463961	56197.129				120	1.166	v3.4			OK	73	T0.0		Y	2013ApJ...777...84B	
11710	11307	11710_11307.fits	SpeX prism	20120926	04 47 33.898049	56196.7			Allers	120	1.083	v3.4			OK	28	L1.0	VL-G	Y	2013ApJ...772...79A	
11711	11410	11711_11410.fits	SpeX prism	20120926	06 38 41.558621	56196.777				75	1.395	v3.4			OK	83	L9.0		Y	2013ApJ...777...84B	
11712	10041	11712_10041.fits	SpeX prism	20120927	09 34 33.253519	56197.899				120	1.088	v3.4			OK	75	M8.0	FLD-G	Y	2014ApJ...794..143B	
11713	10069	11713_10069.fits	SpeX prism	20120927	10 03 41.353771	56197.919				120	1.013	v3.4			OK	75	L1.0	FLD-G	Y	2014ApJ...794..143B	
11714	10112	11714_10112.fits	SpeX prism	20120927	10 41 27.955093	56197.945				120	1.01	v3.4			OK	53	M8.0	INT-G	Y	2014ApJ...794..143B	
11715	10161	11715_10161.fits	SpeX prism	20120927	11 07 17.253944	56197.963				120	1.019	v3.4			OK	92	M9.0	FLD-G	Y	2014ApJ...794..143B	
11716	10177	11716_10177.fits	SpeX prism	20120927	11 26 41.081572	56197.977				120	1.016	v3.4			OK	116	L2.0	FLD-G	Y	2014ApJ...794..143B	
11717	10197	11717_10197.fits	SpeX prism	20120927	14 03 39.800597	56198.086				120	1.105	v3.4			OK	64	L2.0	FLD-G	Y	2014ApJ...794..143B	
11718	10212	11718_10212.fits	SpeX prism	20120927	12 22 6.5435445	56198.015				120	1.139	v3.4			OK	95	L1.0	FLD-G	Y	2014ApJ...794..143B	
11719	10245	11719_10245.fits	SpeX prism	20120927	11 51 12.750905	56197.994				120	1.042	v3.4			OK	71	L3.0	INT-G	Y	2014ApJ...794..143B	
11720	10260	11720_10260.fits	SpeX prism	20120927	13 24 18.065954	56198.059			Burgasser	120	1.515	v3.4			BG	61			N	BURGASSER-NP	
11721	10280	11721_10280.fits	SpeX prism	20120927	12 53 34.700216	56198.037				120	1.067	v3.4			OK	99	L2.0	FLD-G	Y	2014ApJ...794..143B	
11722	10329	11722_10329.fits	SpeX prism	20120927	14 43 35.673409	56198.114				120	1.027	v3.4			OK	97	L3.0	FLD-G	Y	2014ApJ...794..143B	
11723	10386	11723_10386.fits	SpeX prism	20120927	15 09 43.405333	56198.132				120	1.639	v3.4			OK	90	L5.0	FLD-G	Y	2014ApJ...794..143B	
11724	10399	11724_10399.fits	SpeX prism	20120927	15 34 0.39788050	56198.149				120	1.745	v3.4			OK	200	L1.0	FLD-G	Y	2014ApJ...794..143B	
11725	10415	11725_10415.fits	SpeX prism	20120927	15 45 32.989941	56198.157			Burgasser	120	1.573	v3.4			POOR	54	L6.0	INT-G	N	BURGASSER-NP	
11726	11374	11726_11374.fits	SpeX prism	20120927	06 19 26.879731	56197.764			Burgasser	120	2.1	v3.4			BG	204			N	BURGASSER-NP	
11727	11375	11727_11375.fits	SpeX prism	20120927	06 00 36.259214	56197.75				120	1.948	v3.4			OK	65			N	MELIS-NP	
11728	11427	11728_11427.fits	SpeX prism	20120927	04 52 48.647269	56197.703			Burgasser	120	1.671	v3.4			OK	179	M8.0	INT-G	Y	2014ApJ...794..143B	
11729	11514	11729_11514.fits	SpeX prism	20120927	07 00 27.593592	56197.792				120	1.066	v3.4			OK	38	L1.0	FLD-G	Y	2014ApJ...794..143B	
11730	11527	11730_11527.fits	SpeX prism	20120927	07 40 33.988249	56197.82				120	1.141	v3.4			OK	159	L1.0	FLD-G	Y	2014ApJ...794..143B	
11731	11594	11731_11594.fits	SpeX prism	20120927	08 04 36.885238	56197.837				120	1.517	v3.4			OK	203			Y	2013MNRAS.434.2721S	
11732	11649	11732_11649.fits	SpeX prism	20120927	08 47 18.031937	56197.866				120	1.075	v3.4			OK	74	M8.0	FLD-G	Y	2014ApJ...794..143B	
11733	11696	11733_11696.fits	SpeX prism	20120927	09 17 0.73926750	56197.887			Burgasser	120	1.131	v3.4			POOR	6	T6.0		N	BURGASSER-NP	
11734	11610	11734_11610.fits	SpeX prism	20121007	07 13 12.765350	56207.801				75	1.182	v3.4			OK	63	T5.0		Y	2013ApJ...777...84B	
11735	10002	11735_10002.fits	SpeX prism	20121023	06 57 53.429747	56223.79			Burgasser	120	1.256	v3.4			POOR	9	M8.0	FLD-G	N	BURGASSER-NP	
11736	11308	11736_11308.fits	SpeX prism	20121023	04 37 08.086048	56223.692			Burgasser	120	1.438	v3.4			POOR	27	L5.0	INT-G	N	BURGASSER-NP	
11737	11310	11737_11310.fits	SpeX prism	20121023	05 27 42.854940	56223.728			Burgasser	120	1.756	v3.4			OK	164	M5.0		N	BURGASSER-NP	
11738	11591	11738_11591.fits	SpeX prism	20121023	05 53 33.218793	56223.746			Burgasser	120	1.024	v3.4			POOR	17	M8.0	INT-G	N	BURGASSER-NP	
11739	11376	11739_11376.fits	SpeX prism	20121024	05 04 12.010316	56224.711			Burgasser	120	1.422	v3.4			OK	670	M4.0		N	BURGASSER-NP	
11740	11380	11740_11380.fits	SpeX prism	20121024	05 19 11.090106	56224.722			Burgasser	120	1.571	v3.4			OK	444	M3.0		N	BURGASSER-NP	
11741	11589	11741_11589.fits	SpeX prism	20121024	06 17 20.461342	56224.762			Burgasser	120	1.01	v3.4			BG	52			N	BURGASSER-NP	
11742	11589	11742_11589.fits	SpeX prism	20121024	06 11 41.108348	56224.758			Burgasser	120	1.011	v3.4			BG	7			N	BURGASSER-NP	
11743	11591	11743_11591.fits	SpeX prism	20121024	05 35 36.928615	56224.733			Burgasser	120	1.036	v3.4			OK	199	M7.0	INT-G	N	BURGASSER-NP	
11744	11687	11744_11687.fits	SpeX prism	20121024	06 54 55.319216	56224.788				120	1.042	v3.4			OK	122	L1.0	INT-G	Y	2014ApJ...794..143B	
11745	10006	11745_10006.fits	SpeX prism	20121027	07 50 10.704931	56227.827			Burgasser	120	1.149	v3.4			OK	51	M8.0:	INT-G	N	DHITAL-NP	
11746	10007	11746_10007.fits	SpeX prism	20121027	07 39 41.903182	56227.819			Burgasser	120	1.152	v3.4			OK	98	M6.0:		N	DHITAL-NP	
11747	10202	11747_10202.fits	SpeX prism	20121027	08 11 17.540565	56227.841			Burgasser	120	1.177	v3.4			OK	269	M9.0	FLD-G	Y	2014ApJ...794..143B	
11748	10221	11748_10221.fits	SpeX prism	20121027	08 29 42.056551	56227.854			Burgasser	120	1.165	v3.4			OK	51	L1.0	INT-G	Y	2014ApJ...794..143B	
11749	10295	11749_10295.fits	SpeX prism	20121027	08 55 10.914548	56227.872			Burgasser	120	1.307	v3.4			OK	157	M8.0	FLD-G	Y	2014ApJ...794..143B	
11750	10310	11750_10310.fits	SpeX prism	20121027	09 20 23.463645	56227.889			Burgasser	120	1.284	v3.4			OK	93	L1.0	FLD-G	Y	2014ApJ...794..143B	
11751	10320	11751_10320.fits	SpeX prism	20121027	09 49 4.9284139	56227.909			Burgasser	120	1.231	v3.4			OK	729	M7.0	FLD-G	Y	2014ApJ...794..143B	
11752	10322	11752_10322.fits	SpeX prism	20121027	09 35 54.517963	56227.9			Burgasser	120	1.25	v3.4			OK	238	M9.0	FLD-G	Y	2014ApJ...794..143B	
11753	11325	11753_11325.fits	SpeX prism	20121027	04 26 40.463458	56227.685			Burgasser	120	1.566	v3.4			POOR	61	M8.0	FLD-G	N	BURGASSER-NP	
11754	11339	11754_11339.fits	SpeX prism	20121027	04 51 49.708942	56227.703			Burgasser	120	1.601	v3.4			POOR	25	L5.0	FLD-G	N	BURGASSER-NP	
11755	11502	11755_11502.fits	SpeX prism	20121027	05 31 46.965701	56227.73			Burgasser	120	1.077	v3.4			POOR	20	L1.0	FLD-G	N	BURGASSER-NP	
11756	11503	11756_11503.fits	SpeX prism	20121027	06 17 6.1081919	56227.762			Burgasser	120	1.089	v3.4			POOR	20	M6.0:		N	DHITAL-NP	
11757	11527	11757_11527.fits	SpeX prism	20121027	06 37 58.011315	56227.776			Burgasser	120	1.198	v3.4			OK	122	L1.0	FLD-G	Y	2014ApJ...794..143B	
11758	11532	11758_11532.fits	SpeX prism	20121027	07 08 13.331339	56227.797			Burgasser	120	1.111	v3.4			OK	37	L5.0	INT-G	Y	2014ApJ...794..143B	
11759	10643	11759_10643.fits	SpeX prism	20121108	13 58 31.649928	56240.082				75	1.308	v3.4			OK	96	T0.0		Y	2013ApJ...777...84B	
11760	11385	11760_11385.fits	SpeX prism	20121114	05 07 20.292771	56245.713				75	1.309	v3.4			OK	39	T0.0		Y	2013ApJ...777...84B	
11761	10271	11761_10271.fits	SpeX prism	20121223	05 27 17.014398	56284.727			Faherty	120	1.204	v3.4			OK	23	M4.0		N	FAHERTY-NP	
11762	10442	11762_10442.fits	SpeX prism	20121223	10 56 8.2690093	56284.956			Faherty	120	1.242	v3.4			OK	199	M6.0		N	FAHERTY-NP	
11763	10453	11763_10453.fits	SpeX prism	20121223	14 27 30.831920	56285.102			Faherty	120	2.316	v3.4			OK	17	M8.0	INT-G	N	FAHERTY-NP	
11764	11095	11764_11095.fits	SpeX prism	20121223	15 38 18.451243	56285.152			Faherty	120	1.692	v3.4			OK	23	M8.0:	INT-G	N	FAHERTY-NP	
11765	10262	11765_10262.fits	SpeX prism	20121224	07 57 30.412817	56285.832			Faherty	75	1.029	v3.4			OK	211	M8.0	INT-G	N	FAHERTY-NP	
11766	10388	11766_10388.fits	SpeX prism	20121224	10 36 28.104073	56285.942			Faherty	75	1.103	v3.4			OK	138	M6.0		N	FAHERTY-NP	
11767	10412	11767_10412.fits	SpeX prism	20121224	09 47 30.464498	56285.908			Faherty	75	1.304	v3.4			OK	78	M6.0		N	FAHERTY-NP	
11768	10465	11768_10465.fits	SpeX prism	20121224	11 22 19.532013	56285.974			Faherty	75	1.214	v3.4			OK	134	M5.0		N	FAHERTY-NP	
11769	10564	11769_10564.fits	SpeX prism	20121224	12 22 29.127411	56286.016			Faherty	75	1.309	v3.4			OK	124	M8.0	INT-G	N	FAHERTY-NP	
11770	10722	11770_10722.fits	SpeX prism	20121224		56285.5				120					OK	6	T8.0		Y	2013PASP..125..809T	
11771	10769	11771_10769.fits	SpeX prism	20121224		56285.5				120					OK	11	T7.0		Y	2013PASP..125..809T	
11772	10944	11772_10944.fits	SpeX prism	20121224		56285.5				120					OK	3	T7.0		Y	2013PASP..125..809T	
11773	10042	11773_10042.fits	SpeX prism	20121227	04 46 44.188115	56288.699			Burgasser	120	1.651	v3.4			OK	201	M7.0	INT-G	N	BURGASSER-NP	
11774	10089	11774_10089.fits	SpeX prism	20121227	05 44 16.846856	56288.739			Burgasser	120	1.629	v3.4			OK	270	M8.0	FLD-G	Y	2014ApJ...794..143B	
11775	10110	11775_10110.fits	SpeX prism	20121227	06 00 48.266109	56288.751			Burgasser	120	1.265	v3.4			OK	216	M7.0	FLD-G	Y	2014ApJ...794..143B	
11776	10232	11776_10232.fits	SpeX prism	20121227	06 22 22.499415	56288.766			Burgasser	120	1.064	v3.4			OK	260	M9.0	FLD-G	Y	2014ApJ...794..143B	poor telluric correction
11777	10235	11777_10235.fits	SpeX prism	20121227	06 36 16.197473	56288.775			Burgasser	120	1.295	v3.4			OK	213	M8.0	FLD-G	Y	2014ApJ...794..143B	
11778	10306	11778_10306.fits	SpeX prism	20121227	07 01 48.019424	56288.793			Burgasser	120	1.014	v3.4			OK	348	M8.0	FLD-G	Y	2014ApJ...794..143B	
11779	10324	11779_10324.fits	SpeX prism	20121227	07 22 37.678269	56288.807			Burgasser	120	1.008	v3.4			OK	298	M8.0	FLD-G	Y	2014ApJ...794..143B	
11780	10332	11780_10332.fits	SpeX prism	20121227	08 02 13.735651	56288.835			Burgasser	120	2.034	v3.4			OK	105	L1.0	FLD-G	Y	2014ApJ...794..143B	
11781	10357	11781_10357.fits	SpeX prism	20121227	07 36 16.962448	56288.817			Burgasser	120	1.039	v3.4			OK	365	M8.0	FLD-G	Y	2014ApJ...794..143B	
11782	10375	11782_10375.fits	SpeX prism	20121227	08 35 53.612501	56288.858			Burgasser	120	2.131	v3.4			OK	97	L1.0	FLD-G	Y	2014ApJ...794..143B	
