DATA_KEY	SOURCE_KEY	DATA_FILE	OBSERVATION_DATE	OBSERVATION_TIME	JULIAN_DATE	PROGRAM_NUMBER	PROGRAM_PI	OBSERVER	RESOLUTION	AIRMASS	REDUCTION_SPEXTOOL_VERSION	REDUCTION_PERSON	REDUCTION_DATE	QUALITY_FLAG	MEDIAN_SNR	SPEX_TYPE	PUBLISHED	DATA_REFERENCE	NAME	DESIGNATION	RA	DEC	DISCOVERY_REFERENCE	OPT_TYPE	OPTICAL_REFERENCE	NIR_TYPE	NIR_REFERENCE	LIT_TYPE	LIT_TYPE_REF	LUMINOSITY_CLASS	METALLICITY_CLASS	OBJECT_TYPE	J_2MASS	J_2MASS_E	H_2MASS	H_2MASS_E	KS_2MASS	KS_2MASS_E	JK_SPT	DJK	COLOR_EXTREMITY	PARALLAX	PARALLAX_E	PARALLEX _REF	DISTANCE_PHOT	DISTANCE_PHOT_E	DISTANCE_PHOT_METHOD	DISTANCE	DISTANCE_E	MU_RA	MU_RA_E	MU_DEC	MU_DEC_E	MU_REF	GRAVITY_CLASS_OPTICAL	GRAVITY_CLASS_OPTICAL_REF	GRAVITY_CLASS_NIR	GRAVITY_CLASS_NIR_REF	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	BINARY_REF	SBINARY	SBINARY_REF	COMPANION	COMPANION_NAME	COMPANION_REF	RA_SDSS	RA_SDSS_E	DEC_SDSS	DEC_SDSS_E	DESIGNATION_SDSS	EPOCH_SDSS	R_SDSS	R_SDSS_E	I_SDSS	I_SDSS_E	Z_SDSS	Z_SDSS_E	RA_2MASS	RA_2MASS_E	DEC_2MASS	DEC_2MASS_E	DESIGNATION_2MASS	EPOCH_2MASS	RA_WISE	RA_WISE_E	DEC_WISE	DEC_WISE_E	DESIGNATION_WISE	EPOCH_WISE	W1_WISE	W1_WISE_E	W2_WISE	W2_WISE_E	W3_WISE	W3_WISE_E	W4_WISE	W4_WISE_E	RA_UKIDSS	RA_UKIDSS_E	DEC_UKIDSS	DEC_UKIDSS_E	DESIGNATION_UKIDSS	EPOCH_UKIDSS	Y_UKIDSS	Y_UKIDSS_E	J_UKIDSS	J_UKIDSS_E	H_UKIDSS	H_UKIDSS_E	K_UKIDSS	K_UKIDSS_E	RA_SSSPM	RA_SSSPM_E	DEC_SSSPM	DEC_SSSPM_E	DESIGNATION_SSSPM	EPOCH_SSSPM	B_SSSPM	B_SSSPM_E	R_SSSPM	R_SSSPM_E	I_SSSPM	I_SSSPM_E	MU_RA_SSSPM	MU_RA_SSSPM_E	MU_DEC_SSSPM	MU_DEC_SSSPM_E	CH1_IRAC	CH1_IRAC_E	CH2_IRAC	CH2_IRAC_E	CH3_IRAC	CH3_IRAC_E	CH4_IRAC	CH4_IRAC_E	U_ALT	V_ALT	B_ALT	R_ALT	I_ALT	J_ALT	H_ALT	K_ALT	ALT_PHOT_REF
10395	10729	10395_10729.fits	20050408	--	53468.5	--	--	--	120	--	--	--	--	POOR	7	L6.0:	Y	2006AJ....131.2722C	SDSS J103321.92+400549.5	J10332186+4005499	158.34108	40.097195	2006AJ....131.2722C	--	--	L6	2006AJ....131.2722C	L6	--	--	--	VLM	16.644	0.162	15.874	0.181	15.408	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	blue	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10962	10730	10962_10730.fits	20080113	14 14 25.253915	54479.093	--	--	burgasser	120	1.74	3.4	--	--	POOR	30	M6.6	Y	2010ApJS..190..100K	2MASS J10334372-3337056	J10334372-3337056	158.43216	-33.618221	2010ApJS..190..100K	--	--	M5.5	2010ApJS..190..100K	M5.5	--	--	--	VLM	16.362	0.062	15.85	0.088	15.536	0.101	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11840	10731	11840_10731.fits	20130426	10 40 22.107616	56408.945	--	--	"bardalez gagliuffi, nicholls, burgasser"	120	2.093	3.4	--	--	OK	99	M8.7	Y	2014ApJ...794..143B	SDSS J10340567+0350163	J10340567+0350163	158.52364	3.8378611	2010AJ....139.1808S	L0	2010AJ....139.1808S	--	--	L0	--	--	--	VLM	14.7	0.04	14.02	0.04	13.63	0.05	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10916	10732	10916_10732.fits	20080108	--	54473.5	--	--	--	120	--	--	--	--	OK	134	L1.1	Y	2014ApJ...794..143B	2MASSW J1035245+250745	J10352455+2507450	158.85229	25.129168	2000AJ....120..447K	L1	2000AJ....120..447K	--	--	L1	--	--	--	VLM	14.758	0.028	13.911	0.031	13.286	0.028	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11991	10733	11991_10733.fits	20130619	05 46 5.7007799	56462.74	--	--	--	75	1.374	3.4	--	--	POOR	33	L3.0::	Y	2014ApJ...787..126L	WISE J103602.80+030615.6	J10360280+030615.6	159.01167	3.1041665	2014ApJ...787..126L	--	--	L4 pec (blue)	2014ApJ...787..126L	L4 pec (blue)	--	--	--	VLM	15.97	0.1	15.97	0.1	15.97	0.1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	blue	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10963	10734	10963_10734.fits	20080113	--	54478.5	--	--	--	120	--	--	--	--	OK	80	L7.3:	Y	2010ApJ...710.1142B	2MASSW J1036530-344138	J10365305-3441380	159.22105	-34.69389	2002ApJ...575..484G	L6	2002ApJ...575..484G	--	--	L6	--	--	--	VLM	15.622	0.048	14.446	0.035	13.798	0.043	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11560	10735	11560_10735.fits	20110522	06 24 7.5462492	55703.767	--	--	--	120	1.906	3.4	--	--	OK	534	M5.4	N	LOO-NP	2MASS J10371046-3505015	J10371046-3505015	159.29359	-35.083748	LOO-NP	--	--	M3.5	LOO-NP	M3.5	--	--	--	VLM	11.668	0.023	11.113	0.024	10.803	0.021	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11017	10736	11017_10736.fits	20080426	05 20 21.5103	54582.722	--	--	looper	120	1.665	3.4	--	--	BG	553	L2.5::	N	LOO-NP	1037-2935	J10373935-2935336	159.41397	-29.592667	--	--	--	--	--	--	--	--	--	VLM	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11617	10737	11617_10737.fits	20120213	--	55970.5	--	--	--	120	--	--	--	--	OK	35	T7.3	Y	2013ApJS..205....6M	WISE J103907.73-160002.9	J10390773-1600029	159.78221	-16.000805	2013ApJS..205....6M	--	--	T7.5	2013ApJS..205....6M	T7.5	--	--	--	VLM	17.26	0.12	17.19	0.2	17.13	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10348	10738	10348_10738.fits	20050122	--	53392.5	--	--	--	120	--	--	--	--	POOR	45	T1.1	Y	2006AJ....131.2722C	SDSS J103931.35+325625.5	J10393137+3256263	159.88071	32.940639	2006AJ....131.2722C	--	--	T1	2006AJ....131.2722C	T1	--	--	--	VLM	16.405	0.148	15.335	0.111	15.151	0.159	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	sbinary	--	--	Y	Y	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10964	10738	10964_10738.fits	20080113	--	54478.5	--	--	--	120	--	--	--	--	OK	86	T1.6	Y	2010ApJ...710.1142B	SDSS J103931.35+325625.5	J10393137+3256263	159.88071	32.940639	2006AJ....131.2722C	--	--	T1	2006AJ....131.2722C	T1	--	--	--	VLM	16.405	0.148	15.335	0.111	15.151	0.159	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	sbinary	--	--	Y	Y	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10300	10739	10300_10739.fits	20041107	--	53316.5	--	--	--	120	--	--	--	--	OK	57	L9.1:	Y	2007AJ....133.2320S	2MASS J10430758+2225236	J10430758+2225236	160.78159	22.423222	2007AJ....133..439C	L8	2007AJ....133..439C	--	--	L8	--	--	--	VLM	15.965	0.065	14.725	0.04	13.991	0.041	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10957	10740	10957_10740.fits	20080112	--	54477.5	--	--	--	120	--	--	--	--	OK	106	L8.1	Y	2010ApJ...710.1142B	SDSS J104335.08+121314.1	J10433508+1213149	160.89616	12.220805	2006AJ....131.2722C	--	--	L9	2010ApJS..190..100K	L9	--	--	--	VLM	15.997	0.088	14.969	0.077	14.258	0.066	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10613	10740	10613_10740.fits	20060531	07 30 27.3258	53886.813	--	--	--	120	1.394	3.3	--	--	OK	53	L8.1	Y	2010ApJS..190..100K	SDSS J104335.08+121314.1	J10433508+1213149	160.89616	12.220805	2006AJ....131.2722C	--	--	L9	2010ApJS..190..100K	L9	--	--	--	VLM	15.997	0.088	14.969	0.077	14.258	0.066	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11372	10741	11372_10741.fits	20100102	13 56 0.20124820	55199.081	--	--	looper	120	1.845	3.4	--	--	OK	106	M5.6	N	LOO-NP	2MASS J10440642-3712425A	J10440642-3712425	161.02675	-37.211807	LOO-NP	--	--	M4.5	LOO-NP	M4.5	--	--	--	VLM	13.65	0.05	13.15	0.06	12.72	0.05	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10939	10742	10939_10742.fits	20080110	--	54475.5	--	--	--	120	--	--	--	--	OK	92	L7.1	Y	2010ApJ...710.1142B	SDSS J104409.43+042937.6	J10440942+0429376	161.03926	4.4937778	2004AJ....127.3553K	--	--	L7	2004AJ....127.3553K	L7	--	--	--	VLM	15.881	0.077	14.95	0.074	14.259	0.086	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10376	10743	10376_10743.fits	20050324	--	53453.5	--	--	--	120	--	--	--	--	OK	145	L0.5	N	CRU-NP	2MASSI J1045240-014957	J10452400-0149576	161.35001	-1.8326666	2002ApJ...575..484G	L1	2002ApJ...575..484G	--	--	L1	--	--	--	VLM	13.16	0.024	12.352	0.025	11.78	0.023	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10531	10744	10531_10744.fits	20060104	14 35 47.757817	53740.108	--	--	"peterson, megeath"	120	1.02	3.2	--	--	POOR	50	M7.8	Y	2010ApJS..190..100K	2MASS J10454932+1254541	J10454932+1254541	161.45549	12.915028	2010ApJS..190..100K	--	--	M8	2010ApJS..190..100K	M8	--	--	--	VLM	15.573	0.048	14.927	0.06	14.412	0.07	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10958	10744	10958_10744.fits	20080112	--	54477.5	--	--	--	120	--	--	--	--	OK	91	M8.3	Y	2010ApJS..190..100K	2MASS J10454932+1254541	J10454932+1254541	161.45549	12.915028	2010ApJS..190..100K	--	--	M8	2010ApJS..190..100K	M8	--	--	--	VLM	15.573	0.048	14.927	0.06	14.412	0.07	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11359	10745	11359_10745.fits	20091229	13 52 53.426755	55195.078	--	--	looper	120	1.529	3.4	--	--	OK	286	M6.5	N	LOO-NP	TWA 36	J10455166-2819349	161.46526	-28.326363	LOO-NP	--	--	M6pec	LOO-NP	M6pec	--	--	--	VLM	12.82	0.02	12.31	0.03	11.94	0.03	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	VL-G	--	TW Hydrae	--	twa young looper	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10978	10746	10978_10746.fits	20080124	13 15 27.136981	54490.052	--	--	looper	120	2.152	3.4	--	--	OK	110	M9.3	Y	2014ApJ...794..143B	DENIS J104617.0-421237	J10461703-4212372	161.57095	-42.210335	--	--	--	M8	LOO-NP	M8	--	--	--	VLM	14.292	0.032	13.666	0.024	13.285	0.032	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10731	10747	10731_10747.fits	20061208	14 44 22.3397	54078.114	--	--	"kirkpatrick, looper"	120	1.145	3.3	--	--	OK	71	L4.6	Y	2010ApJS..190..100K	2MASS J10461875+4441149	J10461875+4441149	161.57811	44.687473	2010ApJS..190..100K	--	--	L5 pec	2010ApJS..190..100K	L5 pec	--	--	--	VLM	15.622	0.057	14.656	0.058	14.13	0.053	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	blue	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10965	10748	10965_10748.fits	20080113	11 36 27.395998	54478.984	--	--	burgasser	120	1.133	3.4	--	--	OK	58	M5.3	Y	2010ApJS..190..100K	2MASS J10462067+2354307	J10462067+2354307	161.58612	23.908527	2010ApJS..190..100K	--	--	sdM6	2010ApJS..190..100K	sdM6	--	--	sd	VLM	15.971	0.062	15.531	0.085	15.365	0.131	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	subdwarf	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11226	10749	11226_10749.fits	20090125	09 45 24.538991	54856.907	--	--	looper	120	2.311	3.4	--	--	OK	82	M7.8	N	LOO-NP	2MASS J10465866-2705048	J10465866-2705048	161.74442	-27.084667	LOO-NP	--	--	M7	LOO-NP	M7	--	--	--	VLM	13.48	0.04	12.85	0.03	12.45	0.03	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11360	10749	11360_10749.fits	20091229	14 14 53.451538	55195.094	--	--	looper	120	1.471	3.4	--	--	OK	179	M7.2	N	LOO-NP	2MASS J10465866-2705048	J10465866-2705048	161.74442	-27.084667	LOO-NP	--	--	M7	LOO-NP	M7	--	--	--	VLM	13.48	0.04	12.85	0.03	12.45	0.03	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11965	10750	11965_10750.fits	20131212	16 08 48.034087	56639.173	--	--	burgasser	120	1.074	3.4	--	--	OK	394	M6.5	N	BUR-NP	LP 213-67	J10471265+4026437	161.80272	40.445473	2000MNRAS.311..385G	M6.5	2000MNRAS.311..385G	--	--	M6.5	--	--	--	VLM	11.384	0.022	10.777	0.019	10.399	0.018	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	binary companion	Y	--	--	--	Y	LP 213-68	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11966	10751	11966_10751.fits	20131212	16 13 3.9815820	56639.176	--	--	burgasser	120	1.075	3.4	--	--	OK	175	M8.2	Y	2014ApJ...794..143B	LP 213-68	J10471381+4026493	161.80754	40.447029	2000MNRAS.311..385G	M8	2000MNRAS.311..385G	--	--	M8	--	--	--	VLM	12.436	0.022	11.696	0.019	11.254	0.018	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	companion	--	--	--	--	Y	LP 213-67	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11796	10752	11796_10752.fits	20121227	14 15 4.5301558	56289.094	--	--	burgasser	120	1.281	3.4	--	--	OK	268	L0.3	Y	2014ApJ...794..143B	DENIS-P J1047-1815	J10473108-18155739	161.87952	-18.265917	1999AJ....118.2466M	L2.5	1999AJ....118.2466M	L0	2010ApJ...715..561A	L2.5	--	--	--	VLM	14.199	0.029	13.423	0.03	12.891	0.03	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11624	10752	11624_10752.fits	20120430	08 01 7.3173692	56047.834	--	--	allers	75	1.382	3.4	--	--	OK	83	L0.3	Y	2013ApJ...772...79A	DENIS-P J1047-1815	J10473108-18155739	161.87952	-18.265917	1999AJ....118.2466M	L2.5	1999AJ....118.2466M	L0	2010ApJ...715..561A	L2.5	--	--	--	VLM	14.199	0.029	13.423	0.03	12.891	0.03	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10548	10753	10548_10753.fits	20060408	--	53833.5	--	--	--	120	--	--	--	--	OK	173	T6.2	Y	2008ApJ...681..579B	2MASSI J1047538+212423	J10475385+2124234	161.97438	21.4065	1999ApJ...522L..65B	T7	2003ApJ...594..510B	T6.5	2006ApJ...637.1067B	T6.5	--	--	--	VLM	15.819	0.059	15.797	0.12	16.408	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10966	10754	10966_10754.fits	20080113	--	54478.5	--	--	--	120	--	--	--	--	OK	64	T2.3	Y	2010ApJ...710.1142B	SDSS J104829.21+091937.8	J10482926+0919373	162.12192	9.3270273	2006AJ....131.2722C	--	--	T2.5	2006AJ....131.2722C	T2.5	--	--	--	VLM	16.594	0.151	15.898	0.159	16.365	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
