DATA_KEY	SOURCE_KEY	DATA_FILE	OBSERVATION_DATE	OBSERVATION_TIME	JULIAN_DATE	PROGRAM_NUMBER	PROGRAM_PI	OBSERVER	RESOLUTION	AIRMASS	REDUCTION_SPEXTOOL_VERSION	REDUCTION_PERSON	REDUCTION_DATE	QUALITY_FLAG	MEDIAN_SNR	SPEX_TYPE	PUBLISHED	DATA_REFERENCE	NAME	DESIGNATION	RA	DEC	DISCOVERY_REFERENCE	OPT_TYPE	OPTICAL_REFERENCE	NIR_TYPE	NIR_REFERENCE	LIT_TYPE	LIT_TYPE_REF	LUMINOSITY_CLASS	METALLICITY_CLASS	OBJECT_TYPE	J_2MASS	J_2MASS_E	H_2MASS	H_2MASS_E	KS_2MASS	KS_2MASS_E	JK_SPT	DJK	COLOR_EXTREMITY	PARALLAX	PARALLAX_E	PARALLEX _REF	DISTANCE_PHOT	DISTANCE_PHOT_E	DISTANCE_PHOT_METHOD	DISTANCE	DISTANCE_E	MU_RA	MU_RA_E	MU_DEC	MU_DEC_E	MU_REF	GRAVITY_CLASS_OPTICAL	GRAVITY_CLASS_OPTICAL_REF	GRAVITY_CLASS_NIR	GRAVITY_CLASS_NIR_REF	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	BINARY_REF	SBINARY	SBINARY_REF	COMPANION	COMPANION_NAME	COMPANION_REF	RA_SDSS	RA_SDSS_E	DEC_SDSS	DEC_SDSS_E	DESIGNATION_SDSS	EPOCH_SDSS	R_SDSS	R_SDSS_E	I_SDSS	I_SDSS_E	Z_SDSS	Z_SDSS_E	RA_2MASS	RA_2MASS_E	DEC_2MASS	DEC_2MASS_E	DESIGNATION_2MASS	EPOCH_2MASS	RA_WISE	RA_WISE_E	DEC_WISE	DEC_WISE_E	DESIGNATION_WISE	EPOCH_WISE	W1_WISE	W1_WISE_E	W2_WISE	W2_WISE_E	W3_WISE	W3_WISE_E	W4_WISE	W4_WISE_E	RA_UKIDSS	RA_UKIDSS_E	DEC_UKIDSS	DEC_UKIDSS_E	DESIGNATION_UKIDSS	EPOCH_UKIDSS	Y_UKIDSS	Y_UKIDSS_E	J_UKIDSS	J_UKIDSS_E	H_UKIDSS	H_UKIDSS_E	K_UKIDSS	K_UKIDSS_E	RA_SSSPM	RA_SSSPM_E	DEC_SSSPM	DEC_SSSPM_E	DESIGNATION_SSSPM	EPOCH_SSSPM	B_SSSPM	B_SSSPM_E	R_SSSPM	R_SSSPM_E	I_SSSPM	I_SSSPM_E	MU_RA_SSSPM	MU_RA_SSSPM_E	MU_DEC_SSSPM	MU_DEC_SSSPM_E	CH1_IRAC	CH1_IRAC_E	CH2_IRAC	CH2_IRAC_E	CH3_IRAC	CH3_IRAC_E	CH4_IRAC	CH4_IRAC_E	U_ALT	V_ALT	B_ALT	R_ALT	I_ALT	J_ALT	H_ALT	K_ALT	ALT_PHOT_REF
11077	10136	11077_10136.fits	20080714	--	54661.5	--	--	--	120	--	--	--	--	OK	91	M5.0	Y	2014ApJ...794..143B	LHS 1265	J0134592-090442	23.746666	-9.0783329	--	sdM4.5	--	--	--	sdM4.5	--	--	sd	VLM	15.247	0.057	14.81	0.072	14.755	0.127	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	subdwarf	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11579	10137	11579_10137.fits	20110825	--	55798.5	--	--	--	120	--	--	--	--	OK	33	T6.1	Y	2013ApJS..205....6M	WISE J013525.64+171503.4	J01352564+1715034	23.856833	17.250944	2013ApJS..205....6M	--	--	T6	2013ApJS..205....6M	T6	--	--	--	VLM	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11300	10138	11300_10138.fits	20091104	11 12 38.769174	55139.967	--	--	burgasser	120	1.187	3.4	--	--	OK	107	L0.6	Y	2014ApJ...794..143B	2MASSW J0135358+120522	J01353586+1205216	23.899416	12.089333	2000AJ....120..447K	L1.5	2000AJ....120..447K	--	--	L1.5	--	--	--	VLM	14.412	0.032	13.527	0.032	12.918	0.029	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10704	10139	10704_10139.fits	20060903	--	53981.5	--	--	--	120	--	--	--	--	OK	402	T2.1	Y	2008ApJ...681..579B	IPMS J013656.57+093347.3	J01365662+0933473	24.235916	9.563139	2006ApJ...651L..57A	--	--	T2.5	2006ApJ...651L..57A	T2.5	--	--	--	VLM	13.455	0.03	12.771	0.032	12.562	0.024	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11471	10140	11471_10140.fits	20100817	--	55425.5	--	--	--	120	--	--	--	--	OK	86	T2.5:	Y	2011ApJS..197...19K	WISE J013836.58-032221.2	J01383658-0322212	24.652418	-3.3725557	2011ApJS..197...19K	--	--	T3	2011ApJS..197...19K	T3	--	--	--	VLM	16.389	0.096	15.801	0.147	15.198	0.129	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10632	10141	10632_10141.fits	20060817	14 59 17.1033	53965.125	--	--	--	120	1.052	3.3	--	--	OK	85	M6.3	Y	2010ApJS..190..100K	2MASS J01405263+0453302	J01405263+0453302	25.219294	4.8917222	2010ApJS..190..100K	--	--	M5	2010ApJS..190..100K	M5	--	--	--	VLM	15.601	0.074	15.166	0.083	14.65	0.082	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11135	10142	11135_10142.fits	20080907	--	54716.5	--	--	--	120	--	--	--	--	OK	188	L0.8	Y	2014ApJ...794..143B	2MASSW J0141032+180450	J01410321+1804502	25.263376	18.080612	2003IAUS..211..197W	L1	2007AJ....133..439C	L4.5	2003IAUS..211..197W	L1	--	--	--	VLM	13.875	0.025	13.034	0.026	12.492	0.028	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10056	10142	10056_10142.fits	20030812	--	52863.5	--	--	--	75	--	--	--	--	POOR	2	L0.2	N	CRU13A	2MASSW J0141032+180450	J01410321+1804502	25.263376	18.080612	2003IAUS..211..197W	L1	2007AJ....133..439C	L4.5	2003IAUS..211..197W	L1	--	--	--	VLM	13.875	0.025	13.034	0.026	12.492	0.028	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10494	10143	10494_10143.fits	20051018	10 37 09.259579	53661.942	--	--	--	120	1.249	3.2	--	--	POOR	27	L6.8	Y	2010ApJS..190..100K	2MASS J01414839-1601196	J01414839-1601196	25.451626	-16.02211	2010ApJS..190..100K	--	--	L7:	2010ApJS..190..100K	L7:	--	--	--	VLM	16.209	0.091	15.161	0.065	14.344	0.067	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10228	10144	10228_10144.fits	20040905	--	53253.5	--	--	--	120	--	--	--	--	OK	232	L0.0:	Y	2006ApJ...639.1120K	2MASS J01415823-4633574	J01415823-4633574	25.492626	-46.565945	2006ApJ...639.1120K	L0gamma	2009AJ....137.3345C	L0pec	2006ApJ...639.1120K	L0gamma	--	--	--	VLM	14.832	0.043	13.875	0.026	13.097	0.032	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	gamma	--	LOW-G	--	--	--	young	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10123	10145	10123_10145.fits	20030917	13 08 32.192383	52900.048	--	--	burgasser	120	1.058	3.4	Aganze	--	OK	66	M6.3	Y	2004AJ....127.2856B	2MASS J01423153+0523285	J01423153+0523285	25.631374	5.3912497	2004AJ....127.2856B	sdM8.5	2007ApJ...657..494B	sdM8.5	2004AJ....127.2856B	sdM8.5	--	--	sd	VLM	15.909	0.081	15.593	0.131	15.6	0.226	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	subdwarf	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10404	10146	10404_10146.fits	20050810	--	53592.5	--	--	--	120	--	--	--	--	OK	187	L4.3:	Y	2008ApJ...681..579B	2MASS J01443536-0716142	J01443536-0716142	26.147333	-7.2706113	LIE03A	L5	LIE03A	--	--	L5	--	--	--	VLM	14.191	0.026	13.008	0.029	12.268	0.023	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10512	10146	10512_10146.fits	20051231	--	53735.5	--	--	--	120	--	--	--	--	OK	213	L3.9	Y	2008ApJ...681..579B	2MASS J01443536-0716142	J01443536-0716142	26.147333	-7.2706113	LIE03A	L5	LIE03A	--	--	L5	--	--	--	VLM	14.191	0.026	13.008	0.029	12.268	0.023	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11346	10147	11346_10147.fits	20091207	07 47 34.235928	55172.825	--	--	burgasser	120	2.481	3.4	--	--	OK	135	M9.0	Y	2014ApJ...794..143B	2MASS J01460119-4545263	J01460119-4545263	26.504959	-45.757305	2008AJ....136.1290R	M9	2008AJ....136.1290R	--	--	M9	--	--	--	VLM	14.395	0.036	13.541	0.03	13.033	0.033	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11180	10147	11180_10147.fits	20081012	11 07 42.5669	54751.964	--	--	looper	120	2.429	3.4	--	--	OK	54	M8.9	Y	2014ApJ...794..143B	2MASS J01460119-4545263	J01460119-4545263	26.504959	-45.757305	2008AJ....136.1290R	M9	2008AJ....136.1290R	--	--	M9	--	--	--	VLM	14.395	0.036	13.541	0.03	13.033	0.033	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10513	10148	10513_10148.fits	20051231	--	53735.5	--	--	--	120	--	--	--	--	OK	161	M4.8	N	BUR-NP	LHS 1295	J01462262-1953411	26.59425	-19.894751	--	M:	--	--	--	M:	--	--	--	VLM	14.64	0.029	14.163	0.044	13.893	0.038	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10134	10149	10134_10149.fits	20030918	--	52900.5	--	--	--	120	--	--	Tomoki	--	POOR	0	M7.3	Y	2004AJ....127.2856B	2MASS J01470204+2120242	J01470204+2120242	26.758501	21.340055	2004AJ....127.2856B	--	--	M6	2004AJ....127.2856B	M6	--	--	--	VLM	15.993	0.082	15.028	0.195	15.036	0.124	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10651	10150	10651_10150.fits	20060828	13 48 46.5232	53976.076	--	--	"kirkpatrick, looper"	120	1.131	3.3	--	--	OK	86	L0.7	Y	2010ApJS..190..100K	2MASS J01472702+4731142	J01472702+4731142	26.862583	47.520611	2010ApJS..190..100K	--	--	L1.5	2010ApJS..190..100K	L1.5	--	--	--	VLM	15.843	0.089	14.847	0.077	14.282	0.065	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11147	10151	11147_10151.fits	20080908	--	54717.5	--	--	--	120	--	--	--	--	OK	136	L2.0	Y	2014ApJ...794..143B	2MASSW J0147334+345311	J01473344+3453112	26.889334	34.886448	1999ApJ...519..802K	L0.5	1999ApJ...519..802K	--	--	L0.5	--	--	--	VLM	14.946	0.039	14.162	0.041	13.574	0.038	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10773	10152	10773_10152.fits	20061223	--	54092.5	--	--	--	120	--	--	--	--	OK	68	M5.4	N	BUR-NP	0148-4225	J0148-4225	27	-42.416668	--	--	--	sdM7	--	sdM7	--	--	sd	VLM	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	subdwarf	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11680	10153	11680_10153.fits	20120817	12 43 44.665845	56157.03	--	--	--	120	1.088	3.4	--	--	OK	92	M6.7	N	FAH-NP	WISE J01480249+2311310	J01480249+2311310	27.010374	23.191944	--	--	--	M5	FAH-NP	M5	--	--	--	VLM	15.647	0.065	15.075	0.074	14.546	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10861	10154	10861_10154.fits	20071012	--	54385.5	--	--	--	120	--	--	--	--	OK	223	T2.8::	Y	2010ApJS..190..100K	NLTT 6012b	J01481478+1202447	27.061583	12.045751	--	--	--	WD	2010ApJS..190..100K	WD	--	--	--	WD	15.507	0.054	14.693	0.05	14.611	0.09	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	binary wd	Y	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10860	10155	10860_10155.fits	20071012	12 38 23.5703	54386.027	--	--	--	120	1.13	3.3	--	--	OK	223	T2.8::	Y	2010ApJS..190..100K	NLTT 6012a	J01481478+1202447	27.061583	12.045751	2010ApJS..190..100K	--	--	M3	2010ApJS..190..100K	M3	--	--	--	VLM	10.077	0.021	9.752	0.035	9.436	0.027	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	binary	Y	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10304	10156	10304_10156.fits	20041108	--	53317.5	--	--	--	120	--	--	--	--	OK	40	M7.9	N	CRU-NP	2MASS J0148386-302439	J0148386-302439	27.160833	-30.410833	2003AJ....126.2421C	M7.5	2003AJ....126.2421C	--	--	M7.5	--	--	--	VLM	12.302	0.024	11.648	0.022	11.227	0.024	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11136	10157	11136_10157.fits	20080907	--	54716.5	--	--	--	120	--	--	--	--	OK	251	M9.7	Y	2014ApJ...794..143B	2MASS J01490895+2956131	J01490895+2956131	27.287291	29.936972	--	M9.5	--	--	--	M9.5	--	--	--	VLM	13.449	0.023	12.584	0.026	11.975	0.022	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11476	10158	11476_10158.fits	20100912	--	55451.5	--	--	--	120	--	--	--	--	OK	92	L9.3:	Y	2011ApJS..197...19K	WISE J015010.89+382724.1	J01501089+3827241	27.545374	38.456696	2011ApJS..197...19K	--	--	T0	2011ApJS..197...19K	T0	--	--	--	VLM	16.111	0.077	15.018	0.08	14.477	0.071	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10149	10159	10149_10159.fits	20030919	--	52901.5	--	--	--	120	--	--	Tomoki	--	OK	0	T0.1:	Y	2004AJ....127.2856B	SDSS J015141.69+124429.6	J01514155+1244300	27.923126	12.741667	2002ApJ...564..466G	--	--	T1	2006ApJ...637.1067B	T1	--	--	--	VLM	16.566	0.129	15.603	0.112	15.183	0.189	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	tstd	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10135	10160	10135_10160.fits	20030918	--	52900.5	--	--	--	120	--	--	Tomoki	--	OK	0	M6.6	Y	2004AJ....127.2856B	2MASS J01532750+3631482	J01532750+3631482	28.364584	36.530056	2004AJ....127.2856B	--	--	M5	2004AJ....127.2856B	M5	--	--	--	VLM	15.68	0.08	15.45	0.16	14.64	0.08	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
11715	10161	11715_10161.fits	20120927	11 07 17.253944	56197.963	--	--	--	120	1.019	3.4	--	--	OK	136	M9.0	Y	2014ApJ...794..143B	SDSS J01535423+1404528	J01535423+1404528	28.475958	14.081333	2010AJ....139.1808S	L0	2010AJ....139.1808S	--	--	L0	--	--	--	VLM	15.21	0.04	14.48	0.05	13.96	0.06	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10087	10162	10087_10162.fits	20030904	--	52886.5	--	--	--	75	--	--	--	--	OK	65	L4.1::	Y	2010ApJ...710.1142B	2MASS J01550354+0950003	J01550354+0950003	28.764751	9.833416	2008AJ....136.1290R	--	--	L4 beta	2015ApJS..219...33G	L4 beta	--	--	--	VLM	14.825	0.036	13.763	0.034	13.139	0.037	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	beta	--	INT-G	--	Argus	2015ApJS..219...33G	young	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10229	10163	10229_10163.fits	20040905	--	53253.5	--	--	--	120	--	--	--	--	OK	217	M4.8	Y	2006ApJ...645.1485B	LP 589-7	J01572792+0116433	29.366333	1.2786944	--	esdM5	--	--	--	esdM5	--	--	esd	VLM	14.497	0.033	14.091	0.048	13.866	0.039	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	subdwarf	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
10452	10164	10452_10164.fits	20050909	14 40 40.437499	53623.112	--	--	"kirkpatrick, looper"	120	1.333	3.2	--	--	OK	64	M8.7	Y	2010ApJS..190..100K	2MASS J01574939-1146113	J01574939-1146113	29.455791	-11.769805	2010ApJS..190..100K	--	--	M9:	2010ApJS..190..100K	M9:	--	--	--	VLM	15.522	0.061	14.828	0.066	14.343	0.08	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
