SOURCE_KEY	NAME	DESIGNATION	RA	DEC	DISCOVERY_REFERENCE	OPT_TYPE	OPT_TYPE_REF	NIR_TYPE	NIR_TYPE_REF	LIT_TYPE	LIT_TYPE_REF	OBJECT_TYPE	J_2MASS	J_2MASS_E	H_2MASS	H_2MASS_E	KS_2MASS	KS_2MASS_E	JK_EXCESS	COLOR_EXTREMITY	LUMINOSITY_CLASS	METALLICITY_CLASS	GRAVITY_CLASS_OPTICAL	GRAVITY_CLASS_OPTICAL_REF	GRAVITY_CLASS_NIR	GRAVITY_CLASS_NIR_REF	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	BINARY_REF	SBINARY	SBINARY_REF	COMPANION_NAME	COMPANION_REF	SIMBAD_OTYPE	SIMBAD_NAME	SIMBAD_SPT	SIMBAD_SPT_REF	SIMBAD_SEP	PARALLAX	PARALLAX_E	PARALLEX_REF	DISTANCE_PHOT	DISTANCE_PHOT_E	DISTANCE	DISTANCE_E	MU	MU_E	MU_RA	MU_DEC	MU_REF	VTAN	VTAN_E	RV	RV_E	RV_REF	VSINI	VSINI_E	VSINI_REF	NOTE
10742	SDSS J104409.43+042937.6	J10440942+0429376	161.03926	4.4937778	2004AJ....127.3553K			L7	2004AJ....127.3553K	L7	2004AJ....127.3553K	VLM	15.881	0.077	14.95	0.074	14.259	0.086	0																	brownD*	2MASS J10440942+0429376	L8.5	2014AJ....147...34S		51.3	10.1	2012ApJ...752...56F			19.493	3.838	94.02	15.62	-2	94	2008MNRAS.384.1399J	8.687345802	2.23796511							
10743	2MASSI J1045240-014957	J10452400-0149576	161.35001	-1.8326666	2002ApJ...575..484G	L1	2002ApJ...575..484G			L1	2002ApJ...575..484G	VLM	13.16	0.024	12.352	0.025	11.78	0.023	0.11						FLD-G	SPL										brownD*	2MASS J10452400-0149576	L1	2007AJ....133.2258S									495.15	21.63	-495	12	2008MNRAS.384.1399J			6.31	0.1	2010ApJ...723..684B				
10744	2MASS J10454932+1254541	J10454932+1254541	161.45549	12.915028	2010ApJS..190..100K			M8	2010ApJS..190..100K	M8	2010ApJS..190..100K	VLM	15.573	0.048	14.927	0.06	14.412	0.07	0.06						FLD-G	SPL										Star	2MASS J10454932+1254541	M8	2010ApJS..190..100K									300	100.57	-283.66	97.67	2010ApJS..190..100K									
10745	TWA 36	J10455166-2819349	161.46526	-28.326363	LOOPER-NP			M6pec	LOOPER-NP	M6pec	LOOPER-NP	VLM	12.82	0.02	12.31	0.03	11.94	0.03	-0.05						VL-G	OTHER	TW Hydrae	2015ApJS..219...33G	twa young looper																																
10746	DENIS J104617.0-421237	J10461703-4212372	161.57095	-42.210335				M8	LOOPER-NP	M8	LOOPER-NP	VLM	14.292	0.032	13.666	0.024	13.285	0.032	-0.15						FLD-G	SPL																																			
10747	2MASS J10461875+4441149	J10461875+4441149	161.57811	44.687473	2010ApJS..190..100K			L5 pec	2010ApJS..190..100K	L5 pec	2010ApJS..190..100K	VLM	15.622	0.057	14.656	0.058	14.13	0.053	-0.04						FLD-G	SPL			blue							brownD*	2MASS J10461875+4441149	L4	2014AJ....147...34S									270	69.92	-258.2	-78.94	2010ApJS..190..100K									
10748	2MASS J10462067+2354307	J10462067+2354307	161.58612	23.908527	2010ApJS..190..100K			sdM6	2010ApJS..190..100K	sdM6	2010ApJS..190..100K	VLM	15.971	0.062	15.531	0.085	15.365	0.131				sd							subdwarf							Star	2MASS J10462067+2354307	sdM6	2010ApJS..190..100K									850	409.47	828.22	-191.21	2010ApJS..190..100K									
10749	2MASS J10465866-2705048	J10465866-2705048	161.74442	-27.084667	LOOPER-NP			M7	LOOPER-NP	M7	LOOPER-NP	VLM	13.48	0.04	12.85	0.03	12.45	0.03	-0.02						FLD-G	SPL																																			
10750	LP 213-67	J10471265+4026437	161.80272	40.445473	2000MNRAS.311..385G	M6.5	2000MNRAS.311..385G			M6.5	2000MNRAS.311..385G	VLM	11.384	0.022	10.777	0.019	10.399	0.018	0.02										binary companion	Y				LP 213-68	2000MNRAS.311..385G																										Close et al. (2003) state this is an M8+L0 binary
10751	LP 213-68	J10471381+4026493	161.80754	40.447029	2000MNRAS.311..385G	M8	2000MNRAS.311..385G			M8	2000MNRAS.311..385G	VLM	12.436	0.022	11.696	0.019	11.254	0.018	0.04						FLD-G	SPL			companion					LP 213-67	2000MNRAS.311..385G																										
10752	DENIS-P J1047-1815	J10473108-18155739	161.87952	-18.265917	1999AJ....118.2466M	L2.5	1999AJ....118.2466M	L0	2010ApJ...715..561A	L2.5	1999AJ....118.2466M	VLM	14.199	0.029	13.423	0.03	12.891	0.03	0.02						FLD-G	SPL										brownD*	DENIS-P J104731.1-181558	L2.5	2007AJ....133..971A									351.18	22.02	-347	54	2008MNRAS.384.1399J									
10753	2MASSI J1047538+212423	J10475385+2124234	161.97438	21.4065	1999ApJ...522L..65B	T7	2003ApJ...594..510B	T6.5	2006ApJ...637.1067B	T6.5	2006ApJ...637.1067B	VLM	15.819	0.059	15.797	0.12	16.408		-0.11																	brownD*	2MASSW J1047539+212423	T6.5	2009AJ....137....1F		94.73	3.81	2012ApJ...752...56F			10.556	0.425	1782.39	8.06	-1714	-489	2009AJ....137....1F	89.1853947	3.609611756							
10754	SDSS J104829.21+091937.8	J10482926+0919373	162.12192	9.3270273	2006AJ....131.2722C			T2.5	2006AJ....131.2722C	T2.5	2006AJ....131.2722C	VLM	16.594	0.151	15.898	0.159	16.365		-0.14																	brownD*	2MASS J10482926+0919373	T2.5	2006AJ....131.2722C									360.42	28.28	-268	241	2009AJ....137....1F									
10755	SDSS J104842.84+011158.5	J10484281+0111580	162.17838	1.1994445	2002AJ....123.3409H	L1	2002AJ....123.3409H	L4	2004A&A...416L..17K	L1	2002AJ....123.3409H	VLM	12.924	0.023	12.14	0.021	11.623	0.024	0						FLD-G	SPL										brownD*	2MASS J10484281+0111580	L1	2014AJ....147...34S									488.92	17.69	-442	-209	2008MNRAS.384.1399J									2003IAUS..211..197W give an IR spectral type of M7
10756	WISE J104915.57-531906.1A	J10491557-5319061	162.31488	-53.318359	2013ApJ...767L...1L	L8	2013ApJ...770..124K	L7.5	2013ApJ...772..129B	L8	2013ApJ...770..124K	VLM	11.511	0.028	10.396	0.026	9.559	0.029	0.59	RED									companion					WISE J104915.57-531906.1B	2013ApJ...767L...1L																										
10757	WISE J104915.57-531906.1B	J10491557-5319061	162.31488	-53.318359	2013ApJ...767L...1L	T1	2013ApJ...770..124K	T0.5	2013ApJ...772..129B	T0.5	2013ApJ...772..129B	VLM	11.233	0.028	10.369	0.028	9.767	0.029	0.33	RED									companion					WISE J104915.57-531906.1A	2013ApJ...767L...1L																										
10758	WISE J104915.57-531906.1AB	J10491557-5319061	162.31488	-53.318359	2013ApJ...767L...1L	L8	2013ApJ...767L...1L	L8	2013ApJ...772..129B	L8	2013ApJ...767L...1L	VLM	10.73	0.03	9.56	0.03	8.84	0.02	0.36	RED									binary sbinary	Y		Y																													
10759	SDSS J104922.45+012559.2	J10492244+01255930	162.34349	1.4331388	2009A&A...497..619Z	L5	2009A&A...497..619Z			L5	2009A&A...497..619Z	VLM	15.879	0.07	14.951	0.066	14.11	0.059	0.1						FLD-G	SPL										brownD*	2MASS J10492244+0125593	L6	2010AJ....139.1808S																						
10760	2MASS J10493481-2706444	J10493481-2706444	162.39503	-27.112333	LOOPER-NP			M5	LOOPER-NP	M5	LOOPER-NP	VLM	12.06	0.03	11.54	0.03	11.22	0.03	0.18																																										
10761	2MASS J10500694-2940273B	J10500694-2940273	162.5289	-29.67425	LOOPER-NP			M2	LOOPER-NP	M2	LOOPER-NP	VLM																																																	
10762	2MASS J10500694-2940273A	J10500694-2940273	162.5289	-29.67425	LOOPER-NP			M0:	LOOPER-NP	M0:	LOOPER-NP	VLM	11.21	0.04	10.48	0.05	10.14	0.03																																											
10763	Wolf 358	J10505201+0648292	162.71671	6.8081112	1951AJ.....56Q..34A	M5	2003ApJ...583..451M			M5	2003ApJ...583..451M	VLM	7.319	0.023	6.707	0.051	6.371	0.016																		BYDra	Wolf 358	M5.0V			147.92	3.52	2007A&A...474..653V			6.76	0.161	1186.95	5.96	-855.92	-822.34	2007A&A...474..653V	38.03492878	0.925004322	-1.04	0.1	2002ApJS..141..503N				
10764	2MASS J10511900+5613086	J10511900+5613086	162.82916	56.219055	2008AJ....136.1290R	L2	2008AJ....136.1290R			L2	2008AJ....136.1290R	VLM	13.244	0.026	12.423	0.032	11.905	0.024	-0.05						FLD-G	SPL										brownD*	2MUCD 20388	L2	2007AJ....133.2258S									369.2	36.77	-231	-288	2008MNRAS.384.1399J									
10765	SDSS J10515124+13111633	J10515124+13111633	162.96352	13.187861	2008AJ....135..785W	L0	2008AJ....135..785W			L0	2008AJ....135..785W	VLM	14.83	0.03	14.12	0.03	13.63	0.04	0.04						INT-G	SPL										brownD*	2MASS J10515129+1311164	L0	2008AJ....135..785W																14.9		2008AJ....135..785W				
10766	SDSS J105213.51+442255.7	J10521350+4422559	163.05624	44.382195	2006AJ....131.2722C			T0.5+/-1	2006AJ....131.2722C	T0.5+/-1	2006AJ....131.2722C	VLM	15.958	0.098	15.161	0.098	14.568	0.094	0.15										sbinary			Y				brownD*	2MASS J10521350+4422559	L6.5+T1.5	2015ApJ...805...56D									153.06	29.41	18	-152	2009AJ....137....1F									binary? (Liu in prep)
10767	2MASS J10521678-3407458	J10521678-3407458	163.06993	-34.129387	LOOPER-NP			M6	LOOPER-NP	M6	LOOPER-NP	VLM	14.29	0.04	13.77	0.04	13.31	0.04	-0.07																																										
10768	2MASS J10525400+5849512	J10525400+5849512	163.225	58.830889	2009A&A...497..619Z		2009A&A...497..619Z	L5	SPL	L5	2009A&A...497..619Z	VLM	16.435	0.124	15.439	0.127	14.865	0.098	0.01						FLD-G	SPL										Candidate_brownD*	2MASS J10525400+5849512																								
10769	WISE J105257.95-194250.2	J10525795-1942502	163.24146	-19.713945	2013PASP..125..809T			T7.5	2013PASP..125..809T	T7.5	2013PASP..125..809T	VLM	17.07	0.2	16.79		15.34		0.41	RED																brownD*	WISE J105257.95-194250.2	T7.5	2013PASP..125..809T									410.12	56.57	290	-290	2013PASP..125..809T									
10770	SDSS J105547.29+080842.64	J10554729+08084264	163.94704	8.1451664	2008AJ....135..785W	M9	2008AJ....135..785W			M9	2008AJ....135..785W	VLM	12.55	0.02	11.87	0.02	11.37	0.02	0.05						FLD-G	SPL										brownD*	2MASS J10554733+0808427	M9V	2011AJ....141...97W									369.68	10.44	-357	-96	2007AJ....133.2258S			17		2011AJ....141...97W				
10771	Wolf 359	J10562886+0700527	164.12025	7.0146389		M6 V				M6 V		VLM	7.085	0.024	6.482	0.042	6.084	0.017	0.01										mstd							Flare*	Wolf 359	M6.0V			418.3	2.5	2009ApJ...704..975J			2.391	0.014	4710.26		-3842	-2725	2005AJ....129.1483L	53.37473677		13	5	1953GCRV..C......0W				
10772	1RXS J105646.7-231723	J10564816-2317290	164.20067	-23.291388	2009ApJS..184..138H							VLM	9.509	0.023	8.886	0.025	8.603	0.025																		PM*	2MASS J10564816-2317290											144.46	7.5	-143.5	-16.6	2013MNRAS.435.2161F									X-ray source
10773	LEHPM 2-128	J10572152-2411048	164.33966	-24.184666	2004A&A...421..763P			M7	BURGASSER-NP	M7	BURGASSER-NP	VLM	13.739	0.029	13.214	0.029	12.859	0.027	-0.08						INT-G	SPL										PM*	2MASS J10572087-2411058											604.85	46.67	-604	-32	2008AJ....135.2177L									
10774	2MASS J10575459-2158206	J10575459-2158206	164.47745	-21.972389	SBT11A							VLM	8.797	0.018	8.236	0.031	8.121	0.022																		Star	TYC 6082-876-1											36.56	4.39	-28.5	-22.9	2000A&A...355L..27H			27.1	2.1	2013AJ....146..134K				
10775	DENIS-P J1058.7-1548	J10584787-1548172	164.69945	-15.804778	1997A&A...327L..25D	L3	1999ApJ...519..802K	L3	2004AJ....127.3553K	L3	1999ApJ...519..802K	VLM	14.155	0.035	13.226	0.025	12.532	0.029	-0.08						FLD-G	SPL	Field	2015ApJS..219...33G								brownD*	DENIS-P J1058.7-1548	L2.5	2014AJ....147...34S		66.5	4.4	2012ApJ...752...56F			15.038	0.995	290.3	99.93	-276	90	2007AJ....133.2258S	20.69229463	7.253217027							
10776	2MASSI J1059513-211308	J10595138-21130819	164.9641	-21.218918	2003AJ....126.2421C	L1	2003AJ....126.2421C			L1	2003AJ....126.2421C	VLM	14.556	0.037	13.754	0.035	13.21	0.032	0						FLD-G	SPL										brownD*	2MASS J10595138-2113082	L1	2003AJ....126.2421C									207.17	22.02	134	-158	2008MNRAS.384.1399J									SB candidate
10777	2MASS J10595185+3042059	J10595185+3042059	164.96603	30.701639	2009AJ....137..304S			T4	2009AJ....137..304S	T4	2009AJ....137..304S	VLM	16.195	0.089	15.766	0.118	15.56	0.181	0.13																	brownD*	2MASS J10595185+3042059	T8	2009AJ....137..304S									531.51		-40	-530	2009AJ....137..304S									
10778	2MASS J11000965+4957470	J11000965+4957470	165.04021	49.963055	2008AJ....136.1290R	L3.5	2008AJ....136.1290R			L3.5	2008AJ....136.1290R	VLM	15.282	0.043	14.192	0.041	13.474	0.033	0.293						FLD-G	SPL										brownD*	2MASS J11000965+4957470	L3	2014AJ....147...34S					30.51	5.395	30.5176	5.3959	201.22	33.29	-133	-151	2009AJ....137....1F	29.10720023								
10779	2MASS J11004384-2536159A	J11004384-2536159	165.18266	-25.604418	LOOPER-NP			M4	LOOPER-NP	M4	LOOPER-NP	VLM	10.16	0.05	9.61	0.05	9.29	0.05																																											
10780	2MASS J11015433-3854233AB	J11015433-3854233	165.47638	-38.906475	LOOPER-NP			M4	LOOPER-NP	M4	LOOPER-NP	VLM	12.76	0.04	12.16	0.04	11.81	0.03																																											
10781	TWA 28	J11020983-3430355	165.54095	-34.509861	SCZ05A	M8.5pec	SCZ05A			M8.5pec	SCZ05A	VLM	13.034	0.024	12.356	0.022	11.887	0.024	0.06						VL-G	OTHER	TW Hydrae		twa young							brownD*	2MASS J11020983-3430355	M8.5p	2008ApJ...689.1295K		28	4.3	2012ApJ...752...56F			35.714	5.485	56.19	5.45	-55.7	-7.4	2012ApJ...752...56F	9.512064714	1.727304784							
10782	2MASSI J1104012+195921	J11040127+1959217	166.00529	19.989361	2003AJ....126.2421C	L4	2003AJ....126.2421C			L4	2003AJ....126.2421C	VLM	14.38	0.026	13.476	0.034	12.95	0.029	-0.16						FLD-G	SPL										brownD*	2MASS J11040127+1959217	L4	2014AJ....147...34S									157.94	25	75	139	2008MNRAS.384.1399J									
10783	LHS 38	J11052903+4331357	166.37096	43.526585	1926ApJ....64..225A	M0.5	2010AJ....139..504B			M0.5	2010AJ....139..504B	VLM	5.538	0.019	5.002	0.021	4.769	0.02																																											
10784	2MASS J11061191+2754215	J11061191+2754215	166.54964	27.905972	2007AJ....134.1162L			T2.5	2007AJ....134.1162L	T2.5	2007AJ....134.1162L	VLM	14.879	0.03	14.187	0.028	13.788	0.041	0.07										binary sbinary	Y		Y				brownD*	2MASS J11061197+2754225	T2.5	2010ApJS..190..100K									503.14	28.32	-229	-448	2009AJ....137....1F									
10785	LHS 2351	J11061897+0428327	166.57904	4.47575	1991AJ....101..662B	M7	2005PASP..117..676R			M7	2005PASP..117..676R	VLM	12.329	0.022	11.716	0.027	11.332	0.023	-0.06						FLD-G	SPL										PM*	LP 551-63	M6.5V	1991AJ....101..662B		48.1	3.1	1996MNRAS.281..644T	22.97	4.149	20.79	1.34	459.94		-290	357	2005AJ....129.1483L	45.3250982								
10786	TWA 33	J11064461-3715115	166.68588	-37.253193				M9		M9		VLM	14.487	0.03	13.845	0.027	13.339	0.039	0.09						VL-G	OTHER	TW Hydrae	2015ApJS..219...33G	twa young																																
10787	2MASS J11070582+2827226	J11070582+2827226	166.77425	28.456278	2004AJ....127.2856B			M7	2004AJ....127.2856B	M7	2004AJ....127.2856B	VLM	15.722	0.091	15.572	0.183	14.897	0.119	-0.13						VL-G	SPL										brownD*	2MASS J11070582+2827226	M7V	2011AJ....141...97W																-29		2011AJ....141...97W				
10788	2MASS J11073750-2759385A	J11073750-2759385	166.90625	-27.994028	LOOPER-NP			M3.5	LOOPER-NP	M3.5	LOOPER-NP	VLM	12.34	0.04	11.66	0.04	11.32	0.03																																											
10789	2MASS J11073750-2759385B	J11073750-2759385	166.90625	-27.994028	LOOPER-NP			M7	LOOPER-NP	M7	LOOPER-NP	VLM	14.34		13.66		13.32		-0.06						FLD-G	SPL																																			
10790	Gliese 413	J11093138-2435548	167.38074	-24.598557	1952ApJ...116..117V	K0				K0		STAR	6.948	0.021	6.358	0.038	6.097	0.023																		PM*	CD-23 9765	M2	2010MNRAS.403.1949K		93	1.69	2007A&A...474..653V			10.753	0.195	912.99	1.85	-796.18	-446.82	2007A&A...474..653V	46.53303772	0.850816739	-3.83	0.1	2002ApJS..141..503N				
10791	SDSSp J111010.01+011613.1	J11101001+0116130	167.54172	1.2702777	2002ApJ...564..466G			T5.5	2006ApJ...637.1067B	T5.5	2006ApJ...637.1067B	VLM	16.343	0.115	15.924	0.144	15.129		0.49	RED																brownD*	2MASS J11101001+0116130	T5.5	2006ApJS..166..585B		52.1	1.2	2014ApJ...796...39T			19.194	0.442	340.14	27.66	-243	-238	2008MNRAS.384.1399J	30.9452617	2.615346901							
10792	TWA 3S	J11102781-3731532	167.61588	-37.531445	1976ApJS...30..491H	M3.5	2012ApJ...744..121Y	M4pec	LOOPER-NP	M3.5	2012ApJ...744..121Y	VLM													VL-G	OTHER	TW Hydrae		twa young																																Binary?
10793	TWA 3N	J11102788-3731520	167.61618	-37.531113	1976ApJS...30..491H	M3	2012ApJ...744..121Y	M4pec	LOOPER-NP	M3	2012ApJ...744..121Y	VLM	7.651	0.019	7.041	0.027	6.774	0.02							VL-G	OTHER	TW Hydrae		twa young																																Binary?
10794	2MASS J11102904-3608244	J11102904-3608244	167.62102	-36.140114	LOOPER-NP			M5	LOOPER-NP	M5	LOOPER-NP	VLM	10.926	0.024	10.337	0.023	10.003	0.026	0																	PM*	2MASS J11102904-3608244											527.19	7.07	-527	-14	2005AJ....130.1658S									
10795	TWA 37	J11112820-2655027	167.86751	-26.917416	LOOPER-NP			M5	LOOPER-NP	M5	LOOPER-NP	VLM	10.331	0.026	9.807	0.024	9.453	0.023	-0.15						VL-G	OTHER	TW Hydrae		twa young looper							X	1RXS J111128.1-265501																								
10796	2MASS J11122280-1502460	J11122280-1502460	168.095	-15.046111								VLM	14.597	0.032	13.94	0.041	13.581	0.052																																											
10797	Gliese 417BC	J11122567+3548131	168.10696	35.803638	2000AJ....120..447K	L4.5	2000AJ....120..447K			L4.5	2000AJ....120..447K	VLM	14.584	0.033	13.499	0.032	12.721	0.028	0.253						FLD-G	SPL			binary companion	Y				Gliese 417A		brownD*	HD 97334B	L4.5+L6:	2005AJ....129.2849B		46.04	0.9	2012ApJ...752...56F	17.81	3.237	21.7202	0.4245	291.02	0.99	-248.6	-151.3	2009AJ....137....1F	29.96165943	0.594502031	-4.28	0.13	2010ApJ...723..684B	28.65	1.01	2010ApJ...723..684B	binary: sep=0.070+/-0.0028 at 79.6+/-1.2 deg on Fe
10798	DENIS J111318.7-495258	J11131878-4952586	168.32825	-49.882942	LOOPER-NP			M9	LOOPER-NP	M9	LOOPER-NP	VLM	13.854	0.026	13.106	0.024	12.701	0.033	0.09						FLD-G	SPL																																			SB candidate
10799	SDSS J111320.16+343057.9	J11132009+3430582	168.33371	34.516167	2006AJ....131.2722C			L3	2006AJ....131.2722C	L3	2006AJ....131.2722C	VLM	16.767	0.197	15.803	0.195	15.51	0.257	0.21						FLD-G	SPL										brownD*	2MASS J11132009+3430582	L3	2014AJ....147...34S									137.28	65.36	132	-37.7	2010AJ....139.1808S									
10800	2MASS J11145133-2618235	J11145133-2618235	168.71388	-26.306526	TIN05A			T7.5	2006ApJ...637.1067B	T7.5	2006ApJ...637.1067B	VLM	15.858	0.083	15.734	0.123	16.109		-0.56	BLUE																brownD*	2MASS J11145133-2618235	T7.5	2009AJ....137....1F		176.8	7	2012ApJ...752...56F			5.656	0.224	2951.02	10.04	-2927.2	-374.2	2012ApJ...752...56F	79.11674192	3.143998302							
10801	2MASS J11150577+2520467	J11150577+2520467	168.77405	25.346306	2004AJ....127.2856B			M6.5	2004AJ....127.2856B	M6.5	2004AJ....127.2856B	VLM	15.845	0.078	15.027	0.08	15.065	0.139	0.01						INT-G	SPL										brownD*	2MASS J11150577+2520467	M7.5Ve:	2004AJ....127.2856B																						
10802	2MASS J11181292-0856106	J11181292-0856106	169.55383	-8.9362774	2010ApJS..190..100K	L6	2010ApJS..190..100K	L6 pec	2010ApJS..190..100K	L6	2010ApJS..190..100K	VLM	15.784	0.069	14.731	0.058	14.296	0.07	-0.36	BLUE					FLD-G	SPL			blue							brownD*	2MASS J11181292-0856106	L6	2010ApJS..190..100K									590	139.81	-586.77	-61.67	2010ApJS..190..100K									
10803	LSPM J1118+0941W	J11181466+0941131	169.56108	9.6869726				esdM5	BURGASSER-NP	esdM5	BURGASSER-NP	VLM	15.924	0.087	15.378	0.09	15.252	0.199				esd							subdwarf							PM*	2MASS J11181466+0941131											518		0	-518	2005AJ....129.1483L									
10804	2MASS J11183695-4036426	J11183695-4036426	169.65396	-40.611832	LOOPER-NP			M4	LOOPER-NP	M4	LOOPER-NP	VLM	11.67	0.03	11.13	0.03	10.83	0.02																		PM*	2MASS J11183695-4036426											342		-289.72	181.74	2011AJ....142...10B									
10805	2MASS J11191046+0552484	J11191046+0552484	169.79358	5.8801112	2011ApJ...732...56G			L4	2011ApJ...732...56G	L4	2011ApJ...732...56G	VLM	16.8						-0.01						FLD-G	SPL										Candidate_brownD*	2MASS J11191046+0552484	L:	2008ApJ...676.1281M																						
10806	Gl424	J11200526+6550470	170.02191	65.84639	1926ApJ....64..225A	M1	2009ApJ...704..975J			M1	2009ApJ...704..975J	VLM	6.306	0.018	5.73	0.02	5.534	0.017																		Flare*	V* SZ UMa	M1.0V			112.13	1.03	2007A&A...474..653V			8.918	0.082	2952.59	1.25	-2946.85	184.03	2007A&A...474..653V	124.8129851	1.147719226	60.36	0.06	2013A&A...552A..64S				
10807	2MASS J11205015-3852321	J11205015-3852321	170.20895	-38.87558	LOOPER-NP			M3	LOOPER-NP	M3	LOOPER-NP	VLM	11.91	0.03	11.29	0.03	10.99	0.03																																											
10808	SDSS J112118.57+433246.5	J11211858+4332464	170.32742	43.546223	2006AJ....131.2722C			L7.5	2006AJ....131.2722C	L7.5	2006AJ....131.2722C	VLM	17.006	0.197	16.231	0.238	15.572	0.208	-0.33	BLUE																brownD*	2MASS J11211858+4332464	L5	2014AJ....147...34S									62.65	40.8	-57	26	2009AJ....137....1F									
10809	LHS 2397a	J11214909-1313082	170.45454	-13.218944		M8				M8		VLM	11.928	0.021	11.233	0.025	10.735	0.023	0.143						FLD-G	SPL			binary	Y						brownD*	LP 732-94	M8+L7.5			65.83	2.02	2014AJ....147...94D	15.74	2.618	15.1906	0.4661	467.7	0.99	-464.21	-57	1992AJ....103..638M	33.67610512	1.035810439	31.8	3	2009ApJ...705.1416R				
10810	2MASS J11220826-3512363	J11220826-3512363	170.53442	-35.210083	TIN05A			T2	2006ApJ...637.1067B	T2	2006ApJ...637.1067B	VLM	15.019	0.039	14.358	0.05	14.383	0.066	-0.24																	brownD*	2MASS J11220826-3512363	T2	2006ApJ...637.1067B									291.55	50	-150	-250	2009AJ....137....1F									
10811	2MASS J11221753-3023101A	J11221753-3023101	170.57304	-30.386139	LOOPER-NP			M0	LOOPER-NP	M0	LOOPER-NP	VLM	12.56	0.05	11.98	0.06	11.57	0.05											binary	Y																															
10812	2MASS J11221753-3023101B	J11221753-3023101	170.57304	-30.386139	LOOPER-NP			M0	LOOPER-NP	M0	LOOPER-NP	VLM																	binary	Y																															
10813	2MASSW J1122362-391605	J11223623-39160540	170.65097	-39.268166	2002ApJ...575..484G	L3	2002ApJ...575..484G			L3	2002ApJ...575..484G	VLM	15.705	0.06	14.682	0.046	13.875	0.053	-0.11						INT-G	SPL										brownD*	2MASS J11223624-3916054	L3	2008AJ....136.1290R									179.94	21.93	56	-171	2008MNRAS.390.1517C									
10814	WISE J112254.72+255022.2	J11225472+2550222	170.728	25.8395	2011ApJS..197...19K			T6	2011ApJS..197...19K	T6	2011ApJS..197...19K	VLM	16.67	0.09	16.64	0.11	16.55	0.12	0.05																	brownD*	EQ J1122+2550	T6	2011ApJS..197...19K									993.12	24.08	-954	-276	2011ApJS..197...19K									
10815	2MASS J11235773-2622537A	J11235773-2622537	170.99054	-26.381584	LOOPER-NP	M3.5/M4	LOOPER-NP	M3.5	LOOPER-NP	M3.5/M4	LOOPER-NP	VLM	12.47	0.05	11.79	0.05	11.38	0.04											binary	Y																															
10816	2MASS J11235773-2622537B	J11235773-2622537	170.99054	-26.381584	LOOPER-NP			M4	LOOPER-NP	M4	LOOPER-NP	VLM																	binary	Y																															
