#wave	trans
0.38	0.0
0.3805	0.0003540606328833813
0.381	0.0007081212657667626
0.3815	0.0007966364239876079
0.382	0.0008851515822084531
0.3825	0.0008851515822084531
0.383	0.0008851515822084531
0.3835	0.001032676845909862
0.384	0.0011654495832411301
0.3845	0.001283469794202257
0.385	0.0014014900051633843
0.3855	0.0015195102161245115
0.386	0.0016375304270856384
0.3865	0.0018145607435273291
0.387	0.00199159105996902
0.3875	0.0021686213764107102
0.388	0.002345651692852401
0.3885	0.002625949693885078
0.389	0.0029210002212878955
0.3895	0.003216050748690714
0.39	0.0035111012760935317
0.3905	0.0034963487497233904
0.391	0.0034668436969831086
0.3915	0.004927343807627056
0.392	0.006402596444641145
0.3925	0.009721914877922845
0.393	0.013055985837574686
0.3935	0.016404809323596666
0.394	0.01978313786235893
0.3945	0.020181456074352736
0.395	0.02059452681271668
0.3955	0.06858449509478498
0.396	0.11678099874603527
0.3965	0.16742642177472894
0.397	0.218219370067124
0.3975	0.2691598436232205
0.398	0.32027734749575865
0.3985	0.3201593272847975
0.399	0.3201593272847975
0.3995	0.3385114700892528
0.4	0.3569521280519289
0.4005	0.36559710850483146
0.401	0.3743748616950653
0.4015	0.3831231098325588
0.402	0.39197462565464336
0.4025	0.3950874087187431
0.403	0.39815593420373246
0.4035	0.4015342627424947
0.404	0.40491259128125695
0.4045	0.405960020653537
0.405	0.407007450025817
0.4055	0.41186103120159334
0.406	0.4168326325883308
0.4065	0.4197536328096187
0.407	0.4225861178726857
0.4075	0.42891495168547616
0.408	0.4351110127609354
0.4085	0.4362026997123258
0.409	0.4373386442428266
0.4095	0.4411595485726931
0.41	0.4449066902707089
0.4105	0.447635907649185
0.411	0.4503946300804013
0.4115	0.4532123626170982
0.412	0.4559415799955743
0.4125	0.4580216862137641
0.413	0.4600575348528436
0.4135	0.46362764623441766
0.414	0.4673747879324334
0.4145	0.4696466769934352
0.415	0.4718743084753264
0.4155	0.47917680902854615
0.416	0.48639079442354505
0.4165	0.4908313048609575
0.417	0.4951685476137789
0.4175	0.4995205428929705
0.418	0.5039463008040127
0.4185	0.5053477908091761
0.419	0.5068525484989305
0.4195	0.5078262152393598
0.42	0.5087408718743085
0.4205	0.5098178062993288
0.421	0.510879988197979
0.4215	0.5144205945268128
0.422	0.5179759533820166
0.4225	0.5190086302279265
0.423	0.5200413070738364
0.4235	0.5288338127904403
0.424	0.5375378033488235
0.4245	0.5405030611492219
0.425	0.5437486169506529
0.4255	0.5470679353839345
0.426	0.5502102235007745
0.4265	0.5528361731946596
0.427	0.5553588552039537
0.4275	0.5612156081728996
0.428	0.5671756288264366
0.4285	0.5681788006196061
0.429	0.569108209780925
0.4295	0.575496053699196
0.43	0.5816773622482851
0.4305	0.5840672715202478
0.431	0.5866342111086524
0.4315	0.589319170908018
0.432	0.5921369034447149
0.4325	0.5954562218779967
0.433	0.5985394998893561
0.4335	0.6015047576897544
0.434	0.6046617983329645
0.4345	0.6083499299254997
0.435	0.6118905362543335
0.4355	0.6157704506896806
0.436	0.6197683853359889
0.4365	0.623235229032972
0.437	0.626687320203585
0.4375	0.6301689164269382
0.438	0.6332521944382976
0.4385	0.6372796341373461
0.439	0.6411005384672125
0.4395	0.6453345135354429
0.44	0.6498192815519659
0.4405	0.6529320646160656
0.441	0.6559563325219444
0.4415	0.6587298074795309
0.442	0.6615622925425979
0.4425	0.6639079442354504
0.443	0.6662240908755624
0.4435	0.668687762779376
0.444	0.6710776720513388
0.4445	0.6731725307958989
0.445	0.6754001622777901
0.4455	0.677893339234344
0.446	0.6806078040864498
0.4465	0.6831009810430035
0.447	0.6852548498930443
0.4475	0.6873349561112342
0.448	0.6890167441174302
0.4485	0.6912738806520617
0.449	0.6939293353986871
0.4495	0.6968798406727152
0.45	0.6995648004720809
0.4505	0.7019399572176735
0.451	0.7042708563841558
0.4515	0.7065132403924174
0.452	0.7089179021907501
0.4525	0.7119864276757395
0.453	0.7151139632662094
0.4535	0.7183447665412703
0.454	0.7216345799218117
0.4545	0.7235671608763
0.455	0.7252784539352365
0.4555	0.726901231835952
0.456	0.728686287526739
0.4565	0.72982223205724
0.457	0.7309581765877408
0.4575	0.7320203584863908
0.458	0.7327874898576382
0.4585	0.7353986870251531
0.459	0.7382901821937007
0.4595	0.7412701925204691
0.46	0.7441026775835362
0.4605	0.7468171424356422
0.461	0.7495463598141182
0.4615	0.7523345872980749
0.462	0.7553588552039537
0.4625	0.7577782695286568
0.463	0.7600649111160288
0.4635	0.7621302648078484
0.464	0.7643283912369994
0.4645	0.7664084974551892
0.465	0.7685623663052297
0.4655	0.7708785129453419
0.466	0.7730471343217528
0.4665	0.7736814929556688
0.467	0.773917533377591
0.4675	0.7742568414841042
0.468	0.7747289223279488
0.4685	0.7760566497012614
0.469	0.7772958619163531
0.4695	0.7786235892896659
0.47	0.7800398318211995
0.4705	0.781972412775688
0.471	0.7840082614147672
0.4715	0.7861031201593274
0.472	0.7881389687984067
0.4725	0.7909124437559931
0.473	0.7936859187135799
0.4735	0.7962971158810946
0.474	0.798746035258538
0.4745	0.8014900051633842
0.475	0.8045437781220035
0.4755	0.8076123036069927
0.476	0.810680829091982
0.4765	0.8116397433060412
0.477	0.8125101423618796
0.4775	0.8133805414177179
0.478	0.8141919303680755
0.4785	0.8149148041602124
0.479	0.8154901526886481
0.4795	0.8158737183742716
0.48	0.8166113446927786
0.4805	0.8188684812274102
0.481	0.8210371026038209
0.4815	0.8232204765066018
0.482	0.8254923655676036
0.4825	0.8267168252563252
0.483	0.8280445526296378
0.4835	0.8292837648447298
0.484	0.8305377295861918
0.4845	0.8306705023235229
0.485	0.8307295124290035
0.4855	0.8308622851663349
0.486	0.830980305377296
0.4865	0.8334144722283693
0.487	0.8358486390794424
0.4875	0.8379287452976323
0.488	0.8402891495168547
0.4885	0.8424725234196356
0.489	0.8449804529025596
0.4895	0.8479309581765878
0.49	0.850778195766025
0.4905	0.8522386958766688
0.491	0.8536106808290921
0.4915	0.8548941506232942
0.492	0.8561923729438666
0.4925	0.8559268274692041
0.493	0.8557645496791326
0.4935	0.85549900420447
0.494	0.8552482112561777
0.4945	0.8559710850483145
0.495	0.8567677214723023
0.4955	0.8576528730545107
0.496	0.8582872316884266
0.4965	0.8615327874898577
0.497	0.8646750756066977
0.4975	0.8680091465663495
0.498	0.8712547023677806
0.4985	0.8734233237441912
0.499	0.8752378844877187
0.4995	0.877067197757616
0.5	0.8789850261857344
0.5005	0.8802832485063068
0.501	0.8817585011433209
0.5015	0.8832485063067052
0.502	0.8846352437854984
0.5025	0.8850040569447518
0.503	0.8853876226303755
0.5035	0.8856679206314083
0.504	0.8862137641071034
0.5045	0.8877332743232279
0.505	0.8894445673821644
0.5055	0.8908608099136978
0.506	0.8923950726561926
0.5065	0.8947849819281553
0.507	0.89736667404293
0.5075	0.8997565833148927
0.508	0.9023382754296674
0.5085	0.9040495684886038
0.509	0.9057608615475401
0.5095	0.9074721546064766
0.51	0.909094932507192
0.5105	0.90890314966438
0.511	0.9088146345061592
0.5115	0.9084458213469057
0.512	0.9079884930294314
0.5125	0.9088146345061592
0.513	0.9097440436674781
0.5135	0.9108504831452386
0.514	0.9116913771483366
0.5145	0.9140517813675593
0.515	0.9164121855867816
0.5155	0.9187725898060043
0.516	0.9211329940252269
0.5165	0.9223722062403188
0.517	0.9234196356125987
0.5175	0.9245703326694696
0.518	0.9257210297263406
0.5185	0.9271372722578742
0.519	0.9287452976322197
0.5195	0.9303533230065649
0.52	0.9321678837500922
0.5205	0.9345577930220551
0.521	0.9372427528214208
0.5215	0.9399277126207863
0.522	0.942509404735561
0.5225	0.9445895109537508
0.523	0.9465663494873499
0.5235	0.9485284354945787
0.524	0.9504020063435864
0.5245	0.9514346831894963
0.525	0.9523788448771853
0.5255	0.9534262742494652
0.526	0.9545622187799662
0.5265	0.9548277642546287
0.527	0.9550933097292913
0.5275	0.9555506380467655
0.528	0.9557129158368372
0.5285	0.9562587593125323
0.529	0.9568046027882275
0.5295	0.9574389614221437
0.53	0.9580733200560597
0.5305	0.9595928302721842
0.531	0.9611270930146788
0.5315	0.9625433355462124
0.532	0.9641661134469279
0.5325	0.9656856236630523
0.533	0.9673084015637679
0.5335	0.9689311794644834
0.534	0.9705687098915691
0.5345	0.9725160433724276
0.535	0.9745813970642473
0.5355	0.9765434830714761
0.536	0.9785203216050748
0.5365	0.9777531902338276
0.537	0.9770893265471713
0.5375	0.976322195175924
0.538	0.9754665486464558
0.5385	0.9730913919008631
0.539	0.970893265471712
0.5395	0.9685181087261194
0.54	0.9662314671387475
0.5405	0.9683853359887882
0.541	0.9702294017850557
0.5415	0.9722947554768754
0.542	0.9743306041159548
0.5425	0.980821715718817
0.543	0.9873128273216789
0.5435	0.9934941358707678
0.544	1.0
0.5445	0.9671756288264365
0.545	0.9342479899682822
0.5455	0.9012023308991665
0.546	0.868259939514642
0.5465	0.7452681271667775
0.547	0.622409087556244
0.5475	0.4991959873128274
0.548	0.37601239212215093
0.5485	0.3001696540532567
0.549	0.2242384008261415
0.5495	0.1482923950726562
0.55	0.07228737921369036
0.5505	0.05827247916205651
0.551	0.04425757911042266
0.5515	0.03022792653241868
0.552	0.016213026480784834
0.5525	0.01308549089031497
0.553	0.00997270782621524
0.5535	0.006845172235745372
0.554	0.0037323891716456448
0.5545	0.003142288116840009
0.555	0.002566939588404514
0.5555	0.001976838533598879
0.556	0.0014014900051633843
0.5565	0.0012539647414619754
0.557	0.0011064394777605666
0.5575	0.0009589142140591576
0.558	0.0008113889503577489
0.5585	0.0007523788448771852
0.559	0.0007081212657667626
0.5595	0.0006491111602861991
0.56	0.0006048535811757764
0.5605	0.0005753485284354946
0.561	0.0005458434756952129
0.5615	0.000516338422954931
0.562	0.0004720808438445084
0.5625	0.0004573283174743675
0.563	0.00044257579110422657
0.5635	0.00041307073836394483
0.564	0.00039831821199380396
0.5645	0.00019178284281183157
0.565	0.0
