#LAM	TRANSMISSION
11.086	0.0001
11.092	0.0001
11.098	0.0001
11.104	0.0001
11.109	0.0002
11.115	0.0002
11.121	0.0003
11.127	0.0003
11.133	0.0004
11.138	0.0005
11.144	0.0005
11.15	0.0006
11.156	0.0007
11.162	0.0008
11.167	0.001
11.173	0.0011
11.179	0.0012
11.185	0.0014
11.191	0.0015
11.196	0.0017
11.202	0.0019
11.208	0.0021
11.214	0.0022
11.22	0.0024
11.225	0.0026
11.231	0.0028
11.237	0.003
11.243	0.0032
11.249	0.0034
11.254	0.0036
11.26	0.0038
11.266	0.004
11.272	0.0042
11.278	0.0044
11.283	0.0045
11.289	0.0047
11.295	0.0049
11.301	0.0051
11.307	0.0053
11.312	0.0056
11.318	0.0058
11.324	0.006
11.33	0.0062
11.336	0.0065
11.341	0.0067
11.347	0.007
11.353	0.0073
11.359	0.0077
11.365	0.0081
11.37	0.0085
11.376	0.0089
11.382	0.0094
11.388	0.01
11.394	0.0106
11.399	0.0112
11.405	0.0119
11.411	0.0127
11.417	0.0135
11.423	0.0144
11.428	0.0155
11.434	0.0166
11.44	0.0177
11.446	0.0194
11.452	0.0211
11.457	0.0228
11.463	0.0249
11.469	0.0274
11.475	0.0298
11.481	0.0324
11.486	0.0358
11.492	0.0393
11.498	0.0427
11.504	0.047
11.51	0.0518
11.515	0.0566
11.521	0.0619
11.527	0.0694
11.533	0.0768
11.539	0.0843
11.544	0.0934
11.55	0.103
11.556	0.1126
11.562	0.1228
11.568	0.1344
11.573	0.146
11.579	0.1576
11.585	0.1707
11.591	0.1841
11.597	0.1975
11.602	0.2108
11.608	0.2241
11.614	0.2374
11.62	0.2507
11.626	0.262
11.631	0.2733
11.637	0.2846
11.643	0.2945
11.649	0.3033
11.655	0.312
11.66	0.3205
11.666	0.3257
11.672	0.3308
11.678	0.336
11.684	0.3392
11.689	0.3411
11.695	0.343
11.701	0.3448
11.707	0.3455
11.713	0.3463
11.718	0.3471
11.724	0.3473
11.73	0.3473
11.736	0.3473
11.742	0.3472
11.747	0.347
11.753	0.3468
11.759	0.3465
11.765	0.3464
11.771	0.3463
11.776	0.3462
11.782	0.3461
11.788	0.346
11.794	0.346
11.8	0.3459
11.805	0.346
11.811	0.346
11.817	0.3461
11.823	0.3461
11.829	0.3462
11.834	0.3463
11.84	0.3464
11.846	0.3464
11.852	0.3465
11.858	0.3466
11.863	0.3467
11.869	0.3468
11.875	0.3469
11.881	0.347
11.887	0.3472
11.892	0.3473
11.898	0.3474
11.904	0.3475
11.91	0.3476
11.916	0.3478
11.921	0.3479
11.927	0.348
11.933	0.3481
11.939	0.3482
11.945	0.3483
11.95	0.3485
11.956	0.3486
11.962	0.3487
11.968	0.3488
11.974	0.349
11.979	0.3491
11.985	0.3492
11.991	0.3494
11.997	0.3496
12.003	0.3497
12.008	0.3497
12.014	0.3498
12.02	0.3499
12.026	0.3499
12.032	0.35
12.037	0.35
12.043	0.3501
12.049	0.3502
12.055	0.3502
12.061	0.3503
12.066	0.3503
12.072	0.3503
12.078	0.3504
12.084	0.3504
12.09	0.3503
12.095	0.3503
12.101	0.3503
12.107	0.3502
12.113	0.3502
12.119	0.3501
12.124	0.35
12.13	0.3499
12.136	0.3498
12.142	0.3497
12.148	0.3495
12.153	0.3493
12.159	0.3491
12.165	0.3489
12.171	0.3487
12.177	0.3485
12.182	0.3483
12.188	0.348
