#LAM	TRANSMISSION
1.865	0.0003
1.87	0.0006
1.875	0.0014
1.88	0.003
1.885	0.0062
1.89	0.0121
1.895	0.0225
1.9	0.0401
1.905	0.0685
1.91	0.1122
1.915	0.1761
1.92	0.2653
1.925	0.3843
1.93	0.535
1.935	0.7176
1.94	0.9283
1.945	1.161
1.95	1.4046
1.955	1.6484
1.96	1.8799
1.965	2.0895
1.97	2.2722
1.975	2.4218
1.98	2.5392
1.985	2.6271
1.99	2.6898
1.995	2.7324
2.0	2.7612
2.005	2.7781
2.01	2.788
2.015	2.7935
2.02	2.7965
2.025	2.7981
2.03	2.799
2.035	2.8013
2.04	2.8017
2.045	2.8024
2.05	2.8031
2.055	2.8053
2.06	2.8059
2.065	2.8083
2.07	2.8092
2.075	2.8104
2.08	2.813
2.085	2.8144
2.09	2.816
2.095	2.8177
2.1	2.8195
2.105	2.8219
2.11	2.8245
2.115	2.828
2.12	2.8315
2.125	2.8327
2.13	2.8369
2.135	2.8393
2.14	2.8414
2.145	2.8448
2.15	2.8459
2.155	2.8465
2.16	2.8467
2.165	2.8473
2.17	2.8474
2.175	2.8466
2.18	2.8454
2.185	2.844
2.19	2.8424
2.195	2.8422
2.2	2.8413
2.205	2.8407
2.21	2.8378
2.215	2.8335
2.22	2.8299
2.225	2.8224
2.23	2.8143
2.235	2.8026
2.24	2.7872
2.245	2.764
2.25	2.731
2.255	2.6875
2.26	2.6252
2.265	2.5455
2.27	2.4441
2.275	2.3195
2.28	2.1715
2.285	2.0015
2.29	1.813
2.295	1.6109
2.3	1.4027
2.305	1.1936
2.31	0.9932
2.315	0.8058
2.32	0.6367
2.325	0.49
2.33	0.367
2.335	0.2668
2.34	0.1886
2.345	0.1294
2.35	0.086
2.355	0.0555
2.36	0.0347
2.365	0.021
2.37	0.0123
2.375	0.007
2.38	0.0039
2.385	0.0021
2.39	0.0011
2.395	0.0005
