#wave	trans
0.333	0.0
0.334	0.009837922004388138
0.335	0.019463514756883005
0.336	0.02448864038502371
0.337	0.027956684832613776
0.338	0.03220326987047916
0.339	0.03312336329534999
0.34	0.03333569254724326
0.341	0.040059452190530115
0.342	0.044943024984075305
0.343	0.05117134970627787
0.344	0.057258121593884916
0.345	0.06398188123717179
0.346	0.07056408804586312
0.347	0.06921933611720575
0.348	0.08125132705782433
0.349	0.08344539599405479
0.35	0.09080614339302145
0.351	0.09830844362658363
0.352	0.10128105315308938
0.353	0.11366692618019675
0.354	0.1306532663316583
0.355	0.1350414042041192
0.356	0.15825606907778328
0.357	0.1608040201005025
0.358	0.1807629697784698
0.359	0.1949182532380211
0.36	0.2097813008705499
0.361	0.21898223511925827
0.362	0.24807134262863612
0.363	0.26314671951305824
0.364	0.2783636492320759
0.365	0.293722131785689
0.366	0.33816972184868005
0.367	0.34185009554816337
0.368	0.3829711939981599
0.369	0.3885625309646826
0.37	0.4226767641022012
0.371	0.4354165192157973
0.372	0.45565857456295555
0.373	0.4771038290041758
0.374	0.5026541156486659
0.375	0.5284167315450492
0.376	0.5544624531106235
0.377	0.5795173048340293
0.378	0.6025904168730979
0.379	0.6259466345813575
0.38	0.6604147498053649
0.381	0.6718805294076013
0.382	0.6900700686531248
0.383	0.7069856323872885
0.384	0.7394012315096611
0.385	0.76120036803737
0.386	0.7832118338169721
0.387	0.8089744497133555
0.388	0.836718805294076
0.389	0.8466982801330597
0.39	0.8567485313893412
0.391	0.883218911458702
0.392	0.9152098520772877
0.393	0.9223582702243612
0.394	0.9524382475759077
0.395	0.9779177578031001
0.396	1.0
0.397	0.9942671101988817
0.398	0.8495293368249699
0.399	0.6446316087479651
0.4	0.3567131431806922
0.401	0.13313044093707976
0.402	0.05456861773657017
0.403	0.021869912945006724
0.404	0.009696369169792624
0.405	0.008917828579517305
0.406	0.0075023002335621765
0.407	0.0
