#LAM	FLX
1.09000	0.000400000
1.09100	0.000200000
1.09200	0.000300000
1.09300	0.000300000
1.09400	0.000500000
1.09500	0.000400000
1.09600	0.000600000
1.09700	0.000600000
1.09800	0.000700000
1.09900	0.00130000
1.10000	0.00130000
1.10100	0.00180000
1.10200	0.00210000
1.10300	0.00270000
1.10400	0.00330000
1.10500	0.00390000
1.10600	0.00480000
1.10700	0.00550000
1.10800	0.00650000
1.10900	0.00780000
1.11000	0.00900000
1.11100	0.0107000
1.11200	0.0128000
1.11300	0.0152000
1.11400	0.0185000
1.11500	0.0230000
1.11600	0.0284000
1.11700	0.0361000
1.11800	0.0473000
1.11900	0.0611000
1.12000	0.0807000
1.12100	0.109900
1.12200	0.147100
1.12300	0.196300
1.12400	0.266100
1.12500	0.344400
1.12600	0.429000
1.12700	0.523000
1.12800	0.602700
1.12900	0.659600
1.13000	0.703800
1.13100	0.728900
1.13200	0.741100
1.13300	0.749400
1.13400	0.755900
1.13500	0.762800
1.13600	0.769400
1.13700	0.776700
1.13800	0.782700
1.13900	0.790800
1.14000	0.796400
1.14100	0.800600
1.14200	0.803800
1.14300	0.805800
1.14400	0.805300
1.14500	0.803700
1.14600	0.803100
1.14700	0.800900
1.14800	0.798000
1.14900	0.794300
1.15000	0.792900
1.15100	0.791700
1.15200	0.789900
1.15300	0.788000
1.15400	0.788000
1.15500	0.789300
1.15600	0.789300
1.15700	0.791100
1.15800	0.793500
1.15900	0.796900
1.16000	0.799800
1.16100	0.803900
1.16200	0.807400
1.16300	0.811000
1.16400	0.815400
1.16500	0.817600
1.16600	0.819900
1.16700	0.821300
1.16800	0.820800
1.16900	0.818700
1.17000	0.816800
1.17100	0.813300
1.17200	0.808200
1.17300	0.804100
1.17400	0.799000
1.17500	0.793200
1.17600	0.787800
1.17700	0.784200
1.17800	0.780400
1.17900	0.779000
1.18000	0.778000
1.18100	0.778000
1.18200	0.779900
1.18300	0.782100
1.18400	0.785600
1.18500	0.788700
1.18600	0.794100
1.18700	0.799500
1.18800	0.805000
1.18900	0.809200
1.19000	0.814800
1.19100	0.819900
1.19200	0.822300
1.19300	0.825200
1.19400	0.829100
1.19500	0.830900
1.19600	0.830300
1.19700	0.833100
1.19800	0.832900
1.19900	0.832200
1.20000	0.832700
1.20100	0.831900
1.20200	0.831500
1.20300	0.830100
1.20400	0.832000
1.20500	0.831600
1.20600	0.832100
1.20700	0.831800
1.20800	0.833400
1.20900	0.834500
1.21000	0.833100
1.21100	0.835100
1.21200	0.836100
1.21300	0.836900
1.21400	0.836600
1.21500	0.839300
1.21600	0.838900
1.21700	0.839100
1.21800	0.838800
1.21900	0.840300
1.22000	0.840100
1.22100	0.839300
1.22200	0.840100
1.22300	0.839700
