#LAM	TRANSMISSION
0.32	1.42955e-14
0.3201	0.00032925
0.3202	0.000689039
0.3203	0.00108052
0.3204	0.00150487
0.3205	0.00196306
0.3206	0.00246043
0.3207	0.00299616
0.3208	0.00357141
0.3209	0.00418758
0.321	0.00484612
0.3211	0.00503438
0.3212	0.00522642
0.3213	0.00542225
0.3214	0.00562193
0.3215	0.00582488
0.3216	0.00599151
0.3217	0.00616014
0.3218	0.00633014
0.3219	0.00650151
0.322	0.00667423
0.3221	0.00687599
0.3222	0.00708027
0.3223	0.00728709
0.3224	0.00749645
0.3225	0.00770762
0.3226	0.0079881
0.3227	0.00827566
0.3228	0.00856967
0.3229	0.00887021
0.323	0.00917736
0.3231	0.00953099
0.3232	0.00989311
0.3233	0.0102638
0.3234	0.0106433
0.3235	0.0110305
0.3236	0.011356
0.3237	0.0116879
0.3238	0.0120255
0.3239	0.0123686
0.324	0.0127174
0.3241	0.0129966
0.3242	0.0132776
0.3243	0.0135605
0.3244	0.0138451
0.3245	0.0141304
0.3246	0.0144106
0.3247	0.0146933
0.3248	0.0149775
0.3249	0.015263
0.325	0.01555
0.3251	0.0159505
0.3252	0.0163568
0.3253	0.016769
0.3254	0.0171871
0.3255	0.0176098
0.3256	0.0181152
0.3257	0.0186313
0.3258	0.0191567
0.3259	0.0196916
0.326	0.0202359
0.3261	0.0207725
0.3262	0.021318
0.3263	0.0218725
0.3264	0.022436
0.3265	0.023007
0.3266	0.0234725
0.3267	0.0239446
0.3268	0.0244216
0.3269	0.0249036
0.327	0.0253905
0.3271	0.0258109
0.3272	0.0262334
0.3273	0.0266581
0.3274	0.0270849
0.3275	0.0275119
0.3276	0.0279659
0.3277	0.0284249
0.3278	0.0288868
0.3279	0.0293516
0.328	0.0298194
0.3281	0.0304657
0.3282	0.0311208
0.3283	0.031785
0.3284	0.0324583
0.3285	0.0331384
0.3286	0.0339019
0.3287	0.0346792
0.3288	0.0354683
0.3289	0.0362692
0.329	0.0370822
0.3291	0.0377832
0.3292	0.0384928
0.3293	0.0392109
0.3294	0.0399376
0.3295	0.0406704
0.3296	0.0412735
0.3297	0.041884
0.3298	0.0424991
0.3299	0.0431191
0.33	0.0437438
0.3301	0.0442725
0.3302	0.0448036
0.3303	0.0453372
0.3304	0.0458732
0.3305	0.0464089
0.3306	0.0470065
0.3307	0.0476111
0.3308	0.0482196
0.3309	0.048832
0.331	0.0494485
0.3311	0.0501927
0.3312	0.0509443
0.3313	0.0516181
0.3314	0.0522976
0.3315	0.0529578
0.3316	0.0537352
0.3317	0.0545169
0.3318	0.0553061
0.3319	0.0561028
0.332	0.0569071
0.3321	0.0575908
0.3322	0.05828
0.3323	0.0589711
0.3324	0.0596677
0.3325	0.0603731
0.3326	0.0609612
0.3327	0.0615491
0.3328	0.0621403
0.3329	0.0627348
0.333	0.0633326
0.3331	0.0637855
0.3332	0.0642394
0.3333	0.0646908
0.3334	0.0651432
