#LAM	TRANS
0.4569	9.66764e-05
0.457	0.00010671
0.4571	0.00011673
0.4572	0.000126749
0.4573	0.000136765
0.4574	0.000146779
0.4575	0.00015679
0.4576	0.000166799
0.4577	0.000176806
0.4578	0.000186811
0.4579	0.000196814
0.458	0.000206814
0.4581	0.000216808
0.4582	0.000226799
0.4583	0.000236788
0.4584	0.000246774
0.4585	0.000256758
0.4586	0.000266739
0.4587	0.000276717
0.4588	0.000286692
0.4589	0.000296666
0.459	0.000306636
0.4591	0.000316644
0.4592	0.000326652
0.4593	0.00033666
0.4594	0.000346667
0.4595	0.000356676
0.4596	0.000366684
0.4597	0.000376691
0.4598	0.000386698
0.4599	0.000396705
0.46	0.000406713
0.4601	0.000509739
0.4602	0.00061275
0.4603	0.000715748
0.4604	0.00081873
0.4605	0.000921699
0.4606	0.00102465
0.4607	0.00112759
0.4608	0.00123052
0.4609	0.00133343
0.461	0.00143633
0.4611	0.00153911
0.4612	0.00164186
0.4613	0.00174458
0.4614	0.00184728
0.4615	0.00194995
0.4616	0.00205259
0.4617	0.00215519
0.4618	0.00225778
0.4619	0.00236033
0.462	0.00246286
0.4621	0.00282659
0.4622	0.00319031
0.4623	0.00355405
0.4624	0.0039178
0.4625	0.00428153
0.4626	0.00464528
0.4627	0.00500901
0.4628	0.00537275
0.4629	0.00573651
0.463	0.00610026
0.4631	0.00625404
0.4632	0.00640779
0.4633	0.00656149
0.4634	0.00671518
0.4635	0.00686883
0.4636	0.00702242
0.4637	0.00717599
0.4638	0.00732953
0.4639	0.00748302
0.464	0.0076365
0.4641	0.00845942
0.4642	0.00928222
0.4643	0.0101049
0.4644	0.0109275
0.4645	0.01175
0.4646	0.0125724
0.4647	0.0133946
0.4648	0.0142168
0.4649	0.0150388
0.465	0.0158607
0.4651	0.0183262
0.4652	0.0207915
0.4653	0.0232565
0.4654	0.0257212
0.4655	0.0281858
0.4656	0.03065
0.4657	0.033114
0.4658	0.0355777
0.4659	0.0380413
0.466	0.0405045
0.4661	0.0410383
0.4662	0.0415719
0.4663	0.0421056
0.4664	0.0426392
0.4665	0.0431728
0.4666	0.0437064
0.4667	0.0442399
0.4668	0.0447734
0.4669	0.0453068
0.467	0.0458403
0.4671	0.0461813
0.4672	0.0465222
0.4673	0.0468631
0.4674	0.0472039
0.4675	0.0475447
0.4676	0.0478855
0.4677	0.0482262
0.4678	0.0485669
0.4679	0.0489075
0.468	0.0492481
0.4681	0.0538408
0.4682	0.0584334
0.4683	0.0630255
0.4684	0.067617
0.4685	0.0722083
0.4686	0.0767991
0.4687	0.0813895
0.4688	0.0859795
0.4689	0.090569
0.469	0.0951582
0.4691	0.0978925
0.4692	0.100626
0.4693	0.10336
0.4694	0.106094
0.4695	0.108827
0.4696	0.11156
0.4697	0.114293
0.4698	0.117026
0.4699	0.119758
0.47	0.122491
0.4701	0.120157
0.4702	0.117823
0.4703	0.115489
0.4704	0.113156
0.4705	0.110822
0.4706	0.108488
0.4707	0.106154
0.4708	0.10382
0.4709	0.101486
0.471	0.0991515
0.4711	0.101374
0.4712	0.103595
0.4713	0.105816
0.4714	0.108037
0.4715	0.110257
0.4716	0.112476
0.4717	0.114694
0.4718	0.116911
0.4719	0.119128
0.472	0.121345
0.4721	0.128156
0.4722	0.134968
0.4723	0.141779
0.4724	0.14859
0.4725	0.155401
0.4726	0.162212
0.4727	0.169022
0.4728	0.175833
0.4729	0.182643
0.473	0.189454
0.4731	0.189146
0.4732	0.188838
0.4733	0.188531
0.4734	0.188224
0.4735	0.187916
0.4736	0.187609
0.4737	0.187302
0.4738	0.186995
0.4739	0.186687
0.474	0.18638
0.4741	0.183415
0.4742	0.18045
0.4743	0.177486
0.4744	0.174523
0.4745	0.17156
0.4746	0.168597
0.4747	0.165636
0.4748	0.162675
0.4749	0.159715
0.475	0.156755
0.4751	0.160578
0.4752	0.164401
0.4753	0.168224
0.4754	0.172047
0.4755	0.175871
0.4756	0.179696
0.4757	0.18352
0.4758	0.187345
0.4759	0.19117
0.476	0.194995
0.4761	0.202807
0.4762	0.210618
0.4763	0.218429
0.4764	0.226238
0.4765	0.234046
0.4766	0.241855
0.4767	0.249662
0.4768	0.257468
0.4769	0.265274
0.477	0.273078
0.4771	0.271424
0.4772	0.269771
0.4773	0.268117
0.4774	0.266463
0.4775	0.264809
0.4776	0.263155
0.4777	0.261501
0.4778	0.259846
0.4779	0.258192
0.478	0.256537
0.4781	0.252504
0.4782	0.248472
0.4783	0.24444
0.4784	0.240408
0.4785	0.236377
0.4786	0.232346
0.4787	0.228316
0.4788	0.224286
0.4789	0.220257
0.479	0.216228
0.4791	0.219689
0.4792	0.223149
0.4793	0.226609
0.4794	0.23007
0.4795	0.233529
0.4796	0.236989
0.4797	0.240449
0.4798	0.243907
0.4799	0.247367
0.48	0.250826
0.4801	0.257328
0.4802	0.26383
0.4803	0.270333
0.4804	0.276836
0.4805	0.283339
0.4806	0.289842
0.4807	0.296346
0.4808	0.30285
0.4809	0.309354
0.481	0.315859
0.4811	0.315018
0.4812	0.314177
0.4813	0.313337
0.4814	0.312496
0.4815	0.311656
0.4816	0.310815
0.4817	0.309975
0.4818	0.309134
0.4819	0.308294
0.482	0.307453
0.4821	0.307993
0.4822	0.308533
0.4823	0.309073
0.4824	0.309614
0.4825	0.310154
0.4826	0.310694
0.4827	0.311235
0.4828	0.311775
0.4829	0.312315
0.483	0.312856
0.4831	0.314878
0.4832	0.316899
0.4833	0.318922
0.4834	0.320943
0.4835	0.322966
0.4836	0.324988
0.4837	0.327011
0.4838	0.329034
0.4839	0.331058
0.484	0.333082
0.4841	0.33443
0.4842	0.335777
0.4843	0.337124
0.4844	0.338471
0.4845	0.339818
0.4846	0.341165
0.4847	0.342512
0.4848	0.343858
0.4849	0.345205
0.485	0.346551
0.4851	0.346018
0.4852	0.345486
0.4853	0.344953
0.4854	0.344421
0.4855	0.343888
0.4856	0.343355
0.4857	0.342823
0.4858	0.342291
0.4859	0.341759
0.486	0.341226
0.4861	0.341705
0.4862	0.342184
0.4863	0.342662
0.4864	0.343141
0.4865	0.343621
0.4866	0.344099
0.4867	0.344579
0.4868	0.345058
0.4869	0.345538
0.487	0.346017
0.4871	0.346776
0.4872	0.347534
0.4873	0.348293
0.4874	0.349052
0.4875	0.349811
0.4876	0.35057
0.4877	0.351328
0.4878	0.352086
0.4879	0.352845
0.488	0.353604
0.4881	0.35048
0.4882	0.347355
0.4883	0.344231
0.4884	0.341107
0.4885	0.337982
0.4886	0.334858
0.4887	0.331734
0.4888	0.328609
0.4889	0.325484
0.489	0.32236
0.4891	0.320273
0.4892	0.318186
0.4893	0.316099
0.4894	0.314011
0.4895	0.311922
0.4896	0.309833
0.4897	0.307744
0.4898	0.305654
0.4899	0.303564
0.49	0.301473
0.4901	0.301376
0.4902	0.301278
0.4903	0.30118
0.4904	0.301083
0.4905	0.300986
0.4906	0.300889
0.4907	0.300791
0.4908	0.300693
0.4909	0.300596
0.491	0.300499
0.4911	0.301452
0.4912	0.302406
0.4913	0.30336
0.4914	0.304314
0.4915	0.305268
0.4916	0.306222
0.4917	0.307178
0.4918	0.308132
0.4919	0.309087
0.492	0.310043
0.4921	0.312041
0.4922	0.314039
0.4923	0.316037
0.4924	0.318035
0.4925	0.320034
0.4926	0.322032
0.4927	0.324031
0.4928	0.326029
0.4929	0.328029
0.493	0.330028
0.4931	0.332373
0.4932	0.334719
0.4933	0.337066
0.4934	0.339413
0.4935	0.341761
0.4936	0.344108
0.4937	0.346457
0.4938	0.348806
0.4939	0.351155
0.494	0.353504
0.4941	0.354509
0.4942	0.355514
0.4943	0.356518
0.4944	0.357523
0.4945	0.358528
0.4946	0.359536
0.4947	0.360541
0.4948	0.361546
0.4949	0.362553
0.495	0.36356
0.4951	0.361903
0.4952	0.360246
0.4953	0.358588
0.4954	0.356931
0.4955	0.355275
0.4956	0.353618
0.4957	0.351962
0.4958	0.350306
0.4959	0.34865
0.496	0.346994
