#LAM	TRANSMISSION
0.8	0.072282
0.8002200195	0.0730216
0.801	0.0748492
0.802	0.0772102
0.803	0.0795862
0.804	0.0819632
0.805	0.0843511
0.806	0.0867489
0.807	0.0891564
0.808	0.0915738
0.809	0.0940011
0.81	0.096438
0.8102227539000001	0.0969822
0.811	0.0992015
0.812	0.102067
0.813	0.104944
0.814	0.107833
0.815	0.110733
0.816	0.113646
0.817	0.11657
0.818	0.119505
0.819	0.122691
0.82	0.125901
0.8202253906	0.126622
0.821	0.128148
0.822	0.13013
0.823	0.132125
0.824	0.134037
0.825	0.135959
0.826	0.137892
0.827	0.139834
0.828	0.141787
0.829	0.14375
0.83	0.145723
0.830228125	0.146174
0.831	0.148059
0.832	0.150512
0.833	0.152978
0.834	0.155457
0.835	0.157949
0.836	0.160454
0.837	0.162628
0.838	0.164805
0.839	0.166986
0.84	0.169171
0.8402308594	0.169668
0.841	0.171041
0.842	0.172827
0.843	0.174617
0.844	0.176409
0.845	0.178203
0.846	0.18
0.847	0.1818
0.848	0.183602
0.849	0.18541
0.85	0.187225
0.8502334961000001	0.187677
0.851	0.188509
0.852	0.189602
0.853	0.190699
0.854	0.1918
0.855	0.192684
0.856	0.193568
0.857	0.194453
0.858	0.195337
0.859	0.196221
0.86	0.197105
0.8602362305000001	0.197307
0.861	0.198119
0.862	0.199182
0.863	0.200245
0.864	0.201618
0.865	0.202994
0.866	0.204372
0.867	0.205753
0.868	0.207137
0.869	0.208524
0.87	0.209915
0.8702389648000001	0.210247
0.871	0.2113
0.872	0.212687
0.873	0.215085
0.874	0.217503
0.875	0.219939
0.876	0.222394
0.877	0.224868
0.878	0.227361
0.879	0.229873
0.88	0.232405
0.8802416015999999	0.232941
0.881	0.234473
0.882	0.236501
0.883	0.238542
0.884	0.240999
0.885	0.243475
0.886	0.245969
0.887	0.248482
0.888	0.251013
0.889	0.253563
0.89	0.256131
0.8902443359000001	0.256515
0.891	0.25809
0.892	0.260182
0.893	0.262498
0.894	0.264606
0.895	0.266721
0.896	0.269067
0.897	0.2712
0.898	0.273569
0.899	0.275725
0.9	0.277889
0.9002470703000001	0.278322
0.901	0.278408
0.902	0.278295
0.903	0.278417
0.904	0.278547
0.905	0.278681
0.906	0.27905
0.907	0.279191
0.908	0.279569
0.909	0.279717
0.91	0.279868
0.9102498046999999	0.279965
0.911	0.281604
0.912	0.283562
0.913	0.285765
0.914	0.287738
0.915	0.28996
0.916	0.291948
0.917	0.294188
0.918	0.296191
0.919	0.298449
0.92	0.300466
0.9202524414	0.300988
0.921	0.30195
0.922	0.302987
0.923	0.304282
0.924	0.305593
0.925	0.307167
0.926	0.308488
0.927	0.310073
0.928	0.311404
0.929	0.313001
0.93	0.31434
0.9302551758	0.31475
0.931	0.314806
0.932	0.314617
0.933	0.31469
0.934	0.314499
0.935	0.31457
0.936	0.314376
0.937	0.314446
0.938	0.314249
0.939	0.314315
0.94	0.31438
0.9402579101999999	0.314252
0.941	0.315376
0.942	0.317158
0.943	0.318675
0.944	0.320642
0.945	0.322342
0.946	0.324317
0.947	0.326298
0.948	0.328007
0.949	0.329996
0.95	0.33199
0.9502606444999999	0.332423
0.951	0.332993
0.952	0.334044
0.953	0.334813
0.954	0.335865
0.955	0.336918
0.956	0.337684
0.957	0.338737
0.958	0.33979
0.959	0.340554
0.96	0.341605
0.9602632811999999	0.341849
0.961	0.342716
0.962	0.343601
0.963	0.344776
0.964	0.346089
0.965	0.347106
0.966	0.348418
0.967	0.349728
0.968	0.35074
0.969	0.352049
0.97	0.353357
0.9702660156	0.353625
0.971	0.353785
0.972	0.354301
0.973	0.354813
0.974	0.355019
0.975	0.355522
0.976	0.356022
