#LAM	TRANS
0.7941	0.16804
0.7942	0.167978
0.7942184082	0.167964
0.7943	0.167888
0.7944	0.167809
0.7945	0.167731
0.7946	0.167638
0.7947	0.167559
0.7948	0.167466
0.7949	0.167388
0.795	0.167295
0.7951	0.167216
0.7952	0.167138
0.7952186523	0.167121
0.7953	0.167055
0.7954	0.166988
0.7955	0.166907
0.7956	0.16684
0.7957	0.166759
0.7958	0.166692
0.7959	0.166625
0.796	0.166544
0.7961	0.166477
0.7962	0.166396
0.7962189453	0.166384
0.7963	0.16633
0.7964	0.166248
0.7965	0.166182
0.7966	0.166115
0.7967	0.166034
0.7968	0.165968
0.7969	0.165886
0.797	0.16582
0.7971	0.165739
0.7972	0.165673
0.7972191895	0.165657
0.7973	0.165599
0.7974	0.165542
0.7975	0.165485
0.7976	0.165413
0.7977	0.165356
0.7978	0.165284
0.7979	0.165227
0.798	0.165155
0.7981	0.165099
0.7982	0.165043
0.7982194824000001	0.165029
0.7983	0.164963
0.7984	0.164896
0.7985	0.164813
0.7986	0.164746
0.7987	0.164663
0.7988	0.164596
0.7989	0.164528
0.799	0.164446
0.7991	0.164382
0.7992	0.164302
0.7992197754	0.164289
0.7993	0.164237
0.7994	0.164157
0.7995	0.164092
0.7996	0.164013
0.7997	0.163948
0.7998	0.163883
0.7999	0.163803
0.8	0.163738
0.8001	0.163643
0.8002	0.163564
0.8002200195	0.163545
0.8003	0.163485
0.8004	0.163424
0.8005	0.163349
0.8006	0.163289
0.8007	0.163228
0.8008	0.163153
0.8009	0.163093
0.801	0.163018
0.8011	0.16296
0.8012	0.162887
0.8012203125	0.162875
0.8013	0.162831
0.8014	0.162776
0.8015	0.162707
0.8016	0.162652
0.8017	0.162582
0.8018	0.162527
0.8019	0.162458
0.802	0.162403
0.8021	0.162334
0.8022	0.16228
0.8022205565999999	0.162269
0.8023	0.162219
0.8024	0.16214
0.8025	0.162077
0.8026	0.161999
0.8027	0.161935
0.8028	0.161857
0.8029	0.161793
0.803	0.161715
0.8031	0.161653
0.8032	0.161592
0.8032208496000001	0.161576
0.8033	0.161534
0.8034	0.161494
0.8035	0.161441
0.8036	0.161401
0.8037	0.161348
0.8038	0.161308
0.8039	0.161255
0.804	0.161215
0.8041	0.161176
0.8042	0.161122
0.8042210938000001	0.161114
0.8043	0.161053
0.8044	0.160961
0.8045	0.160883
0.8046	0.160791
0.8047	0.160713
0.8048	0.160621
0.8049	0.160543
0.805	0.160466
0.8051	0.160374
0.8052	0.160296
0.8052213867	0.160276
0.8053	0.160236
0.8054	0.1602
0.8055	0.160149
0.8056	0.160112
0.8057	0.160061
0.8058	0.160024
0.8059	0.159987
0.806	0.159936
0.8061	0.159899
0.8062	0.159848
0.8062216309	0.15984
0.8063	0.159781
0.8064	0.15969
0.8065	0.159614
0.8066	0.159524
0.8067	0.159448
0.8068	0.159357
0.8069	0.159281
0.807	0.159205
0.8071	0.159115
0.8072	0.159039
0.8072219238	0.159019
0.8073	0.158953
0.8074	0.158882
0.8075	0.158797
0.8076	0.158726
0.8077	0.158641
0.8078	0.158571
0.8079	0.1585
0.808	0.158415
0.8081	0.158344
0.8082	0.158259
0.808222168	0.158244
0.8083	0.158183
0.8084	0.158091
0.8085	0.158013
0.8086	0.15792
0.8087	0.157842
0.8088	0.15775
0.8089	0.157672
0.809	0.157594
0.8091	0.157502
0.8092	0.157423
0.8092224608999999	0.157403
0.8093	0.157317
0.8094	0.15722
0.8095	0.157109
0.8096	0.157012
0.8097	0.156902
0.8098	0.156805
0.8099	0.156694
0.81	0.156598
0.8101	0.156501
0.8102	0.156391
0.8102227539000001	0.156369
0.8103	0.156295
0.8104	0.156185
0.8105	0.156089
0.8106	0.155979
0.8107	0.155883
0.8108	0.155773
0.8109	0.155677
0.811	0.155568
0.8111	0.155472
0.8112	0.155376
0.811222998	0.155351
0.8113	0.155257
0.8114	0.155148
0.8115	0.155025
0.8116	0.154917
0.8117	0.154794
0.8118	0.154686
0.8119	0.154564
0.812	0.154455
0.8121	0.154333
0.8122	0.154225
0.812223291	0.154196
0.8123	0.154093
0.8124	0.153972
0.8125	0.153852
0.8126	0.153717
0.8127	0.153596
0.8128	0.153462
0.8129	0.153342
0.813	0.153207
0.8131	0.153087
0.8132	0.152953
