#LAM	TRANSMISSION
0.9084	4.96971e-13
0.9085	0.000359354
0.9086	0.0007187
0.9087	0.00145735
0.9088	0.00219597
0.9089	0.00293458
0.909	0.00367316
0.9091	0.0043959
0.9092	0.00511998
0.9093	0.00586541
0.9094	0.00661221
0.9095	0.00736039
0.9096	0.00810632
0.9097	0.00883291
0.9098	0.0095602
0.9099	0.0103083
0.91	0.0110571
0.9101	0.0117782
0.9102	0.0124964
0.9103	0.0131918
0.9104	0.0138845
0.9105	0.0145944
0.9106	0.0153702
0.9107	0.0161497
0.9108	0.0169329
0.9109	0.0176998
0.911	0.0184703
0.9111	0.0192341
0.9112	0.0199993
0.9113	0.0207658
0.9114	0.0215337
0.9115	0.0222826
0.9116	0.022947
0.9117	0.0236274
0.9118	0.0243037
0.9119	0.0249557
0.912	0.0256037
0.9121	0.0264081
0.9122	0.0272162
0.9123	0.0280278
0.9124	0.028843
0.9125	0.0296416
0.9126	0.030191
0.9127	0.030752
0.9128	0.0313043
0.9129	0.0318479
0.913	0.0323829
0.9131	0.0328715
0.9132	0.033351
0.9133	0.0338404
0.9134	0.0343205
0.9135	0.0351517
0.9136	0.0364065
0.9137	0.0380369
0.9138	0.0396823
0.9139	0.0413232
0.914	0.0429789
0.9141	0.0447687
0.9142	0.0465796
0.9143	0.0484117
0.9144	0.0502649
0.9145	0.0521188
0.9146	0.0534686
0.9147	0.0548303
0.9148	0.0561838
0.9149	0.0575291
0.915	0.0588661
0.9151	0.0596868
0.9152	0.0604745
0.9153	0.0612099
0.9154	0.0619128
0.9155	0.0626021
0.9156	0.0641961
0.9157	0.0657978
0.9158	0.0674073
0.9159	0.0690246
0.916	0.0706497
0.9161	0.0728538
0.9162	0.0750883
0.9163	0.0773727
0.9164	0.0796879
0.9165	0.0820337
0.9166	0.0835609
0.9167	0.0850886
0.9168	0.086617
0.9169	0.0881258
0.917	0.0896352
0.9171	0.0904535
0.9172	0.0912495
0.9173	0.0920231
0.9174	0.0927744
0.9175	0.0935033
0.9176	0.0946345
0.9177	0.0957368
0.9178	0.0968295
0.9179	0.0979318
0.918	0.0990245
0.9181	0.101014
0.9182	0.103018
0.9183	0.105019
0.9184	0.107034
0.9185	0.109084
0.9186	0.111173
0.9187	0.113279
0.9188	0.1154
0.9189	0.117537
0.919	0.119689
0.9191	0.121371
0.9192	0.123057
0.9193	0.124768
0.9194	0.126484
0.9195	0.128203
0.9196	0.129708
0.9197	0.131212
0.9198	0.132715
0.9199	0.134197
0.92	0.135678
0.9201	0.137542
0.9202	0.139413
0.9203	0.141291
0.9204	0.143176
0.9205	0.145068
0.9206	0.146507
0.9207	0.147924
0.9208	0.149339
0.9209	0.150771
0.921	0.152202
0.9211	0.153257
0.9212	0.154303
0.9213	0.15534
0.9214	0.156368
0.9215	0.157367
0.9216	0.158726
0.9217	0.160104
0.9218	0.161479
0.9219	0.162851
0.922	0.164222
0.9221	0.165983
0.9222	0.16775
0.9223	0.16954
0.9224	0.171336
0.9225	0.173135
0.9226	0.1745
0.9227	0.175862
0.9228	0.177222
0.9229	0.178559
