#LAM	FLX
1.58400	0.00000
1.58500	0.00000
1.58600	0.000200000
1.58700	0.000800000
1.58800	0.00100000
1.58900	0.000900000
1.59000	0.00120000
1.59100	0.00100000
1.59200	0.00100000
1.59300	0.00210000
1.59400	0.00290000
1.59500	0.00240000
1.59600	0.00320000
1.59700	0.00350000
1.59800	0.00410000
1.59900	0.00540000
1.60000	0.00620000
1.60100	0.00700000
1.60200	0.00860000
1.60300	0.0108000
1.60400	0.0140000
1.60500	0.0154000
1.60600	0.0191000
1.60700	0.0233000
1.60800	0.0271000
1.60900	0.0344000
1.61000	0.0397000
1.61100	0.0464000
1.61200	0.0564000
1.61300	0.0651000
1.61400	0.0790000
1.61500	0.0939000
1.61600	0.106000
1.61700	0.124400
1.61800	0.144600
1.61900	0.167000
1.62000	0.192300
1.62100	0.221800
1.62200	0.258600
1.62300	0.286100
1.62400	0.333400
1.62500	0.377300
1.62600	0.426500
1.62700	0.481400
1.62800	0.532400
1.62900	0.585100
1.63000	0.635100
1.63100	0.681300
1.63200	0.721000
1.63300	0.757200
1.63400	0.788000
1.63500	0.804100
1.63600	0.824600
1.63700	0.836100
1.63800	0.846700
1.63900	0.853900
1.64000	0.859600
1.64100	0.864200
1.64200	0.865600
1.64300	0.871300
1.64400	0.873900
1.64500	0.877100
1.64600	0.877500
1.64700	0.881800
1.64800	0.882800
1.64900	0.883000
1.65000	0.885200
1.65100	0.885700
1.65200	0.885200
1.65300	0.885000
1.65400	0.886100
1.65500	0.884400
1.65600	0.884800
1.65700	0.882900
1.65800	0.883100
1.65900	0.882600
1.66000	0.882600
1.66100	0.882300
1.66200	0.882600
1.66300	0.883400
1.66400	0.883900
1.66500	0.883900
1.66600	0.883300
1.66700	0.884500
1.66800	0.885300
1.66900	0.885400
1.67000	0.885800
1.67100	0.886300
1.67200	0.885400
1.67300	0.886000
1.67400	0.885400
1.67500	0.883400
1.67600	0.883500
1.67700	0.884600
1.67800	0.882900
1.67900	0.881800
1.68000	0.882400
1.68100	0.880800
1.68200	0.880500
1.68300	0.882000
1.68400	0.881400
1.68500	0.881500
1.68600	0.882400
1.68700	0.881700
1.68800	0.882200
1.68900	0.882000
1.69000	0.880900
1.69100	0.880300
1.69200	0.880800
1.69300	0.880200
1.69400	0.877800
1.69500	0.881100
1.69600	0.877900
1.69700	0.876400
1.69800	0.874900
1.69900	0.874700
1.70000	0.874000
1.70100	0.872300
1.70200	0.870100
1.70300	0.869200
1.70400	0.867900
1.70500	0.867300
1.70600	0.865900
1.70700	0.865100
1.70800	0.863800
1.70900	0.863600
1.71000	0.862600
1.71100	0.863100
1.71200	0.862700
1.71300	0.862400
1.71400	0.862700
1.71500	0.863000
1.71600	0.864200
1.71700	0.864700
1.71800	0.865400
1.71900	0.866900
1.72000	0.867500
1.72100	0.869800
1.72200	0.871500
1.72300	0.872500
1.72400	0.875300
1.72500	0.877300
1.72600	0.879200
1.72700	0.881100
1.72800	0.882800
1.72900	0.884000
1.73000	0.884600
1.73100	0.885800
1.73200	0.886000
1.73300	0.886400
1.73400	0.886900
1.73500	0.886800
1.73600	0.884900
1.73700	0.884300
1.73800	0.883000
1.73900	0.880900
1.74000	0.879100
1.74100	0.877500
1.74200	0.874400
1.74300	0.871700
1.74400	0.871300
1.74500	0.868000
1.74600	0.867900
1.74700	0.867400
1.74800	0.867200
1.74900	0.867000
1.75000	0.867300
1.75100	0.868800
1.75200	0.870500
1.75300	0.870200
1.75400	0.871700
1.75500	0.873600
1.75600	0.874900
1.75700	0.878300
1.75800	0.879200
1.75900	0.880700
1.76000	0.879900
1.76100	0.882300
1.76200	0.882700
1.76300	0.883000
1.76400	0.882000
1.76500	0.881300
1.76600	0.878800
1.76700	0.877500
1.76800	0.874500
1.76900	0.870000
1.77000	0.864700
1.77100	0.857900
1.77200	0.846200
1.77300	0.833900
1.77400	0.814300
1.77500	0.793600
1.77600	0.759900
1.77700	0.725400
1.77800	0.681400
1.77900	0.630100
1.78000	0.579300
1.78100	0.517600
1.78200	0.461000
1.78300	0.405200
1.78400	0.353500
1.78500	0.308100
1.78600	0.253700
1.78700	0.220800
1.78800	0.187200
1.78900	0.158100
1.79000	0.136100
1.79100	0.114400
1.79200	0.0968000
1.79300	0.0824000
1.79400	0.0728000
1.79500	0.0607000
1.79600	0.0539000
1.79700	0.0454000
1.79800	0.0391000
1.79900	0.0344000
1.80000	0.0302000
1.80100	0.0240000
1.80200	0.0222000
1.80300	0.0203000
1.80400	0.0171000
1.80500	0.0151000
1.80600	0.0134000
1.80700	0.0117000
1.80800	0.0105000
1.80900	0.00860000
1.81000	0.00780000
1.81100	0.00680000
1.81200	0.00640000
1.81300	0.00530000
1.81400	0.00460000
1.81500	0.00380000
1.81600	0.00310000
1.81700	0.00450000
1.81800	0.00250000
1.81900	0.00240000
1.82000	0.00330000
