#LAM	TRANSMISSION
12.774	0.0001
12.78	0.0001
12.786	0.0001
12.791	0.0001
12.797	0.0001
12.803	0.0002
12.809	0.0002
12.815	0.0002
12.82	0.0002
12.826	0.0002
12.832	0.0002
12.838	0.0003
12.844	0.0003
12.849	0.0003
12.855	0.0003
12.861	0.0003
12.867	0.0003
12.873	0.0003
12.878	0.0004
12.884	0.0004
12.89	0.0004
12.896	0.0004
12.902	0.0005
12.907	0.0005
12.913	0.0005
12.919	0.0006
12.925	0.0006
12.931	0.0007
12.936	0.0007
12.942	0.0007
12.948	0.0008
12.954	0.0008
12.96	0.0009
12.965	0.0009
12.971	0.001
12.977	0.001
12.983	0.0011
12.989	0.0011
12.994	0.0012
13.0	0.0012
13.006	0.0013
13.012	0.0014
13.018	0.0015
13.023	0.0015
13.029	0.0016
13.035	0.0017
13.041	0.0018
13.047	0.0019
13.052	0.002
13.058	0.0021
13.064	0.0023
13.07	0.0024
13.076	0.0025
13.081	0.0026
13.087	0.0028
13.093	0.0029
13.099	0.0031
13.105	0.0032
13.11	0.0034
13.116	0.0036
13.122	0.0038
13.128	0.004
13.134	0.0042
13.139	0.0044
13.145	0.0047
13.151	0.005
13.157	0.0053
13.163	0.0056
13.168	0.0059
13.174	0.0062
13.18	0.0066
13.186	0.007
13.192	0.0074
13.197	0.0078
13.203	0.0083
13.209	0.0088
13.215	0.0093
13.221	0.0099
13.226	0.0105
13.232	0.0112
13.238	0.0118
13.244	0.0126
13.25	0.0134
13.255	0.0142
13.261	0.0151
13.267	0.0162
13.273	0.0172
13.279	0.0183
13.284	0.0195
13.29	0.0208
13.296	0.0221
13.302	0.0235
13.308	0.0251
13.313	0.0268
13.319	0.0284
13.325	0.0303
13.331	0.0323
13.337	0.0343
13.342	0.0365
13.348	0.039
13.354	0.0414
13.36	0.0439
13.366	0.0468
13.371	0.0498
13.377	0.0528
13.383	0.0561
13.389	0.0596
13.395	0.0632
13.4	0.0668
13.406	0.071
13.412	0.0752
13.418	0.0794
13.424	0.0839
13.429	0.0888
13.435	0.0936
13.441	0.0985
13.447	0.1039
13.453	0.1092
13.458	0.1146
13.464	0.1203
13.47	0.1261
13.476	0.1319
13.482	0.1377
13.487	0.1438
13.493	0.1498
13.499	0.1559
13.505	0.1621
13.511	0.1684
13.516	0.1748
13.522	0.181
13.528	0.1872
13.534	0.1934
13.54	0.1996
13.545	0.2054
13.551	0.2111
13.557	0.2169
13.563	0.2224
13.569	0.2276
13.574	0.2329
13.58	0.2381
13.586	0.2426
13.592	0.2471
13.598	0.2516
13.603	0.2557
13.609	0.2595
13.615	0.2633
13.621	0.2671
13.627	0.2701
13.632	0.2732
13.638	0.2764
13.644	0.279
13.65	0.2815
13.656	0.2839
13.661	0.2863
13.667	0.2882
13.673	0.2901
13.679	0.292
13.685	0.2936
13.69	0.2951
13.696	0.2966
13.702	0.2979
13.708	0.299
13.714	0.3001
13.719	0.3013
13.725	0.3021
13.731	0.303
13.737	0.3038
13.743	0.3046
13.748	0.3053
13.754	0.3059
13.76	0.3066
13.766	0.3071
13.772	0.3076
13.777	0.3082
13.783	0.3087
13.789	0.3091
13.795	0.3095
13.801	0.31
13.806	0.3104
13.812	0.3108
13.818	0.3111
13.824	0.3115
13.83	0.3118
13.835	0.3122
13.841	0.3125
13.847	0.3128
13.853	0.3131
13.859	0.3134
13.864	0.3137
13.87	0.3139
13.876	0.3142
13.882	0.3145
13.888	0.3148
13.893	0.3151
13.899	0.3154
13.905	0.3158
13.911	0.3161
13.917	0.3164
13.922	0.3168
13.928	0.3172
13.934	0.3175
13.94	0.3179
13.946	0.3183
13.951	0.3187
13.957	0.319
13.963	0.3194
13.969	0.3198
13.975	0.3202
13.98	0.3205
13.986	0.3209
13.992	0.3213
13.998	0.3216
14.004	0.3221
14.009	0.3226
14.015	0.3231
14.021	0.3236
14.027	0.3241
14.033	0.3246
14.038	0.3251
14.044	0.3256
14.05	0.3261
14.056	0.3267
14.062	0.3272
14.067	0.3277
14.073	0.3282
14.079	0.3288
14.085	0.3293
14.091	0.3298
14.096	0.3303
14.102	0.3308
14.108	0.3313
14.114	0.3319
14.12	0.3324
14.125	0.3329
14.131	0.3334
14.137	0.3339
14.143	0.3344
14.149	0.3349
14.154	0.3354
14.16	0.3359
14.166	0.3364
14.172	0.3369
14.178	0.3375
14.183	0.338
14.189	0.3386
14.195	0.3392
14.201	0.3397
14.207	0.3403
14.212	0.3409
14.218	0.3415
14.224	0.3421
14.23	0.3427
14.236	0.3433
14.241	0.3438
14.247	0.3443
14.253	0.3448
14.259	0.3454
14.265	0.3458
14.27	0.3462
14.276	0.3466
14.282	0.3469
14.288	0.3472
14.294	0.3475
14.299	0.3477
14.305	0.3479
14.311	0.3481
14.317	0.3482
14.323	0.3484
14.328	0.3485
14.334	0.3486
14.34	0.3487
14.346	0.3488
14.352	0.349
14.357	0.3491
14.363	0.3493
14.369	0.3495
14.375	0.3498
14.381	0.35
14.386	0.3503
14.392	0.3507
14.398	0.351
14.404	0.3514
14.41	0.3517
14.415	0.3521
14.421	0.3525
14.427	0.3528
14.433	0.3532
14.439	0.3535
14.444	0.3538
14.45	0.3541
14.456	0.3544
14.462	0.3546
14.468	0.3548
14.473	0.355
14.479	0.3552
14.485	0.3553
14.491	0.3555
14.497	0.3557
14.502	0.3558
14.508	0.3557
14.514	0.3557
14.52	0.3556
14.526	0.3557
14.531	0.3559
14.537	0.356
14.543	0.3562
14.549	0.3565
14.555	0.3568
14.56	0.3572
14.566	0.3576
14.572	0.358
14.578	0.3584
14.584	0.3589
14.589	0.3593
14.595	0.3598
14.601	0.3602
14.607	0.3606
