#LAM	TRANSMISSION
0.735	0.0
0.74	0.0007
0.745	0.0979
0.75	1.1241
0.755	2.1738
0.76	2.3023
0.765	2.3349
0.77	2.3651
0.775	2.3894
0.78	2.3997
0.785	2.4045
0.79	2.4058
0.795	2.407
0.8	2.41
0.805	2.4205
0.81	2.4328
0.815	2.4459
0.82	2.459
0.825	2.4726
0.83	2.4807
0.835	2.4874
0.84	2.4955
0.845	2.5041
0.85	2.516
0.855	2.5326
0.86	2.5501
0.865	2.5703
0.87	2.588
0.875	2.6073
0.88	2.6261
0.885	2.6444
0.89	2.6618
0.895	2.6763
0.9	2.6889
0.905	2.7015
0.91	2.7124
0.915	2.7218
0.92	2.729
0.925	2.7324
0.93	2.734
0.935	2.7348
0.94	2.7322
0.945	2.7293
0.95	2.7258
0.955	2.7235
0.96	2.7223
0.965	2.7191
0.97	2.7173
0.975	2.7137
0.98	2.7116
0.985	2.7081
0.99	2.7042
0.995	2.7021
1.0	2.6987
1.005	2.6971
1.01	2.6957
1.015	2.6943
1.02	2.693
1.025	2.6919
1.03	2.6909
1.035	2.6886
1.04	2.6881
1.045	2.6876
1.05	2.6874
1.055	2.6875
1.06	2.6878
1.065	2.6883
1.07	2.689
1.075	2.6898
1.08	2.6906
1.085	2.693
1.09	2.6937
1.095	2.6944
1.1	2.6964
1.105	2.6951
1.11	2.6951
1.115	2.6963
1.12	2.6975
1.125	2.6973
1.13	2.6987
1.135	2.6993
1.14	2.7001
1.145	2.7004
1.15	2.7022
1.155	2.7031
1.16	2.7041
1.165	2.7066
1.17	2.7079
1.175	2.7107
1.18	2.7136
1.185	2.715
1.19	2.7182
1.195	2.7214
1.2	2.7229
1.205	2.7247
1.21	2.7282
1.215	2.7318
1.22	2.7337
1.225	2.7368
1.23	2.7401
1.235	2.7423
1.24	2.7443
1.245	2.7467
1.25	2.747
1.255	2.7481
1.26	2.7483
1.265	2.7477
1.27	2.7469
1.275	2.7466
1.28	2.7462
1.285	2.7443
1.29	2.7443
1.295	2.7437
1.3	2.7434
1.305	2.7446
1.31	2.7445
1.315	2.7461
1.32	2.7479
1.325	2.7485
1.33	2.7509
1.335	2.7534
1.34	2.7545
1.345	2.7571
1.35	2.7601
1.355	2.762
1.36	2.7654
1.365	2.7676
1.37	2.7713
1.375	2.7751
1.38	2.7771
1.385	2.7811
1.39	2.7836
1.395	2.785
1.4	2.786
1.405	2.7853
1.41	2.7843
1.415	2.7835
1.42	2.7841
1.425	2.7865
1.43	2.7875
1.435	2.7892
1.44	2.7893
1.445	2.788
1.45	2.7887
1.455	2.7899
1.46	2.7908
1.465	2.7913
1.47	2.7919
1.475	2.7935
1.48	2.7935
1.485	2.7951
1.49	2.7954
1.495	2.7973
1.5	2.7978
1.505	2.7982
1.51	2.8004
1.515	2.8018
1.52	2.8034
1.525	2.8059
1.53	2.8067
1.535	2.8092
1.54	2.8117
1.545	2.8136
1.55	2.8155
1.555	2.8169
1.56	2.8184
1.565	2.8193
1.57	2.8215
1.575	2.8226
1.58	2.8237
1.585	2.8258
1.59	2.8282
1.595	2.8314
1.6	2.8352
1.605	2.839
1.61	2.8432
1.615	2.8469
1.62	2.8508
1.625	2.8563
1.63	2.8618
1.635	2.8658
1.64	2.8695
1.645	2.8731
1.65	2.8762
1.655	2.8802
1.66	2.8821
1.665	2.8853
1.67	2.8883
1.675	2.8897
1.68	2.8909
1.685	2.8935
1.69	2.8946
1.695	2.8956
1.7	2.8983
1.705	2.901
1.71	2.9037
1.715	2.9058
1.72	2.9091
1.725	2.9109
1.73	2.9124
1.735	2.9144
1.74	2.916
1.745	2.9162
1.75	2.9177
1.755	2.9161
1.76	2.9156
1.765	2.9131
1.77	2.9102
1.775	2.9067
1.78	2.8978
1.785	2.8555
1.79	2.6761
1.795	2.2075
1.8	1.4475
1.805	0.6894
1.81	0.2236
1.815	0.0473
1.82	0.0064
1.825	0.0005
