#wave	trans
0.54	0.087936729
0.5405	0.10291069
0.541	0.120258078
0.5415	0.139557898
0.542	0.161203221
0.5425	0.18878199199999998
0.543	0.22050184
0.5435	0.255037785
0.544	0.29720524
0.5445	0.34485235799999997
0.545	0.402524889
0.5455	0.468199611
0.546	0.54288739
0.5465	0.627497912
0.547	0.726718903
0.5475	0.8427007790000001
0.548	0.9747279879999999
0.5485	1.123070717
0.549	1.293524623
0.5495	1.48631382
0.55	1.706304073
0.5505	1.953624725
0.551	2.235859156
0.5515	2.546650171
0.552	2.904413462
0.5525	3.293370724
0.553	3.7380259039999997
0.5535	4.232913971
0.554	4.766122818
0.5545	5.3554592130000005
0.555	6.007618904
0.5555	6.704731464
0.556	7.48964262
0.5565	8.321007729
0.557	9.232580185
0.5575	10.22378159
0.558	11.24153137
0.5585	12.370742800000002
0.559	13.57418156
0.5595	14.81252289
0.56	16.16525269
0.5605	17.55830193
0.561	19.00156403
0.5615	20.56314659
0.562	22.11615944
0.5625	23.79972076
0.563	25.50657463
0.5635	27.23831558
0.564	29.00615311
0.5645	30.7889843
0.565	32.62343597
0.5655	34.53185654
0.566	36.41630173
0.5665	38.31930923
0.567	40.21298981
0.5675	42.0211792
0.568	43.87369537
0.5685	45.69128418
0.569	47.59418106
0.5695	49.30135727
0.57	50.97922516
0.5705	52.64988708
0.571	54.32490158
0.5715	55.87856674
0.572	57.46903229
0.5725	58.96470642
0.573	60.39918518
0.5735	61.81441498
0.574	63.13598633
0.5745	64.40007019
0.575	65.64186096
0.5755	66.78702545
0.576	67.89602661
0.5765	68.92990112
0.577	69.91790771
0.5775	70.86507416
0.578	71.74619293
0.5785	72.56185913
0.579	73.34972382
0.5795	74.10203552
0.58	74.78157043
0.5805	75.42503357
0.581	76.03323364
0.5815	76.58138275
0.582	77.09326172
0.5825	77.59177399
0.583	78.06031036
0.5835	78.46118927
0.584	78.84142303
0.5845	79.20645142
0.585	79.51274872
0.5855	79.83106995
0.586	80.08254242
0.5865	80.35255432
0.587	80.58981323
0.5875	80.81713867
0.588	80.97647858
0.5885	81.13143158
0.589	81.29089355
0.5895	81.41145325
0.59	81.53478241
0.5905	81.61820984
0.591	81.69754791
0.5915	81.78852844
0.592	81.82134247
0.5925	81.87162018
0.593	81.91542053
0.5935	81.91873169
0.594	81.92611694
0.5945	81.93069458
0.595	81.95018005
0.5955	81.90583801
0.596	81.9198761
0.5965	81.86969757
0.597	81.82957458
0.5975	81.77098083
0.598	81.73604584
0.5985	81.67653656
0.599	81.59781647
0.5995	81.55031586
0.6	81.47905731
0.6005	81.39785767
0.601	81.33335876
0.6015	81.22969818
0.602	81.14715576
0.6025	81.02639771
0.603	80.92240906
0.6035	80.83629608
0.604	80.74497986
0.6045	80.61192322
0.605	80.49958038
0.6055	80.38227844
0.606	80.25907135
0.6065	80.14071655
0.607	79.99421692
0.6075	79.85900116
0.608	79.75567627
0.6085	79.59643555
0.609	79.46527863
0.6095	79.32770538
0.61	79.17319489
0.6105	79.02487183
0.611	78.88967133
0.6115	78.73600769
0.612	78.57640076
0.6125	78.39499664
0.613	78.24050140000001
0.6135	78.09128571
0.614	77.92937469
0.6145	77.77402496
0.615	77.59609222
0.6155	77.42574309999999
0.616	77.26163483
0.6165	77.07751465
0.617	76.90136719
0.6175	76.72474670000001
0.618	76.54134369
0.6185	76.35106659
0.619	76.17784882
