#LAM	TRANSMISSION
1.62	9.55205e-05
1.6204425781	9.98907e-05
1.621	0.000112807
1.622	0.000135936
1.623	0.000159012
1.624	0.000182034
1.6249438477	0.000203715
1.625	0.000191989
1.6251939453000002	0.0001515
1.6254439453	0.000148974
1.625694043	0.000151412
1.6259441406	0.00010422
1.626	0.000115856
1.6261941406	0.000156284
1.6264442383	0.000257916
1.6266943359000001	0.000260319
1.6269443359	0.000262721
1.627	0.000274287
1.6271944336000002	0.000314676
1.6274445311999999	0.000267519
1.6276945312	0.000319442
1.6279446289	0.000371334
1.628	0.000415701
1.6281947265999999	0.000571684
1.6284447266	0.000524507
1.6286948242000001	0.000724712
1.6289449219	0.000875352
1.629	0.000897635
1.6291949219	0.000976471
1.6294450194999999	0.00112696
1.6296951171999998	0.00132678
1.6299451172	0.00182291
1.63	0.00191006
1.6301952148	0.00221998
1.6304453125	0.00281434
1.6306953125	0.00389953
1.6309454102	0.0048361
1.631	0.00518049
1.6311955078	0.00641354
1.6314456055	0.0080394
1.6316956055	0.0113903
1.6319457031	0.0142956
1.632	0.0154078
1.6321958008	0.0194171
1.6324458008	0.0244374
1.6326958984000002	0.0356119
1.6329459961000001	0.0450077
1.633	0.0486216
1.6331959961	0.0617338
1.6334460938	0.0767771
1.6336961913999999	0.105538
1.6339461914	0.127837
1.634	0.135141
1.6341962891	0.161778
1.6344463867	0.189062
1.6346963867	0.235005
1.6349464844	0.265297
1.635	0.273459
1.6351965819999998	0.30343
1.635446582	0.3301
1.6356966796999999	0.367552
1.6359467773	0.387809
1.636	0.39237
1.6361967773000001	0.409158
1.636446875	0.422034
1.6366969727	0.437054
1.6369469727	0.443389
1.637	0.444648
1.6371970703	0.449405
1.637447168	0.452013
1.6376972656	0.453249
1.6379472656	0.453653
1.638	0.453676
1.6381973633	0.453763
1.6384474609000002	0.453628
1.6386974609	0.453831
1.6389476562	0.454034
1.639	0.453995
1.6391976562	0.453846
1.6394476562	0.453805
1.6396978515999998	0.454007
1.6399478516	0.454161
1.64	0.454203
1.6401978516	0.454416
1.6404480468999998	0.454539
1.6406980468999999	0.45471
1.6409480468999997	0.454832
1.641	0.454898
1.6411982422	0.455149
1.6414482422	0.455418
1.6416982422000002	0.455686
1.6419484375	0.455711
1.642	0.455716
1.6421984375	0.455735
1.6424484375	0.455516
1.6426986328	0.455784
1.6429486327999998	0.456052
1.643	0.456107
1.6431986328	0.45632
1.6434488281000001	0.456393
1.6436988281000002	0.456139
1.6439490234	0.45613
1.644	0.456088
1.6441990234000001	0.455925
1.6444490234	0.455769
1.6446992188	0.455613
1.6449492188000001	0.455507
1.645	0.455465
1.6451992188	0.455221
1.6454494141	0.454914
1.6456994140999999	0.454413
1.6459494141	0.453717
1.646	0.453616
1.6461996093999998	0.453298
1.6464496093999998	0.452899
1.6466996094	0.452452
1.6469498047000002	0.452054
1.647	0.451945
1.6471998047	0.451509
1.6474498047000001	0.451014
1.6477	0.450227
1.64795	0.449635
1.648	0.449439
1.6482001952999998	0.448655
1.6484501953	0.447675
1.6487001953	0.446099
1.6489503906000003	0.445009
1.649	0.444687
1.6492003906000001	0.443385
1.6494505859000002	0.441957
1.6497005859	0.439801
1.6499505859	0.438276
1.65	0.43786
1.6502007812	0.436169
1.6504507812	0.434645
1.6507007812	0.432153
1.6509509766	0.430679
1.651	0.430352
1.6512009766	0.429013
1.6514509765999998	0.428024
1.6517011718999999	0.427181
1.6519511718999997	0.427016
1.652	0.427088
1.6522011718999998	0.427306
1.6524513672	0.427383
1.6527013672000002	0.428088
1.6529513672	0.428261
1.653	0.428003
1.6532015625	0.427014
1.6534515625	0.424384
1.6537015625	0.415721
1.6539517577999998	0.405997
1.654	0.402415
1.6542017578	0.387437
1.6544517578	0.3698
1.6547019531000002	0.334977
1.6549519531	0.308808
1.655	0.301589
1.6552019531000002	0.271253
1.6554521484	0.23873
1.6557021484	0.192561
1.6559521484000002	0.16508
1.656	0.157813
1.6562023438	0.12709
1.6564523438	0.103921
1.6567023438	0.0754543
1.6569525391	0.0601611
1.657	0.0570661
1.6572025390999998	0.0438519
1.6574525391	0.0342989
1.6577027344	0.0235972
1.6579527343999998	0.0186336
1.658	0.017641
1.6582027343999999	0.0133875
1.6584529297000001	0.0104541
1.6587029297	0.00728106
1.6589529297	0.00574498
1.659	0.0055013
1.659203125	0.00444992
1.659453125	0.0035401
1.659703125	0.0025344
1.6599533202999999	0.00234645
1.66	0.00223057
1.6602033203	0.001725
1.6604533202999998	0.00148837
1.6607035156	0.00115137
1.6609535156000002	0.000958719
1.661	0.000922931
1.6612035156000002	0.000766227
1.6614537109	0.000717606
1.6617037109000001	0.000621288
1.6619539062	0.000477427
1.662	0.000477337
1.6622039062	0.000477029
1.6624539061999999	0.000333656
1.6627041016	0.000428646
1.6629541016	0.000285537
1.663	0.000276767
1.6632042968999998	0.000237759
1.6634542969	0.00023757
1.6637042968999998	0.000189907
1.6639544922	0.000284635
1.664	0.000250058
1.6642044922	9.48037e-05
1.6644544922000002	0.000236822
1.6647046875	0.000189308
1.6649546875	0.000141869
1.665	0.000133279
1.6652046875	9.44869e-05
1.6654548828	0.000141585
1.6657048827999998	9.66511e-05
1.666	9.63879e-05
1.667	9.55878e-05
1.668	9.47913e-05
1.669	9.39117e-05
1.67	9.31233e-05
1.67045625	9.27648e-05
1.671	9.15984e-05
