#LAM	TRANS
0.3526	7.5973e-05
0.3527	8.6502e-05
0.3528	9.70997e-05
0.3529	0.000107767
0.353	0.000118504
0.3531	0.000129307
0.3532	0.000140178
0.3533	0.000151118
0.3534	0.000162128
0.3535	0.000173207
0.3536	0.000184354
0.3537	0.000195572
0.3538	0.000206859
0.3539	0.000218214
0.354	0.00022964
0.3541	0.000241083
0.3542	0.00025259
0.3543	0.000264163
0.3544	0.0002758
0.3545	0.000287501
0.3546	0.000299269
0.3547	0.0003111
0.3548	0.000322998
0.3549	0.00033496
0.355	0.000346984
0.3551	0.000359089
0.3552	0.000371258
0.3553	0.000383494
0.3554	0.000395795
0.3555	0.000408162
0.3556	0.000420596
0.3557	0.000433095
0.3558	0.000445661
0.3559	0.000458293
0.356	0.000470991
0.3561	0.000488963
0.3562	0.000507022
0.3563	0.000525175
0.3564	0.000543417
0.3565	0.00056175
0.3566	0.000580174
0.3567	0.000598688
0.3568	0.000617294
0.3569	0.00063599
0.357	0.000654777
0.3571	0.000673677
0.3572	0.000692671
0.3573	0.000711755
0.3574	0.000730931
0.3575	0.000750198
0.3576	0.000769561
0.3577	0.000789014
0.3578	0.000808562
0.3579	0.0008282
0.358	0.000847933
0.3581	0.000903387
0.3582	0.000959115
0.3583	0.00101511
0.3584	0.00107137
0.3585	0.0011279
0.3586	0.0011847
0.3587	0.00124176
0.3588	0.0012991
0.3589	0.0013567
0.359	0.00141457
0.3591	0.00153761
0.3592	0.00166125
0.3593	0.00178549
0.3594	0.00191033
0.3595	0.00203577
0.3596	0.0021618
0.3597	0.00228845
0.3598	0.00241569
0.3599	0.00254353
0.36	0.00267197
0.3601	0.00285861
0.3602	0.00304625
0.3603	0.00323492
0.3604	0.00342456
0.3605	0.00361522
0.3606	0.00380687
0.3607	0.00399954
0.3608	0.00419321
0.3609	0.00438788
0.361	0.00458355
0.3611	0.00477341
0.3612	0.00496421
0.3613	0.00515597
0.3614	0.00534866
0.3615	0.00554232
0.3616	0.00573693
0.3617	0.00593248
0.3618	0.00612898
0.3619	0.00632645
0.362	0.00652486
0.3621	0.00673836
0.3622	0.00695286
0.3623	0.00716839
0.3624	0.00738489
0.3625	0.00760242
0.3626	0.00782093
0.3627	0.00804046
0.3628	0.008261
0.3629	0.00848254
0.363	0.00870509
0.3631	0.00908615
0.3632	0.009469
0.3633	0.00985363
0.3634	0.0102401
0.3635	0.0106283
0.3636	0.0110184
0.3637	0.0114102
0.3638	0.0118038
0.3639	0.0121992
0.364	0.0125965
0.3641	0.013181
0.3642	0.0137684
0.3643	0.0143587
0.3644	0.0149518
0.3645	0.0155478
0.3646	0.0161467
0.3647	0.0167485
0.3648	0.0173531
0.3649	0.0179606
0.365	0.0185709
0.3651	0.0190597
0.3652	0.0195507
0.3653	0.0200439
0.3654	0.0205393
0.3655	0.0210369
0.3656	0.0215366
0.3657	0.0220385
0.3658	0.0225427
0.3659	0.0230491
0.366	0.0235576
0.3661	0.0238032
0.3662	0.0240497
0.3663	0.0242971
0.3664	0.0245454
0.3665	0.0247946
0.3666	0.0250446
0.3667	0.0252957
0.3668	0.0255476
0.3669	0.0258004
0.367	0.026054
0.3671	0.0264903
0.3672	0.0269284
0.3673	0.0273682
0.3674	0.0278098
0.3675	0.0282531
0.3676	0.0286982
0.3677	0.0291449
0.3678	0.0295935
0.3679	0.0300439
0.368	0.0304959
0.3681	0.0312144
0.3682	0.0319359
0.3683	0.0326606
0.3684	0.0333884
0.3685	0.0341193
0.3686	0.0348533
0.3687	0.0355904
0.3688	0.0363306
0.3689	0.0370741
0.369	0.0378205
0.3691	0.0386041
0.3692	0.039391
0.3693	0.0401807
0.3694	0.0409738
0.3695	0.0417698
0.3696	0.0425688
0.3697	0.043371
0.3698	0.0441762
0.3699	0.0449845
0.37	0.0457961
0.3701	0.0462881
0.3702	0.0467821
0.3703	0.0472781
0.3704	0.0477758
0.3705	0.0482751
0.3706	0.0487766
0.3707	0.0492797
0.3708	0.0497847
0.3709	0.0502914
0.371	0.0507999
0.3711	0.0513745
0.3712	0.0519511
0.3713	0.0525298
0.3714	0.0531109
0.3715	0.0536942
0.3716	0.0542797
0.3717	0.0548671
0.3718	0.0554569
0.3719	0.0560487
0.372	0.0566432
0.3721	0.0572135
0.3722	0.0577861
0.3723	0.0583608
0.3724	0.0589376
0.3725	0.0595164
0.3726	0.0600973
0.3727	0.0606802
0.3728	0.0612653
0.3729	0.0618523
0.373	0.0624415
0.3731	0.0636988
0.3732	0.0649614
0.3733	0.0662295
0.3734	0.067503
0.3735	0.0687821
0.3736	0.0700663
0.3737	0.0713563
0.3738	0.0726517
0.3739	0.0739526
0.374	0.0752591
0.3741	0.0762786
0.3742	0.0773022
0.3743	0.0783296
0.3744	0.0793613
0.3745	0.0803966
0.3746	0.0814362
0.3747	0.0824795
0.3748	0.0835271
0.3749	0.0845786
0.375	0.0856339
0.3751	0.0865139
0.3752	0.0873972
0.3753	0.0882836
0.3754	0.0891737
0.3755	0.0900671
0.3756	0.0909638
0.3757	0.0918636
0.3758	0.0927671
0.3759	0.0936736
0.376	0.0945839
0.3761	0.0951006
0.3762	0.0956189
0.3763	0.0961389
0.3764	0.0966603
0.3765	0.0971834
0.3766	0.0977081
0.3767	0.0982342
0.3768	0.0987618
0.3769	0.0992912
0.377	0.0998221
0.3771	0.100595
0.3772	0.10137
0.3773	0.102148
0.3774	0.102928
0.3775	0.103711
0.3776	0.104496
0.3777	0.105284
0.3778	0.106075
0.3779	0.106868
0.378	0.107664
0.3781	0.108455
0.3782	0.109248
0.3783	0.110044
0.3784	0.110844
0.3785	0.111647
0.3786	0.112452
0.3787	0.113261
0.3788	0.114072
0.3789	0.114887
0.379	0.115705
0.3791	0.1165
0.3792	0.117298
0.3793	0.1181
0.3794	0.118904
0.3795	0.119711
0.3796	0.120521
0.3797	0.121334
0.3798	0.12215
0.3799	0.12297
0.38	0.123792
0.3801	0.123899
0.3802	0.124006
0.3803	0.124113
0.3804	0.124219
0.3805	0.124326
0.3806	0.124432
0.3807	0.124539
0.3808	0.124645
0.3809	0.124751
0.381	0.124857
0.3811	0.126099
0.3812	0.127344
0.3813	0.128594
0.3814	0.129847
0.3815	0.131105
0.3816	0.132366
0.3817	0.133632
0.3818	0.134901
0.3819	0.136175
0.382	0.137452
0.3821	0.137971
0.3822	0.138492
0.3823	0.139013
0.3824	0.139536
0.3825	0.14006
0.3826	0.140585
0.3827	0.141112
0.3828	0.14164
0.3829	0.14217
0.383	0.1427
0.3831	0.143926
0.3832	0.145156
0.3833	0.14639
0.3834	0.147628
0.3835	0.148871
0.3836	0.150118
0.3837	0.15137
0.3838	0.152626
0.3839	0.153886
0.384	0.15515
0.3841	0.155751
0.3842	0.156354
0.3843	0.156958
0.3844	0.157564
0.3845	0.158171
0.3846	0.15878
0.3847	0.159391
0.3848	0.160003
0.3849	0.160617
0.385	0.161232
0.3851	0.162106
0.3852	0.162982
0.3853	0.16386
0.3854	0.164742
0.3855	0.165626
0.3856	0.166513
0.3857	0.167403
0.3858	0.168296
0.3859	0.169192
0.386	0.17009
0.3861	0.170581
0.3862	0.171073
0.3863	0.171565
0.3864	0.172059
0.3865	0.172554
0.3866	0.17305
0.3867	0.173546
0.3868	0.174044
0.3869	0.174543
0.387	0.175043
0.3871	0.175767
0.3872	0.176492
0.3873	0.17722
0.3874	0.177949
0.3875	0.178681
0.3876	0.179414
0.3877	0.18015
0.3878	0.180888
0.3879	0.181628
0.388	0.18237
0.3881	0.182763
0.3882	0.183156
0.3883	0.18355
0.3884	0.183945
0.3885	0.18434
0.3886	0.184735
0.3887	0.185132
0.3888	0.185528
