#LAM	FLX
1.96900	0.00412600
1.97000	0.00434200
1.97100	0.00456600
1.97200	0.00481400
1.97300	0.00503800
1.97400	0.00531200
1.97500	0.00557100
1.97600	0.00584300
1.97700	0.00616400
1.97800	0.00647500
1.97900	0.00677300
1.98000	0.00712100
1.98100	0.00747100
1.98200	0.00783900
1.98300	0.00822100
1.98400	0.00862800
1.98500	0.00903200
1.98600	0.00945100
1.98700	0.00987600
1.98800	0.0103260
1.98900	0.0108010
1.99000	0.0113070
1.99100	0.0118300
1.99200	0.0123340
1.99300	0.0128780
1.99400	0.0134260
1.99500	0.0139880
1.99600	0.0145910
1.99700	0.0151970
1.99800	0.0158180
1.99900	0.0164740
2.00000	0.0171830
2.00100	0.0178830
2.00200	0.0185810
2.00300	0.0193430
2.00400	0.0200970
2.00500	0.0208650
2.00600	0.0217030
2.00700	0.0225040
2.00800	0.0234050
2.00900	0.0243080
2.01000	0.0252650
2.01100	0.0262300
2.01200	0.0272530
2.01300	0.0283300
2.01400	0.0293950
2.01500	0.0306440
2.01600	0.0318700
2.01700	0.0331540
2.01800	0.0344960
2.01900	0.0359330
2.02000	0.0374480
2.02100	0.0390230
2.02200	0.0407500
2.02300	0.0424760
2.02400	0.0443510
2.02500	0.0463140
2.02600	0.0483790
2.02700	0.0506530
2.02800	0.0530010
2.02900	0.0556150
2.03000	0.0581790
2.03100	0.0610460
2.03200	0.0641290
2.03300	0.0672390
2.03400	0.0708340
2.03500	0.0745210
2.03600	0.0784100
2.03700	0.0824990
2.03800	0.0870450
2.03900	0.0917670
2.04000	0.0969080
2.04100	0.102533
2.04200	0.108201
2.04300	0.114377
2.04400	0.121020
2.04500	0.128060
2.04600	0.135668
2.04700	0.143829
2.04800	0.152649
2.04900	0.161527
2.05000	0.171207
2.05100	0.181658
2.05200	0.192246
2.05300	0.204127
2.05400	0.216582
2.05500	0.229384
2.05600	0.242759
2.05700	0.257010
2.05800	0.271756
2.05900	0.287239
2.06000	0.303809
2.06100	0.320129
2.06200	0.337229
2.06300	0.354737
2.06400	0.372329
2.06500	0.390881
2.06600	0.409244
2.06700	0.428103
2.06800	0.446098
2.06900	0.464185
2.07000	0.482496
2.07100	0.499660
2.07200	0.517620
2.07300	0.534352
2.07400	0.550284
2.07500	0.565496
2.07600	0.580097
2.07700	0.593755
2.07800	0.606741
2.07900	0.619220
2.08000	0.630020
2.08100	0.640372
2.08200	0.649771
2.08300	0.658235
2.08400	0.666223
2.08500	0.673335
2.08600	0.679792
2.08700	0.685403
2.08800	0.690563
2.08900	0.695241
2.09000	0.699225
2.09100	0.703126
2.09200	0.706535
2.09300	0.709570
2.09400	0.712366
2.09500	0.714934
2.09600	0.717289
2.09700	0.719496
2.09800	0.721714
2.09900	0.723628
2.10000	0.725548
2.10100	0.727468
2.10200	0.729270
2.10300	0.731079
2.10400	0.732905
2.10500	0.734704
2.10600	0.736438
2.10700	0.738220
2.10800	0.740001
2.10900	0.741725
2.11000	0.743606
2.11100	0.745383
2.11200	0.747106
2.11300	0.748857
2.11400	0.750603
2.11500	0.752269
2.11600	0.753958
2.11700	0.755701
2.11800	0.757260
2.11900	0.758839
2.12000	0.760345
2.12100	0.761815
2.12200	0.763265
2.12300	0.764617
2.12400	0.765959
2.12500	0.767152
2.12600	0.768319
2.12700	0.769450
2.12800	0.770476
2.12900	0.771407
2.13000	0.772328
2.13100	0.773193
2.13200	0.773933
2.13300	0.774665
2.13400	0.775296
2.13500	0.775927
2.13600	0.776508
2.13700	0.776963
2.13800	0.777451
2.13900	0.777878
2.14000	0.778247
2.14100	0.778552
2.14200	0.778908
2.14300	0.779278
2.14400	0.779547
2.14500	0.779796
2.14600	0.780079
2.14700	0.780342
2.14800	0.780591
2.14900	0.780877
2.15000	0.781121
2.15100	0.781409
2.15200	0.781655
2.15300	0.781991
2.15400	0.782279
2.15500	0.782624
2.15600	0.782962
2.15700	0.783348
2.15800	0.783651
2.15900	0.784035
2.16000	0.784456
2.16100	0.784899
2.16200	0.785291
2.16300	0.785751
2.16400	0.786211
2.16500	0.786687
2.16600	0.787153
2.16700	0.787641
2.16800	0.788165
2.16900	0.788625
2.17000	0.789131
2.17100	0.789636
2.17200	0.790125
2.17300	0.790606
2.17400	0.791108
2.17500	0.791541
2.17600	0.792032
2.17700	0.792460
2.17800	0.792886
2.17900	0.793286
