mass,age,temperature,luminosity,radius,gravity,metallicity,chemistry,eos
0.026,1.19377664,850.3285489,-5.36116556,0.09631015,4.88604363,0,eq,SVCH
0.026,1.51177507,785.6584014,-5.5080828,0.09526241,4.89554456,0,eq,SVCH
0.026,1.91448198,724.5597651,-5.65716789,0.09434018,4.90399424,0,eq,SVCH
0.026,2.42446202,675.4830886,-5.7865569,0.09352284,4.91155227,0,eq,SVCH
0.026,3.07029063,631.9100157,-5.90956178,0.09275483,4.91871448,0,eq,SVCH
0.026,3.88815518,587.8089313,-6.04196093,0.09203832,4.9254502,0,eq,SVCH
0.026,4.92388263,545.9247292,-6.17657302,0.09138323,4.93165458,0,eq,SVCH
0.026,6.23550734,510.9657849,-6.29729794,0.09077937,4.93741322,0,eq,SVCH
0.026,7.89652287,479.5572239,-6.41288554,0.09021808,4.94280038,0,eq,SVCH
0.026,10,451.131921,-6.5241072,0.08969483,4.94785272,0,eq,SVCH
0.027,0.001,2755.603039,-2.0523075,0.41384905,3.63609711,0,eq,SVCH
0.027,0.00126638,2748.820842,-2.11992105,0.38473441,3.69945646,0,eq,SVCH
0.027,0.001603719,2742.530111,-2.17720138,0.36185021,3.75272243,0,eq,SVCH
0.027,0.002030918,2738.087993,-2.2141616,0.34790026,3.78686937,0,eq,SVCH
0.027,0.002571914,2735.787092,-2.23243385,0.34123076,3.803682,0,eq,SVCH
0.027,0.003257021,2734.448649,-2.24251085,0.33762177,3.81291713,0,eq,SVCH
0.027,0.004124626,2733.026218,-2.25318913,0.33384102,3.8226992,0,eq,SVCH
0.027,0.005223345,2730.843915,-2.26917213,0.32827713,3.83729738,0,eq,SVCH
0.027,0.006614741,2726.798973,-2.29683933,0.31893175,3.8623831,0,eq,SVCH
0.027,0.008376776,2715.377005,-2.3580889,0.29972286,3.91633847,0,eq,SVCH
0.027,0.010608184,2681.847176,-2.51207028,0.25735241,4.0487247,0,eq,SVCH
0.027,0.013433993,2621.098038,-2.68198424,0.2215515,4.17883101,0,eq,SVCH
0.027,0.017012543,2560.486137,-2.82408265,0.19712029,4.28031663,0,eq,SVCH
0.027,0.021544347,2490.344753,-2.95698905,0.17881565,4.36496913,0,eq,SVCH
0.027,0.027283334,2414.126572,-3.08394533,0.16441317,4.43790697,0,eq,SVCH
0.027,0.034551073,2329.023734,-3.21064545,0.15267032,4.50227103,0,eq,SVCH
0.027,0.043754794,2226.632118,-3.34614036,0.14291013,4.55965409,0,eq,SVCH
0.027,0.055410203,2116.005662,-3.48500771,0.13486235,4.6099983,0,eq,SVCH
0.027,0.070170383,2003.447222,-3.62392052,0.12820568,4.65396533,0,eq,SVCH
0.027,0.088862382,1884.676909,-3.76789395,0.12274557,4.69176752,0,eq,SVCH
0.027,0.112533558,1775.437693,-3.90523204,0.11808768,4.72537034,0,eq,SVCH
0.027,0.142510267,1651.215152,-4.06054811,0.11416909,4.7546812,0,eq,SVCH
0.027,0.180472177,1543.866802,-4.20237613,0.11092552,4.77971619,0,eq,SVCH
0.027,0.228546386,1447.50819,-4.33663672,0.10811055,4.80204297,0,eq,SVCH
0.027,0.289426612,1349.514391,-4.47871314,0.1056156,4.82232252,0,eq,SVCH
0.027,0.366524124,1262.718073,-4.61221376,0.10344455,4.84036347,0,eq,SVCH
0.027,0.464158883,1184.361831,-4.74029912,0.1014664,4.85713396,0,eq,SVCH
0.027,0.587801607,1085.2426,-4.9066196,0.09978654,4.87163463,0,eq,SVCH
0.027,0.744380301,1007.7754,-5.04809809,0.09832332,4.88446498,0,eq,SVCH
0.027,0.942668455,938.4724699,-5.18336536,0.09702935,4.89597207,0,eq,SVCH
0.027,1.19377664,874.4549901,-5.31664059,0.0958612,4.90649244,0,eq,SVCH
0.027,1.51177507,809.9078401,-5.45959365,0.09478829,4.91626868,0,eq,SVCH
0.027,1.91448198,746.9964184,-5.60882105,0.09383764,4.9250238,0,eq,SVCH
0.027,2.42446202,692.3996861,-5.74841673,0.09300424,4.93277248,0,eq,SVCH
0.027,3.07029063,648.9802131,-5.86817565,0.09223127,4.94002159,0,eq,SVCH
0.027,3.88815518,604.5533201,-5.99823435,0.09150508,4.94688756,0,eq,SVCH
0.027,4.92388263,561.5637283,-6.13269132,0.09083846,4.95323848,0,eq,SVCH
0.027,6.23550734,524.8851541,-6.25589766,0.09023102,4.95906622,0,eq,SVCH
0.027,7.89652287,492.4716207,-6.37204986,0.0896681,4.9645021,0,eq,SVCH
0.027,10,464.4325347,-6.47900797,0.08914179,4.96961529,0,eq,SVCH
0.028,0.001,2767.267307,-2.02914462,0.42146025,3.63606204,0,eq,SVCH
0.028,0.00126638,2761.049917,-2.0952414,0.3923391,3.69825087,0,eq,SVCH
0.028,0.001603719,2755.397469,-2.14904003,0.37028267,3.74850604,0,eq,SVCH
0.028,0.002030918,2751.751636,-2.18182205,0.35751562,3.77898267,0,eq,SVCH
0.028,0.002571914,2749.879519,-2.1976295,0.35154269,3.79361667,0,eq,SVCH
0.028,0.003257021,2748.720966,-2.20733511,0.34793221,3.80258365,0,eq,SVCH
0.028,0.004124626,2747.304519,-2.2188566,0.34370042,3.81321274,0,eq,SVCH
0.028,0.005223345,2745.069475,-2.23654128,0.33732095,3.82948623,0,eq,SVCH
0.028,0.006614741,2740.879904,-2.26831374,0.32620273,3.85859762,0,eq,SVCH
0.028,0.008376776,2728.504477,-2.34364041,0.30182569,3.92606014,0,eq,SVCH
0.028,0.010608184,2692.061391,-2.5116689,0.25551592,4.07073661,0,eq,SVCH
0.028,0.013433993,2635.026972,-2.67174548,0.22181364,4.19359783,0,eq,SVCH
0.028,0.017012543,2579.728988,-2.80660316,0.19814546,4.29160414,0,eq,SVCH
0.028,0.021544347,2513.262369,-2.93509727,0.18005411,4.37476633,0,eq,SVCH
0.028,0.027283334,2440.581965,-3.05853088,0.16564508,4.44721656,0,eq,SVCH
0.028,0.034551073,2359.356772,-3.1816237,0.15382186,4.51153717,0,eq,SVCH
0.028,0.043754794,2263.656121,-3.31161655,0.14387747,4.56958818,0,eq,SVCH
0.028,0.055410203,2155.530097,-3.44771748,0.13566306,4.62064975,0,eq,SVCH
0.028,0.070170383,2044.102978,-3.58498508,0.12880558,4.66570501,0,eq,SVCH
0.028,0.088862382,1926.306704,-3.72715552,0.12314083,4.70476899,0,eq,SVCH
0.028,0.112533558,1819.645109,-3.8603304,0.11838483,4.73898179,0,eq,SVCH
0.028,0.142510267,1693.561277,-4.01562832,0.11429022,4.76955458,0,eq,SVCH
0.028,0.180472177,1583.437262,-4.15847528,0.11091656,4.79557974,0,eq,SVCH
0.028,0.228546386,1482.455496,-4.29586221,0.10802663,4.81851104,0,eq,SVCH
0.028,0.289426612,1389.839932,-4.42883421,0.10545851,4.83940955,0,eq,SVCH
0.028,0.366524124,1290.359978,-4.57646723,0.10322432,4.85800895,0,eq,SVCH
0.028,0.464158883,1218.228552,-4.69347095,0.10121419,4.87509023,0,eq,SVCH
0.028,0.587801607,1118.934591,-4.85651316,0.0994422,4.89043136,0,eq,SVCH
0.028,0.744380301,1036.286117,-5.00300464,0.09794355,4.90362081,0,eq,SVCH
0.028,0.942668455,963.8545525,-5.14070855,0.09661835,4.91545336,0,eq,SVCH
0.028,1.19377664,897.4196148,-5.27553762,0.09542885,4.92621306,0,eq,SVCH
0.028,1.51177507,834.0412226,-5.41276939,0.09433574,4.93621983,0,eq,SVCH
0.028,1.91448198,769.2164224,-5.56236815,0.09335762,4.94527274,0,eq,SVCH
0.028,2.42446202,711.0356383,-5.70698518,0.09250177,4.9532722,0,eq,SVCH
0.028,3.07029063,665.4957657,-5.82930207,0.09172472,4.96059953,0,eq,SVCH
0.028,3.88815518,621.1689009,-5.95600553,0.09099042,4.96758092,0,eq,SVCH
0.028,4.92388263,577.5350569,-6.08903709,0.09031336,4.97406824,0,eq,SVCH
0.028,6.23550734,538.7027111,-6.21587627,0.08969936,4.97999361,0,eq,SVCH
0.028,7.89652287,505.5178506,-6.33182262,0.08913314,4.98549385,0,eq,SVCH
0.028,10,477.4774497,-6.43611794,0.08860554,4.99065046,0,eq,SVCH
0.029,0.001,2778.530558,-2.00667311,0.42899471,3.63591137,0,eq,SVCH
0.029,0.00126638,2772.878087,-2.07100459,0.39999606,3.69670378,0,eq,SVCH
0.029,0.001603719,2767.917031,-2.12128343,0.37886092,3.74385344,0,eq,SVCH
0.029,0.002030918,2764.891745,-2.15029836,0.36721866,3.77096287,0,eq,SVCH
0.029,0.002571914,2763.392927,-2.1640436,0.36184459,3.78376874,0,eq,SVCH
0.029,0.003257021,2762.31448,-2.17367264,0.35813165,3.7927275,0,eq,SVCH
0.029,0.004124626,2760.889358,-2.1861146,0.35339781,3.80428457,0,eq,SVCH
0.029,0.005223345,2758.592936,-2.20570475,0.34609272,3.82242761,0,eq,SVCH
0.029,0.006614741,2754.056894,-2.24228914,0.33291517,3.85614554,0,eq,SVCH
0.029,0.008376776,2740.175859,-2.3348553,0.30230039,3.93993494,0,eq,SVCH
0.029,0.010608184,2702.841876,-2.50707221,0.25482964,4.08831549,0,eq,SVCH
0.029,0.013433993,2649.750971,-2.65900479,0.22259731,4.20577525,0,eq,SVCH
0.029,0.017012543,2598.937881,-2.78803898,0.19944286,4.30117802,0,eq,SVCH
0.029,0.021544347,2535.628529,-2.91301823,0.18144362,4.3833309,0,eq,SVCH
0.029,0.027283334,2466.391019,-3.03331197,0.16697155,4.4555273,0,eq,SVCH
0.029,0.034551073,2389.181696,-3.15289411,0.15505137,4.51986269,0,eq,SVCH
0.029,0.043754794,2299.821993,-3.27771259,0.14493503,4.57846771,0,eq,SVCH
0.029,0.055410203,2193.76762,-3.41165313,0.13652634,4.63038084,0,eq,SVCH
0.029,0.070170383,2084.022074,-3.54698054,0.12945895,4.67654828,0,eq,SVCH
0.029,0.088862382,1970.247419,-3.68476922,0.12359508,4.71681179,0,eq,SVCH
0.029,0.112533558,1857.774923,-3.82196067,0.11870515,4.75187454,0,eq,SVCH
0.029,0.142510267,1740.417139,-3.96695927,0.11445948,4.78350931,0,eq,SVCH
0.029,0.180472177,1623.327343,-4.11505233,0.11094128,4.81062601,0,eq,SVCH
0.029,0.228546386,1518.346221,-4.25481462,0.1079636,4.83425847,0,eq,SVCH
0.029,0.289426612,1426.255603,-4.3849189,0.10533507,4.85566663,0,eq,SVCH
0.029,0.366524124,1324.422998,-4.53296414,0.10301297,4.87502849,0,eq,SVCH
0.029,0.464158883,1245.918914,-4.65642705,0.10098134,4.89233043,0,eq,SVCH
0.029,0.587801607,1158.767066,-4.79847897,0.09913166,4.90838797,0,eq,SVCH
0.029,0.744380301,1064.22439,-4.95998884,0.09758226,4.92207051,0,eq,SVCH
0.029,0.942668455,988.8452757,-5.09977914,0.09622447,4.93424151,0,eq,SVCH
0.029,1.19377664,921.4183223,-5.23349753,0.09501109,4.94526378,0,eq,SVCH
0.029,1.51177507,857.1130818,-5.36935575,0.09390229,4.95545993,0,eq,SVCH
0.029,1.91448198,791.1738459,-5.51775143,0.09289821,4.96479752,0,eq,SVCH
0.029,2.42446202,731.3556934,-5.66260239,0.09201876,4.97305951,0,eq,SVCH
0.029,3.07029063,681.4538704,-5.79279196,0.09123328,4.98050563,0,eq,SVCH
0.029,3.88815518,637.3957242,-5.9159986,0.09049297,4.98758256,0,eq,SVCH
0.029,4.92388263,593.1377649,-6.04759174,0.08980641,4.99419756,0,eq,SVCH
0.029,6.23550734,552.7392002,-6.17619437,0.08918366,5.00024161,0,eq,SVCH
0.029,7.89652287,519.195889,-6.29052373,0.08861401,5.00580747,0,eq,SVCH
0.029,10,490.148025,-6.39575708,0.08808445,5.01101369,0,eq,SVCH
0.03,0.001,2789.488199,-1.98483753,0.43646423,3.63564118,0,eq,SVCH
0.03,0.00126638,2784.41325,-2.04723288,0.40770016,3.6948561,0,eq,SVCH
0.03,0.001603719,2780.074973,-2.09386075,0.38759485,3.73878093,0,eq,SVCH
0.03,0.002030918,2777.508785,-2.11961104,0.37696743,3.76292818,0,eq,SVCH
0.03,0.002571914,2776.263507,-2.13192786,0.37199166,3.77446969,0,eq,SVCH
0.03,0.003257021,2775.245539,-2.14174262,0.3680842,3.78364166,0,eq,SVCH
0.03,0.004124626,2773.832387,-2.15510762,0.36283435,3.79611923,0,eq,SVCH
0.03,0.005223345,2771.459983,-2.17691066,0.35444783,3.81643132,0,eq,SVCH
0.03,0.006614741,2766.493241,-2.21938935,0.33874156,3.85579901,0,eq,SVCH
0.03,0.008376776,2750.50467,-2.33240022,0.3008848,3.95873502,0,eq,SVCH
0.03,0.010608184,2713.058077,-2.50124596,0.25461371,4.10377467,0,eq,SVCH
0.03,0.013433993,2664.618532,-2.64545481,0.22357714,4.21668346,0,eq,SVCH
0.03,0.017012543,2616.146911,-2.77056854,0.20082107,4.30991898,0,eq,SVCH
0.03,0.021544347,2557.446451,-2.89130451,0.18287906,4.39121008,0,eq,SVCH
0.03,0.027283334,2491.433624,-3.00869465,0.16833909,4.46316755,0,eq,SVCH
0.03,0.034551073,2417.268097,-3.12558918,0.15630791,4.52757604,0,eq,SVCH
0.03,0.043754794,2331.569162,-3.24726076,0.14604923,4.58653928,0,eq,SVCH
0.03,0.055410203,2231.500288,-3.37634956,0.13742442,4.63940983,0,eq,SVCH
0.03,0.070170383,2123.086237,-3.5100123,0.13016364,4.68655827,0,eq,SVCH
0.03,0.088862382,2012.124565,-3.64470687,0.12409876,4.72800253,0,eq,SVCH
0.03,0.112533558,1894.612362,-3.78539381,0.11903954,4.76415424,0,eq,SVCH
0.03,0.142510267,1786.689803,-3.91969805,0.11467991,4.79656199,0,eq,SVCH
0.03,0.180472177,1663.328109,-4.07229694,0.11100056,4.82488545,0,eq,SVCH
0.03,0.228546386,1556.160292,-4.21241417,0.1079235,4.84930457,0,eq,SVCH
0.03,0.289426612,1459.676041,-4.34551008,0.10523458,4.87121965,0,eq,SVCH
0.03,0.366524124,1363.04889,-4.48456013,0.10283325,4.89126906,0,eq,SVCH
0.03,0.464158883,1271.876602,-4.62250648,0.10075917,4.90896661,0,eq,SVCH
0.03,0.587801607,1199.267464,-4.74113579,0.09886177,4.9254789,0,eq,SVCH
0.03,0.744380301,1091.547675,-4.91900345,0.09723847,4.9398594,0,eq,SVCH
0.03,0.942668455,1014.36405,-5.05896072,0.09584638,4.95238441,0,eq,SVCH
0.03,1.19377664,945.0599719,-5.19316533,0.09460918,4.96366914,0,eq,SVCH
0.03,1.51177507,879.0648064,-5.32928434,0.09348526,4.97404933,0,eq,SVCH
0.03,1.91448198,813.2524702,-5.47406207,0.09245796,4.98364686,0,eq,SVCH
0.03,2.42446202,751.4936232,-5.61977415,0.09155508,4.99217062,0,eq,SVCH
0.03,3.07029063,696.847885,-5.75856362,0.09075551,4.99978951,0,eq,SVCH
0.03,3.88815518,653.1482806,-5.87821115,0.09001099,5.00694443,0,eq,SVCH
0.03,4.92388263,608.562862,-6.00775835,0.08931625,5.01367453,0,eq,SVCH
0.03,6.23550734,567.539137,-6.13517051,0.08868572,5.01982814,0,eq,SVCH
0.03,7.89652287,532.6976745,-6.25085585,0.08811232,5.02546224,0,eq,SVCH
0.03,10,502.712801,-6.35676488,0.08757837,5.03074172,0,eq,SVCH
0.031,0.001,2800.200796,-1.96337179,0.44398402,3.63504426,0,eq,SVCH
0.031,0.00126638,2795.584227,-2.02381522,0.41550055,3.6926332,0,eq,SVCH
0.031,0.001603719,2791.878155,-2.06687785,0.39645169,3.73339709,0,eq,SVCH
0.031,0.002030918,2789.749981,-2.08973106,0.38674617,3.75492426,0,eq,SVCH
0.031,0.002571914,2788.68415,-2.10100368,0.38205087,3.76553415,0,eq,SVCH
0.031,0.003257021,2787.694966,-2.11119647,0.37786801,3.77509592,0,eq,SVCH
0.031,0.004124626,2786.247564,-2.12564127,0.37201723,3.78865025,0,eq,SVCH
0.031,0.005223345,2783.745394,-2.14984469,0.36244286,3.81129685,0,eq,SVCH
0.031,0.006614741,2778.272611,-2.19944543,0.34367521,3.85747993,0,eq,SVCH
0.031,0.008376776,2760.301733,-2.33219488,0.29882769,3.97893438,0,eq,SVCH
0.031,0.010608184,2723.365188,-2.49386162,0.25484443,4.11722858,0,eq,SVCH
0.031,0.013433993,2679.772408,-2.63102901,0.22475768,4.22634931,0,eq,SVCH
0.031,0.017012543,2632.854315,-2.75320827,0.20228746,4.31784081,0,eq,SVCH
0.031,0.021544347,2578.74185,-2.86980013,0.1843788,4.39835611,0,eq,SVCH
0.031,0.027283334,2515.26812,-2.98485288,0.16975441,4.47013593,0,eq,SVCH
0.031,0.034551073,2443.960575,-3.09943959,0.15758631,4.53474147,0,eq,SVCH
0.031,0.043754794,2362.284693,-3.2176743,0.1472046,4.59393553,0,eq,SVCH
0.031,0.055410203,2268.072095,-3.34220382,0.13835933,4.64776069,0,eq,SVCH
0.031,0.070170383,2160.963126,-3.4743156,0.13090881,4.69583924,0,eq,SVCH
0.031,0.088862382,2051.171504,-3.60750844,0.12464131,4.73845239,0,eq,SVCH
0.031,0.112533558,1935.6402,-3.74558681,0.11939612,4.77579593,0,eq,SVCH
0.031,0.142510267,1826.742126,-3.87923206,0.11493716,4.80885654,0,eq,SVCH
0.031,0.180472177,1702.964853,-4.03066413,0.11109363,4.83839796,0,eq,SVCH
0.031,0.228546386,1592.890023,-4.17201573,0.10790679,4.86367942,0,eq,SVCH
0.031,0.289426612,1491.075759,-4.30928241,0.10514677,4.88618462,0,eq,SVCH
0.031,0.366524124,1401.039003,-4.43805082,0.10268477,4.90676474,0,eq,SVCH
0.031,0.464158883,1296.346438,-4.59125129,0.10054367,4.92506718,0,eq,SVCH
0.031,0.587801607,1226.208975,-4.70461076,0.09862708,4.94178429,0,eq,SVCH
0.031,0.744380301,1126.096718,-4.86781622,0.09691397,4.95700372,0,eq,SVCH
0.031,0.942668455,1040.203749,-5.01849934,0.09548558,4.9699006,0,eq,SVCH
0.031,1.19377664,968.2411115,-5.15460326,0.09422242,4.98146753,0,eq,SVCH
0.031,1.51177507,899.9660679,-5.29220575,0.09308123,4.99205179,0,eq,SVCH
0.031,1.91448198,835.1482178,-5.43187991,0.0920356,5.00186423,0,eq,SVCH
0.031,2.42446202,771.6017905,-5.5781505,0.09110871,5.01065616,0,eq,SVCH
0.031,3.07029063,715.2184183,-5.71783327,0.09028963,5.01850021,0,eq,SVCH
0.031,3.88815518,668.498282,-5.84239027,0.08954043,5.02573755,0,eq,SVCH
0.031,4.92388263,623.8459306,-5.96933002,0.08883938,5.03256492,0,eq,SVCH
0.031,6.23550734,582.0609754,-6.09601835,0.08820207,5.03881837,0,eq,SVCH
0.031,7.89652287,545.957343,-6.21297994,0.08762419,5.04452788,0,eq,SVCH
0.031,10,516.2163703,-6.31561584,0.08708526,5.04988661,0,eq,SVCH
0.032,0.001,2809.214715,-1.94298543,0.45160978,3.63404043,0,eq,SVCH
0.032,0.00126638,2805.575126,-2.00098,0.42353336,3.68979181,0,eq,SVCH
0.032,0.001603719,2802.84587,-2.04055507,0.40545068,3.72768917,0,eq,SVCH
0.032,0.002030918,2801.357021,-2.0608031,0.39653904,3.74699246,0,eq,SVCH
0.032,0.002571914,2800.53051,-2.07129826,0.39200462,3.7569825,0,eq,SVCH
0.032,0.003257021,2799.622468,-2.08189779,0.3874983,3.76702464,0,eq,SVCH
0.032,0.004124626,2798.193186,-2.09755143,0.38097681,3.78176762,0,eq,SVCH
0.032,0.005223345,2795.556389,-2.12443029,0.37006327,3.80701237,0,eq,SVCH
0.032,0.006614741,2789.501754,-2.1825516,0.34761722,3.86136201,0,eq,SVCH
0.032,0.008376776,2770.284316,-2.33007726,0.29740079,3.99688285,0,eq,SVCH
0.032,0.010608184,2733.693858,-2.48527644,0.25544443,4.12897432,0,eq,SVCH
0.032,0.013433993,2695.152167,-2.6158264,0.22612355,4.23487541,0,eq,SVCH
0.032,0.017012543,2649.102341,-2.73590146,0.20383841,4.32499506,0,eq,SVCH
0.032,0.021544347,2599.477461,-2.84853304,0.18594682,4.40478946,0,eq,SVCH
0.032,0.027283334,2538.311161,-2.96159084,0.17121377,4.47648764,0,eq,SVCH
0.032,0.034551073,2469.648202,-3.07410451,0.15889227,4.54135936,0,eq,SVCH
0.032,0.043754794,2392.123663,-3.18887005,0.14839528,4.60072572,0,eq,SVCH
0.032,0.055410203,2303.11153,-3.30944891,0.13934007,4.65541453,0,eq,SVCH
0.032,0.070170383,2197.586803,-3.43993853,0.13169562,4.70442307,0,eq,SVCH
0.032,0.088862382,2089.39432,-3.57139869,0.12522509,4.74818196,0,eq,SVCH
0.032,0.112533558,1976.515208,-3.70637633,0.1197969,4.7866746,0,eq,SVCH
0.032,0.142510267,1863.549075,-3.84251849,0.11521125,4.82057556,0,eq,SVCH
0.032,0.180472177,1746.17137,-3.98609355,0.11122724,4.85114304,0,eq,SVCH
0.032,0.228546386,1630.299925,-4.13162141,0.1079145,4.87740562,0,eq,SVCH
0.032,0.289426612,1525.394491,-4.27035758,0.10507433,4.90057191,0,eq,SVCH
0.032,0.366524124,1433.1652,-4.39968546,0.10256331,4.92158109,0,eq,SVCH
0.032,0.464158883,1330.860292,-4.5474071,0.1003374,4.94063925,0,eq,SVCH
0.032,0.587801607,1251.05505,-4.67174837,0.09840131,4.95756305,0,eq,SVCH
0.032,0.744380301,1165.11692,-4.81124891,0.09662056,4.97342538,0,eq,SVCH
0.032,0.942668455,1065.646675,-4.9796733,0.09514212,4.98681884,0,eq,SVCH
0.032,1.19377664,991.1228106,-5.11747085,0.09385105,4.99868609,0,eq,SVCH
0.032,1.51177507,923.0141212,-5.25195406,0.09268966,5.00950168,0,eq,SVCH
0.032,1.91448198,856.5704766,-5.39176026,0.09162729,5.01951462,0,eq,SVCH
0.032,2.42446202,791.3204193,-5.53844878,0.09067725,5.02856752,0,eq,SVCH
0.032,3.07029063,733.8428701,-5.67749476,0.08983957,5.03662884,0,eq,SVCH
0.032,3.88815518,683.5077818,-5.80829702,0.08908212,5.0439831,0,eq,SVCH
0.032,4.92388263,638.9130708,-5.93243114,0.08837613,5.05089427,0,eq,SVCH
0.032,6.23550734,596.3274255,-6.05857635,0.08773221,5.0572461,0,eq,SVCH
0.032,7.89652287,559.8571065,-6.17405094,0.08714763,5.063053,0,eq,SVCH
0.032,10,529.5627608,-6.27610462,0.08660478,5.06848047,0,eq,SVCH
0.033,0.001,2818.100505,-1.92295933,0.45923659,3.63285794,0,eq,SVCH
0.033,0.00126638,2814.764881,-1.97887094,0.43162652,3.68671345,0,eq,SVCH
0.033,0.001603719,2812.453862,-2.01527261,0.41458657,3.72169824,0,eq,SVCH
0.033,0.002030918,2811.27281,-2.03339093,0.40637526,3.73907403,0,eq,SVCH
0.033,0.002571914,2810.552107,-2.04341222,0.40191798,3.74865352,0,eq,SVCH
0.033,0.003257021,2809.767784,-2.0544652,0.39706062,3.75921458,0,eq,SVCH
0.033,0.004124626,2808.478768,-2.0712015,0.38983814,3.77515964,0,eq,SVCH
0.033,0.005223345,2806.098426,-2.10076355,0.37743365,3.80324742,0,eq,SVCH
0.033,0.006614741,2800.169176,-2.16830544,0.35066844,3.86713503,0,eq,SVCH
0.033,0.008376776,2779.95547,-2.32550509,0.29689117,4.0117349,0,eq,SVCH
0.033,0.010608184,2744.024401,-2.47532644,0.25644277,4.13894783,0,eq,SVCH
0.033,0.013433993,2709.810672,-2.60037164,0.22770104,4.24220064,0,eq,SVCH
0.033,0.017012543,2665.033214,-2.71841469,0.2055012,4.33130131,0,eq,SVCH
0.033,0.021544347,2618.233953,-2.8283629,0.18759634,4.41048078,0,eq,SVCH
0.033,0.027283334,2560.737372,-2.93863137,0.17273241,4.48218259,0,eq,SVCH
0.033,0.034551073,2494.509725,-3.04934386,0.16024373,4.54736866,0,eq,SVCH
0.033,0.043754794,2419.908233,-3.16167914,0.14961697,4.60696888,0,eq,SVCH
0.033,0.055410203,2334.109815,-3.2798646,0.14036358,4.66241951,0,eq,SVCH
0.033,0.070170383,2234.303531,-3.40572921,0.13251956,4.71237042,0,eq,SVCH
0.033,0.088862382,2126.245626,-3.53669379,0.1258498,4.75722394,0,eq,SVCH
0.033,0.112533558,2015.684093,-3.66907054,0.12023814,4.79684544,0,eq,SVCH
0.033,0.142510267,1899.202528,-3.80741056,0.11550049,4.83176072,0,eq,SVCH
0.033,0.180472177,1788.320909,-3.9433074,0.11140166,4.86314622,0,eq,SVCH
0.033,0.228546386,1667.521256,-4.09212594,0.10794909,4.89049123,0,eq,SVCH
0.033,0.289426612,1560.477567,-4.2312535,0.10502216,4.91436688,0,eq,SVCH
0.033,0.366524124,1463.267609,-4.36446971,0.10245765,4.93584001,0,eq,SVCH
0.033,0.464158883,1367.672023,-4.50153638,0.1001589,4.95554928,0,eq,SVCH
0.033,0.587801607,1274.595688,-4.64130518,0.09818398,4.97284764,0,eq,SVCH
0.033,0.744380301,1203.337255,-4.75744192,0.0963675,4.98906755,0,eq,SVCH
0.033,0.942668455,1090.644923,-4.94237113,0.09481426,5.00318098,0,eq,SVCH
0.033,1.19377664,1014.668474,-5.08000921,0.09349321,5.01536817,0,eq,SVCH
0.033,1.51177507,945.7547091,-5.21324328,0.0923109,5.02642225,0,eq,SVCH
0.033,1.91448198,877.2745953,-5.35403579,0.09123063,5.03664689,0,eq,SVCH
0.033,2.42446202,810.9724037,-5.4998282,0.09025894,5.04594776,0,eq,SVCH
0.033,3.07029063,751.9471818,-5.63936628,0.08940433,5.05421106,0,eq,SVCH
0.033,3.88815518,698.1145928,-5.77593441,0.08863547,5.06171304,0,eq,SVCH
0.033,4.92388263,653.7751887,-5.89691953,0.08792596,5.06869394,0,eq,SVCH
0.033,6.23550734,610.9033903,-6.021179,0.08727515,5.07514699,0,eq,SVCH
0.033,7.89652287,573.9974154,-6.13532234,0.08668454,5.08104492,0,eq,SVCH
0.033,10,542.6769271,-6.23830839,0.08613601,5.08655868,0,eq,SVCH
0.034,0.001,2826.813343,-1.90335771,0.46683067,3.63157707,0,eq,SVCH
0.034,0.00126638,2823.7121,-1.95703754,0.43980481,3.68337536,0,eq,SVCH
0.034,0.001603719,2821.743955,-1.99055299,0.42374797,3.71567871,0,eq,SVCH
0.034,0.002030918,2820.764617,-2.00698888,0.41610341,3.73149097,0,eq,SVCH
0.034,0.002571914,2820.14638,-2.01675619,0.41163049,3.7408786,0,eq,SVCH
0.034,0.003257021,2819.391025,-2.02841012,0.40636416,3.75206278,0,eq,SVCH
0.034,0.004124626,2818.127895,-2.04643338,0.39836936,3.76932185,0,eq,SVCH
0.034,0.005223345,2815.68504,-2.07928659,0.38424378,3.80067968,0,eq,SVCH
0.034,0.006614741,2809.094468,-2.15888078,0.35224386,3.87620648,0,eq,SVCH
0.034,0.008376776,2789.428853,-2.32024234,0.29666833,4.02535275,0,eq,SVCH
0.034,0.010608184,2754.300523,-2.46514882,0.25753321,4.14822837,0,eq,SVCH
0.034,0.013433993,2723.736363,-2.58539043,0.22929918,4.24908953,0,eq,SVCH
0.034,0.017012543,2680.554728,-2.70127396,0.20717849,4.33720669,0,eq,SVCH
0.034,0.021544347,2636.261443,-2.80884442,0.18924947,4.41582429,0,eq,SVCH
0.034,0.027283334,2582.472279,-2.91629766,0.17426132,4.48749367,0,eq,SVCH
0.034,0.034551073,2518.010119,-3.02569152,0.16160956,4.55296164,0,eq,SVCH
0.034,0.043754794,2446.18412,-3.13587711,0.15083689,4.61288006,0,eq,SVCH
0.034,0.055410203,2364.147731,-3.25113208,0.14141946,4.66887653,0,eq,SVCH
0.034,0.070170383,2269.783441,-3.37281435,0.13336943,4.71978214,0,eq,SVCH
0.034,0.088862382,2161.862638,-3.50330992,0.12650776,4.76566095,0,eq,SVCH
0.034,0.112533558,2053.101436,-3.63373033,0.12071008,4.80640678,0,eq,SVCH
