mass,age,temperature,luminosity,radius,gravity,metallicity
0.021,0.00257191381,2674.82341254,-2.45228098,0.27713263,3.87525905,0.0
0.021,0.00325702066,2669.18939202,-2.47321311,0.27168504,3.8925021,0.0
0.021,0.00412462638,2666.10469609,-2.48417827,0.26888971,3.90148582,0.0
0.021,0.00522334507,2663.04373683,-2.4950257,0.26616567,3.91033004,0.0
0.021,0.00661474064,2658.78080065,-2.50963875,0.26257171,3.9221379,0.0
0.021,0.0083767764,2651.24797388,-2.53408552,0.25673341,3.94166943,0.0
0.021,0.0106081836,2635.45341145,-2.58042592,0.24631519,3.97765148,0.0
0.021,0.0134339933,2587.29116656,-2.69611576,0.22370254,4.06129181,0.0
0.021,0.0170125428,2501.99572626,-2.89284677,0.19073156,4.19978976,0.0
0.021,0.0215443469,2407.87315919,-3.06524807,0.16886583,4.30555216,0.0
0.021,0.0272833338,2304.5580275,-3.22451771,0.15346146,4.38863489,0.0
0.021,0.0345510729,2184.688905,-3.38394603,0.14212645,4.45528528,0.0
0.021,0.0437547938,2051.20566833,-3.54989639,0.13318466,4.51172679,0.0
0.021,0.0554102033,1901.86886482,-3.72671282,0.12639025,4.55720745,0.0
0.021,0.0701703829,1774.94142515,-3.88521007,0.12090994,4.59571059,0.0
0.021,0.0888623816,1614.99090668,-4.07959436,0.1167578,4.62606179,0.0
0.021,0.112533558,1484.69884995,-4.25013935,0.11352274,4.6504682,0.0
0.021,0.142510267,1361.20115237,-4.42159503,0.11086094,4.67107667,0.0
0.021,0.180472177,1256.26031575,-4.57847259,0.10865105,4.68856625,0.0
0.021,0.228546386,1164.74634897,-4.72512046,0.1067587,4.70382731,0.0
0.021,0.289426612,1076.32447927,-4.87537351,0.10516304,4.71690764,0.0
0.021,0.366524124,998.74804561,-5.01704984,0.10374903,4.72866546,0.0
0.021,0.464158883,929.74147183,-5.15205407,0.10248653,4.73929999,0.0
0.021,0.587801607,869.683522,-5.27771126,0.10135884,4.74891068,0.0
0.021,0.744380301,815.12305001,-5.39924324,0.1003158,4.75789519,0.0
0.021,0.942668455,760.77945429,-5.52766278,0.09933207,4.76645463,0.0
0.021,1.19377664,704.92814466,-5.66803709,0.09842843,4.77439248,0.0
0.021,1.51177507,660.5348928,-5.78836519,0.09760084,4.78172642,0.0
0.021,1.91448198,618.15316051,-5.91052132,0.09682141,4.78869076,0.0
0.021,2.42446202,575.25203061,-6.04207375,0.09609017,4.79527557,0.0
0.021,3.07029063,535.70817056,-6.17189146,0.09541624,4.80138889,0.0
0.021,3.88815518,500.47767053,-6.29584089,0.09478232,4.80717885,0.0
0.021,4.92388263,466.21841316,-6.42447492,0.09419083,4.81261627,0.0
0.021,6.23550734,434.95003573,-6.55015119,0.09364188,4.81769325,0.0
0.021,7.89652287,406.10903295,-6.67411221,0.0931271,4.82248132,0.0
0.021,10.0,385.07831686,-6.77104195,0.09264113,4.82702579,0.0
0.022,0.001,2746.91830641,-2.16207762,0.36701905,3.65146259,0.0
0.022,0.00126638017,2737.44256215,-2.23631785,0.33929447,3.7196863,0.0
0.022,0.00160371874,2723.03617841,-2.30953981,0.31516938,3.78375048,0.0
0.022,0.00203091762,2709.37016506,-2.36767924,0.29774878,3.83313928,0.0
0.022,0.00257191381,2701.62425982,-2.40119141,0.2881215,3.86168603,0.0
0.022,0.00325702066,2697.70966505,-2.41742769,0.28360794,3.87540079,0.0
0.022,0.00412462638,2695.08891719,-2.4276757,0.2808301,3.88395007,0.0
0.022,0.00522334507,2692.06293549,-2.43938638,0.27769316,3.89370685,0.0
0.022,0.00661474064,2687.32368876,-2.45722054,0.27300097,3.90850922,0.0
0.022,0.0083767764,2678.91804448,-2.48772556,0.26524233,3.93355199,0.0
0.022,0.0106081836,2658.918193,-2.55241754,0.24991706,3.98524563,0.0
0.022,0.0134339933,2589.76920509,-2.72122414,0.21691787,4.10824654,0.0
0.022,0.0170125428,2509.76525395,-2.90250127,0.18745991,4.23502251,0.0
0.022,0.0215443469,2424.90697323,-3.05778773,0.16793172,4.33057258,0.0
0.022,0.0272833338,2330.52291468,-3.2050473,0.15345975,4.4088483,0.0
0.022,0.0345510729,2219.42440728,-3.3547861,0.14241514,4.47372566,0.0
0.022,0.0437547938,2090.96125809,-3.51440557,0.13351593,4.52977245,0.0
0.022,0.0554102033,1952.9851344,-3.67903739,0.12662029,4.57583052,0.0
0.022,0.0701703829,1828.62055746,-3.83190107,0.12112299,4.61438514,0.0
0.022,0.0888623816,1667.48027122,-4.02426461,0.11672547,4.64650602,0.0
0.022,0.112533558,1536.36207203,-4.19188422,0.11336885,4.67184975,0.0
0.022,0.142510267,1411.45334722,-4.36060956,0.11060917,4.69325533,0.0
0.022,0.180472177,1294.82971977,-4.52862324,0.10831631,4.71144967,0.0
0.022,0.228546386,1208.37469749,-4.66446525,0.10636369,4.72725029,0.0
0.022,0.289426612,1112.98627137,-4.82106482,0.10469443,4.74098975,0.0
0.022,0.366524124,1033.66057804,-4.96157058,0.10325108,4.75304809,0.0
0.022,0.464158883,960.24104498,-5.1004848,0.10196011,4.7639767,0.0
0.022,0.587801607,896.80934812,-5.22909387,0.1008061,4.77386343,0.0
0.022,0.744380301,841.88280504,-5.34804905,0.0997481,4.78302787,0.0
0.022,0.942668455,786.85542931,-5.47423033,0.09874896,4.79177209,0.0
0.022,1.19377664,730.82315644,-5.61076213,0.09782011,4.79998074,0.0
0.022,1.51177507,680.76871553,-5.74148232,0.09698178,4.80745671,0.0
0.022,1.91448198,638.24505677,-5.86059881,0.09619524,4.8145298,0.0
0.022,2.42446202,595.38589686,-5.9880906,0.09545312,4.82125663,0.0
0.022,3.07029063,552.0399547,-6.12565169,0.09476664,4.82752595,0.0
0.022,3.88815518,516.24358433,-6.24795239,0.09413045,4.83337664,0.0
0.022,4.92388263,481.25482143,-6.37538898,0.09353523,4.83888649,0.0
0.022,6.23550734,447.93583546,-6.5051929,0.09298283,4.84403139,0.0
0.022,7.89652287,419.40405424,-6.62434087,0.09246788,4.84885506,0.0
0.022,10.0,394.67627936,-6.73440618,0.09199045,4.85335145,0.0
0.023,0.001,2761.87611564,-2.1335666,0.37518135,3.65166151,0.0
0.023,0.00126638017,2754.06118076,-2.20575665,0.34721361,3.71895115,0.0
0.023,0.00160371874,2743.09865654,-2.27371833,0.32365417,3.77998162,0.0
0.023,0.00203091762,2731.72230101,-2.32512803,0.30759734,3.8241786,0.0
0.023,0.00257191381,2725.13549551,-2.35299143,0.29933304,3.8478333,0.0
0.023,0.00325702066,2721.96036024,-2.36630071,0.29546953,3.85911733,0.0
0.023,0.00412462638,2719.55318467,-2.37654787,0.29252153,3.86782685,0.0
0.023,0.00522334507,2716.49364016,-2.3897227,0.28876305,3.87905933,0.0
0.023,0.00661474064,2711.66572264,-2.41072123,0.28287226,3.89696145,0.0
0.023,0.0083767764,2702.93306551,-2.44831431,0.27265019,3.92893056,0.0
0.023,0.0106081836,2676.63223693,-2.53887759,0.25050456,4.00251122,0.0
0.023,0.0134339933,2597.15306163,-2.73416851,0.21249547,4.14544537,0.0
0.023,0.0170125428,2524.86938698,-2.89757879,0.18627824,4.25981955,0.0
0.023,0.0215443469,2445.96462213,-3.0424625,0.16799628,4.34954386,0.0
0.023,0.0272833338,2359.40257869,-3.18051421,0.15401574,4.4250139,0.0
0.023,0.0345510729,2256.74060613,-3.32201459,0.14303969,4.4892308,0.0
0.023,0.0437547938,2133.77578508,-3.47550215,0.13408442,4.54538704,0.0
0.023,0.0554102033,2005.45959845,-3.6301891,0.12703101,4.59232355,0.0
0.023,0.0701703829,1872.79476119,-3.78814609,0.12144346,4.6313952,0.0
0.023,0.0888623816,1726.41673721,-3.96335002,0.11680406,4.66522671,0.0
0.023,0.112533558,1587.81396113,-4.13527992,0.11328967,4.69176225,0.0
0.023,0.142510267,1461.54130571,-4.30154678,0.11041811,4.71406191,0.0
0.023,0.180472177,1341.88942496,-4.468971,0.10802088,4.733127,0.0
0.023,0.228546386,1245.28750825,-4.61501699,0.10601792,4.74938407,0.0
0.023,0.289426612,1155.73655804,-4.7591131,0.10427098,4.76381569,0.0
0.023,0.366524124,1067.57171581,-4.90941291,0.1027825,4.77630386,0.0
0.023,0.464158883,990.50950595,-5.05085931,0.10145959,4.78755621,0.0
0.023,0.587801607,924.20528149,-5.18136971,0.1002793,4.79771956,0.0
0.023,0.744380301,867.52373872,-5.30065146,0.09920783,4.80705048,0.0
0.023,0.942668455,812.58274987,-5.42322887,0.0981932,4.81597943,0.0
0.023,1.19377664,756.12451483,-5.55677112,0.09724301,4.8244254,0.0
0.023,1.51177507,700.48487992,-5.69724536,0.09638473,4.83212567,0.0
0.023,1.91448198,657.60494457,-5.81412705,0.09559362,4.83928423,0.0
0.023,2.42446202,614.8258767,-5.93784223,0.09484294,4.84613207,0.0
0.023,3.07029063,571.30444089,-6.07181672,0.09414267,4.85256906,0.0
0.023,3.88815518,531.77513742,-6.20231027,0.09350067,4.85851267,0.0
0.023,4.92388263,495.84769073,-6.32941339,0.09290156,4.86409602,0.0
0.023,6.23550734,462.07823844,-6.45716486,0.09234471,4.86931803,0.0
0.023,7.89652287,432.31457509,-6.57766245,0.09183028,4.87417029,0.0
0.023,10.0,405.27240267,-6.69442814,0.0913524,4.87870213,0.0
0.024,0.001,2776.326861,-2.10617034,0.3831811,3.6518187,0.0
0.024,0.00126638017,2769.50995648,-2.17661583,0.35507553,3.71798553,0.0
0.024,0.00160371874,2761.27159487,-2.23913601,0.33237627,3.77536793,0.0
0.024,0.00203091762,2753.34175221,-2.28315154,0.31778374,3.81436316,0.0
0.024,0.00257191381,2748.36449161,-2.30602726,0.31064334,3.83410215,0.0
0.024,0.00325702066,2745.6346599,-2.31786321,0.3070473,3.84421591,0.0
0.024,0.00412462638,2743.04855145,-2.32883267,0.30376964,3.85353744,0.0
0.024,0.00522334507,2739.27325396,-2.344371,0.29920026,3.8667019,0.0
0.024,0.00661474064,2733.19964478,-2.36983174,0.29185777,3.88828368,0.0
0.024,0.0083767764,2721.80026357,-2.41852236,0.27825786,3.9297311,0.0
0.024,0.0106081836,2686.45561302,-2.54463944,0.24702612,4.03313987,0.0
0.024,0.0134339933,2607.49453653,-2.73777231,0.20993884,4.17444205,0.0
0.024,0.0170125428,2542.45979114,-2.88722995,0.18591354,4.28000581,0.0
0.024,0.0215443469,2467.61290237,-3.02486742,0.16843749,4.36575022,0.0
0.024,0.0272833338,2388.67379886,-3.1546932,0.15479696,4.43910114,0.0
0.024,0.0345510729,2294.76690433,-3.28831221,0.14381181,4.50303806,0.0
0.024,0.0437547938,2177.19654974,-3.43599683,0.13478291,4.55935635,0.0
0.024,0.0554102033,2052.44781449,-3.58644714,0.12754585,4.60729439,0.0
0.024,0.0701703829,1917.5282792,-3.74464528,0.12179408,4.64737478,0.0
0.024,0.0888623816,1791.98009607,-3.89720855,0.1169939,4.68230009,0.0
0.024,0.112533558,1638.92017966,-4.08041718,0.11326674,4.71042159,0.0
0.024,0.142510267,1510.02192138,-4.24597783,0.11027377,4.73368129,0.0
0.024,0.180472177,1390.84978546,-4.40871975,0.10777483,4.75359126,0.0
0.024,0.228546386,1280.46574279,-4.56924842,0.1056965,4.77050457,0.0
0.024,0.289426612,1199.0476778,-4.69835678,0.1038922,4.78545997,0.0
0.024,0.366524124,1100.19770088,-4.86090583,0.10233906,4.79854264,0.0
0.024,0.464158883,1022.18532024,-5.00025943,0.10098377,4.81012266,0.0
0.024,0.587801607,951.74027301,-5.13472971,0.09977743,4.82056117,0.0
0.024,0.744380301,892.04691678,-5.25678694,0.09868933,4.83008548,0.0
0.024,0.942668455,837.77394008,-5.37488018,0.09766271,4.83916808,0.0
0.024,1.19377664,780.78736041,-5.50593577,0.09669381,4.8478282,0.0
0.024,1.51177507,724.05705576,-5.64492221,0.09581075,4.85579699,0.0
0.024,1.91448198,676.27904525,-5.77079051,0.09501301,4.86305936,0.0
0.024,2.42446202,633.60251525,-5.89095107,0.09425621,4.87000556,0.0
0.024,3.07029063,589.95117271,-6.02155906,0.09354464,4.87658764,0.0
0.024,3.88815518,547.04855138,-6.15878847,0.09289174,4.88267126,0.0
0.024,4.92388263,510.56497672,-6.2843578,0.09228823,4.88833284,0.0
0.024,6.23550734,476.18990603,-6.41071424,0.09172826,4.89361915,0.0
0.024,7.89652287,444.83041849,-6.5339746,0.09121242,4.89851747,0.0
0.024,10.0,418.30464134,-6.64535896,0.09073351,4.90309003,0.0
0.025,0.001,2790.50768144,-2.07950928,0.39112213,3.65173251,0.0
0.025,0.00126638017,2784.05918876,-2.14845295,0.36295381,3.71665271,0.0
0.025,0.00160371874,2777.72810641,-2.20602077,0.34121232,3.77030593,0.0
0.025,0.00203091762,2772.49343587,-2.2432662,0.32812787,3.80426871,0.0
0.025,0.00257191381,2769.40125745,-2.26181566,0.32191895,3.82086198,0.0
0.025,0.00325702066,2767.42351997,-2.27251018,0.31843369,3.83031688,0.0
0.025,0.00412462638,2765.06084179,-2.28433448,0.31466384,3.84066121,0.0
0.025,0.00522334507,2761.21383844,-2.30214443,0.30913768,3.85605105,0.0
0.025,0.00661474064,2753.99540596,-2.33282426,0.29997771,3.88217634,0.0
0.025,0.0083767764,2738.53583153,-2.39693715,0.28179062,3.93650155,0.0
0.025,0.0106081836,2693.5241308,-2.55709792,0.24222868,4.06790489,0.0
0.025,0.0134339933,2619.7629424,-2.73490898,0.20865922,4.19748084,0.0
0.025,0.0170125428,2561.50035694,-2.8732122,0.18613551,4.29669811,0.0
0.025,0.0215443469,2489.65799143,-3.0056584,0.16916741,4.37972308,0.0
0.025,0.0272833338,2417.47367528,-3.1284188,0.15577328,4.45137033,0.0
0.025,0.0345510729,2328.6082817,-3.2573899,0.14472341,4.51527825,0.0
0.025,0.0437547938,2219.85656507,-3.39702174,0.13560191,4.57182456,0.0
0.025,0.0554102033,2097.93196361,-3.5442042,0.1281558,4.62087911,0.0
0.025,0.0701703829,1967.75016155,-3.69683367,0.12219951,4.66221695,0.0
0.025,0.0888623816,1843.22923753,-3.84608198,0.11728242,4.69788912,0.0
0.025,0.112533558,1689.55910259,-4.02729524,0.11330198,4.72788016,0.0
0.025,0.142510267,1560.66639755,-4.18942437,0.11017818,4.75216372,0.0
0.025,0.180472177,1438.11069982,-4.35224299,0.10757861,4.77290302,0.0
0.025,0.228546386,1319.70428515,-4.51928811,0.10539799,4.79069009,0.0
0.025,0.289426612,1233.04442849,-4.65262993,0.10355423,4.80601886,0.0
0.025,0.366524124,1141.43271732,-4.80049918,0.10192441,4.81979809,0.0
0.025,0.464158883,1054.09857891,-4.95074258,0.10053337,4.83173421,0.0
0.025,0.587801607,979.25804044,-5.0894117,0.09929657,4.84248609,0.0
0.025,0.744380301,916.81071255,-5.21363493,0.09818818,4.85223607,0.0
0.025,0.942668455,861.80019159,-5.33031407,0.09715349,4.86143769,0.0
0.025,1.19377664,804.84352012,-5.45793357,0.09616822,4.87029117,0.0
0.025,1.51177507,747.42929232,-5.5947246,0.09526274,4.87850817,0.0
0.025,1.91448198,694.18119635,-5.73054059,0.09445028,4.8859478,0.0
0.025,2.42446202,651.69446236,-5.8472814,0.09368971,4.89297049,0.0
0.025,3.07029063,608.06133347,-5.97438389,0.09296919,4.89967613,0.0
0.025,3.88815518,564.2809822,-6.11043258,0.09230303,4.90592229,0.0
0.025,4.92388263,525.26713228,-6.24065627,0.09169453,4.91166735,0.0
0.025,6.23550734,489.80984856,-6.36739161,0.09113191,4.91701333,0.0
0.025,7.89652287,457.88293149,-6.48946523,0.09061281,4.92197505,0.0
0.025,10.0,431.02714525,-6.59905023,0.09013467,4.92657046,0.0
0.026,0.001,2803.85933284,-2.05348608,0.39918558,3.65103903,0.0
0.026,0.00126638017,2798.13727787,-2.12065815,0.37098633,3.71467305,0.0
0.026,0.00160371874,2792.9564744,-2.17384919,0.35023755,3.76466458,0.0
0.026,0.00203091762,2789.41121191,-2.20566112,0.33850724,3.79425228,0.0
0.026,0.00257191381,2787.41275081,-2.22125206,0.33295857,3.80860767,0.0
0.026,0.00325702066,2786.01068105,-2.23135643,0.32944129,3.81783166,0.0
0.026,0.00412462638,2784.16099675,-2.24375403,0.32520647,3.82906942,0.0
0.026,0.00522334507,2780.85776986,-2.26338943,0.31869681,3.84663271,0.0
0.026,0.00661474064,2773.53333074,-2.29936067,0.30737492,3.87805108,0.0
0.026,0.0083767764,2753.23184911,-2.38366379,0.2830783,3.94957456,0.0
0.026,0.0106081836,2703.00019963,-2.56151573,0.23931538,4.0954479,0.0
0.026,0.0134339933,2633.86005682,-2.726906,0.20834191,4.21583523,0.0
0.026,0.0170125428,2581.30014732,-2.85662759,0.18682757,4.31050703,0.0
0.026,0.0215443469,2511.87810857,-2.98515174,0.17015656,4.3916906,0.0
0.026,0.0272833338,2445.73847554,-3.10187424,0.156919,4.46203853,0.0
0.026,0.0345510729,2361.41570393,-3.22691069,0.14575631,4.52613298,0.0
0.026,0.0437547938,2260.73274408,-3.35946174,0.13652101,4.58298993,0.0
0.026,0.0554102033,2142.03847486,-3.50331636,0.12886042,4.63314957,0.0
0.026,0.0701703829,2016.7749707,-3.65061433,0.12268648,4.6757956,0.0
0.026,0.0888623816,1889.0048996,-3.80091851,0.11762805,4.71236739,0.0
0.026,0.112533558,1747.70643894,-3.96771396,0.11340689,4.7441095,0.0
0.026,0.142510267,1609.42119272,-4.13637872,0.11012821,4.7695908,0.0
0.026,0.180472177,1482.59474249,-4.30059338,0.10742261,4.79119686,0.0
0.026,0.228546386,1366.57093467,-4.46082179,0.10513927,4.80985814,0.0
0.026,0.289426612,1265.16912267,-4.61058482,0.10323972,4.82569455,0.0
0.026,0.366524124,1183.69466653,-4.74054089,0.10155211,4.84001021,0.0
0.026,0.464158883,1085.02371046,-4.90420823,0.10010534,4.85247348,0.0
0.026,0.587801607,1007.28041672,-5.04443851,0.09883708,4.86354818,0.0
0.026,0.744380301,941.785077,-5.17120209,0.09770663,4.87353976,0.0
0.026,0.942668455,884.56374206,-5.2894294,0.09666305,4.88286685,0.0
0.026,1.19377664,828.80847879,-5.4115251,0.09566574,4.89187481,0.0
0.026,1.51177507,770.33175179,-5.547071,0.0947398,4.90032268,0.0
0.026,1.91448198,714.54140752,-5.68537009,0.09390654,4.90799589,0.0
0.026,2.42446202,669.19703904,-5.80634673,0.09314265,4.91509038,0.0
0.026,3.07029063,625.74783734,-5.92977501,0.09241504,4.92190224,0.0
0.026,3.88815518,581.54501232,-6.06341362,0.09173749,4.92829386,0.0
0.026,4.92388263,539.77045918,-6.19877379,0.09112061,4.93415434,0.0
0.026,6.23550734,503.30363396,-6.32572024,0.09055429,4.93956947,0.0
0.026,7.89652287,471.42222366,-6.44441586,0.09003331,4.94458116,0.0
0.026,10.0,443.41378421,-6.55543849,0.08955358,4.94922163,0.0
0.027,0.001,2815.61052735,-2.02871526,0.40730488,3.64994129,0.0
0.027,0.00126638017,2810.39352078,-2.09402346,0.37920826,3.71202362,0.0
0.027,0.00160371874,2806.44321828,-2.142885,0.35947621,3.75844008,0.0
0.027,0.00203091762,2804.12074644,-2.17029225,0.34887922,3.78442825,0.0
0.027,0.00257191381,2802.94374482,-2.18348943,0.34391195,3.79688388,0.0
0.027,0.00325702066,2802.01701274,-2.19337883,0.34024631,3.80619121,0.0
0.027,0.00412462638,2800.64964061,-2.20665779,0.33540816,3.81863147,0.0
0.027,0.00522334507,2797.91750523,-2.22818955,0.32783484,3.83846847,0.0
0.027,0.00661474064,2791.1220305,-2.2698625,0.31400006,3.87591881,0.0
0.027,0.0083767764,2765.92362658,-2.37846579,0.28216892,3.96875983,0.0
0.027,0.0106081836,2713.96740736,-2.55936549,0.2379736,4.11672311,0.0
0.027,0.0134339933,2649.39746324,-2.71510707,0.2087279,4.23061847,0.0
0.027,0.0170125428,2600.93387855,-2.83862066,0.18787236,4.32205327,0.0
0.027,0.0215443469,2534.67849068,-2.9633107,0.17136489,4.40193667,0.0
0.027,0.0272833338,2473.1066782,-3.07552899,0.15819087,4.4714174,0.0
0.027,0.0345510729,2393.19697937,-3.19689502,0.14689882,4.53574266,0.0
0.027,0.0437547938,2299.5816613,-3.32346991,0.13752832,4.59299562,0.0
0.027,0.0554102033,2184.91179938,-3.46353388,0.12965593,4.64419501,0.0
0.027,0.0701703829,2063.68930177,-3.60671143,0.12324923,4.68821062,0.0
0.027,0.0888623816,1936.89781825,-3.75457368,0.11801226,4.72592533,0.0
0.027,0.112533558,1806.76444853,-3.9084334,0.11360586,4.75897702,0.0
0.027,0.142510267,1658.40361044,-4.08431593,0.11012605,4.7859983,0.0
0.027,0.180472177,1528.84972188,-4.2482156,0.10729944,4.80858377,0.0
0.027,0.228546386,1412.45661819,-4.40519937,0.10492679,4.82800583,0.0
0.027,0.289426612,1295.87261276,-4.57141585,0.10294169,4.84459579,0.0
0.027,0.366524124,1219.02047177,-4.6922692,0.10122105,4.85923688,0.0
0.027,0.464158883,1120.35577782,-4.85208756,0.09969824,4.87240347,0.0
0.027,0.587801607,1036.62541996,-4.99842482,0.09839755,4.88380975,0.0
0.027,0.744380301,966.66656261,-5.13004999,0.09724385,4.89405413,0.0
0.027,0.942668455,906.85937844,-5.25047406,0.0961871,4.90354443,0.0
0.027,1.19377664,851.72002623,-5.36855197,0.09518248,4.91266406,0.0
0.027,1.51177507,792.72568997,-5.50193073,0.09423796,4.92132629,0.0
0.027,1.91448198,735.93673316,-5.63894024,0.09338438,4.92922952,0.0
0.027,2.42446202,685.95525732,-5.7683354,0.09261196,4.9364439,0.0
0.027,3.07029063,642.8100498,-5.88807124,0.09187988,4.94333713,0.0
0.027,3.88815518,598.27807931,-6.01931606,0.0911927,4.94985788,0.0
0.027,4.92388263,554.74670587,-6.15655211,0.09056468,4.95586024,0.0
0.027,6.23550734,517.48643043,-6.28282924,0.08999451,4.96134594,0.0
0.027,7.89652287,484.61568582,-6.40187204,0.08947171,4.96640649,0.0
0.027,10.0,456.0738503,-6.51205159,0.08898827,4.97111249,0.0
0.028,0.001,2826.98892234,-2.00462453,0.41540147,3.64863871,0.0
0.028,0.00126638017,2822.24832979,-2.06781902,0.38755069,3.70891615,0.0
0.028,0.00160371874,2818.65582048,-2.1129908,0.36884606,3.75188234,0.0
0.028,0.00203091762,2816.76619249,-2.13699923,0.3592754,3.77471738,0.0
0.028,0.00257191381,2815.78957848,-2.1488272,0.35465589,3.78595857,0.0
0.028,0.00325702066,2814.97553212,-2.15895315,0.35075395,3.79556751,0.0
0.028,0.00412462638,2813.7772503,-2.17323193,0.34533259,3.80909715,0.0
0.028,0.00522334507,2811.56935923,-2.19691672,0.33656485,3.83143529,0.0
0.028,0.00661474064,2805.96016559,-2.2448347,0.31977241,3.87589072,0.0
0.028,0.0083767764,2777.37598564,-2.37815085,0.27995176,3.99140589,0.0
0.028,0.0106081836,2726.31529004,-2.55252837,0.23768848,4.13355863,0.0
0.028,0.0134339933,2665.94286468,-2.70063782,0.20960356,4.24277725,0.0
0.028,0.0170125428,2618.57629753,-2.82093664,0.18915917,4.33192006,0.0
0.028,0.0215443469,2558.42070432,-2.94015534,0.17274343,4.41077146,0.0
0.028,0.0272833338,2498.68558344,-3.0502848,0.1595345,4.47986511,0.0
0.028,0.0345510729,2422.97617404,-3.16812226,0.14813705,4.54424593,0.0
0.028,0.0437547938,2334.06261391,-3.29085727,0.13860341,4.60202526,0.0
0.028,0.0554102033,2228.03734568,-3.4237422,0.13053113,4.65414548,0.0
0.028,0.0701703829,2109.62539405,-3.56402754,0.12388128,4.6995621,0.0
0.028,0.0888623816,1983.92919468,-3.70976103,0.11844138,4.73856621,0.0
0.028,0.112533558,1855.78442278,-3.85986182,0.11387854,4.77268948,0.0
0.028,0.142510267,1707.23304102,-4.03352746,0.1101733,4.80142039,0.0
0.028,0.180472177,1576.48078396,-4.19558466,0.10721631,4.82505095,0.0
0.028,0.228546386,1454.06551157,-4.35621218,0.10475176,4.84525027,0.0
0.028,0.289426612,1337.64878373,-4.51864945,0.10266541,4.86272438,0.0
0.028,0.366524124,1248.45165965,-4.6534927,0.1009114,4.87769188,0.0
0.028,0.464158883,1161.48378644,-4.79270749,0.09932432,4.89146113,0.0
0.028,0.587801607,1065.67569492,-4.95410954,0.09798066,4.90329198,0.0
0.028,0.744380301,991.50468538,-5.08994814,0.0967989,4.91383189,0.0
0.028,0.942668455,930.04870166,-5.21076863,0.09572747,4.92349924,0.0
0.028,1.19377664,873.46366189,-5.32902641,0.09471678,4.93271848,0.0
0.028,1.51177507,815.04218571,-5.45814287,0.09375683,4.94156652,0.0
0.028,1.91448198,757.00334095,-5.59457702,0.0928841,4.94968955,0.0
0.028,2.42446202,702.69163975,-5.7312954,0.09209711,4.95708029,0.0
0.028,3.07029063,659.36155674,-5.84883692,0.0913623,4.96403826,0.0
0.028,3.88815518,614.84236657,-5.97688498,0.09066685,4.97067525,0.0
0.028,4.92388263,570.84117906,-6.11200972,0.09002869,4.97681045,0.0
0.028,6.23550734,531.59181535,-6.24135404,0.08945276,4.98238478,0.0
0.028,7.89652287,497.46661395,-6.36173299,0.08892679,4.98750698,0.0
0.028,10.0,469.40978932,-6.46734988,0.08844037,4.99227116,0.0
0.029,0.001,2837.87021474,-1.98123019,0.42346836,3.64717219,0.0
0.029,0.00126638017,2833.88921573,-2.04195152,0.39599066,3.70544297,0.0
0.029,0.00160371874,2830.66425278,-2.08347989,0.37836636,3.74498858,0.0
0.029,0.00203091762,2828.96718167,-2.10476144,0.36964765,3.76523654,0.0
0.029,0.00257191381,2828.12267483,-2.11571673,0.36523748,3.77566241,0.0
0.029,0.00325702066,2827.25489443,-2.12638112,0.36099491,3.78581046,0.0
0.029,0.00412462638,2826.04994482,-2.141916,0.35490201,3.8005959,0.0
0.029,0.00522334507,2823.88269369,-2.16834778,0.34479085,3.82570139,0.0
0.029,0.00661474064,2818.39953899,-2.22450871,0.32446143,3.87848642,0.0
0.029,0.0083767764,2788.01826827,-2.3777179,0.27795161,4.01287636,0.0
0.029,0.0106081836,2739.42393623,-2.54286086,0.23805302,4.1474675,0.0
0.029,0.0134339933,2683.21522628,-2.68453497,0.21078485,4.25313401,0.0
0.029,0.0170125428,2635.76880591,-2.80306419,0.19058181,4.34065199,0.0
0.029,0.0215443469,2582.52698415,-2.91636792,0.17424112,4.41851112,0.0
0.029,0.0272833338,2521.97173934,-3.02671839,0.16090809,4.48765661,0.0
0.029,0.0345510729,2451.93756525,-3.13977933,0.14945449,4.55179581,0.0
0.029,0.0437547938,2368.04898892,-3.25872845,0.13972906,4.61024069,0.0
0.029,0.0554102033,2269.91570956,-3.38513334,0.13147409,4.66313309,0.0
0.029,0.0701703829,2152.88796088,-3.52392287,0.12457042,4.70998275,0.0
0.029,0.0888623816,2028.56209841,-3.66763133,0.11891143,4.75036517,0.0
0.029,0.112533558,1901.82954772,-3.8148824,0.11419235,4.78553958,0.0
0.029,0.142510267,1761.14202682,-3.97874307,0.11027406,4.81586635,0.0
0.029,0.180472177,1623.42107532,-4.14498278,0.10717206,4.84064983,0.0
0.029,0.228546386,1493.6151046,-4.31080233,0.10460266,4.86172725,0.0
0.029,0.289426612,1382.04244534,-4.46395216,0.10242625,4.87998983,0.0
0.029,0.366524124,1276.52817472,-4.61738685,0.10061679,4.89547177,0.0
0.029,0.464158883,1201.7595568,-4.73638731,0.09899217,4.90961092,0.0
0.029,0.587801607,1094.07425806,-4.91196089,0.09758121,4.9220801,0.0
0.029,0.744380301,1017.33429449,-5.04914713,0.09637073,4.93292235,0.0
0.029,0.942668455,952.80030749,-5.1728228,0.09528381,4.94277422,0.0
0.029,1.19377664,893.97509582,-5.29285242,0.09426581,4.95210393,0.0
0.029,1.51177507,836.85122516,-5.41653674,0.0932951,4.96109464,0.0
0.029,1.91448198,777.69953742,-5.55223369,0.09240345,4.9694359,0.0
