age,mass,luminosity,temperature,gravity,radius,metallicity,cloud
0.006,0.017,-2.848,2394,3.987,0.2189,0,hybrid
0.006,0.018,-2.76,2456,3.969,0.2302,0,hybrid
0.008,0.002,-5.204,773,3.451,0.1392,0,hybrid
0.008,0.003,-4.79,969,3.606,0.1427,0,hybrid
0.008,0.004,-4.43,1173,3.702,0.1475,0,hybrid
0.008,0.005,-4.251,1275,3.765,0.1533,0,hybrid
0.008,0.006,-4.15,1333,3.82,0.1577,0,hybrid
0.008,0.007,-4.071,1381,3.87,0.1608,0,hybrid
0.008,0.008,-3.977,1448,3.917,0.1629,0,hybrid
0.008,0.009,-3.873,1530,3.959,0.1647,0,hybrid
0.008,0.01,-3.774,1612,3.996,0.1662,0,hybrid
0.008,0.011,-3.636,1735,4.027,0.1683,0,hybrid
0.008,0.012,-3.517,1841,4.049,0.1713,0,hybrid
0.008,0.013,-3.389,1955,4.06,0.1761,0,hybrid
0.008,0.014,-3.241,2087,4.058,0.1832,0,hybrid
0.008,0.015,-3.099,2205,4.041,0.1933,0,hybrid
0.008,0.016,-2.972,2306,4.02,0.2045,0,hybrid
0.008,0.017,-2.867,2382,3.999,0.2161,0,hybrid
0.008,0.018,-2.778,2445,3.98,0.2272,0,hybrid
0.01,0.002,-5.331,724,3.464,0.1372,0,hybrid
0.01,0.003,-4.928,904,3.622,0.14,0,hybrid
0.01,0.004,-4.598,1079,3.725,0.1437,0,hybrid
0.01,0.005,-4.333,1235,3.792,0.1487,0,hybrid
0.01,0.006,-4.219,1300,3.845,0.1532,0,hybrid
0.01,0.007,-4.139,1347,3.894,0.1565,0,hybrid
0.01,0.008,-4.071,1390,3.939,0.1587,0,hybrid
0.01,0.009,-3.987,1452,3.982,0.1603,0,hybrid
0.01,0.01,-3.881,1537,4.02,0.1616,0,hybrid
0.01,0.011,-3.767,1633,4.053,0.1633,0,hybrid
0.01,0.012,-3.622,1760,4.076,0.1661,0,hybrid
0.01,0.013,-3.474,1887,4.083,0.1714,0,hybrid
0.01,0.014,-3.289,2049,4.074,0.1797,0,hybrid
0.01,0.015,-3.125,2186,4.052,0.1909,0,hybrid
0.01,0.016,-2.99,2294,4.029,0.2023,0,hybrid
0.01,0.017,-2.885,2372,4.009,0.2136,0,hybrid
0.01,0.018,-2.8,2433,3.993,0.2239,0,hybrid
0.015,0.002,-5.55,646,3.483,0.1342,0,hybrid
0.015,0.003,-5.163,801,3.647,0.1361,0,hybrid
0.015,0.004,-4.847,952,3.757,0.1385,0,hybrid
0.015,0.005,-4.567,1107,3.835,0.1415,0,hybrid
0.015,0.006,-4.363,1228,3.891,0.1453,0,hybrid
0.015,0.007,-4.259,1289,3.938,0.1487,0,hybrid
0.015,0.008,-4.188,1331,3.981,0.1514,0,hybrid
0.015,0.009,-4.131,1367,4.021,0.1532,0,hybrid
0.015,0.01,-4.073,1407,4.059,0.1547,0,hybrid
0.015,0.011,-3.97,1485,4.092,0.1562,0,hybrid
0.015,0.012,-3.796,1625,4.112,0.1594,0,hybrid
0.015,0.013,-3.567,1816,4.11,0.1662,0,hybrid
0.015,0.014,-3.344,2005,4.091,0.1763,0,hybrid
0.015,0.015,-3.164,2157,4.068,0.1874,0,hybrid
0.015,0.016,-3.037,2262,4.052,0.1972,0,hybrid
0.015,0.017,-2.941,2338,4.04,0.206,0,hybrid
0.015,0.018,-2.872,2392,4.035,0.2132,0,hybrid
0.015,0.019,-2.83,2427,4.043,0.2172,0,hybrid
0.02,0.002,-5.709,593,3.496,0.1322,0,hybrid
0.02,0.003,-5.335,732,3.662,0.1337,0,hybrid
0.02,0.004,-5.031,866,3.776,0.1354,0,hybrid
0.02,0.005,-4.772,998,3.86,0.1375,0,hybrid
0.02,0.006,-4.517,1145,3.924,0.1399,0,hybrid
0.02,0.007,-4.361,1240,3.972,0.143,0,hybrid
0.02,0.008,-4.276,1289,4.013,0.1458,0,hybrid
0.02,0.009,-4.214,1326,4.051,0.148,0,hybrid
0.02,0.01,-4.161,1359,4.087,0.1498,0,hybrid
0.02,0.011,-4.096,1401,4.116,0.1518,0,hybrid
0.02,0.012,-3.909,1541,4.132,0.1557,0,hybrid
0.02,0.013,-3.62,1775,4.124,0.1636,0,hybrid
0.02,0.014,-3.381,1974,4.101,0.1742,0,hybrid
0.02,0.015,-3.205,2127,4.085,0.1838,0,hybrid
0.02,0.016,-3.098,2218,4.079,0.1912,0,hybrid
0.02,0.017,-3.026,2283,4.083,0.1961,0,hybrid
0.02,0.018,-3.002,2312,4.106,0.1965,0,hybrid
0.02,0.019,-3.037,2300,4.156,0.1906,0,hybrid
0.02,0.02,-3.067,2290,4.2,0.1859,0,hybrid
0.02,0.022,-3.078,2305,4.263,0.1813,0,hybrid
0.02,0.024,-3.048,2345,4.302,0.1812,0,hybrid
0.02,0.026,-3.013,2389,4.334,0.1817,0,hybrid
0.02,0.028,-2.974,2437,4.361,0.1827,0,hybrid
0.03,0.002,-5.923,530,3.513,0.1297,0,hybrid
0.03,0.003,-5.564,648,3.681,0.1309,0,hybrid
0.03,0.004,-5.276,762,3.799,0.1319,0,hybrid
0.03,0.005,-5.03,874,3.888,0.1331,0,hybrid
0.03,0.006,-4.809,988,3.96,0.1343,0,hybrid
0.03,0.007,-4.598,1109,4.016,0.1359,0,hybrid
0.03,0.008,-4.421,1218,4.06,0.1381,0,hybrid
0.03,0.009,-4.337,1268,4.097,0.1405,0,hybrid
0.03,0.01,-4.271,1306,4.128,0.1427,0,hybrid
0.03,0.011,-4.195,1350,4.15,0.146,0,hybrid
0.03,0.012,-4.041,1444,4.152,0.1522,0,hybrid
0.03,0.013,-3.686,1723,4.138,0.161,0,hybrid
0.03,0.014,-3.457,1912,4.121,0.1703,0,hybrid
0.03,0.015,-3.322,2036,4.126,0.1753,0,hybrid
0.03,0.016,-3.3,2066,4.158,0.1746,0,hybrid
0.03,0.017,-3.376,2018,4.218,0.1678,0,hybrid
0.03,0.018,-3.434,1980,4.269,0.1629,0,hybrid
0.03,0.019,-3.445,1983,4.307,0.1603,0,hybrid
0.03,0.02,-3.425,2010,4.332,0.1597,0,hybrid
0.03,0.022,-3.374,2076,4.378,0.1588,0,hybrid
0.03,0.024,-3.313,2148,4.413,0.1593,0,hybrid
0.03,0.026,-3.249,2219,4.442,0.1605,0,hybrid
0.03,0.028,-3.19,2286,4.466,0.162,0,hybrid
0.03,0.03,-3.135,2345,4.485,0.164,0,hybrid
0.03,0.033,-3.062,2424,4.512,0.1667,0,hybrid
0.04,0.002,-6.072,489,3.523,0.1281,0,hybrid
0.04,0.003,-5.722,596,3.693,0.1291,0,hybrid
0.04,0.004,-5.445,697,3.813,0.1298,0,hybrid
0.04,0.005,-5.209,797,3.905,0.1305,0,hybrid
0.04,0.006,-4.997,898,3.98,0.1312,0,hybrid
0.04,0.007,-4.803,1000,4.041,0.132,0,hybrid
0.04,0.008,-4.615,1110,4.091,0.1332,0,hybrid
0.04,0.009,-4.444,1215,4.13,0.1352,0,hybrid
0.04,0.01,-4.358,1266,4.16,0.1376,0,hybrid
0.04,0.011,-4.264,1317,4.177,0.1416,0,hybrid
0.04,0.012,-4.085,1416,4.161,0.1506,0,hybrid
0.04,0.013,-3.735,1685,4.148,0.1591,0,hybrid
0.04,0.014,-3.537,1851,4.145,0.1657,0,hybrid
0.04,0.015,-3.51,1882,4.177,0.1653,0,hybrid
0.04,0.016,-3.616,1816,4.249,0.1571,0,hybrid
0.04,0.017,-3.691,1765,4.302,0.1525,0,hybrid
0.04,0.018,-3.686,1781,4.337,0.1506,0,hybrid
0.04,0.019,-3.672,1805,4.369,0.1491,0,hybrid
0.04,0.02,-3.634,1844,4.391,0.1492,0,hybrid
0.04,0.022,-3.569,1917,4.434,0.1489,0,hybrid
0.04,0.024,-3.5,1992,4.47,0.1493,0,hybrid
0.04,0.026,-3.421,2078,4.499,0.1502,0,hybrid
0.04,0.028,-3.349,2158,4.525,0.1513,0,hybrid
0.04,0.03,-3.285,2229,4.547,0.1526,0,hybrid
0.04,0.033,-3.201,2321,4.574,0.1552,0,hybrid
0.04,0.035,-3.151,2375,4.59,0.1569,0,hybrid
0.04,0.038,-3.081,2452,4.612,0.1595,0,hybrid
0.06,0.002,-6.27,440,3.537,0.1261,0,hybrid
0.06,0.003,-5.931,533,3.708,0.1269,0,hybrid
0.06,0.004,-5.664,620,3.83,0.1273,0,hybrid
0.06,0.005,-5.442,704,3.925,0.1276,0,hybrid
0.06,0.006,-5.242,790,4.003,0.1277,0,hybrid
0.06,0.007,-5.059,877,4.068,0.128,0,hybrid
0.06,0.008,-4.888,966,4.124,0.1284,0,hybrid
0.06,0.009,-4.727,1057,4.17,0.1291,0,hybrid
0.06,0.01,-4.531,1177,4.206,0.1305,0,hybrid
0.06,0.011,-4.372,1267,4.217,0.1353,0,hybrid
0.06,0.012,-4.136,1387,4.176,0.148,0,hybrid
0.06,0.013,-3.833,1612,4.169,0.1553,0,hybrid
0.06,0.014,-3.774,1667,4.201,0.1553,0,hybrid
0.06,0.015,-3.992,1513,4.28,0.1469,0,hybrid
0.06,0.016,-4.108,1438,4.336,0.1422,0,hybrid
0.06,0.017,-4.083,1468,4.373,0.1405,0,hybrid
0.06,0.018,-4.044,1505,4.402,0.1398,0,hybrid
0.06,0.019,-3.977,1569,4.43,0.139,0,hybrid
0.06,0.02,-3.935,1610,4.456,0.1384,0,hybrid
0.06,0.022,-3.851,1692,4.5,0.1381,0,hybrid
0.06,0.024,-3.758,1784,4.537,0.1382,0,hybrid
0.06,0.026,-3.68,1862,4.568,0.1387,0,hybrid
0.06,0.028,-3.593,1951,4.594,0.1397,0,hybrid
0.06,0.03,-3.52,2032,4.622,0.1401,0,hybrid
0.06,0.033,-3.413,2149,4.653,0.1418,0,hybrid
0.06,0.035,-3.35,2218,4.671,0.143,0,hybrid
0.06,0.038,-3.273,2304,4.695,0.1449,0,hybrid
0.06,0.04,-3.224,2357,4.708,0.1465,0,hybrid
0.06,0.043,-3.159,2429,4.727,0.1485,0,hybrid
0.08,0.002,-6.412,408,3.547,0.1247,0,hybrid
0.08,0.003,-6.085,491,3.718,0.1254,0,hybrid
0.08,0.004,-5.824,570,3.841,0.1256,0,hybrid
0.08,0.005,-5.609,644,3.938,0.1257,0,hybrid
0.08,0.006,-5.421,719,4.018,0.1256,0,hybrid
0.08,0.007,-5.246,795,4.086,0.1255,0,hybrid
0.08,0.008,-5.083,874,4.144,0.1255,0,hybrid
0.08,0.009,-4.925,956,4.193,0.1257,0,hybrid
0.08,0.01,-4.761,1047,4.234,0.1264,0,hybrid
0.08,0.011,-4.473,1217,4.248,0.1304,0,hybrid
0.08,0.012,-4.174,1368,4.19,0.1457,0,hybrid
0.08,0.013,-3.971,1506,4.189,0.1518,0,hybrid
0.08,0.014,-4.092,1430,4.252,0.1465,0,hybrid
0.08,0.015,-4.209,1373,4.328,0.1389,0,hybrid
0.08,0.016,-4.233,1368,4.374,0.1361,0,hybrid
0.08,0.017,-4.23,1376,4.408,0.1349,0,hybrid
0.08,0.018,-4.206,1398,4.436,0.1344,0,hybrid
0.08,0.019,-4.195,1410,4.464,0.1337,0,hybrid
0.08,0.02,-4.137,1459,4.488,0.1335,0,hybrid
0.08,0.022,-4.058,1532,4.533,0.1328,0,hybrid
0.08,0.024,-3.941,1639,4.573,0.1326,0,hybrid
0.08,0.026,-3.835,1741,4.607,0.1327,0,hybrid
0.08,0.028,-3.758,1817,4.635,0.1333,0,hybrid
0.08,0.03,-3.695,1881,4.663,0.1336,0,hybrid
0.08,0.033,-3.577,2008,4.699,0.1345,0,hybrid
0.08,0.035,-3.509,2082,4.719,0.1353,0,hybrid
0.08,0.038,-3.414,2186,4.745,0.1368,0,hybrid
0.08,0.04,-3.361,2247,4.763,0.1376,0,hybrid
0.08,0.043,-3.29,2326,4.783,0.1393,0,hybrid
0.08,0.045,-3.249,2373,4.797,0.1403,0,hybrid
0.08,0.048,-3.193,2437,4.814,0.142,0,hybrid
0.1,0.002,-6.519,385,3.554,0.1237,0,hybrid
0.1,0.003,-6.2,461,3.725,0.1244,0,hybrid
0.1,0.004,-5.945,534,3.85,0.1245,0,hybrid
0.1,0.005,-5.733,603,3.947,0.1244,0,hybrid
0.1,0.006,-5.551,671,4.028,0.1241,0,hybrid
0.1,0.007,-5.386,738,4.097,0.1238,0,hybrid
0.1,0.008,-5.227,810,4.157,0.1236,0,hybrid
0.1,0.009,-5.076,884,4.208,0.1235,0,hybrid
0.1,0.01,-4.909,971,4.251,0.1239,0,hybrid
0.1,0.011,-4.611,1140,4.273,0.1268,0,hybrid
0.1,0.012,-4.211,1349,4.203,0.1434,0,hybrid
0.1,0.013,-4.086,1424,4.207,0.1487,0,hybrid
0.1,0.014,-4.224,1357,4.294,0.1396,0,hybrid
0.1,0.015,-4.305,1326,4.364,0.1333,0,hybrid
0.1,0.016,-4.314,1328,4.404,0.1315,0,hybrid
0.1,0.017,-4.303,1340,4.435,0.1308,0,hybrid
0.1,0.018,-4.288,1353,4.462,0.1304,0,hybrid
0.1,0.019,-4.27,1369,4.487,0.1302,0,hybrid
0.1,0.02,-4.252,1384,4.511,0.1299,0,hybrid
0.1,0.022,-4.209,1423,4.557,0.1292,0,hybrid
0.1,0.024,-4.103,1516,4.599,0.1286,0,hybrid
0.1,0.026,-3.998,1612,4.635,0.1284,0,hybrid
0.1,0.028,-3.879,1724,4.666,0.1286,0,hybrid
0.1,0.03,-3.822,1780,4.693,0.129,0,hybrid
0.1,0.033,-3.721,1882,4.732,0.1295,0,hybrid
0.1,0.035,-3.638,1971,4.754,0.13,0,hybrid
0.1,0.038,-3.54,2078,4.783,0.1309,0,hybrid
0.1,0.04,-3.478,2147,4.801,0.1317,0,hybrid
0.1,0.043,-3.396,2240,4.823,0.133,0,hybrid
0.1,0.045,-3.349,2293,4.837,0.1339,0,hybrid
0.1,0.048,-3.287,2363,4.856,0.1354,0,hybrid
0.1,0.05,-3.251,2404,4.867,0.1364,0,hybrid
0.15,0.002,-6.705,348,3.566,0.1219,0,hybrid
0.15,0.003,-6.394,415,3.738,0.1226,0,hybrid
0.15,0.004,-6.15,478,3.863,0.1226,0,hybrid
0.15,0.005,-5.945,538,3.961,0.1223,0,hybrid
0.15,0.006,-5.768,597,4.044,0.1219,0,hybrid
0.15,0.007,-5.613,655,4.114,0.1214,0,hybrid
0.15,0.008,-5.469,713,4.176,0.1209,0,hybrid
0.15,0.009,-5.328,774,4.23,0.1205,0,hybrid
0.15,0.01,-5.177,845,4.277,0.1203,0,hybrid
0.15,0.011,-4.913,977,4.306,0.122,0,hybrid
0.15,0.012,-4.31,1303,4.242,0.1373,0,hybrid
0.15,0.013,-4.276,1326,4.272,0.1379,0,hybrid
0.15,0.014,-4.44,1255,4.373,0.1274,0,hybrid
0.15,0.015,-4.482,1239,4.424,0.1245,0,hybrid
0.15,0.016,-4.465,1255,4.456,0.1238,0,hybrid
0.15,0.017,-4.439,1274,4.483,0.1237,0,hybrid
0.15,0.018,-4.416,1292,4.509,0.1236,0,hybrid
0.15,0.019,-4.391,1310,4.531,0.1238,0,hybrid
0.15,0.02,-4.368,1326,4.552,0.1239,0,hybrid
0.15,0.022,-4.33,1356,4.594,0.1238,0,hybrid
0.15,0.024,-4.293,1387,4.634,0.1235,0,hybrid
0.15,0.026,-4.225,1445,4.672,0.1231,0,hybrid
0.15,0.028,-4.159,1504,4.708,0.1226,0,hybrid
0.15,0.03,-4.032,1618,4.738,0.1225,0,hybrid
0.15,0.033,-3.935,1710,4.779,0.1227,0,hybrid
0.15,0.035,-3.875,1770,4.803,0.1228,0,hybrid
0.15,0.038,-3.767,1881,4.837,0.1231,0,hybrid
0.15,0.04,-3.702,1951,4.858,0.1232,0,hybrid
0.15,0.043,-3.609,2053,4.885,0.1238,0,hybrid
0.15,0.045,-3.552,2117,4.902,0.1243,0,hybrid
0.15,0.048,-3.475,2206,4.923,0.1252,0,hybrid
0.15,0.05,-3.428,2259,4.936,0.1259,0,hybrid
0.15,0.053,-3.366,2330,4.952,0.1273,0,hybrid
0.15,0.055,-3.329,2372,4.963,0.1281,0,hybrid
0.15,0.058,-3.282,2427,4.979,0.1292,0,hybrid
0.2,0.002,-6.843,323,3.575,0.1207,0,hybrid
0.2,0.003,-6.535,385,3.746,0.1214,0,hybrid
0.2,0.004,-6.299,441,3.872,0.1213,0,hybrid
0.2,0.005,-6.101,495,3.971,0.1209,0,hybrid
0.2,0.006,-5.928,548,4.055,0.1204,0,hybrid
0.2,0.007,-5.775,600,4.126,0.1197,0,hybrid
0.2,0.008,-5.638,651,4.189,0.1191,0,hybrid
0.2,0.009,-5.508,703,4.244,0.1186,0,hybrid
0.2,0.01,-5.359,767,4.292,0.1183,0,hybrid
0.2,0.011,-5.111,881,4.325,0.1194,0,hybrid
0.2,0.012,-4.429,1247,4.284,0.1307,0,hybrid
0.2,0.013,-4.461,1238,4.339,0.1277,0,hybrid
0.2,0.014,-4.653,1140,4.419,0.1208,0,hybrid
0.2,0.015,-4.683,1129,4.463,0.1189,0,hybrid
0.2,0.016,-4.614,1177,4.493,0.1186,0,hybrid
0.2,0.017,-4.563,1211,4.519,0.1187,0,hybrid
0.2,0.018,-4.52,1240,4.542,0.1189,0,hybrid
0.2,0.019,-4.488,1262,4.564,0.1191,0,hybrid
0.2,0.02,-4.459,1282,4.584,0.1195,0,hybrid
0.2,0.022,-4.413,1314,4.623,0.1198,0,hybrid
0.2,0.024,-4.376,1343,4.661,0.1198,0,hybrid
0.2,0.026,-4.344,1369,4.698,0.1195,0,hybrid
0.2,0.028,-4.293,1412,4.732,0.1192,0,hybrid
0.2,0.03,-4.218,1478,4.766,0.1187,0,hybrid
0.2,0.033,-4.122,1564,4.81,0.1183,0,hybrid
0.2,0.035,-4.021,1657,4.836,0.1183,0,hybrid
0.2,0.038,-3.943,1733,4.871,0.1184,0,hybrid
0.2,0.04,-3.895,1783,4.894,0.1182,0,hybrid
0.2,0.043,-3.784,1901,4.925,0.1182,0,hybrid
0.2,0.045,-3.716,1974,4.944,0.1184,0,hybrid
0.2,0.048,-3.633,2067,4.968,0.1189,0,hybrid
0.2,0.05,-3.583,2124,4.983,0.1194,0,hybrid
0.2,0.053,-3.505,2211,5,0.1204,0,hybrid
0.2,0.055,-3.462,2261,5.012,0.121,0,hybrid
0.2,0.058,-3.405,2329,5.03,0.1217,0,hybrid
0.2,0.06,-3.371,2368,5.039,0.1225,0,hybrid
0.2,0.063,-3.324,2422,5.053,0.1236,0,hybrid
0.3,0.002,-7.034,292,3.587,0.119,0,hybrid
0.3,0.003,-6.727,347,3.758,0.1197,0,hybrid
0.3,0.004,-6.497,397,3.884,0.1196,0,hybrid
0.3,0.005,-6.309,442,3.984,0.1192,0,hybrid
0.3,0.006,-6.144,488,4.068,0.1185,0,hybrid
0.3,0.007,-5.995,533,4.141,0.1178,0,hybrid
0.3,0.008,-5.861,578,4.204,0.117,0,hybrid
0.3,0.009,-5.738,622,4.261,0.1163,0,hybrid
0.3,0.01,-5.602,674,4.31,0.1158,0,hybrid
0.3,0.011,-5.379,765,4.348,0.1163,0,hybrid
0.3,0.012,-4.843,1020,4.349,0.1214,0,hybrid
0.3,0.013,-4.957,968,4.408,0.118,0,hybrid
0.3,0.014,-5.069,919,4.462,0.1151,0,hybrid
0.3,0.015,-5.038,940,4.5,0.114,0,hybrid
0.3,0.016,-4.968,981,4.532,0.1135,0,hybrid
0.3,0.017,-4.892,1026,4.561,0.1132,0,hybrid
0.3,0.018,-4.813,1075,4.587,0.113,0,hybrid
0.3,0.019,-4.712,1139,4.61,0.1131,0,hybrid
0.3,0.02,-4.631,1192,4.63,0.1133,0,hybrid
0.3,0.022,-4.547,1249,4.668,0.1138,0,hybrid
0.3,0.024,-4.495,1285,4.703,0.1142,0,hybrid
0.3,0.026,-4.456,1313,4.736,0.1143,0,hybrid
0.3,0.028,-4.423,1338,4.769,0.1143,0,hybrid
0.3,0.03,-4.395,1361,4.8,0.1141,0,hybrid
0.3,0.033,-4.347,1403,4.846,0.1135,0,hybrid
0.3,0.035,-4.281,1460,4.875,0.1131,0,hybrid
0.3,0.038,-4.159,1567,4.913,0.1128,0,hybrid
0.3,0.04,-4.112,1612,4.936,0.1126,0,hybrid
0.3,0.043,-4.039,1683,4.969,0.1124,0,hybrid
0.3,0.045,-3.989,1733,4.991,0.1122,0,hybrid
0.3,0.048,-3.893,1833,5.02,0.112,0,hybrid
0.3,0.05,-3.828,1903,5.038,0.1121,0,hybrid
0.3,0.053,-3.733,2007,5.061,0.1123,0,hybrid
0.3,0.055,-3.678,2070,5.075,0.1126,0,hybrid
0.3,0.058,-3.613,2144,5.094,0.1131,0,hybrid
0.3,0.06,-3.568,2196,5.106,0.1135,0,hybrid
0.3,0.063,-3.506,2269,5.121,0.1143,0,hybrid
0.3,0.064,-3.486,2291,5.126,0.1145,0,hybrid
0.3,0.065,-3.467,2313,5.13,0.1149,0,hybrid
0.3,0.066,-3.45,2333,5.134,0.1152,0,hybrid
0.3,0.067,-3.433,2353,5.139,0.1154,0,hybrid
0.3,0.068,-3.417,2372,5.143,0.1158,0,hybrid
0.3,0.069,-3.401,2391,5.147,0.1161,0,hybrid
0.3,0.07,-3.385,2409,5.151,0.1164,0,hybrid
0.4,0.002,-7.17,271,3.595,0.1179,0,hybrid
0.4,0.003,-6.864,322,3.767,0.1186,0,hybrid
0.4,0.004,-6.636,368,3.893,0.1184,0,hybrid
0.4,0.005,-6.452,410,3.993,0.118,0,hybrid
0.4,0.006,-6.294,450,4.077,0.1173,0,hybrid
0.4,0.007,-6.15,490,4.15,0.1165,0,hybrid
0.4,0.008,-6.019,531,4.214,0.1157,0,hybrid
0.4,0.009,-5.898,571,4.271,0.1149,0,hybrid
0.4,0.01,-5.763,619,4.321,0.1143,0,hybrid
0.4,0.011,-5.563,693,4.361,0.1145,0,hybrid
0.4,0.012,-5.136,876,4.377,0.1174,0,hybrid
0.4,0.013,-5.251,830,4.434,0.1145,0,hybrid
0.4,0.014,-5.298,815,4.481,0.1125,0,hybrid
0.4,0.015,-5.254,839,4.518,0.1116,0,hybrid
0.4,0.016,-5.185,875,4.551,0.111,0,hybrid
0.4,0.017,-5.113,915,4.581,0.1105,0,hybrid
0.4,0.018,-5.024,964,4.608,0.1102,0,hybrid
0.4,0.019,-4.951,1007,4.634,0.1099,0,hybrid
0.4,0.02,-4.848,1068,4.656,0.11,0,hybrid
0.4,0.022,-4.715,1153,4.697,0.11,0,hybrid
0.4,0.024,-4.597,1232,4.733,0.1103,0,hybrid
0.4,0.026,-4.542,1270,4.765,0.1106,0,hybrid
0.4,0.028,-4.503,1298,4.797,0.1106,0,hybrid
0.4,0.03,-4.469,1324,4.826,0.1107,0,hybrid
0.4,0.033,-4.43,1356,4.87,0.1104,0,hybrid
0.4,0.035,-4.401,1381,4.898,0.1101,0,hybrid
0.4,0.038,-4.32,1449,4.937,0.1097,0,hybrid
0.4,0.04,-4.246,1516,4.963,0.1092,0,hybrid
0.4,0.043,-4.174,1582,4.997,0.1089,0,hybrid
0.4,0.045,-4.135,1619,5.018,0.1087,0,hybrid
0.4,0.048,-4.077,1677,5.049,0.1083,0,hybrid
0.4,0.05,-4.024,1731,5.069,0.1081,0,hybrid
0.4,0.053,-3.911,1846,5.094,0.1082,0,hybrid
0.4,0.055,-3.856,1905,5.109,0.1082,0,hybrid
0.4,0.058,-3.772,2002,5.134,0.108,0,hybrid
0.4,0.06,-3.719,2060,5.146,0.1083,0,hybrid
0.4,0.063,-3.658,2130,5.164,0.1088,0,hybrid
0.4,0.064,-3.636,2156,5.169,0.109,0,hybrid
0.4,0.065,-3.608,2185,5.172,0.1095,0,hybrid
0.4,0.066,-3.587,2210,5.176,0.1097,0,hybrid
0.4,0.067,-3.57,2232,5.184,0.1097,0,hybrid
0.4,0.068,-3.55,2255,5.188,0.1099,0,hybrid
0.4,0.069,-3.53,2278,5.192,0.1102,0,hybrid
0.4,0.07,-3.511,2300,5.196,0.1105,0,hybrid
0.4,0.071,-3.493,2321,5.2,0.1108,0,hybrid
0.4,0.072,-3.475,2342,5.203,0.1111,0,hybrid
0.4,0.073,-3.456,2363,5.206,0.1115,0,hybrid
0.4,0.074,-3.435,2386,5.207,0.1122,0,hybrid
0.4,0.075,-3.417,2406,5.21,0.1125,0,hybrid
0.6,0.003,-7.05,291,3.778,0.1171,0,hybrid
0.6,0.004,-6.823,332,3.904,0.1169,0,hybrid
0.6,0.005,-6.642,370,4.004,0.1165,0,hybrid
0.6,0.006,-6.489,405,4.089,0.1157,0,hybrid
0.6,0.007,-6.353,439,4.162,0.1149,0,hybrid
0.6,0.008,-6.228,474,4.227,0.114,0,hybrid
0.6,0.009,-6.111,509,4.284,0.1132,0,hybrid
0.6,0.01,-5.994,546,4.336,0.1124,0,hybrid
