mass,age,temperature,luminosity,radius,gravity,metallicity,enrichment
0.07801881883353035,0.0019574,2965.579,-1.612156,0.5920467480533115,3.78555499832424,-0.35,0.2
0.07801881883353035,0.0022103,2969.955,-1.643611,0.5693089351504553,3.81957099832424,-0.35,0.2
0.07801881883353035,0.0024915,2974.185,-1.67507,0.5474973229683741,3.85350299832424,-0.35,0.2
0.07801881883353035,0.0028042,2978.243,-1.706547,0.526573500855252,3.88734899832424,-0.35,0.2
0.07801881883353035,0.0031517,2982.173,-1.738007,0.5065053068620357,3.92109899832424,-0.35,0.2
0.07801881883353035,0.0035379,2985.959,-1.769449,0.4872602682895203,3.95474499832424,-0.35,0.2
0.07801881883353035,0.003967,2989.622,-1.800862,0.46880258744249304,3.9882869983242397,-0.35,0.2
0.07801881883353035,0.0044439,2997.019,-1.83016,0.4510181300284138,4.02187899832424,-0.35,0.2
0.07801881883353035,0.0049724,3005.044,-1.859077,0.4339233292885879,4.05544099832424,-0.35,0.2
0.07801881883353035,0.0055565,3011.757,-1.88857,0.41756876010484284,4.08881099832424,-0.35,0.2
0.07801881883353035,0.0062022,3017.532,-1.918389,0.4019342358590522,4.12195699832424,-0.35,0.2
0.07801881883353035,0.006917,3022.428,-1.948512,0.38697686325209885,4.15489699832424,-0.35,0.2
0.07801881883353035,0.0077094,3026.525,-1.978906,0.37265933101532045,4.18764299832424,-0.35,0.2
0.07801881883353035,0.0085888,3029.853,-2.009566,0.35894424944265035,4.220212998324239,-0.35,0.2
0.07801881883353035,0.0095657,3032.472,-2.040456,0.34580558249055293,4.25260299832424,-0.35,0.2
0.07801881883353035,0.010652,3034.452,-2.071543,0.33321228134203473,4.28482499832424,-0.35,0.2
0.07801881883353035,0.011861,3035.764,-2.102861,0.32113452585581687,4.3168929983242394,-0.35,0.2
0.07801881883353035,0.013209,3036.519,-2.134352,0.3095458600386119,4.3488169983242395,-0.35,0.2
0.07801881883353035,0.014712,3036.62,-2.166098,0.2984166151564841,4.38062099832424,-0.35,0.2
0.07801881883353035,0.01639,3036.126,-2.198086,0.28772062829643424,4.41232499832424,-0.35,0.2
0.07801881883353035,0.018265,3034.996,-2.230343,0.2774380350985604,4.44393499832424,-0.35,0.2
0.07801881883353035,0.02036,3033.107,-2.262948,0.26754941147540845,4.47545899832424,-0.35,0.2
0.07801881883353035,0.022703,3032.24,-2.294975,0.2580108681116003,4.50699099832424,-0.35,0.2
0.07801881883353035,0.025324,3036.598,-2.324237,0.24874823048653114,4.53874699832424,-0.35,0.2
0.07801881883353035,0.028248,3039.404,-2.35445,0.23980100561625198,4.570564998324239,-0.35,0.2
0.07801881883353035,0.031502,3040.187,-2.385773,0.23118837905794493,4.60233499832424,-0.35,0.2
0.07801881883353035,0.035129,3040.926,-2.417035,0.22290715041450493,4.6340189983242395,-0.35,0.2
0.07801881883353035,0.039176,3017.891,-2.461788,0.21495720177804936,4.66556299832424,-0.35,0.2
0.07801881883353035,0.04368,2999.116,-2.503339,0.20748991845096104,4.69627299832424,-0.35,0.2
0.07801881883353035,0.048768,2979.758,-2.544989,0.20035353064213682,4.72667299832424,-0.35,0.2
0.07801881883353035,0.054622,2962.456,-2.585931,0.193367730467838,4.75749899832424,-0.35,0.2
0.07801881883353035,0.061352,2944.877,-2.627308,0.1865799618759462,4.78853699832424,-0.35,0.2
0.07801881883353035,0.069058,2927.97,-2.668414,0.1800167845126911,4.81964099832424,-0.35,0.2
0.07801881883353035,0.077845,2911.697,-2.70858,0.1738084953807712,4.850124998324239,-0.35,0.2
0.07801881883353035,0.087863,2896.454,-2.747934,0.1678622345265201,4.88036099832424,-0.35,0.2
0.07801881883353035,0.099296,2878.432,-2.789145,0.1620947690555987,4.91072899832424,-0.35,0.2
0.07801881883353035,0.11236,2856.224,-2.832763,0.1565622305105533,4.94089299832424,-0.35,0.2
0.07801881883353035,0.12734,2830.669,-2.878307,0.1512589216801056,4.97082499832424,-0.35,0.2
0.07801881883353035,0.14463,2803.891,-2.924627,0.14615611821592805,5.00063299832424,-0.35,0.2
0.07801881883353035,0.16467,2785.047,-2.966435,0.14117929212293598,5.0307249983242395,-0.35,0.2
0.07801881883353035,0.18793,2761.399,-3.011724,0.13631165791059652,5.06120099832424,-0.35,0.2
0.07801881883353035,0.2149,2730.995,-3.061859,0.13154731858391605,5.09210299832424,-0.35,0.2
0.07801881883353035,0.24627,2695.816,-3.114651,0.12704190576048147,5.12237299832424,-0.35,0.2
0.07801881883353035,0.28308,2656.323,-3.16943,0.1228502373823432,5.15151499832424,-0.35,0.2
0.07801881883353035,0.32705,2612.367,-3.226715,0.1189123604260807,5.179812998324239,-0.35,0.2
0.07801881883353035,0.37982,2563.343,-3.286956,0.1152290549400834,5.207142998324239,-0.35,0.2
0.07801881883353035,0.44314,2509.705,-3.349698,0.11183017383748728,5.23314899832424,-0.35,0.2
0.07801881883353035,0.51912,2454.789,-3.412614,0.10872214197389445,5.25763099832424,-0.35,0.2
0.07801881883353035,0.6103,2396.412,-3.477108,0.1059195190270588,5.28031499832424,-0.35,0.2
0.07801881883353035,0.71093,2342.286,-3.536281,0.10356976718617861,5.29980099832424,-0.35,0.2
0.07801881883353035,0.82879,2288.35,-3.594384,0.10148830518027399,5.31743499832424,-0.35,0.2
0.07801881883353035,0.9659,2237.447,-3.64928,0.0996570437471558,5.33325099832424,-0.35,0.2
0.07801881883353035,1.1304,2187.945,-3.702619,0.09801013784432651,5.34772499832424,-0.35,0.2
0.07801881883353035,1.3279,2141.36,-3.753154,0.09653771165045849,5.36087299832424,-0.35,0.2
0.07801881883353035,1.5648,2096.514,-3.801686,0.09523903800222364,5.37263699832424,-0.35,0.2
0.07801881883353035,1.8491,2054.128,-3.847513,0.0941113492869767,5.38298299832424,-0.35,0.2
0.07801881883353035,2.1903,2014.187,-3.890471,0.09315753750067347,5.39183099832424,-0.35,0.2
0.07801881883353035,2.5997,1974.084,-3.932361,0.09241468765192709,5.39878499832424,-0.35,0.2
0.07801881883353035,3.091,1940.292,-3.967424,0.09187704103760737,5.40385299832424,-0.35,0.2
0.07801881883353035,3.6805,1915.991,-3.992842,0.0915050367969552,5.4073769983242395,-0.35,0.2
0.07801881883353035,4.388,1899.6,-4.010055,0.0912643153203611,5.4096649983242395,-0.35,0.2
0.07801881883353035,5.2369,1889.558,-4.02063,0.09112089987129127,5.4110309983242395,-0.35,0.2
0.07801881883353035,5.7463,1885.766,-4.024631,0.09106720341067162,5.41154299832424,-0.35,0.2
0.07801881883353035,6.2557,1883.412,-4.027121,0.09103365919251892,5.4118629983242394,-0.35,0.2
0.07801881883353035,6.8669,1881.807,-4.028826,0.09101018559182578,5.41208699832424,-0.35,0.2
0.07801881883353035,7.6004,1880.831,-4.029869,0.09099530814050569,5.41222899832424,-0.35,0.2
0.07801881883353035,8.4806,1880.34,-4.030406,0.09098671804394802,5.41231099832424,-0.35,0.2
0.07801881883353035,9.0087,1880.196,-4.030568,0.09098357552830821,5.41234099832424,-0.35,0.2
0.07801881883353035,9.5369,1880.147,-4.030631,0.09098169007102225,5.4123589983242395,-0.35,0.2
0.07801881883353035,10.171,1880.166,-4.030624,0.09098064261163544,5.41236899832424,-0.35,0.2
0.07801881883353035,10.931,1880.248,-4.030554,0.09098001414179183,5.41237499832424,-0.35,0.2
0.07801881883353035,11.844,1880.388,-4.030425,0.09097980465280865,5.41237699832424,-0.35,0.2
0.07801881883353035,12.391,1880.482,-4.030338,0.09098001414179183,5.41237499832424,-0.35,0.2
0.07801881883353035,12.939,1880.581,-4.030246,0.09098001414179183,5.41237499832424,-0.35,0.2
0.07801881883353035,13.5,1880.685,-4.030147,0.09098022363125731,5.41237299832424,-0.35,0.2
0.07801881883353035,13.5,1880.685,-4.030147,0.09098022363125731,5.41237299832424,-0.35,0.2
0.07887706163641187,0.0010764,2944.229,-1.458579,0.7168379678668293,3.624176351005291,-0.35,0.2
0.07887706163641187,0.0012291,2949.994,-1.489609,0.6889790240123653,3.658606351005291,-0.35,0.2
0.07887706163641187,0.0013992,2955.308,-1.520794,0.6622942735703397,3.692916351005291,-0.35,0.2
0.07887706163641187,0.0015886,2960.295,-1.552089,0.6367060843607909,3.727140351005291,-0.35,0.2
0.07887706163641187,0.0017995,2964.997,-1.583479,0.6121600728072313,3.761288351005291,-0.35,0.2
0.07887706163641187,0.0020342,2969.5,-1.614914,0.5886118484861196,3.7953603510052907,-0.35,0.2
0.07887706163641187,0.0022955,2973.82,-1.646382,0.566021593933888,3.829352351005291,-0.35,0.2
0.07887706163641187,0.0025861,2977.996,-1.677861,0.5443459549327035,3.8632683510052908,-0.35,0.2
0.07887706163641187,0.0029094,2982.024,-1.709354,0.5235449803329766,3.897110351005291,-0.35,0.2
0.07887706163641187,0.0032688,2985.907,-1.740847,0.5035898868828321,3.9308643510052907,-0.35,0.2
0.07887706163641187,0.0036682,2989.663,-1.772313,0.48445339082344635,3.964514351005291,-0.35,0.2
0.07887706163641187,0.0041118,2993.324,-1.803712,0.4661116952599106,3.998038351005291,-0.35,0.2
0.07887706163641187,0.0046047,3002.109,-1.832252,0.4484086688583545,4.031670351005291,-0.35,0.2
0.07887706163641187,0.0051507,3009.622,-1.861456,0.4314207207086502,4.065216351005291,-0.35,0.2
0.07887706163641187,0.0057537,3016.101,-1.891044,0.41518341808558834,4.098538351005291,-0.35,0.2
0.07887706163641187,0.0064208,3021.631,-1.920978,0.3996510883498686,4.131656351005291,-0.35,0.2
0.07887706163641187,0.0071596,3026.312,-1.951204,0.3847901975983953,4.164570351005291,-0.35,0.2
0.07887706163641187,0.0079786,3030.234,-1.981672,0.37056551396254883,4.197288351005291,-0.35,0.2
0.07887706163641187,0.0088877,3033.408,-2.012391,0.3569406416389046,4.229826351005291,-0.35,0.2
0.07887706163641187,0.0098979,3035.893,-2.043337,0.34388402396458284,4.262194351005291,-0.35,0.2
0.07887706163641187,0.011022,3037.745,-2.074488,0.3313652787133018,4.294404351005291,-0.35,0.2
0.07887706163641187,0.012274,3038.938,-2.105876,0.31935373513777815,4.326474351005291,-0.35,0.2
0.07887706163641187,0.013669,3039.561,-2.137447,0.30782791446977353,4.358402351005291,-0.35,0.2
0.07887706163641187,0.015225,3039.553,-2.16925,0.29676248563151064,4.390200351005291,-0.35,0.2
0.07887706163641187,0.016962,3038.957,-2.201275,0.28613171637200585,4.421886351005291,-0.35,0.2
0.07887706163641187,0.018903,3037.706,-2.233582,0.2759116256235666,4.453478351005291,-0.35,0.2
0.07887706163641187,0.021071,3035.68,-2.266251,0.2660823086338262,4.484986351005291,-0.35,0.2
0.07887706163641187,0.023496,3037.196,-2.29699,0.25657361899662845,4.516594351005291,-0.35,0.2
0.07887706163641187,0.026206,3041.135,-2.326511,0.24735802233403573,4.548366351005291,-0.35,0.2
0.07887706163641187,0.029225,3043.634,-2.356885,0.23846574359728948,4.580166351005291,-0.35,0.2
0.07887706163641187,0.032588,3044.042,-2.388405,0.22990530891344366,4.611920351005291,-0.35,0.2
0.07887706163641187,0.036337,3044.474,-2.419831,0.22167310268653453,4.6435923510052906,-0.35,0.2
0.07887706163641187,0.040521,3019.044,-2.465898,0.21377897970576068,4.675088351005291,-0.35,0.2
0.07887706163641187,0.045164,3001.038,-2.506825,0.20639444295619874,4.705622351005291,-0.35,0.2
0.07887706163641187,0.050411,2982.07,-2.548123,0.1993223505331915,4.735906351005291,-0.35,0.2
0.07887706163641187,0.056471,2964.423,-2.589256,0.1923733908048301,4.766728351005291,-0.35,0.2
0.07887706163641187,0.06344,2946.842,-2.630601,0.18562608279609719,4.797740351005291,-0.35,0.2
0.07887706163641187,0.071419,2929.883,-2.671682,0.17910676920871899,4.828794351005291,-0.35,0.2
0.07887706163641187,0.080521,2913.657,-2.711749,0.172942606441491,4.859214351005291,-0.35,0.2
0.07887706163641187,0.090905,2898.309,-2.751149,0.16702789197265122,4.889440351005291,-0.35,0.2
0.07887706163641187,0.10276,2879.953,-2.792542,0.16129132142221975,4.9197963510052904,-0.35,0.2
0.07887706163641187,0.11632,2857.508,-2.836281,0.15578943418711488,4.949942351005291,-0.35,0.2
0.07887706163641187,0.13187,2831.69,-2.881958,0.15051611495313416,4.979852351005291,-0.35,0.2
0.07887706163641187,0.14983,2808.232,-2.926314,0.14542196208383268,5.009758351005291,-0.35,0.2
0.07887706163641187,0.17062,2788.877,-2.968469,0.14046237261128364,5.039898351005291,-0.35,0.2
0.07887706163641187,0.19473,2764.279,-3.014481,0.1355966624430392,5.070520351005291,-0.35,0.2
0.07887706163641187,0.22269,2733.164,-3.065015,0.1308621345533202,5.101390351005291,-0.35,0.2
0.07887706163641187,0.25522,2697.69,-3.11772,0.1264180246620446,5.131400351005291,-0.35,0.2
0.07887706163641187,0.2935,2658.154,-3.17223,0.12228635496148481,5.160262351005291,-0.35,0.2
0.07887706163641187,0.33942,2614.171,-3.229244,0.11840308006397794,5.188292351005291,-0.35,0.2
0.07887706163641187,0.39451,2565.458,-3.288867,0.11478628489670385,5.215238351005291,-0.35,0.2
0.07887706163641187,0.46063,2512.61,-3.350533,0.1114646097883592,5.240744351005291,-0.35,0.2
0.07887706163641187,0.53997,2458.912,-3.411935,0.10844261957670744,5.264618351005291,-0.35,0.2
0.07887706163641187,0.63518,2402.456,-3.474264,0.10573286493537574,5.286598351005291,-0.35,0.2
0.07887706163641187,0.74185,2350.051,-3.531563,0.10344678550776107,5.305584351005291,-0.35,0.2
0.07887706163641187,0.86831,2297.648,-3.58788,0.10142522971542221,5.322726351005291,-0.35,0.2
0.07887706163641187,1.0201,2248.309,-3.641136,0.09962607027029072,5.338272351005291,-0.35,0.2
0.07887706163641187,1.2022,2200.737,-3.692174,0.0980460270061303,5.352158351005291,-0.35,0.2
0.07887706163641187,1.4207,2157.96,-3.738619,0.09666227226602105,5.364504351005291,-0.35,0.2
0.07887706163641187,1.6829,2117.82,-3.782011,0.09547067650818034,5.375278351005291,-0.35,0.2
0.07887706163641187,1.9976,2081.592,-3.821217,0.09446110029762807,5.3845123510052915,-0.35,0.2
0.07887706163641187,2.3752,2049.148,-3.85621,0.09362697673262389,5.392216351005291,-0.35,0.2
0.07887706163641187,2.8283,2021.105,-3.886339,0.09296211588172547,5.398406351005291,-0.35,0.2
0.07887706163641187,3.372,1998.35,-3.91078,0.09245278539272904,5.403178351005291,-0.35,0.2
0.07887706163641187,4.0245,1978.189,-3.93146,0.09212722716232782,5.406242351005291,-0.35,0.2
0.07887706163641187,4.8075,1966.033,-3.944017,0.09193121500728203,5.408092351005291,-0.35,0.2
0.07887706163641187,5.7471,1959.314,-3.950994,0.09182226470408308,5.4091223510052915,-0.35,0.2
0.07887706163641187,6.3108,1956.955,-3.953453,0.09178358142494357,5.409488351005291,-0.35,0.2
0.07887706163641187,6.8746,1955.595,-3.954878,0.09176054830931617,5.409706351005291,-0.35,0.2
0.07887706163641187,7.5511,1954.76,-3.955762,0.09174575944824323,5.409846351005291,-0.35,0.2
0.07887706163641187,8.3629,1954.34,-3.956217,0.09173688727569962,5.409930351005291,-0.35,0.2
0.07887706163641187,9.337,1954.227,-3.956359,0.09173266273319164,5.409970351005291,-0.35,0.2
0.07887706163641187,9.9215,1954.242,-3.956358,0.09173118418927512,5.40998435100529,-0.35,0.2
0.07887706163641187,10.506,1954.306,-3.956307,0.09173076175253324,5.409988351005291,-0.35,0.2
0.07887706163641187,11.207,1954.421,-3.956205,0.09173076175253324,5.409988351005291,-0.35,0.2
0.07887706163641187,12.049,1954.586,-3.956054,0.09173097297066098,5.4099863510052915,-0.35,0.2
0.07887706163641187,12.554,1954.692,-3.955957,0.09173139540837555,5.409982351005291,-0.35,0.2
0.07887706163641187,13.059,1954.801,-3.955856,0.09173181784803551,5.409978351005291,-0.35,0.2
0.07887706163641187,13.5,1954.899,-3.955766,0.09173224028964089,5.409974351005291,-0.35,0.2
0.07887706163641187,13.5,1954.899,-3.955766,0.09173224028964089,5.409974351005291,-0.35,0.2
0.07985758069746504,0.0010775,2947.209,-1.45034,0.7222058467238307,3.62306177631627,-0.35,0.2
0.07985758069746504,0.0012299,2952.978,-1.481363,0.6941462790829073,3.6574817763162697,-0.35,0.2
0.07985758069746504,0.0013995,2958.271,-1.51256,0.667262932833673,3.69178977631627,-0.35,0.2
0.07985758069746504,0.0015886,2963.211,-1.543889,0.6414812990308955,3.72601577631627,-0.35,0.2
0.07985758069746504,0.0017991,2967.895,-1.57529,0.6167526156356625,3.7601617763162696,-0.35,0.2
0.07985758069746504,0.0020334,2972.375,-1.606733,0.5930345555213233,3.7942237763162696,-0.35,0.2
0.07985758069746504,0.0022942,2976.662,-1.638213,0.5702785018244669,3.8282097763162697,-0.35,0.2
0.07985758069746504,0.0025843,2980.842,-1.669679,0.5484486856005621,3.8621117763162696,-0.35,0.2
0.07985758069746504,0.002907,2984.85,-1.701174,0.5274982218453991,3.8959417763162696,-0.35,0.2
0.07985758069746504,0.0032659,2988.762,-1.732651,0.507393617577721,3.92969377631627,-0.35,0.2
0.07985758069746504,0.0036648,2992.536,-1.764118,0.48810695957357486,3.9633537763162696,-0.35,0.2
0.07985758069746504,0.0041083,2996.22,-1.795541,0.4696074737042881,3.9969137763162697,-0.35,0.2
0.07985758069746504,0.004601,3004.67,-1.824301,0.4517612745482868,4.030565776316269,-0.35,0.2
0.07985758069746504,0.0051468,3012.248,-1.853497,0.43463330270186085,4.06413777631627,-0.35,0.2
0.07985758069746504,0.0057498,3018.77,-1.883098,0.4182577530264517,4.097495776316269,-0.35,0.2
0.07985758069746504,0.0064167,3024.377,-1.913021,0.4025974316483867,4.13064177631627,-0.35,0.2
0.07985758069746504,0.0071551,3029.149,-1.943223,0.3876144867002411,4.16358377631627,-0.35,0.2
0.07985758069746504,0.0079739,3033.144,-1.973683,0.37327250391109545,4.19633177631627,-0.35,0.2
0.07985758069746504,0.0088828,3036.396,-2.004399,0.3595315441483056,4.22890977631627,-0.35,0.2
0.07985758069746504,0.0098927,3038.956,-2.03534,0.34636579726877,4.261313776316269,-0.35,0.2
0.07985758069746504,0.011016,3040.861,-2.066486,0.3337467152130524,4.2935497763162696,-0.35,0.2
0.07985758069746504,0.012266,3042.192,-2.097801,0.321646625918624,4.3256257763162695,-0.35,0.2
0.07985758069746504,0.013659,3042.874,-2.129349,0.31003519680701874,4.3575617763162695,-0.35,0.2
0.07985758069746504,0.015212,3042.993,-2.1611,0.2988828528983468,4.38938177631627,-0.35,0.2
0.07985758069746504,0.016947,3042.503,-2.193088,0.2881688278591525,4.421089776316269,-0.35,0.2
0.07985758069746504,0.018885,3041.393,-2.225341,0.2778676575858117,4.45270777631627,-0.35,0.2
0.07985758069746504,0.02105,3039.583,-2.257906,0.2679612530578928,4.48423977631627,-0.35,0.2
0.07985758069746504,0.023471,3041.049,-2.288692,0.2583806580672222,4.5158637763162695,-0.35,0.2
0.07985758069746504,0.026177,3045.138,-2.318153,0.249093273481422,4.547659776316269,-0.35,0.2
0.07985758069746504,0.02919,3047.742,-2.348474,0.2401375082881166,4.5794637763162696,-0.35,0.2
0.07985758069746504,0.032544,3048.437,-2.379821,0.23151972610955504,4.611207776316269,-0.35,0.2
0.07985758069746504,0.036281,3048.826,-2.411257,0.22323331060543697,4.6428657763162695,-0.35,0.2
0.07985758069746504,0.040452,3033.494,-2.451553,0.21527321656637516,4.67440377631627,-0.35,0.2
0.07985758069746504,0.04514,3010.17,-2.496127,0.20768637206685753,4.705567776316269,-0.35,0.2
0.07985758069746504,0.050422,2989.969,-2.538441,0.2004929010722758,4.73618577631627,-0.35,0.2
0.07985758069746504,0.056424,2972.934,-2.57898,0.1935499217166813,4.76679777631627,-0.35,0.2
0.07985758069746504,0.063335,2954.887,-2.620464,0.1867841412273826,4.797703776316269,-0.35,0.2
0.07985758069746504,0.071263,2937.625,-2.661661,0.1802312106673787,4.82872377631627,-0.35,0.2
0.07985758069746504,0.08032,2920.943,-2.702104,0.17400230443972137,4.85927377631627,-0.35,0.2
0.07985758069746504,0.090652,2905.845,-2.741263,0.16806450472648554,4.88943177631627,-0.35,0.2
0.07985758069746504,0.10245,2888.712,-2.781857,0.16229905831957797,4.91975177631627,-0.35,0.2
0.07985758069746504,0.11594,2866.776,-2.825279,0.15675665948336617,4.949931776316269,-0.35,0.2
0.07985758069746504,0.1314,2842.01,-2.870281,0.1514471133849127,4.97986177631627,-0.35,0.2
0.07985758069746504,0.14922,2818.757,-2.914456,0.1463221251127289,5.0097637763162695,-0.35,0.2
0.07985758069746504,0.16985,2800.267,-2.956006,0.14133541550408324,5.039881776316269,-0.35,0.2
0.07985758069746504,0.19373,2776.958,-3.001104,0.1364466884995887,5.070457776316269,-0.35,0.2
0.07985758069746504,0.22139,2747.0,-3.05083,0.13168035842805856,5.10134177631627,-0.35,0.2
0.07985758069746504,0.25354,2712.629,-3.102792,0.1271967456624123,5.13143177631627,-0.35,0.2
0.07985758069746504,0.2913,2674.388,-3.156344,0.12303594237051421,5.160319776316269,-0.35,0.2
0.07985758069746504,0.3365,2632.131,-3.211967,0.11913901357851076,5.18827577631627,-0.35,0.2
0.07985758069746504,0.39074,2585.402,-3.269938,0.11551223847745058,5.21512777631627,-0.35,0.2
0.07985758069746504,0.45583,2535.031,-3.32953,0.11218169560457922,5.24053977631627,-0.35,0.2
0.07985758069746504,0.53394,2482.786,-3.389405,0.10916212971146251,5.26423977631627,-0.35,0.2
0.07985758069746504,0.62767,2429.846,-3.448644,0.10645694523379848,5.28603577631627,-0.35,0.2
0.07985758069746504,0.74014,2376.698,-3.506813,0.10406363692409555,5.30578577631627,-0.35,0.2
0.07985758069746504,0.87511,2325.048,-3.562636,0.1019699015500318,5.3234397763162695,-0.35,0.2
0.07985758069746504,1.0371,2276.307,-3.61502,0.10015692904979606,5.33902177631627,-0.35,0.2
0.07985758069746504,1.2314,2231.627,-3.663037,0.09860319785163131,5.35260177631627,-0.35,0.2
0.07985758069746504,1.4647,2191.317,-3.706364,0.09728838632014296,5.36426177631627,-0.35,0.2
0.07985758069746504,1.7445,2156.53,-3.744056,0.0961864729642883,5.37415577631627,-0.35,0.2
0.07985758069746504,2.0804,2126.061,-3.776962,0.09528422369166764,5.38234177631627,-0.35,0.2
0.07985758069746504,2.4834,2100.638,-3.804451,0.09456381833404096,5.38893377631627,-0.35,0.2
0.07985758069746504,2.967,2080.21,-3.826548,0.09400804042212849,5.3940537763162695,-0.35,0.2
0.07985758069746504,3.5474,2064.495,-3.843508,0.09359895499627077,5.39784177631627,-0.35,0.2
0.07985758069746504,4.2438,2053.205,-3.855669,0.09331554567495251,5.40047577631627,-0.35,0.2
0.07985758069746504,5.0795,2045.78,-3.863664,0.0931328729033047,5.40217777631627,-0.35,0.2
0.07985758069746504,5.581,2042.819,-3.866857,0.0930604182304399,5.402853776316269,-0.35,0.2
0.07985758069746504,6.0824,2040.873,-3.868959,0.09301264616082283,5.40329977631627,-0.35,0.2
0.07985758069746504,6.6841,2039.462,-3.870491,0.09297731490002555,5.4036297763162695,-0.35,0.2
0.07985758069746504,7.4061,2038.549,-3.871492,0.0929533401155025,5.40385377631627,-0.35,0.2
0.07985758069746504,8.2726,2038.062,-3.87204,0.09293900101225593,5.40398777631627,-0.35,0.2
0.07985758069746504,8.7925,2037.916,-3.872213,0.09293386515516731,5.404035776316269,-0.35,0.2
0.07985758069746504,9.3123,2037.866,-3.872282,0.0929310833510792,5.4040617763162695,-0.35,0.2
0.07985758069746504,9.9362,2037.892,-3.872273,0.09292958549106015,5.40407577631627,-0.35,0.2
0.07985758069746504,10.685,2037.996,-3.872184,0.09292979946958478,5.404073776316269,-0.35,0.2
0.07985758069746504,11.583,2038.175,-3.872019,0.0929310833510792,5.4040617763162695,-0.35,0.2
0.07985758069746504,12.122,2038.296,-3.871906,0.09293215326587413,5.40405177631627,-0.35,0.2
0.07985758069746504,12.661,2038.425,-3.871783,0.09293343717988768,5.40403977631627,-0.35,0.2
0.07985758069746504,13.308,2038.588,-3.871629,0.09293514909283165,5.4040237763162695,-0.35,0.2
0.07985758069746504,13.5,2038.636,-3.871582,0.0929357910683157,5.40401777631627,-0.35,0.2
0.07985758069746504,13.5,2038.636,-3.871582,0.0929357910683157,5.40401777631627,-0.35,0.2
0.08099487338793356,0.0010053,2947.478,-1.424701,0.7437072239531611,3.603721158159656,-0.35,0.2
0.08099487338793356,0.0011489,2953.487,-1.455641,0.7147645421460519,3.638199158159656,-0.35,0.2
0.08099487338793356,0.0013089,2958.966,-1.486783,0.687039964000491,3.6725611581596564,-0.35,0.2
0.08099487338793356,0.001487,2964.063,-1.518046,0.6604728959098017,3.7068151581596562,-0.35,0.2
0.08099487338793356,0.0016854,2968.855,-1.549403,0.6350004016621391,3.7409771581596565,-0.35,0.2
0.08099487338793356,0.0019064,2973.395,-1.580842,0.6105581039278872,3.775071158159656,-0.35,0.2
0.08099487338793356,0.0021525,2977.764,-1.612311,0.5871066506178487,3.809091158159656,-0.35,0.2
0.08099487338793356,0.0024263,2981.963,-1.643806,0.5646066642878677,3.843033158159656,-0.35,0.2
0.08099487338793356,0.002731,2986.063,-1.675282,0.5430177176066217,3.876897158159656,-0.35,0.2
0.08099487338793356,0.0030698,2990.034,-1.70676,0.522301171568901,3.910683158159656,-0.35,0.2
0.08099487338793356,0.0034466,2993.872,-1.738244,0.5024177797753189,3.944395158159656,-0.35,0.2
0.08099487338793356,0.0038655,2997.616,-1.769691,0.483343630682459,3.9780131581596563,-0.35,0.2
0.08099487338793356,0.0043309,3003.12,-1.800087,0.46501182831401167,4.011597158159656,-0.35,0.2
0.08099487338793356,0.0048473,3011.335,-1.828954,0.4473608758512217,4.045209158159656,-0.35,0.2
0.08099487338793356,0.0054186,3018.493,-1.858301,0.43044929415086364,4.0786811581596565,-0.35,0.2
0.08099487338793356,0.00605,3024.639,-1.888021,0.4142819387654476,4.1119331581596565,-0.35,0.2
0.08099487338793356,0.0067486,3029.904,-1.918053,0.39881271858618633,4.1449871581596565,-0.35,0.2
0.08099487338793356,0.0075225,3034.382,-1.948339,0.38401041206913894,4.177839158159657,-0.35,0.2
0.08099487338793356,0.0083807,3038.107,-1.978874,0.36983669548684384,4.210505158159656,-0.35,0.2
0.08099487338793356,0.0093339,3041.109,-2.00966,0.3562533853638374,4.2430071581596565,-0.35,0.2
0.08099487338793356,0.010393,3043.452,-2.04066,0.34323376167169967,4.275345158159657,-0.35,0.2
0.08099487338793356,0.011572,3045.195,-2.071838,0.33075315839439345,4.307517158159657,-0.35,0.2
0.08099487338793356,0.012885,3046.297,-2.103245,0.318776281270771,4.3395531581596565,-0.35,0.2
0.08099487338793356,0.014348,3046.825,-2.134848,0.3072797918726281,4.371457158159656,-0.35,0.2
0.08099487338793356,0.01598,3046.757,-2.166663,0.29624156952900366,4.403233158159656,-0.35,0.2
0.08099487338793356,0.017801,3046.1,-2.198695,0.2856386685323611,4.434891158159656,-0.35,0.2
0.08099487338793356,0.019835,3044.842,-2.23097,0.2754476046436051,4.4664471581596565,-0.35,0.2
0.08099487338793356,0.022107,3042.86,-2.263574,0.26564521654161477,4.497921158159656,-0.35,0.2
0.08099487338793356,0.024649,3047.534,-2.292614,0.2561232476185567,4.5296271581596566,-0.35,0.2
0.08099487338793356,0.027484,3051.059,-2.322407,0.2469158676140817,4.561427158159656,-0.35,0.2
0.08099487338793356,0.030638,3053.187,-2.352952,0.23805099441444338,4.593185158159656,-0.35,0.2
0.08099487338793356,0.03415,3053.276,-2.384594,0.2295218310970847,4.624877158159656,-0.35,0.2
0.08099487338793356,0.038065,3053.477,-2.416083,0.22132068209007477,4.656481158159656,-0.35,0.2
0.08099487338793356,0.042433,3033.012,-2.45921,0.21345188774030938,4.687925158159656,-0.35,0.2
0.08099487338793356,0.047317,3012.223,-2.501962,0.20601460029752128,4.718729158159656,-0.35,0.2
