mass,age,temperature,luminosity,radius,gravity,metallicity,enrichment
0.09758499798137954,0.0023214,3490.279,-1.434152,0.5246346855177162,3.987736684778371,-1.3,0.15
0.09758499798137954,0.0026057,3494.91,-1.46499,0.5049937463329132,4.020878684778371,-1.3,0.15
0.09758499798137954,0.0029218,3500.474,-1.495375,0.4860847543526818,4.054026684778371,-1.3,0.15
0.09758499798137954,0.0032722,3504.571,-1.526344,0.4679624434919598,4.087028684778371,-1.3,0.15
0.09758499798137954,0.0036606,3507.977,-1.55747,0.45061433143244506,4.119840684778371,-1.3,0.15
0.09758499798137954,0.0040915,3510.756,-1.588748,0.4339882785992033,4.152494684778371,-1.3,0.15
0.09758499798137954,0.00457,3512.994,-1.620145,0.4180478555646583,4.184998684778371,-1.3,0.15
0.09758499798137954,0.0051016,3514.743,-1.651624,0.40276711111161456,4.217342684778371,-1.3,0.15
0.09758499798137954,0.0056924,3516.003,-1.683196,0.38811193667554267,4.249536684778371,-1.3,0.15
0.09758499798137954,0.0063495,3516.827,-1.714839,0.37405201619812656,4.281586684778371,-1.3,0.15
0.09758499798137954,0.0070809,3517.209,-1.746575,0.36055290578696053,4.313512684778371,-1.3,0.15
0.09758499798137954,0.0078957,3517.152,-1.778418,0.34758577934310025,4.345326684778371,-1.3,0.15
0.09758499798137954,0.0088034,3516.649,-1.810352,0.33513439348070434,4.3770126847783715,-1.3,0.15
0.09758499798137954,0.0098145,3515.749,-1.842343,0.3231811336299868,4.408558684778371,-1.3,0.15
0.09758499798137954,0.010942,3514.398,-1.874428,0.3117001419090631,4.4399766847783715,-1.3,0.15
0.09758499798137954,0.0122,3512.618,-1.906619,0.300664393942645,4.471286684778371,-1.3,0.15
0.09758499798137954,0.013603,3511.031,-1.938635,0.2900460797912378,4.502516684778371,-1.3,0.15
0.09758499798137954,0.015169,3515.966,-1.967577,0.27975315943558327,4.533900684778371,-1.3,0.15
0.09758499798137954,0.016913,3519.617,-1.997177,0.26981991429296837,4.565302684778371,-1.3,0.15
0.09758499798137954,0.018849,3522.045,-2.027301,0.26026334068637597,4.596624684778371,-1.3,0.15
0.09758499798137954,0.021001,3523.209,-2.057959,0.2510712587925483,4.627856684778371,-1.3,0.15
0.09758499798137954,0.023395,3523.182,-2.089088,0.24223617488762839,4.658972684778371,-1.3,0.15
0.09758499798137954,0.026062,3522.104,-2.120602,0.23374805186331074,4.689954684778371,-1.3,0.15
0.09758499798137954,0.029038,3520.04,-2.152482,0.22558852259091813,4.720816684778371,-1.3,0.15
0.09758499798137954,0.032364,3516.46,-2.185018,0.21773738360088807,4.751584684778371,-1.3,0.15
0.09758499798137954,0.036087,3513.061,-2.217398,0.210175940749615,4.7822846847783715,-1.3,0.15
0.09758499798137954,0.040259,3484.002,-2.262344,0.20291960114264687,4.812802684778371,-1.3,0.15
0.09758499798137954,0.044904,3463.785,-2.302216,0.19608438030331898,4.842564684778371,-1.3,0.15
0.09758499798137954,0.050158,3443.968,-2.341829,0.189504706287646,4.872210684778371,-1.3,0.15
0.09758499798137954,0.056222,3425.933,-2.381148,0.18302946067619744,4.902408684778371,-1.3,0.15
0.09758499798137954,0.063187,3407.743,-2.420853,0.17672296932351486,4.932864684778371,-1.3,0.15
0.09758499798137954,0.071152,3390.254,-2.460344,0.17061491731081097,4.9634166847783705,-1.3,0.15
0.09758499798137954,0.080227,3373.487,-2.49903,0.1648086492590088,4.993490684778371,-1.3,0.15
0.09758499798137954,0.090563,3365.597,-2.533052,0.15922197256773976,5.023444684778371,-1.3,0.15
0.09758499798137954,0.10232,3357.071,-2.567626,0.15378677867667215,5.053612684778371,-1.3,0.15
0.09758499798137954,0.11569,3343.911,-2.604518,0.14855422226527373,5.083680684778371,-1.3,0.15
0.09758499798137954,0.13097,3326.972,-2.643575,0.14347228000552115,5.113914684778371,-1.3,0.15
0.09758499798137954,0.1485,3308.085,-2.683428,0.13860726688143418,5.143878684778371,-1.3,0.15
0.09758499798137954,0.16874,3287.004,-2.723652,0.13403771018010358,5.172996684778371,-1.3,0.15
0.09758499798137954,0.19242,3263.849,-2.763998,0.12977588523608038,5.201062684778371,-1.3,0.15
0.09758499798137954,0.22063,3238.298,-2.804458,0.12583168145413148,5.227870684778371,-1.3,0.15
0.09758499798137954,0.25448,3211.844,-2.843739,0.12225707469472749,5.2529026847783715,-1.3,0.15
0.09758499798137954,0.29511,3185.325,-2.880828,0.1191055502974735,5.2755866847783714,-1.3,0.15
0.09758499798137954,0.34385,3159.588,-2.914885,0.11639920121632077,5.295550684778371,-1.3,0.15
0.09758499798137954,0.40235,3136.011,-2.944922,0.11413977181905371,5.312576684778371,-1.3,0.15
0.09758499798137954,0.47254,3115.165,-2.970476,0.1123189409854738,5.326544684778371,-1.3,0.15
0.09758499798137954,0.55678,3097.863,-2.991095,0.110912629090535,5.337488684778371,-1.3,0.15
0.09758499798137954,0.65786,3084.514,-3.006736,0.10987806431608473,5.345628684778371,-1.3,0.15
0.09758499798137954,0.77915,3074.921,-3.01784,0.10916037023999407,5.351320684778371,-1.3,0.15
0.09758499798137954,0.92471,3068.555,-3.025147,0.10869560896179656,5.355026684778371,-1.3,0.15
0.09758499798137954,1.0994,3064.71,-3.029546,0.1084179022564753,5.357248684778371,-1.3,0.15
0.09758499798137954,1.309,3062.641,-3.031928,0.1082672236266613,5.358456684778371,-1.3,0.15
0.09758499798137954,1.5605,3061.691,-3.033052,0.1081942049736309,5.3590426847783705,-1.3,0.15
0.09758499798137954,1.8623,3061.375,-3.033471,0.10816456299762114,5.359280684778371,-1.3,0.15
0.09758499798137954,2.2245,3061.388,-3.033531,0.10815609535333064,5.359348684778371,-1.3,0.15
0.09758499798137954,2.6591,3061.569,-3.033418,0.10815734055356294,5.359338684778371,-1.3,0.15
0.09758499798137954,3.1807,3061.847,-3.033214,0.10816306865928159,5.359292684778371,-1.3,0.15
0.09758499798137954,3.8066,3062.199,-3.032947,0.1081715368495189,5.359224684778371,-1.3,0.15
0.09758499798137954,4.5576,3062.627,-3.032621,0.10818174937247066,5.359142684778371,-1.3,0.15
0.09758499798137954,5.4588,3063.142,-3.032229,0.10819445410028124,5.359040684778371,-1.3,0.15
0.09758499798137954,6.5403,3063.76,-3.031758,0.10820940274910289,5.358920684778371,-1.3,0.15
0.09758499798137954,7.8381,3064.502,-3.031192,0.10822734385400874,5.358776684778371,-1.3,0.15
0.09758499798137954,9.3955,3065.391,-3.030514,0.10824927591079042,5.358600684778371,-1.3,0.15
0.09758499798137954,11.264,3066.458,-3.029699,0.10827520134441353,5.358392684778371,-1.3,0.15
0.09758499798137954,13.5,3067.735,-3.028725,0.10830661932270907,5.3581406847783715,-1.3,0.15
0.09758499798137954,13.5,3067.735,-3.028725,0.10830661932270907,5.3581406847783715,-1.3,0.15
0.10095040583694512,0.0010123,3494.246,-1.18456,0.697695625510634,3.7548436965203003,-1.3,0.15
0.10095040583694512,0.001144,3494.803,-1.217642,0.6714087549398756,3.7882016965203005,-1.3,0.15
0.10095040583694512,0.0012912,3495.347,-1.250674,0.646152456891974,3.8215056965203003,-1.3,0.15
0.10095040583694512,0.0014559,3495.973,-1.28362,0.6218805872487604,3.8547616965203004,-1.3,0.15
0.10095040583694512,0.00164,3496.707,-1.316464,0.59855353493401,3.8879696965203006,-1.3,0.15
0.10095040583694512,0.0018457,3497.634,-1.349167,0.5761306762743735,3.9211336965203003,-1.3,0.15
0.10095040583694512,0.0020753,3498.689,-1.381766,0.5545733554405284,3.9542576965203002,-1.3,0.15
0.10095040583694512,0.0023316,3499.922,-1.414243,0.5338447793910885,3.9873456965203005,-1.3,0.15
0.10095040583694512,0.0026173,3503.84,-1.445423,0.5138696875261202,4.0204696965203,-1.3,0.15
0.10095040583694512,0.0029351,3508.675,-1.476147,0.4946454288487142,4.0535876965203,-1.3,0.15
0.10095040583694512,0.0032878,3512.728,-1.507142,0.47620395717703207,4.0865896965203,-1.3,0.15
0.10095040583694512,0.0036789,3516.094,-1.538315,0.4585376490588424,4.119425696520301,-1.3,0.15
0.10095040583694512,0.0041131,3518.875,-1.569626,0.4416029846649633,4.152111696520301,-1.3,0.15
0.10095040583694512,0.0045952,3521.107,-1.601065,0.4253652426084,4.184651696520301,-1.3,0.15
0.10095040583694512,0.0051309,3522.86,-1.632594,0.4097934382010081,4.217045696520301,-1.3,0.15
0.10095040583694512,0.0057263,3524.161,-1.664193,0.39486169003712784,4.2492856965203005,-1.3,0.15
0.10095040583694512,0.0063884,3525.063,-1.69585,0.3805353439024381,4.2813856965203,-1.3,0.15
0.10095040583694512,0.0071252,3525.524,-1.727593,0.366782832458879,4.313357696520301,-1.3,0.15
0.10095040583694512,0.0079455,3525.587,-1.759411,0.3535778087446137,4.3452056965203,-1.3,0.15
0.10095040583694512,0.0088595,3525.226,-1.79132,0.3408937194831695,4.376937696520301,-1.3,0.15
0.10095040583694512,0.0098781,3524.474,-1.823304,0.3287100632991029,4.408549696520301,-1.3,0.15
0.10095040583694512,0.011014,3523.291,-1.855376,0.3170063779415872,4.440039696520301,-1.3,0.15
0.10095040583694512,0.01228,3521.713,-1.887527,0.30576093657604136,4.471411696520301,-1.3,0.15
0.10095040583694512,0.013693,3520.376,-1.91948,0.29494089922118355,4.502705696520301,-1.3,0.15
0.10095040583694512,0.01527,3525.41,-1.948434,0.28445724530607963,4.5341416965203,-1.3,0.15
0.10095040583694512,0.017024,3529.259,-1.977973,0.27434686385240176,4.5655756965203,-1.3,0.15
0.10095040583694512,0.018971,3531.901,-2.008017,0.26462325062678843,4.596919696520301,-1.3,0.15
0.10095040583694512,0.021135,3533.401,-2.038504,0.25527894713633537,4.6281456965203,-1.3,0.15
0.10095040583694512,0.023542,3533.738,-2.06941,0.2463082734746253,4.6592176965203,-1.3,0.15
0.10095040583694512,0.026222,3532.989,-2.100699,0.2376944273562764,4.6901376965203,-1.3,0.15
0.10095040583694512,0.029212,3531.325,-2.132325,0.2294114025192746,4.7209456965203005,-1.3,0.15
0.10095040583694512,0.032553,3528.557,-2.164429,0.22143384436455482,4.7516876965203005,-1.3,0.15
0.10095040583694512,0.036292,3524.573,-2.197104,0.21374108025515462,4.782399696520301,-1.3,0.15
0.10095040583694512,0.040481,3518.919,-2.230578,0.2063222189991939,4.813083696520301,-1.3,0.15
0.10095040583694512,0.04518,3485.875,-2.277412,0.19921544230919336,4.8435296965203,-1.3,0.15
0.10095040583694512,0.050388,3466.153,-2.316779,0.1925608525143804,4.8730396965203004,-1.3,0.15
0.10095040583694512,0.056274,3447.796,-2.355415,0.18614955399163555,4.9024516965203,-1.3,0.15
0.10095040583694512,0.063105,3429.103,-2.394971,0.17980675362268714,4.9325636965203,-1.3,0.15
0.10095040583694512,0.070964,3410.961,-2.434519,0.17363609092866686,4.962895696520301,-1.3,0.15
0.10095040583694512,0.079955,3393.512,-2.473752,0.16767873927927335,4.993219696520301,-1.3,0.15
0.10095040583694512,0.090215,3384.281,-2.508466,0.16198955038637797,5.0232016965203,-1.3,0.15
0.10095040583694512,0.1019,3377.352,-2.54189,0.15651501241290178,5.053063696520301,-1.3,0.15
0.10095040583694512,0.11521,3366.947,-2.577189,0.1512119103045406,5.083003696520301,-1.3,0.15
0.10095040583694512,0.1304,3352.472,-2.614671,0.14607873522176112,5.113001696520301,-1.3,0.15
0.10095040583694512,0.14783,3334.347,-2.65372,0.14117961720064373,5.142631696520301,-1.3,0.15
0.10095040583694512,0.16798,3315.379,-2.692363,0.13658562679833944,5.171365696520301,-1.3,0.15
0.10095040583694512,0.19159,3294.732,-2.73078,0.13231924068093773,5.198929696520301,-1.3,0.15
0.10095040583694512,0.21981,3272.484,-2.768749,0.12838787182720468,5.225127696520301,-1.3,0.15
0.10095040583694512,0.25366,3249.147,-2.805361,0.12486306749980523,5.2493076965203,-1.3,0.15
0.10095040583694512,0.29429,3226.449,-2.839056,0.12180805260299013,5.2708236965203,-1.3,0.15
0.10095040583694512,0.34305,3205.491,-2.868805,0.11925071729270299,5.2892536965203005,-1.3,0.15
0.10095040583694512,0.40155,3186.844,-2.894078,0.11719065996076748,5.304389696520301,-1.3,0.15
0.10095040583694512,0.47176,3171.32,-2.914421,0.11560137506555397,5.3162496965203,-1.3,0.15
0.10095040583694512,0.55601,3159.372,-2.929788,0.11443476971734103,5.3250596965203005,-1.3,0.15
0.10095040583694512,0.6571,3150.822,-2.940638,0.11362842840719371,5.3312016965203,-1.3,0.15
0.10095040583694512,0.77842,3145.193,-2.947724,0.11310895760167299,5.3351816965203005,-1.3,0.15
0.10095040583694512,0.924,3141.797,-2.951969,0.11280101304938439,5.3375496965203,-1.3,0.15
0.10095040583694512,1.0987,3139.982,-2.954251,0.11263490575590378,5.338829696520301,-1.3,0.15
0.10095040583694512,1.3083,3139.152,-2.955326,0.11255531299435806,5.3394436965203,-1.3,0.15
0.10095040583694512,1.5599,3138.873,-2.955733,0.11252240344683277,5.3396976965203,-1.3,0.15
0.10095040583694512,1.8618,3138.874,-2.955809,0.11251255836601808,5.3397736965203,-1.3,0.15
0.10095040583694512,2.224,3139.016,-2.955729,0.11251281743605598,5.339771696520301,-1.3,0.15
0.10095040583694512,2.6587,3139.236,-2.955571,0.11251748079874703,5.3397356965203,-1.3,0.15
0.10095040583694512,3.1804,3139.516,-2.955361,0.11252447620519397,5.339681696520301,-1.3,0.15
0.10095040583694512,3.8063,3139.856,-2.955104,0.11253354497196993,5.339611696520301,-1.3,0.15
0.10095040583694512,4.5575,3140.265,-2.954795,0.11254416931405047,5.339529696520301,-1.3,0.15
0.10095040583694512,5.4589,3140.757,-2.954423,0.11255712718627954,5.3394296965203,-1.3,0.15
0.10095040583694512,6.5406,3141.347,-2.953976,0.11257267860229872,5.3393096965203,-1.3,0.15
0.10095040583694512,7.8386,3142.055,-2.95344,0.11259134313777372,5.3391656965203005,-1.3,0.15
0.10095040583694512,9.3962,3142.906,-2.952797,0.11261390024697654,5.3389916965203,-1.3,0.15
0.10095040583694512,11.265,3143.927,-2.952023,0.1126411303628131,5.3387816965203,-1.3,0.15
0.10095040583694512,13.5,3145.148,-2.951097,0.11267355575243188,5.338531696520301,-1.3,0.15
0.10095040583694512,13.5,3145.148,-2.951097,0.11267355575243188,5.338531696520301,-1.3,0.15
0.10526404122918728,0.0010712,3506.34,-1.173655,0.7016459132549026,3.7681116664581302,-1.3,0.15
0.10526404122918728,0.0012097,3506.636,-1.206833,0.6752350849893322,3.8014376664581304,-1.3,0.15
0.10526404122918728,0.0013646,3506.977,-1.239933,0.6498617863278127,3.8347056664581305,-1.3,0.15
0.10526404122918728,0.0015378,3507.432,-1.272918,0.6254837049892934,3.8679156664581305,-1.3,0.15
0.10526404122918728,0.0017315,3508.025,-1.305791,0.602050608947447,3.9010816664581305,-1.3,0.15
0.10526404122918728,0.0019479,3508.813,-1.338523,0.5795234312258583,3.9342056664581304,-1.3,0.15
0.10526404122918728,0.0021895,3509.841,-1.371081,0.5578764132064143,3.9672716664581302,-1.3,0.15
0.10526404122918728,0.002459,3511.155,-1.403456,0.5370627112952668,4.00029766645813,-1.3,0.15
0.10526404122918728,0.0027596,3516.398,-1.433998,0.5169612609648121,4.033431666458131,-1.3,0.15
0.10526404122918728,0.0030937,3520.816,-1.464887,0.4976488444882529,4.06650166645813,-1.3,0.15
0.10526404122918728,0.0034642,3524.484,-1.495993,0.47914283700182103,4.09941766645813,-1.3,0.15
0.10526404122918728,0.0038753,3527.538,-1.527261,0.46140149780779965,4.132189666458131,-1.3,0.15
0.10526404122918728,0.0043317,3530.03,-1.558657,0.4443938089917063,4.164811666458131,-1.3,0.15
0.10526404122918728,0.0048386,3532.104,-1.590115,0.42808400392736795,4.19728966645813,-1.3,0.15
0.10526404122918728,0.005402,3533.687,-1.621688,0.41243261329359315,4.2296416664581304,-1.3,0.15
0.10526404122918728,0.0060289,3534.85,-1.653347,0.3974092761498896,4.261871666458131,-1.3,0.15
0.10526404122918728,0.0067262,3535.622,-1.685064,0.38299138053091825,4.29396966645813,-1.3,0.15
0.10526404122918728,0.007502,3536.023,-1.716837,0.3691509581557286,4.32593966645813,-1.3,0.15
0.10526404122918728,0.0083658,3536.03,-1.748681,0.3558614958820952,4.35778566645813,-1.3,0.15
0.10526404122918728,0.0093279,3535.662,-1.780585,0.34309864270919455,4.389509666458131,-1.3,0.15
0.10526404122918728,0.0104,3534.908,-1.81255,0.33084303790465214,4.42110366645813,-1.3,0.15
0.10526404122918728,0.011594,3533.76,-1.844582,0.3190714897022704,4.45257166645813,-1.3,0.15
0.10526404122918728,0.012925,3532.281,-1.876658,0.3077612944828444,4.48391966645813,-1.3,0.15
0.10526404122918728,0.014411,3534.098,-1.907157,0.29683697695453953,4.51531166645813,-1.3,0.15
0.10526404122918728,0.016068,3538.817,-1.936329,0.2862674701463748,4.54680366645813,-1.3,0.15
0.10526404122918728,0.017909,3542.343,-1.966025,0.2760952913155751,4.578229666458131,-1.3,0.15
0.10526404122918728,0.019952,3544.773,-1.996112,0.266329945368886,4.60950766645813,-1.3,0.15
0.10526404122918728,0.022222,3546.179,-2.02653,0.25696087354725367,4.640613666458131,-1.3,0.15
0.10526404122918728,0.024747,3546.547,-2.057285,0.24796991890737377,4.67154966645813,-1.3,0.15
0.10526404122918728,0.027562,3545.863,-2.088431,0.23932826917546896,4.70235966645813,-1.3,0.15
0.10526404122918728,0.030704,3544.194,-2.119994,0.23100479781954372,4.733105666458131,-1.3,0.15
0.10526404122918728,0.034216,3541.684,-2.151948,0.22297645164708083,4.763829666458131,-1.3,0.15
0.10526404122918728,0.038143,3537.721,-2.184606,0.21523009629930434,4.79454166645813,-1.3,0.15
0.10526404122918728,0.042539,3533.697,-2.217273,0.20775811678766953,4.82523166645813,-1.3,0.15
0.10526404122918728,0.047462,3514.866,-2.257092,0.20058109599000584,4.855767666458131,-1.3,0.15
0.10526404122918728,0.053012,3488.014,-2.300646,0.19371979464693906,4.88599966645813,-1.3,0.15
0.10526404122918728,0.059267,3466.266,-2.341308,0.1871871361936546,4.915795666458131,-1.3,0.15
0.10526404122918728,0.066373,3448.467,-2.380011,0.1808822701694279,4.94555566645813,-1.3,0.15
0.10526404122918728,0.07456,3429.409,-2.4197,0.1747290034653457,4.97561766645813,-1.3,0.15
0.10526404122918728,0.083967,3413.161,-2.458128,0.16876251932331437,5.0057956664581305,-1.3,0.15
0.10526404122918728,0.094736,3404.737,-2.492501,0.16301816491350074,5.03587566645813,-1.3,0.15
0.10526404122918728,0.10702,3397.46,-2.525778,0.15756363810360213,5.06543566645813,-1.3,0.15
0.10526404122918728,0.12104,3388.65,-2.559809,0.15229828048963384,5.09495766645813,-1.3,0.15
0.10526404122918728,0.1371,3374.863,-2.596493,0.147195319305259,5.12455966645813,-1.3,0.15
0.10526404122918728,0.1556,3358.711,-2.633655,0.14239016720410647,5.153387666458131,-1.3,0.15
0.10526404122918728,0.17714,3340.519,-2.670714,0.13793294217054813,5.18101166645813,-1.3,0.15
0.10526404122918728,0.2027,3322.053,-2.706521,0.1338378649739945,5.20718966645813,-1.3,0.15
0.10526404122918728,0.23337,3303.181,-2.740668,0.13015294516917728,5.23143966645813,-1.3,0.15
0.10526404122918728,0.27017,3284.358,-2.772179,0.12695885587527705,5.253021666458131,-1.3,0.15
0.10526404122918728,0.31433,3266.63,-2.799939,0.12430368398314748,5.27137966645813,-1.3,0.15
0.10526404122918728,0.36733,3251.333,-2.822947,0.12219600286566064,5.286233666458131,-1.3,0.15
0.10526404122918728,0.43092,3239.044,-2.840894,0.12060685701431235,5.29760366645813,-1.3,0.15
0.10526404122918728,0.50723,3229.89,-2.853992,0.11947608962838367,5.305785666458131,-1.3,0.15
0.10526404122918728,0.59881,3223.609,-2.862863,0.11872358440626521,5.31127366645813,-1.3,0.15
0.10526404122918728,0.7087,3219.671,-2.868387,0.11825976182623359,5.31467366645813,-1.3,0.15
0.10526404122918728,0.84057,3217.446,-2.871512,0.11799809609496181,5.31659766645813,-1.3,0.15
0.10526404122918728,0.99881,3216.34,-2.87309,0.1178647664557393,5.317579666458131,-1.3,0.15
0.10526404122918728,1.1887,3215.886,-2.873777,0.11780480371610717,5.31802166645813,-1.3,0.15
0.10526404122918728,1.4166,3215.777,-2.874001,0.11778256285788002,5.31818566645813,-1.3,0.15
0.10526404122918728,1.69,3215.836,-2.874009,0.11777713889530333,5.31822566645813,-1.3,0.15
0.10526404122918728,2.0181,3215.981,-2.873916,0.11777903725379246,5.31821166645813,-1.3,0.15
0.10526404122918728,2.4119,3216.178,-2.873772,0.11778419009536129,5.31817366645813,-1.3,0.15
0.10526404122918728,2.8844,3216.423,-2.873589,0.11779097049352254,5.31812366645813,-1.3,0.15
0.10526404122918728,3.4514,3216.719,-2.873366,0.11779964997273037,5.31805966645813,-1.3,0.15
0.10526404122918728,4.1318,3217.074,-2.873098,0.11780995768496061,5.31798366645813,-1.3,0.15
0.10526404122918728,4.9483,3217.501,-2.872776,0.11782243664863717,5.317891666458131,-1.3,0.15
0.10526404122918728,5.9281,3218.014,-2.872388,0.11783735888375305,5.3177816664581306,-1.3,0.15
0.10526404122918728,7.1039,3218.63,-2.871922,0.11785553943268229,5.3176476664581305,-1.3,0.15
0.10526404122918728,8.5148,3219.371,-2.871361,0.11787725122500882,5.31748766645813,-1.3,0.15
0.10526404122918728,10.208,3220.262,-2.870686,0.11790385362170021,5.3172916664581305,-1.3,0.15
0.10526404122918728,12.24,3221.333,-2.869873,0.11793562148840214,5.317057666458131,-1.3,0.15
0.10526404122918728,13.5,3222.0,-2.869366,0.11795571840401722,5.31690966645813,-1.3,0.15
0.10526404122918728,13.5,3222.0,-2.869366,0.11795571840401722,5.31690966645813,-1.3,0.15
0.11053123931224154,0.0011275,3519.642,-1.157091,0.7097591499560185,3.779330666804111,-1.3,0.15
0.11053123931224154,0.0012723,3519.839,-1.190283,0.6830712396777348,3.812620666804111,-1.3,0.15
0.11053123931224154,0.0014343,3520.129,-1.22336,0.6574398124118366,3.8458406668041105,-1.3,0.15
0.11053123931224154,0.0016155,3520.546,-1.256323,0.6328065998745894,3.8790106668041107,-1.3,0.15
0.11053123931224154,0.0018182,3521.16,-1.289146,0.6091272098958599,3.912136666804111,-1.3,0.15
0.11053123931224154,0.0020446,3522.046,-1.321792,0.5863635965651446,3.9452186668041107,-1.3,0.15
0.11053123931224154,0.0022974,3523.223,-1.354257,0.5644753740112165,3.978262666804111,-1.3,0.15
0.11053123931224154,0.0025796,3526.002,-1.385956,0.5433879457321212,4.011332666804111,-1.3,0.15
0.11053123931224154,0.0028941,3530.78,-1.416721,0.5230593864017802,4.044450666804111,-1.3,0.15
0.11053123931224154,0.0032436,3534.776,-1.447785,0.5035435066760916,4.077478666804111,-1.3,0.15
0.11053123931224154,0.0036315,3538.101,-1.479035,0.4848361567937784,4.110362666804111,-1.3,0.15
0.11053123931224154,0.0040621,3540.847,-1.510436,0.46689691031337177,4.143110666804111,-1.3,0.15
0.11053123931224154,0.0045403,3543.106,-1.541939,0.4496918327143421,4.175722666804111,-1.3,0.15
0.11053123931224154,0.0050716,3544.94,-1.573512,0.4331915734186807,4.208192666804111,-1.3,0.15
0.11053123931224154,0.0056624,3546.34,-1.605176,0.41735440340779645,4.240542666804111,-1.3,0.15
0.11053123931224154,0.0063198,3547.387,-1.636899,0.40214808040280897,4.272780666804111,-1.3,0.15
0.11053123931224154,0.0070512,3548.071,-1.668674,0.38755290803374537,4.304890666804111,-1.3,0.15
0.11053123931224154,0.0078654,3548.402,-1.700508,0.373537321248286,4.336884666804111,-1.3,0.15
0.11053123931224154,0.0087717,3548.38,-1.732393,0.3600775127217575,4.368760666804111,-1.3,0.15
0.11053123931224154,0.0097805,3548.057,-1.764288,0.3471586573119765,4.400496666804111,-1.3,0.15
0.11053123931224154,0.010904,3547.364,-1.79624,0.3347510901428778,4.432108666804111,-1.3,0.15
0.11053123931224154,0.012157,3546.28,-1.828277,0.3228263679581667,4.46361466680411,-1.3,0.15
0.11053123931224154,0.013554,3544.87,-1.860361,0.31136658252567667,4.495008666804111,-1.3,0.15
0.11053123931224154,0.015111,3549.334,-1.889667,0.3002797184577134,4.526500666804111,-1.3,0.15
0.11053123931224154,0.016845,3553.804,-1.91898,0.2895849583867822,4.55800066680411,-1.3,0.15
0.11053123931224154,0.018768,3557.132,-1.948705,0.2793193353811945,4.589350666804111,-1.3,0.15
0.11053123931224154,0.020904,3559.476,-1.978722,0.26947594277508,4.62051266680411,-1.3,0.15
0.11053123931224154,0.023279,3560.865,-2.009036,0.2600303257263239,4.651504666804111,-1.3,0.15
0.11053123931224154,0.025924,3561.362,-2.039657,0.2509533514475631,4.682366666804111,-1.3,0.15
0.11053123931224154,0.028874,3560.83,-2.070705,0.2422133074214418,4.71315666680411,-1.3,0.15
0.11053123931224154,0.032166,3559.346,-2.10219,0.23378573063436092,4.743916666804111,-1.3,0.15
0.11053123931224154,0.035842,3556.962,-2.134086,0.22565865745488034,4.774648666804111,-1.3,0.15
0.11053123931224154,0.039949,3553.734,-2.166382,0.21781711425286604,4.805368666804111,-1.3,0.15
0.11053123931224154,0.044543,3548.883,-2.199444,0.21025532320707493,4.836058666804111,-1.3,0.15
0.11053123931224154,0.049687,3544.319,-2.232306,0.2029714713720433,4.8666826668041105,-1.3,0.15
0.11053123931224154,0.055447,3516.304,-2.276404,0.19600989679312197,4.89699666680411,-1.3,0.15
0.11053123931224154,0.061875,3494.429,-2.316835,0.18944493566807716,4.926586666804111,-1.3,0.15
0.11053123931224154,0.069156,3473.264,-2.356723,0.18315382797822505,4.9559206668041105,-1.3,0.15
0.11053123931224154,0.077553,3454.738,-2.395634,0.17701334134453528,4.985540666804111,-1.3,0.15
0.11053123931224154,0.087242,3440.519,-2.432664,0.17103027735203216,5.015406666804111,-1.3,0.15
0.11053123931224154,0.098389,3431.142,-2.467376,0.1652296565014096,5.045376666804111,-1.3,0.15
0.11053123931224154,0.11116,3421.747,-2.501539,0.15973055475604758,5.0747766668041105,-1.3,0.15
0.11053123931224154,0.12582,3413.588,-2.534559,0.15450836611439572,5.10364866680411,-1.3,0.15
0.11053123931224154,0.14271,3403.351,-2.568637,0.14945863102745355,5.1325106668041105,-1.3,0.15
0.11053123931224154,0.1623,3388.918,-2.603951,0.14472914617212854,5.160440666804111,-1.3,0.15
0.11053123931224154,0.18534,3373.26,-2.638284,0.14041419031884153,5.18673066680411,-1.3,0.15
0.11053123931224154,0.21298,3356.678,-2.671215,0.1365293428931555,5.211100666804111,-1.3,0.15
0.11053123931224154,0.24614,3341.376,-2.700807,0.13316773099661283,5.2327546668041105,-1.3,0.15
0.11053123931224154,0.28594,3327.18,-2.726526,0.13038811294427047,5.251076666804111,-1.3,0.15
0.11053123931224154,0.3337,3315.275,-2.747443,0.12820146853170977,5.265766666804111,-1.3,0.15
0.11053123931224154,0.39101,3305.713,-2.763519,0.12657939045738664,5.27682666680411,-1.3,0.15
0.11053123931224154,0.45979,3298.668,-2.77499,0.12545298520844175,5.28459066680411,-1.3,0.15
0.11053123931224154,0.54232,3293.923,-2.782531,0.12472715032116388,5.28963066680411,-1.3,0.15
0.11053123931224154,0.64135,3291.066,-2.787039,0.12429681489751522,5.292632666804111,-1.3,0.15
0.11053123931224154,0.76019,3289.534,-2.789469,0.12406520571668986,5.294252666804111,-1.3,0.15
0.11053123931224154,0.90281,3288.824,-2.790629,0.12395327332837253,5.295036666804111,-1.3,0.15
0.11053123931224154,1.0739,3288.568,-2.791095,0.12390590383069072,5.2953686668041104,-1.3,0.15
0.11053123931224154,1.2793,3288.54,-2.791224,0.12388964257627297,5.29548266680411,-1.3,0.15
0.11053123931224154,1.5257,3288.622,-2.7912,0.12388678994467352,5.2955026668041105,-1.3,0.15
0.11053123931224154,1.8214,3288.761,-2.791107,0.12388964257627297,5.29548266680411,-1.3,0.15
