age,mass,luminosity,temperature,gravity,radius
0.02,0.002,-5.718,591.0,3.497,0.1321
0.02,0.003,-5.362,721.0,3.6639999999999997,0.1334
0.02,0.004,-5.079,845.0,3.781,0.1347
0.02,0.005,-4.855,957.0,3.87,0.1359
0.02,0.006,-4.67,1060.0,3.943,0.137
0.02,0.006999999999999999,-4.508,1160.0,4.003,0.1379
0.02,0.008,-4.365,1255.0,4.055,0.1389
0.02,0.009000000000000001,-4.238,1345.0,4.1,0.14
0.02,0.01,-4.115,1437.0,4.138,0.1412
0.02,0.011000000000000001,-3.98,1542.0,4.166,0.1434
0.02,0.012,-3.793,1687.0,4.173,0.1485
0.02,0.013000000000000001,-3.5469999999999997,1880.0,4.151,0.1587
0.02,0.013999999999999999,-3.33,2051.0,4.118,0.171
0.02,0.015,-3.177,2173.0,4.093999999999999,0.1818
0.02,0.016,-3.075,2254.0,4.084,0.1901
0.02,0.017,-3.011,2307.0,4.086,0.1953
0.02,0.018000000000000002,-2.983,2336.0,4.105,0.1968
0.02,0.019,-3.0010000000000003,2336.0,4.147,0.1926
0.02,0.02,-3.035,2326.0,4.195,0.1869
0.02,0.022000000000000002,-3.0469999999999997,2337.0,4.258,0.1825
0.02,0.024,-3.02,2374.0,4.295,0.1825
0.02,0.026000000000000002,-2.989,2413.0,4.3260000000000005,0.1832
