age,mass,luminosity,temperature,gravity,radius
0.2,0.002,-6.845,323.0,3.575,0.1207
0.2,0.003,-6.539,384.0,3.7460000000000004,0.1214
0.2,0.004,-6.306,439.0,3.872,0.1213
0.2,0.005,-6.11,493.0,3.972,0.1209
0.2,0.006,-5.939,545.0,4.055,0.1203
0.2,0.006999999999999999,-5.791,595.0,4.127,0.1196
0.2,0.008,-5.662000000000001,643.0,4.19,0.1189
0.2,0.009000000000000001,-5.542000000000001,691.0,4.246,0.1182
0.2,0.01,-5.41,747.0,4.296,0.1177
0.2,0.011000000000000001,-5.1979999999999995,842.0,4.333,0.1183
0.2,0.012,-4.678999999999999,1109.0,4.33,0.124
0.2,0.013000000000000001,-4.721,1093.0,4.382,0.1216
0.2,0.013999999999999999,-4.877,1016.0,4.4430000000000005,0.1176
0.2,0.015,-4.87,1026.0,4.4830000000000005,0.1162
0.2,0.016,-4.83,1054.0,4.518,0.1153
0.2,0.017,-4.773,1091.0,4.548,0.1148
0.2,0.018000000000000002,-4.71,1133.0,4.5760000000000005,0.1145
0.2,0.019,-4.645,1178.0,4.601,0.1142
0.2,0.02,-4.587,1219.0,4.625,0.1139
0.2,0.022000000000000002,-4.478,1301.0,4.67,0.1135
0.2,0.024,-4.382,1378.0,4.711,0.113
0.2,0.026000000000000002,-4.282,1460.0,4.746,0.113
0.2,0.027999999999999997,-4.186,1541.0,4.7780000000000005,0.1131
0.2,0.03,-4.103,1617.0,4.8069999999999995,0.1132
0.2,0.033,-3.991,1722.0,4.8469999999999995,0.1134
0.2,0.035,-3.925,1788.0,4.871,0.1136
0.2,0.038,-3.8280000000000003,1885.0,4.902,0.1142
0.2,0.04,-3.7680000000000002,1947.0,4.92,0.1147
0.2,0.043,-3.68,2037.0,4.9430000000000005,0.1159
0.2,0.045,-3.63,2091.0,4.958,0.1165
0.2,0.048,-3.563,2165.0,4.979,0.1175
0.2,0.05,-3.5180000000000002,2213.0,4.99,0.1184
0.2,0.053,-3.4589999999999996,2278.0,5.006,0.1196
0.2,0.055,-3.423,2318.0,5.0169999999999995,0.1204
0.2,0.057999999999999996,-3.377,2371.0,5.033,0.1214
0.2,0.06,-3.346,2406.0,5.041,0.1222
