age,mass,luminosity,temperature,gravity,radius
3.0,0.006999999999999999,-7.146,286.0,4.211,0.1086
3.0,0.008,-7.0360000000000005,306.0,4.276,0.1077
3.0,0.009000000000000001,-6.939,325.0,4.335,0.1068
3.0,0.01,-6.85,344.0,4.388,0.1059
3.0,0.011000000000000001,-6.752999999999999,365.0,4.436,0.1051
3.0,0.012,-6.6160000000000005,396.0,4.478,0.1045
3.0,0.013000000000000001,-6.58,406.0,4.522,0.1034
3.0,0.013999999999999999,-6.542999999999999,417.0,4.563,0.1024
3.0,0.015,-6.481,434.0,4.6,0.1016
3.0,0.016,-6.42,451.0,4.635,0.1008
3.0,0.017,-6.359,469.0,4.668,0.1
3.0,0.018000000000000002,-6.303,486.0,4.699,0.0993
3.0,0.019,-6.247000000000001,504.0,4.729,0.0986
3.0,0.02,-6.193,522.0,4.757,0.0979
3.0,0.022000000000000002,-6.093,557.0,4.81,0.0966
3.0,0.024,-5.999,591.0,4.859,0.0954
3.0,0.026000000000000002,-5.91,626.0,4.904,0.0943
3.0,0.027999999999999997,-5.8260000000000005,661.0,4.946000000000001,0.0932
3.0,0.03,-5.745,696.0,4.985,0.0922
3.0,0.033,-5.64,745.0,5.039,0.0908
3.0,0.035,-5.57,779.0,5.073,0.09
3.0,0.038,-5.471,830.0,5.121,0.0888
3.0,0.04,-5.407,865.0,5.15,0.0881
3.0,0.043,-5.314,918.0,5.191,0.0871
3.0,0.045,-5.2589999999999995,951.0,5.218,0.0864
3.0,0.048,-5.171,1005.0,5.254,0.0856
3.0,0.05,-5.1160000000000005,1041.0,5.277,0.085
3.0,0.053,-5.035,1095.0,5.31,0.0843
3.0,0.055,-4.978,1134.0,5.33,0.0839
3.0,0.057999999999999996,-4.888999999999999,1198.0,5.359,0.0834
3.0,0.06,-4.8260000000000005,1244.0,5.376,0.0831
3.0,0.063,-4.7219999999999995,1322.0,5.399,0.083
3.0,0.064,-4.683,1352.0,5.406000000000001,0.083
3.0,0.065,-4.638999999999999,1386.0,5.412000000000001,0.0831
3.0,0.066,-4.595,1421.0,5.417000000000001,0.0832
3.0,0.067,-4.544,1461.0,5.422000000000001,0.0834
3.0,0.068,-4.49,1505.0,5.425,0.0836
3.0,0.069,-4.433,1552.0,5.428,0.0839
3.0,0.07,-4.37,1605.0,5.43,0.0844
3.0,0.071,-4.302,1664.0,5.431,0.0849
3.0,0.07200000000000001,-4.229,1728.0,5.428999999999999,0.0856
3.0,0.073,-4.151,1799.0,5.4270000000000005,0.0865
3.0,0.07400000000000001,-4.071000000000001,1872.0,5.422999999999999,0.0875
3.0,0.075,-3.991,1948.0,5.417000000000001,0.0887
3.0,0.077,-3.833,2102.0,5.402,0.0914
3.0,0.08,-3.6319999999999997,2303.0,5.376,0.096
3.0,0.085,-3.398,2539.0,5.337999999999999,0.1033
