age,mass,luminosity,temperature,gravity,radius
0.06,0.002,-6.246,443.0,3.523,0.1281
0.06,0.003,-5.914,534.0,3.694,0.1289
0.06,0.004,-5.6610000000000005,617.0,3.8160000000000003,0.1294
0.06,0.005,-5.442,699.0,3.912,0.1296
0.06,0.006,-5.257999999999999,777.0,3.99,0.1296
0.06,0.006999999999999999,-5.099,851.0,4.0569999999999995,0.1297
0.06,0.008,-4.956,924.0,4.115,0.1297
0.06,0.009000000000000001,-4.825,996.0,4.165,0.1298
0.06,0.01,-4.696000000000001,1071.0,4.208,0.1302
0.06,0.011000000000000001,-4.497,1191.0,4.235,0.1324
0.06,0.012,-4.12,1436.0,4.22,0.1407
0.06,0.013000000000000001,-3.7880000000000003,1672.0,4.187,0.1521
0.06,0.013999999999999999,-3.693,1749.0,4.203,0.1549
0.06,0.015,-3.7939999999999996,1690.0,4.274,0.1479
0.06,0.016,-3.873,1644.0,4.334,0.1425
0.06,0.017,-3.8789999999999996,1650.0,4.372,0.1406
0.06,0.018000000000000002,-3.858,1674.0,4.402,0.1398
0.06,0.019,-3.818,1712.0,4.423,0.1401
0.06,0.02,-3.793,1740.0,4.448,0.1397
0.06,0.022000000000000002,-3.713,1816.0,4.484,0.1406
0.06,0.024,-3.635,1889.0,4.513,0.1421
0.06,0.026000000000000002,-3.569,1955.0,4.541,0.1432
0.06,0.027999999999999997,-3.497,2024.0,4.562,0.1451
0.06,0.03,-3.437,2082.0,4.581,0.1468
0.06,0.033,-3.3569999999999998,2160.0,4.606,0.1497
0.06,0.035,-3.305,2209.0,4.618,0.1519
0.06,0.038,-3.239,2275.0,4.638999999999999,0.1545
0.06,0.04,-3.196,2319.0,4.651,0.1564
0.06,0.043,-3.134,2380.0,4.667,0.1593
0.06,0.045,-3.095,2420.0,4.676,0.1612
