age,mass,luminosity,temperature,gravity,radius
0.004,0.002,-4.853,924.0,3.41,0.1459
0.004,0.003,-4.474,1133.0,3.5610000000000004,0.1502
0.004,0.004,-4.192,1312.0,3.659,0.155
0.004,0.005,-3.969,1470.0,3.7289999999999996,0.1598
0.004,0.006,-3.7880000000000003,1607.0,3.783,0.1646
0.004,0.006999999999999999,-3.636,1728.0,3.825,0.1694
0.004,0.008,-3.505,1837.0,3.858,0.1744
0.004,0.009000000000000001,-3.3960000000000004,1930.0,3.885,0.1792
0.004,0.01,-3.298,2015.0,3.907,0.1841
0.004,0.011000000000000001,-3.208,2094.0,3.926,0.189
0.004,0.012,-3.13,2162.0,3.9410000000000003,0.194
0.004,0.013000000000000001,-3.0580000000000003,2223.0,3.9530000000000003,0.1992
0.004,0.013999999999999999,-2.99,2280.0,3.9610000000000003,0.2048
0.004,0.015,-2.924,2332.0,3.964,0.2113
0.004,0.016,-2.859,2381.0,3.963,0.2184
0.004,0.017,-2.792,2429.0,3.957,0.2268
