age,mass,luminosity,temperature,gravity,radius
8.0,0.012,-7.136,297.0,4.502,0.1018
8.0,0.013000000000000001,-7.079,309.0,4.544,0.1008
8.0,0.013999999999999999,-7.024,320.0,4.584,0.0999
8.0,0.015,-6.962000000000001,333.0,4.621,0.0991
8.0,0.016,-6.905,346.0,4.656000000000001,0.0983
8.0,0.017,-6.847,359.0,4.689,0.0976
8.0,0.018000000000000002,-6.7989999999999995,370.0,4.721,0.0968
8.0,0.019,-6.75,382.0,4.751,0.0961
8.0,0.02,-6.695,396.0,4.779,0.0954
8.0,0.022000000000000002,-6.603,420.0,4.833,0.0941
8.0,0.024,-6.516,445.0,4.882,0.0928
8.0,0.026000000000000002,-6.433,470.0,4.928,0.0916
8.0,0.027999999999999997,-6.359,493.0,4.971,0.0905
8.0,0.03,-6.278,520.0,5.011,0.0895
8.0,0.033,-6.18,554.0,5.067,0.088
8.0,0.035,-6.115,579.0,5.101,0.0871
8.0,0.038,-6.025,614.0,5.15,0.0859
8.0,0.04,-5.975,635.0,5.18,0.085
8.0,0.043,-5.891,670.0,5.223,0.0839
8.0,0.045,-5.849,690.0,5.251,0.0832
8.0,0.048,-5.7589999999999995,731.0,5.289,0.0822
8.0,0.05,-5.702999999999999,758.0,5.313,0.0816
8.0,0.053,-5.622000000000001,798.0,5.348,0.0807
8.0,0.055,-5.566,828.0,5.37,0.0802
8.0,0.057999999999999996,-5.479,873.0,5.4,0.0795
8.0,0.06,-5.412999999999999,910.0,5.419,0.0791
8.0,0.063,-5.296,975.0,5.445,0.0787
8.0,0.064,-5.247999999999999,1003.0,5.452000000000001,0.0787
8.0,0.065,-5.197,1033.0,5.459,0.0786
8.0,0.066,-5.135,1070.0,5.465,0.0787
8.0,0.067,-5.066,1112.0,5.47,0.0788
8.0,0.068,-4.986000000000001,1163.0,5.474,0.0791
8.0,0.069,-4.8919999999999995,1225.0,5.476,0.0794
8.0,0.07,-4.785,1299.0,5.476,0.08
8.0,0.071,-4.66,1388.0,5.474,0.0808
8.0,0.07200000000000001,-4.52,1495.0,5.468,0.0819
8.0,0.073,-4.365,1619.0,5.457999999999999,0.0834
8.0,0.07400000000000001,-4.216,1746.0,5.446000000000001,0.0852
8.0,0.075,-4.08,1868.0,5.433,0.087
8.0,0.077,-3.86,2076.0,5.409,0.0907
8.0,0.08,-3.635,2299.0,5.377999999999999,0.0958
8.0,0.085,-3.3989999999999996,2538.0,5.3389999999999995,0.1033
