age,mass,luminosity,temperature,gravity,radius
0.08,0.002,-6.409,410.0,3.556,0.1234
0.08,0.003,-6.129,481.0,3.727,0.1241
0.08,0.004,-5.8870000000000005,553.0,3.852,0.1241
0.08,0.005,-5.651,634.0,3.951,0.1238
0.08,0.006,-5.48,701.0,4.033,0.1234
0.08,0.006999999999999999,-5.325,767.0,4.103,0.123
0.08,0.008,-5.184,834.0,4.164,0.1226
0.08,0.009000000000000001,-5.053999999999999,900.0,4.218,0.1222
0.08,0.01,-4.922,971.0,4.263999999999999,0.1221
0.08,0.011000000000000001,-4.743,1074.0,4.3,0.1229
0.08,0.012,-4.325,1333.0,4.297,0.1288
0.08,0.013000000000000001,-3.99,1577.0,4.288,0.1354
0.08,0.013999999999999999,-4.1419999999999995,1477.0,4.359,0.1295
0.08,0.015,-4.242,1416.0,4.416,0.1256
0.08,0.016,-4.242,1425.0,4.454,0.1241
0.08,0.017,-4.202,1462.0,4.485,0.1235
0.08,0.018000000000000002,-4.156000000000001,1503.0,4.512,0.1231
0.08,0.019,-4.114,1542.0,4.538,0.1227
0.08,0.02,-4.0569999999999995,1593.0,4.56,0.1228
0.08,0.022000000000000002,-3.955,1688.0,4.6,0.123
0.08,0.024,-3.86,1780.0,4.635,0.1234
0.08,0.026000000000000002,-3.7689999999999997,1872.0,4.665,0.124
0.08,0.027999999999999997,-3.688,1957.0,4.694,0.1246
0.08,0.03,-3.61,2038.0,4.716,0.1257
0.08,0.033,-3.515,2141.0,4.749,0.1269
0.08,0.035,-3.4530000000000003,2208.0,4.766,0.1281
0.08,0.038,-3.3689999999999998,2300.0,4.788,0.1302
0.08,0.04,-3.326,2351.0,4.806,0.1309
0.08,0.043,-3.2569999999999997,2427.0,4.824,0.1329
